 INPUT STRING:	كلامك
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P16W4
      OFFSETS:	13-19
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ومسكو
     IS_TRANS:	wmskw
        INDEX:	P16W5
      OFFSETS:	20-25
       TOKENS:	P16W5-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(wimisokuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+misok+uwA
        GLOSS:	and+hold+they

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W6
      OFFSETS:	26-28
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	معونه
     IS_TRANS:	mEwnh
        INDEX:	P16W7
      OFFSETS:	29-34
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(maEuwnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maEuwn+ap
        GLOSS:	aid/assistance/support+[fem.sg.]

 INPUT STRING:	بتتلم
     IS_TRANS:	bttlm
        INDEX:	P16W8
      OFFSETS:	35-40
       TOKENS:	P16W9-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~_1]
   UNSPLITVOC:	(bititolam~)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+tolam~
        GLOSS:	[present-tense]+it/they/she+be gathered/be assembled

 INPUT STRING:	ماخدوش
     IS_TRANS:	mAxdw$
        INDEX:	P17W1
      OFFSETS:	0-6
       TOKENS:	P17W1-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xad_1]
   UNSPLITVOC:	(mA_xaduw$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3P+NEG_PART
          VOC:	mA+xad+uwA+$
        GLOSS:	not+take+they+not

 INPUT STRING:	بالهم
     IS_TRANS:	bAlhm
        INDEX:	P17W2
      OFFSETS:	7-12
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	bAl+hum
        GLOSS:	mind/attention+their

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P17W3
      OFFSETS:	13-15
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P17W4
      OFFSETS:	16-19
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	لجان
     IS_TRANS:	ljAn
        INDEX:	P17W5
      OFFSETS:	20-24
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(lijAn)
          POS:	NOUN
          VOC:	lijAn
        GLOSS:	councils/committees/commissions

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P17W6
      OFFSETS:	25-27
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P17W7
      OFFSETS:	28-32
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	حتتصرف
     IS_TRANS:	HttSrf
        INDEX:	P17W8
      OFFSETS:	33-39
       TOKENS:	P17W12-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoSar~af_1]
   UNSPLITVOC:	(HatitoSar~af)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+toSar~af
        GLOSS:	will+it/they/she+behave

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W9
      OFFSETS:	40-42
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P17W10
      OFFSETS:	43-49
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+money

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P17W11
      OFFSETS:	50-52
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P18W1
      OFFSETS:	0-3
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	قلوبها
     IS_TRANS:	qlwbhA
        INDEX:	P18W2
      OFFSETS:	4-10
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(quluwbhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	quluwb+hA
        GLOSS:	heart/center/essence+its/their/her

 INPUT STRING:	ميته
     IS_TRANS:	myth
        INDEX:	P18W3
      OFFSETS:	11-15
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~itap_1]
   UNSPLITVOC:	(may~itap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	may~it+ap
        GLOSS:	dead+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W1
      OFFSETS:	0-2
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	شيخ
     IS_TRANS:	$yx
        INDEX:	P19W2
      OFFSETS:	3-6
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($ayx)
          POS:	NOUN
          VOC:	$ayx
        GLOSS:	Sheikh

 INPUT STRING:	سلفى
     IS_TRANS:	slfY
        INDEX:	P19W3
      OFFSETS:	7-11
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(salafiy)
          POS:	ADJ
          VOC:	salafiy
        GLOSS:	Salafi/Salafist

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P19W4
      OFFSETS:	12-16
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يتوقفله
     IS_TRANS:	ytwqflh
        INDEX:	P19W5
      OFFSETS:	17-24
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ytwqflh)
          POS:	NO_FUNC
          VOC:	ytwqflh
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P19W6
      OFFSETS:	25-28
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الواحدة
     IS_TRANS:	AlwAHdp
        INDEX:	P19W7
      OFFSETS:	29-36
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(AlwAHodap)
          POS:	DET+NOUN_NUM+NSUFF_FEM_SG
          VOC:	Al+wAHod+ap
        GLOSS:	the+one+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P20W1
      OFFSETS:	0-2
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P20W2
      OFFSETS:	3-7
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P20W3
      OFFSETS:	8-12
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نخون
     IS_TRANS:	nxwn
        INDEX:	P20W4
      OFFSETS:	13-17
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaw~in_1]
   UNSPLITVOC:	(nixaw~in)
          POS:	IV1P+IV
          VOC:	ni+xaw~in
        GLOSS:	we+consider faithless/distrust/regard as unreliable

 INPUT STRING:	ونسفه
     IS_TRANS:	wnsfh
        INDEX:	P20W5
      OFFSETS:	18-23
       TOKENS:	P20W5-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saf~ih_1]
   UNSPLITVOC:	(winisaf~ih)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+saf~ih
        GLOSS:	and+we+discredit/dishonor

 INPUT STRING:	ونشتم
     IS_TRANS:	wn$tm
        INDEX:	P20W6
      OFFSETS:	24-29
       TOKENS:	P20W7-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(wini$otim)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+$otim
        GLOSS:	and+we+revile/curse

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W7
      OFFSETS:	30-32
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شيخ
     IS_TRANS:	$yx
        INDEX:	P20W8
      OFFSETS:	33-36
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($ayx)
          POS:	NOUN
          VOC:	$ayx
        GLOSS:	Sheikh

 INPUT STRING:	جليل
     IS_TRANS:	jlyl
        INDEX:	P20W9
      OFFSETS:	37-41
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaliyl_1]
   UNSPLITVOC:	(jaliyl)
          POS:	ADJ
          VOC:	jaliyl
        GLOSS:	venerable/important

 INPUT STRING:	ونقول
     IS_TRANS:	wnqwl
        INDEX:	P20W10
      OFFSETS:	42-47
       TOKENS:	P20W12-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(winiquwl)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+quwl
        GLOSS:	and+we+said/say/be said/say/(for example)

 INPUT STRING:	منافق
     IS_TRANS:	mnAfq
        INDEX:	P20W11
      OFFSETS:	48-53
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAfiq_1]
   UNSPLITVOC:	(munAfiq)
          POS:	NOUN
          VOC:	munAfiq
        GLOSS:	hypocrite/hypocritical

 INPUT STRING:	وكلام
     IS_TRANS:	wklAm
        INDEX:	P20W12
      OFFSETS:	54-59
       TOKENS:	P20W15-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(wikalAm)
          POS:	CONJ+NOUN
          VOC:	wi+kalAm
        GLOSS:	and+speech/statement/remark/talk/saying

 INPUT STRING:	يعجز
     IS_TRANS:	yEjz
        INDEX:	P20W13
      OFFSETS:	60-64
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaj~iz_1]
   UNSPLITVOC:	(yiEaj~iz)
          POS:	IV3MS+IV
          VOC:	yi+Eaj~iz
        GLOSS:	he/it+be incapable/be impotent

 INPUT STRING:	اللسان
     IS_TRANS:	AllsAn
        INDEX:	P20W14
      OFFSETS:	65-71
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lisAn_1]
   UNSPLITVOC:	(AllisAn)
          POS:	DET+NOUN
          VOC:	Al+lisAn
        GLOSS:	the+tongue

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P20W15
      OFFSETS:	72-74
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	قوله
     IS_TRANS:	qwlh
        INDEX:	P20W16
      OFFSETS:	75-79
       TOKENS:	P20W20-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawl_1]
   UNSPLITVOC:	(qawluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qawl+uh
        GLOSS:	statement/remark+its/his

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هاقول
     IS_TRANS:	hAqwl
        INDEX:	P21W2
      OFFSETS:	3-8
       TOKENS:	P21W2-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/say/(for example)

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P21W3
      OFFSETS:	9-12
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	حسبى
     IS_TRANS:	HsbY
        INDEX:	P21W4
      OFFSETS:	13-17
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasob_1]
   UNSPLITVOC:	(Hasobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Hasob+iy
        GLOSS:	sufficient+my

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P21W5
      OFFSETS:	18-22
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P21W6
      OFFSETS:	23-27
       TOKENS:	P21W8-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(winiEma)
          POS:	CONJ+VERB
          VOC:	wi+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P21W7
      OFFSETS:	28-34
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+representative/agent

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	صراحة
     IS_TRANS:	SrAHp
        INDEX:	P22W2
      OFFSETS:	3-8
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(SarAHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SarAH+ap
        GLOSS:	sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P22W3
      OFFSETS:	9-13
       TOKENS:	P22W3-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all, entire, every, whole+our

 INPUT STRING:	فرحانين
     IS_TRANS:	frHAnyn
        INDEX:	P22W4
      OFFSETS:	14-21
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroHAn_1]
   UNSPLITVOC:	(faroHAniyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	faroHAn+iyn
        GLOSS:	cheerful/delighted+[pl.]

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P22W5
      OFFSETS:	22-26
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	هنستقل
     IS_TRANS:	hnstql
        INDEX:	P22W6
      OFFSETS:	27-33
       TOKENS:	P22W8-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaqal_1]
   UNSPLITVOC:	(Hanisotaqil~)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+sotaqil
        GLOSS:	will+we+be independent/be autonomous

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P22W7
      OFFSETS:	34-36
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	معونة
     IS_TRANS:	mEwnp
        INDEX:	P22W8
      OFFSETS:	37-42
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(maEuwnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maEuwn+ap
        GLOSS:	aid/assistance/support+[fem.sg.]

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P22W9
      OFFSETS:	43-47
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P22W10
      OFFSETS:	48-54
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P22W11
      OFFSETS:	55-59
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يحرقها
     IS_TRANS:	yHrqhA
        INDEX:	P22W12
      OFFSETS:	60-66
       TOKENS:	P22W15-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hraq_1]
   UNSPLITVOC:	(yiHraqhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+Hraq+hA
        GLOSS:	he/it+burn+it/them/her

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I

 INPUT STRING:	أتحدى
     IS_TRANS:	>tHdY
        INDEX:	P23W2
      OFFSETS:	5-10
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitHad~aY_1]
   UNSPLITVOC:	(>ataHad~aY)
          POS:	IV1S+IV
          VOC:	>a+taHad~aY
        GLOSS:	I+provoke/challenge/incite

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P23W3
      OFFSETS:	11-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	فرد
     IS_TRANS:	frd
        INDEX:	P23W4
      OFFSETS:	14-17
       TOKENS:	P23W5-P23W5
