 INPUT STRING:	هذا
      OFFSETS:	22-25
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	تسريع
     IS_TRANS:	tsryE
        INDEX:	P3W7
      OFFSETS:	26-31
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasoriyE_1]
   UNSPLITVOC:	(tasoriyE)
          POS:	NOUN
          VOC:	tasoriyE
        GLOSS:	acceleration

 INPUT STRING:	عملية
     IS_TRANS:	Emlyp
        INDEX:	P3W8
      OFFSETS:	32-37
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(Eamaliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eamaliy~+ap
        GLOSS:	operation/mission/process+[fem.sg.]

 INPUT STRING:	الضغط
     IS_TRANS:	AlDgT
        INDEX:	P3W9
      OFFSETS:	38-43
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[DagoT_1]
   UNSPLITVOC:	(AlDagoT)
          POS:	DET+NOUN
          VOC:	Al+DagoT
        GLOSS:	the+pressing/pushing

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P3W10
      OFFSETS:	44-47
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P3W11
      OFFSETS:	48-55
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P3W12
      OFFSETS:	56-58
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السنوات
     IS_TRANS:	AlsnwAt
        INDEX:	P3W13
      OFFSETS:	59-66
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(AlsanawAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+sanaw+At
        GLOSS:	the+years+[fem.pl.]

 INPUT STRING:	الأخيرة
     IS_TRANS:	Al>xyrp
        INDEX:	P3W14
      OFFSETS:	67-74
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(Al>axiyrap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+>axiyr+ap
        GLOSS:	the+last/latest/recent/latter+[fem.sg.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P3W15
      OFFSETS:	75-77
       TOKENS:	P3W15-P3W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huwa_1]
   UNSPLITVOC:	(huwa)
          POS:	PRON_3MS
          VOC:	huwa
        GLOSS:	it/he

 INPUT STRING:	اكتشاف
     IS_TRANS:	Akt$Af
        INDEX:	P3W16
      OFFSETS:	78-84
       TOKENS:	P3W16-P3W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ikoti$Af_1]
   UNSPLITVOC:	(Aikoti$Af)
          POS:	NOUN
          VOC:	{ikoti$Af
        GLOSS:	discovery

 INPUT STRING:	البترول
     IS_TRANS:	Albtrwl
        INDEX:	P3W17
      OFFSETS:	85-92
       TOKENS:	P3W17-P3W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bitoruwl_1]
   UNSPLITVOC:	(Albitoruwl)
          POS:	DET+NOUN
          VOC:	Al+bitoruwl
        GLOSS:	the+petroleum

 INPUT STRING:	بغزارة
     IS_TRANS:	bgzArp
        INDEX:	P3W18
      OFFSETS:	93-99
       TOKENS:	P3W18-P3W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gazArap_1]
   UNSPLITVOC:	(bigazArap)
          POS:	PART+NOUN+NSUFF_FEM_SG
          VOC:	bi+gazAr+ap
        GLOSS:	[part.]+abundance/lavish amount+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P3W19
      OFFSETS:	99-100
       TOKENS:	P3W20-P3W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وخاصةً
     IS_TRANS:	wxASpF
        INDEX:	P3W20
      OFFSETS:	101-107
       TOKENS:	P3W21-P3W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(wixAS~apF)
          POS:	CONJ+ADJ+NSUFF_FEM_SG+CASE_INDEF_ACC
          VOC:	wi+xAS~+ap+F
        GLOSS:	and+specific/special+[fem.sg.]+[indef.acc.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P3W21
      OFFSETS:	108-110
       TOKENS:	P3W23-P3W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	جنوب
     IS_TRANS:	jnwb
        INDEX:	P3W22
      OFFSETS:	111-115
       TOKENS:	P3W24-P3W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[januwb_1]
   UNSPLITVOC:	(januwb)
          POS:	NOUN
          VOC:	januwb
        GLOSS:	south

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P3W23
      OFFSETS:	116-123
       TOKENS:	P3W25-P3W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	وجنوب
     IS_TRANS:	wjnwb
        INDEX:	P3W24
      OFFSETS:	124-129
       TOKENS:	P3W26-P3W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[januwb_1]
   UNSPLITVOC:	(wajanuwb)
          POS:	CONJ+NOUN
          VOC:	wa+januwb
        GLOSS:	and+south

 INPUT STRING:	دارفور
     IS_TRANS:	dArfwr
        INDEX:	P3W25
      OFFSETS:	130-136
       TOKENS:	P3W28-P3W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dArofuwr_1]
   UNSPLITVOC:	(dArofuwr)
          POS:	NOUN_PROP
          VOC:	dArofuwr
        GLOSS:	Darfour/Darfur

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P3W26
      OFFSETS:	136-137
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وكذلك
     IS_TRANS:	wk*lk
        INDEX:	P4W1
      OFFSETS:	0-5
       TOKENS:	P4W1-P4W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(waka*`lika)
          POS:	CONJ+PREP+DEM_PRON_MS
          VOC:	wa+ka+*`lika
        GLOSS:	and+like/such as+that

 INPUT STRING:	اكتشاف
     IS_TRANS:	Akt$Af
        INDEX:	P4W2
      OFFSETS:	6-12
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ikoti$Af_1]
   UNSPLITVOC:	(Aikoti$Af)
          POS:	NOUN
          VOC:	{ikoti$Af
        GLOSS:	discovery

 INPUT STRING:	اليورانيوم
     IS_TRANS:	AlywrAnywm
        INDEX:	P4W3
      OFFSETS:	13-23
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwrAniyuwm_1]
   UNSPLITVOC:	(AlyuwrAniyuwm)
          POS:	DET+NOUN
          VOC:	Al+yuwrAniyuwm
        GLOSS:	the+uranium

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P4W4
      OFFSETS:	24-26
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شمال
     IS_TRANS:	$mAl
        INDEX:	P4W5
      OFFSETS:	27-31
       TOKENS:	P4W7-P4W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$amAl_1]
   UNSPLITVOC:	($amAl)
          POS:	NOUN
          VOC:	$amAl
        GLOSS:	north/North

 INPUT STRING:	دارفور
     IS_TRANS:	dArfwr
        INDEX:	P4W6
      OFFSETS:	32-38
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dArofuwr_1]
   UNSPLITVOC:	(dArofuwr)
          POS:	NOUN_PROP
          VOC:	dArofuwr
        GLOSS:	Darfour/Darfur

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P4W7
      OFFSETS:	38-39
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وفوق
     IS_TRANS:	wfwq
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fawoq_1]
   UNSPLITVOC:	(wafawoq)
          POS:	CONJ+NOUN
          VOC:	wa+fawoq
        GLOSS:	and+above/over/top/upper part

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P5W2
      OFFSETS:	5-8
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(*`lika)
          POS:	DEM_PRON_MS
          VOC:	*`lika
        GLOSS:	that

 INPUT STRING:	وأعظم
     IS_TRANS:	w>EZm
        INDEX:	P5W3
      OFFSETS:	9-14
       TOKENS:	P5W4-P5W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEoZam_2]
   UNSPLITVOC:	(wa>aEoZam)
          POS:	CONJ+ADJ_COMP
          VOC:	wa+>aEoZam
        GLOSS:	and+greater/greatest/major

 INPUT STRING:	ظهورُ
     IS_TRANS:	Zhwru
        INDEX:	P5W4
      OFFSETS:	15-20
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zuhuwr_1]
   UNSPLITVOC:	(Zuhuwru)
          POS:	NOUN+CASE_DEF_NOM
          VOC:	Zuhuwr+u
        GLOSS:	appearance/emergence+[def.nom.]

 INPUT STRING:	الاتجاه
     IS_TRANS:	AlAtjAh
        INDEX:	P5W5
      OFFSETS:	21-28
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{it~ijAh_1]
   UNSPLITVOC:	(AlAit~ijAh)
          POS:	DET+NOUN
          VOC:	Al+{it~ijAh
        GLOSS:	the+direction/course

 INPUT STRING:	الإسلامي
     IS_TRANS:	Al<slAmy
        INDEX:	P5W6
      OFFSETS:	29-37
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<isolAmiy~_1]
   UNSPLITVOC:	(Al<isolAmiy~)
          POS:	DET+ADJ
          VOC:	Al+<isolAmiy~
        GLOSS:	the+Islamic/Islamist/Muslim

 INPUT STRING:	بقوة
     IS_TRANS:	bqwp
        INDEX:	P5W7
      OFFSETS:	38-42
       TOKENS:	P5W9-P5W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(biquw~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+quw~+ap
        GLOSS:	with/by+power/strength+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P5W8
      OFFSETS:	43-45
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P5W9
      OFFSETS:	46-53
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration+[fem.sg.]

 INPUT STRING:	والشعب
     IS_TRANS:	wAl$Eb
        INDEX:	P5W10
      OFFSETS:	54-60
       TOKENS:	P5W13-P5W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(waAl$aEob)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+$aEob
        GLOSS:	and+the+people/nation

 INPUT STRING:	؛
     IS_TRANS:	&#x61b;
        INDEX:	P5W11
      OFFSETS:	60-61
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x61b;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مما
     IS_TRANS:	mmA
        INDEX:	P5W12
      OFFSETS:	62-65
       TOKENS:	P5W16-P5W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mim~A_1]
   UNSPLITVOC:	(mim~A)
          POS:	PREP+REL_PRON
          VOC:	min+mA
        GLOSS:	from+what/which

 INPUT STRING:	يمثل
     IS_TRANS:	ymvl
        INDEX:	P5W13
      OFFSETS:	66-70
       TOKENS:	P5W18-P5W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mav~al_1]
   UNSPLITVOC:	(yumav~ilu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+mav~il+u
        GLOSS:	he/it+represent/constitute/act+[ind.]

 INPUT STRING:	خطرًا
     IS_TRANS:	xTrFA
        INDEX:	P5W14
      OFFSETS:	71-76
       TOKENS:	P5W19-P5W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xaTar_1]
   UNSPLITVOC:	(xaTarAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xaTar+AF
        GLOSS:	danger/threat/menace+[acc.indef.]

 INPUT STRING:	استراتيجيًّا
     IS_TRANS:	AstrAtyjy~FA
        INDEX:	P5W15
      OFFSETS:	77-89
       TOKENS:	P5W20-P5W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AistrAtiyjiy~_1]
   UNSPLITVOC:	(AistrAtiyjiy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	AistrAtiyjiy~+AF
        GLOSS:	strategic+[acc.indef.]

 INPUT STRING:	كبيرًا
     IS_TRANS:	kbyrFA
        INDEX:	P5W16
      OFFSETS:	90-96
       TOKENS:	P5W21-P5W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kabiyr_1]
   UNSPLITVOC:	(kabiyrAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	kabiyr+AF
        GLOSS:	large/great/important/major/senior+[acc.indef.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P5W17
      OFFSETS:	97-100
       TOKENS:	P5W22-P5W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مصالح
     IS_TRANS:	mSAlH
        INDEX:	P5W18
      OFFSETS:	101-106
       TOKENS:	P5W23-P5W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(maSAliH)
          POS:	NOUN
          VOC:	maSAliH
        GLOSS:	interests/advantages/favor

 INPUT STRING:	الصهاينة
     IS_TRANS:	AlShAynp
        INDEX:	P5W19
      OFFSETS:	107-115
       TOKENS:	P5W24-P5W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Sahoyuwniy~_1]
   UNSPLITVOC:	(AlSahAyinap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+SahAyin+ap
        GLOSS:	the+Zionist+[fem.sg.]

 INPUT STRING:	والغربيين
     IS_TRANS:	wAlgrbyyn
        INDEX:	P5W20
      OFFSETS:	116-125
       TOKENS:	P5W25-P5W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[garobiy~_1]
   UNSPLITVOC:	(waAlgarobiy~iyna)
          POS:	CONJ+DET+ADJ+NSUFF_MASC_PL_GEN
          VOC:	wa+Al+garobiy~+iyna
        GLOSS:	and+the+west/western/westerner+[masc.pl.gen.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P5W21
      OFFSETS:	125-126
       TOKENS:	P5W27-P5W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فهم
     IS_TRANS:	fhm
        INDEX:	P6W1
      OFFSETS:	0-3
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(fahum)
          POS:	CONJ+PRON_3MP
          VOC:	fa+hum
        GLOSS:	so/and+they [masc.pl]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P6W2
      OFFSETS:	4-6
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يتصورون
     IS_TRANS:	ytSwrwn
        INDEX:	P6W3
      OFFSETS:	7-14
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taSaw~ar_1]
   UNSPLITVOC:	(yataSaw~aruwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	ya+taSaw~ar+uwna
        GLOSS:	they (people)+imagine/envision/ponder/depict+[masc.pl.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P6W4
      OFFSETS:	15-17
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يتحوَّل
     IS_TRANS:	ytHw~al
        INDEX:	P6W5
      OFFSETS:	18-25
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHaw~il_1]
   UNSPLITVOC:	(yitoHaw~il)
          POS:	IV3MS+IV
          VOC:	yi+toHaw~il
        GLOSS:	he/it+be changed/be transformed

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P6W6
      OFFSETS:	26-29
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*A)
          POS:	DEM_PRON_MS
          VOC:	h`*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P6W7
      OFFSETS:	30-35
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country

 INPUT STRING:	الضخم
     IS_TRANS:	AlDxm
        INDEX:	P6W8
      OFFSETS:	36-41
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Daxom_1]
   UNSPLITVOC:	(AlDaxom)
          POS:	DET+ADJ
          VOC:	Al+Daxom
        GLOSS:	the+large/voluminous

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P6W9
      OFFSETS:	42-45
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	قوة
     IS_TRANS:	qwp
        INDEX:	P6W10
      OFFSETS:	46-49
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quw~+ap
        GLOSS:	power/strength+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P6W11
      OFFSETS:	50-55
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kabiyr_1]
   UNSPLITVOC:	(kabiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kabiyr+ap
        GLOSS:	large/great/important/major/senior+[fem.sg.]

 INPUT STRING:	تمتلك
     IS_TRANS:	tmtlk
        INDEX:	P6W12
      OFFSETS:	56-61
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{imotalak_1]
   UNSPLITVOC:	(tamotaliku)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	ta+motalik+u
        GLOSS:	it/they/she+possess/acquire+[ind.]

 INPUT STRING:	البترول
     IS_TRANS:	Albtrwl
        INDEX:	P6W13
      OFFSETS:	62-69
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bitoruwl_1]
   UNSPLITVOC:	(Albitoruwl)
          POS:	DET+NOUN
          VOC:	Al+bitoruwl
        GLOSS:	the+petroleum

 INPUT STRING:	واليورانيوم
     IS_TRANS:	wAlywrAnywm
        INDEX:	P6W14
      OFFSETS:	70-81
       TOKENS:	P6W15-P6W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwrAniyuwm_1]
   UNSPLITVOC:	(waAlyuwrAniyuwm)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+yuwrAniyuwm
        GLOSS:	and+the+uranium

 INPUT STRING:	وملايين
     IS_TRANS:	wmlAyyn
        INDEX:	P6W15
      OFFSETS:	82-89
       TOKENS:	P6W17-P6W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
