 INPUT STRING:	أعلن
        INDEX:	P3W7
      OFFSETS:	28-33
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHodiyd_1]
   UNSPLITVOC:	(taHodiyd)
          POS:	NOUN
          VOC:	taHodiyd
        GLOSS:	delimitation/specification/definition/specifically

 INPUT STRING:	موعد
     IS_TRANS:	mwEd
        INDEX:	P3W8
      OFFSETS:	34-38
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawEid_1]
   UNSPLITVOC:	(mawEid)
          POS:	NOUN
          VOC:	mawEid
        GLOSS:	appointment/date/rendezvous/appointment

 INPUT STRING:	انتخابات
     IS_TRANS:	AntxAbAt
        INDEX:	P3W9
      OFFSETS:	39-47
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{inotixAb_1]
   UNSPLITVOC:	(AinotixAbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	{inotixAb+At
        GLOSS:	elections/selections+[fem.pl.]

 INPUT STRING:	الرئاسه
     IS_TRANS:	Alr}Ash
        INDEX:	P3W10
      OFFSETS:	48-55
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(Alr~i}Asap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+ri}As+ap
        GLOSS:	the+presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P3W11
      OFFSETS:	56-58
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P3W12
      OFFSETS:	59-62
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P3W13
      OFFSETS:	63-65
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it

 INPUT STRING:	اللجنه
     IS_TRANS:	Alljnh
        INDEX:	P3W14
      OFFSETS:	66-72
       TOKENS:	P3W15-P3W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(All~ajonap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+lajon+ap
        GLOSS:	the+council/committee/commission+[fem.sg.]

 INPUT STRING:	العليا
     IS_TRANS:	AlElyA
        INDEX:	P3W15
      OFFSETS:	73-79
       TOKENS:	P3W16-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAliy_1]
   UNSPLITVOC:	(AlEuloyA)
          POS:	DET+ADJ
          VOC:	Al+EuloyA
        GLOSS:	the+high/elevated

 INPUT STRING:	للإنتخابات
     IS_TRANS:	ll<ntxAbAt
        INDEX:	P3W16
      OFFSETS:	80-90
       TOKENS:	P3W17-P3W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{inotixAb_1]
   UNSPLITVOC:	(lilAinotixAbAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+{inotixAb+At
        GLOSS:	to/for+the+elections/selections+[fem.pl.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P3W17
      OFFSETS:	90-91
       TOKENS:	P3W19-P3W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P3W18
      OFFSETS:	91-92
       TOKENS:	P3W20-P3W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وأشار
     IS_TRANS:	w>$Ar
        INDEX:	P3W19
      OFFSETS:	93-98
       TOKENS:	P3W21-P3W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>a$Ar_1]
   UNSPLITVOC:	(wi>a$Ar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>a$Ar+(null)
        GLOSS:	and+indicate/mention/cite/be indicated/be mentioned/be cited+he/it

 INPUT STRING:	أيضا
     IS_TRANS:	>yDA
        INDEX:	P3W20
      OFFSETS:	99-103
       TOKENS:	P3W23-P3W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayD_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	>ayD+AF
        GLOSS:	also+[acc.indef.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P3W21
      OFFSETS:	104-107
       TOKENS:	P3W24-P3W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P3W22
      OFFSETS:	108-110
       TOKENS:	P3W25-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P3W23
      OFFSETS:	111-113
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	تعديل
     IS_TRANS:	tEdyl
        INDEX:	P3W24
      OFFSETS:	114-119
       TOKENS:	P3W27-P3W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(taEodiyl)
          POS:	NOUN
          VOC:	taEodiyl
        GLOSS:	adjustment/change/modification/amendment

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P3W25
      OFFSETS:	120-122
       TOKENS:	P3W28-P3W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قانون
     IS_TRANS:	qAnwn
        INDEX:	P3W26
      OFFSETS:	123-128
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(qAnuwn)
          POS:	NOUN
          VOC:	qAnuwn
        GLOSS:	law/statutes/regulations

 INPUT STRING:	اتنخابات
     IS_TRANS:	AtnxAbAt
        INDEX:	P3W27
      OFFSETS:	129-137
       TOKENS:	P3W30-P3W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AtnxAbAt)
          POS:	TYPO
          VOC:	AtnxAbAt
        GLOSS:	nogloss

 INPUT STRING:	الرئاسه
     IS_TRANS:	Alr}Ash
        INDEX:	P3W28
      OFFSETS:	138-145
       TOKENS:	P3W31-P3W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(Alr~i}Asap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+ri}As+ap
        GLOSS:	the+presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	يتضمن
     IS_TRANS:	ytDmn
        INDEX:	P3W29
      OFFSETS:	146-151
       TOKENS:	P3W32-P3W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoDam~in_1]
   UNSPLITVOC:	(yitoDam~in)
          POS:	IV3MS+IV
          VOC:	yi+toDam~in
        GLOSS:	he/it+include

 INPUT STRING:	إعلان
     IS_TRANS:	<ElAn
        INDEX:	P3W30
      OFFSETS:	152-157
       TOKENS:	P3W33-P3W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAn_1]
   UNSPLITVOC:	(<iEolAn)
          POS:	NOUN
          VOC:	<iEolAn
        GLOSS:	declaration/statement/announcement

 INPUT STRING:	نتائجها
     IS_TRANS:	ntA}jhA
        INDEX:	P3W31
      OFFSETS:	158-165
       TOKENS:	P3W34-P3W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(natA}ijhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	natA}ij+hA
        GLOSS:	results+its/their/her

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P3W32
      OFFSETS:	166-168
       TOKENS:	P3W36-P3W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P3W33
      OFFSETS:	169-171
       TOKENS:	P3W37-P3W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	لجنة
     IS_TRANS:	ljnp
        INDEX:	P3W34
      OFFSETS:	172-176
       TOKENS:	P3W38-P3W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(lajonap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lajon+ap
        GLOSS:	council/committee/commission+[fem.sg.]

 INPUT STRING:	عامة
     IS_TRANS:	EAmp
        INDEX:	P3W35
      OFFSETS:	177-181
       TOKENS:	P3W39-P3W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAm~_1]
   UNSPLITVOC:	(EAm~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAm~+ap
        GLOSS:	general/common/public+[fem.sg.]

 INPUT STRING:	بالمحافظات
     IS_TRANS:	bAlmHAfZAt
        INDEX:	P3W36
      OFFSETS:	182-192
       TOKENS:	P3W40-P3W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAfoZap_1]
   UNSPLITVOC:	(biAlmuHAfoZAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	bi+Al+muHAfoZ+At
        GLOSS:	with/by+the+governor+[fem.pl.]

 INPUT STRING:	تحقيقا
     IS_TRANS:	tHqyqA
        INDEX:	P3W37
      OFFSETS:	193-199
       TOKENS:	P3W42-P3W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoqiyq_1]
   UNSPLITVOC:	(taHoqiyqAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taHoqiyq+AF
        GLOSS:	achieving/investigation+[acc.indef.]

 INPUT STRING:	للشفافية
     IS_TRANS:	ll$fAfyp
        INDEX:	P3W38
      OFFSETS:	200-208
       TOKENS:	P3W43-P3W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$af~Afiy~ap_1]
   UNSPLITVOC:	(lil$~af~Afiy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+$af~Afiy~+ap
        GLOSS:	to/for+the+translucence/transparency+[fem.sg.]

 INPUT STRING:	والمصداقية
     IS_TRANS:	wAlmSdAqyp
        INDEX:	P3W39
      OFFSETS:	209-219
       TOKENS:	P3W45-P3W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSodAqiy~ap_1]
   UNSPLITVOC:	(wiAlmiSodAqiy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+miSodAqiy~+ap
        GLOSS:	and+the+credibility+[fem.sg.]

 INPUT STRING:	وقد
     IS_TRANS:	wqd
        INDEX:	P4W1
      OFFSETS:	0-3
       TOKENS:	P4W1-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(waqado)
          POS:	CONJ+VERB_PART
          VOC:	wa+qado
        GLOSS:	and+may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	ناقش
     IS_TRANS:	nAq$
        INDEX:	P4W2
      OFFSETS:	4-8
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqi$_1]
   UNSPLITVOC:	(nAqi$)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	nAqi$+(null)
        GLOSS:	discuss+he/it

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P4W3
      OFFSETS:	9-15
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	الاستشارى
     IS_TRANS:	AlAst$ArY
        INDEX:	P4W4
      OFFSETS:	16-25
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisoti$Ariy_1]
   UNSPLITVOC:	(AlAisoti$Ariy)
          POS:	DET+ADJ
          VOC:	Al+Aisoti$Ariy
        GLOSS:	the+advisory/consultative/consulting

 INPUT STRING:	برئاسه
     IS_TRANS:	br}Ash
        INDEX:	P4W5
      OFFSETS:	26-32
       TOKENS:	P4W6-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(biri}Asap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+ri}As+ap
        GLOSS:	with/by+presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	منصور
     IS_TRANS:	mnSwr
        INDEX:	P4W6
      OFFSETS:	33-38
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoSuwr_1]
   UNSPLITVOC:	(manoSuwr)
          POS:	NOUN_PROP
          VOC:	manoSuwr
        GLOSS:	Mansour

 INPUT STRING:	حسن
     IS_TRANS:	Hsn
        INDEX:	P4W7
      OFFSETS:	39-42
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasan_1]
   UNSPLITVOC:	(Hasan)
          POS:	NOUN_PROP
          VOC:	Hasan
        GLOSS:	Hassan

 INPUT STRING:	مساء
     IS_TRANS:	msA'
        INDEX:	P4W8
      OFFSETS:	43-47
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masA'_1]
   UNSPLITVOC:	(masA')
          POS:	NOUN
          VOC:	masA'
        GLOSS:	evening

 INPUT STRING:	أمس
     IS_TRANS:	>ms
        INDEX:	P4W9
      OFFSETS:	48-51
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amos_1]
   UNSPLITVOC:	(>amos)
          POS:	NOUN
          VOC:	>amos
        GLOSS:	yesterday

 INPUT STRING:	المواعيد
     IS_TRANS:	AlmwAEyd
        INDEX:	P4W10
      OFFSETS:	52-60
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyEAd_1]
   UNSPLITVOC:	(AlmawAEiyd)
          POS:	DET+NOUN
          VOC:	Al+mawAEiyd
        GLOSS:	the+appointment/dates/rendezvous

 INPUT STRING:	الزمنية
     IS_TRANS:	Alzmnyp
        INDEX:	P4W11
      OFFSETS:	61-68
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamaniy_1]
   UNSPLITVOC:	(Alz~amaniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+zamaniy~+ap
        GLOSS:	the+temporal/time+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P4W12
      OFFSETS:	69-72
       TOKENS:	P4W14-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(limA)
          POS:	PREP+REL_PRON
          VOC:	li+mA
        GLOSS:	why/for+what

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P4W13
      OFFSETS:	73-76
       TOKENS:	P4W16-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	فتح
     IS_TRANS:	ftH
        INDEX:	P4W14
      OFFSETS:	77-80
       TOKENS:	P4W17-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatoH_1]
   UNSPLITVOC:	(fatoH)
          POS:	NOUN
          VOC:	fatoH
        GLOSS:	opening

 INPUT STRING:	باب
     IS_TRANS:	bAb
        INDEX:	P4W15
      OFFSETS:	81-84
       TOKENS:	P4W18-P4W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(bAb)
          POS:	NOUN
          VOC:	bAb
        GLOSS:	door

 INPUT STRING:	تقديم
     IS_TRANS:	tqdym
        INDEX:	P4W16
      OFFSETS:	85-90
       TOKENS:	P4W19-P4W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqodiym_1]
   UNSPLITVOC:	(taqodiym)
          POS:	NOUN
          VOC:	taqodiym
        GLOSS:	offering/presenting/submitting

 INPUT STRING:	اوراق
     IS_TRANS:	AwrAq
        INDEX:	P4W17
      OFFSETS:	91-96
       TOKENS:	P4W20-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waraq_1]
   UNSPLITVOC:	(>awrAq)
          POS:	NOUN
          VOC:	>awrAq
        GLOSS:	papers/sheets

 INPUT STRING:	التشرح
     IS_TRANS:	Alt$rH
        INDEX:	P4W18
      OFFSETS:	97-103
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alt$rH)
          POS:	TYPO
          VOC:	Alt$rH
        GLOSS:	nogloss

 INPUT STRING:	لرئاسه
     IS_TRANS:	lr}Ash
        INDEX:	P4W19
      OFFSETS:	104-110
       TOKENS:	P4W22-P4W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(liri}Asap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+ri}As+ap
        GLOSS:	for/to+presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	الجمهورية
     IS_TRANS:	Aljmhwryp
        INDEX:	P4W20
      OFFSETS:	111-120
       TOKENS:	P4W24-P4W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jumohuwriy~_1]
   UNSPLITVOC:	(Aljumohuwriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jumohuwriy~+ap
        GLOSS:	the+republican+[fem.sg.]

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P5W1
      OFFSETS:	0-3
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimin)
          POS:	CONJ+PREP
          VOC:	wi+min
        GLOSS:	and+from

 INPUT STRING:	ناحية
     IS_TRANS:	nAHyp
        INDEX:	P5W2
      OFFSETS:	4-9
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAHiyap_1]
   UNSPLITVOC:	(nAHiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nAHiy+ap
        GLOSS:	side/perspective+[fem.sg.]

 INPUT STRING:	إخرى
     IS_TRANS:	<xrY
        INDEX:	P5W3
      OFFSETS:	10-14
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uxraY_1]
   UNSPLITVOC:	(>uxraY)
          POS:	ADJ
          VOC:	>uxraY
        GLOSS:	another

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P5W4
      OFFSETS:	15-17
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	صرح
     IS_TRANS:	SrH
        INDEX:	P5W5
      OFFSETS:	18-21
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sar~aH_1]
   UNSPLITVOC:	(Sar~aH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Sar~aH+(null)
        GLOSS:	declare/announce+he/it

 INPUT STRING:	المتحدث
     IS_TRANS:	AlmtHdv
        INDEX:	P5W6
      OFFSETS:	22-29
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaHad~iv_1]
   UNSPLITVOC:	(AlmutaHad~iv)
          POS:	DET+NOUN
          VOC:	Al+mutaHad~iv
        GLOSS:	the+spokesman/speaker

 INPUT STRING:	باسم
     IS_TRANS:	bAsm
        INDEX:	P5W7
      OFFSETS:	30-34
       TOKENS:	P5W8-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isom_1]
   UNSPLITVOC:	(biAisom)
          POS:	PREP+NOUN
          VOC:	bi+{isom
        GLOSS:	with/by+name

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P5W8
      OFFSETS:	35-41
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	الاستشارى
     IS_TRANS:	AlAst$ArY
        INDEX:	P5W9
      OFFSETS:	42-51
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisoti$Ariy_1]
   UNSPLITVOC:	(AlAisoti$Ariy)
          POS:	DET+ADJ
          VOC:	Al+Aisoti$Ariy
        GLOSS:	the+advisory/consultative/consulting

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P5W10
      OFFSETS:	52-56
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
