 INPUT STRING:	موضوع
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	عميل
     IS_TRANS:	Emyl
        INDEX:	P13W3
      OFFSETS:	11-15
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(Eamiyl)
          POS:	NOUN
          VOC:	Eamiyl
        GLOSS:	agent/agents

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P13W4
      OFFSETS:	16-20
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P13W5
      OFFSETS:	21-25
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	جاسوس
     IS_TRANS:	jAsws
        INDEX:	P13W6
      OFFSETS:	26-31
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAsuws_1]
   UNSPLITVOC:	(jAsuws)
          POS:	NOUN
          VOC:	jAsuws
        GLOSS:	spy/spies

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P13W7
      OFFSETS:	32-36
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P13W8
      OFFSETS:	37-41
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	كذا
     IS_TRANS:	k*A
        INDEX:	P13W9
      OFFSETS:	42-45
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*A_1]
   UNSPLITVOC:	(ka*A)
          POS:	NOUN
          VOC:	ka*A
        GLOSS:	such/thus/so

 INPUT STRING:	وكذا
     IS_TRANS:	wk*A
        INDEX:	P13W10
      OFFSETS:	46-50
       TOKENS:	P13W10-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*A_1]
   UNSPLITVOC:	(wika*A)
          POS:	CONJ+NOUN
          VOC:	wi+ka*A
        GLOSS:	and+such/thus/so

 INPUT STRING:	اوك
     IS_TRANS:	Awk
        INDEX:	P14W1
      OFFSETS:	1-4
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Awk_1]
   UNSPLITVOC:	(Awk)
          POS:	INTERJ
          VOC:	Awk
        GLOSS:	ok

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P14W2
      OFFSETS:	5-7
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P14W3
      OFFSETS:	8-11
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	يحترم
     IS_TRANS:	yHtrm
        INDEX:	P14W4
      OFFSETS:	12-17
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHtaram_1]
   UNSPLITVOC:	(yHtrm)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	yHtrm+(null)
        GLOSS:	be respected+he/it

 INPUT STRING:	وماحدش
     IS_TRANS:	wmAHd$
        INDEX:	P14W5
      OFFSETS:	18-24
       TOKENS:	P14W5-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(wimA_Had~i$)
          POS:	CONJ+NEG_PART+NOUN+NEG_PART
          VOC:	wi+mA+Had~+$
        GLOSS:	and+not+person+not

 INPUT STRING:	يرد
     IS_TRANS:	yrd
        INDEX:	P14W6
      OFFSETS:	25-28
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(yirud~)
          POS:	IV3MS+IV
          VOC:	yi+rud~
        GLOSS:	he/it+answer

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P14W7
      OFFSETS:	29-33
       TOKENS:	P14W10-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he/it

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P14W8
      OFFSETS:	34-37
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P14W9
      OFFSETS:	38-42
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P14W10
      OFFSETS:	43-47
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P14W11
      OFFSETS:	48-52
       TOKENS:	P14W15-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P15W1
      OFFSETS:	1-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P15W2
      OFFSETS:	6-10
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	وطنى
     IS_TRANS:	wTnY
        INDEX:	P15W3
      OFFSETS:	11-15
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy_1]
   UNSPLITVOC:	(waTaniy)
          POS:	ADJ
          VOC:	waTaniy
        GLOSS:	patriotic

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P15W4
      OFFSETS:	16-20
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	رجل
     IS_TRANS:	rjl
        INDEX:	P15W5
      OFFSETS:	21-24
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijol)
          POS:	NOUN
          VOC:	rijol
        GLOSS:	leg/legs

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P15W6
      OFFSETS:	25-29
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	good

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P15W7
      OFFSETS:	30-34
       TOKENS:	P15W7-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love

 INPUT STRING:	وطنه
     IS_TRANS:	wTnh
        INDEX:	P15W8
      OFFSETS:	35-39
       TOKENS:	P15W9-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(wTnh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	wTn+uh
        GLOSS:	country+his/its

 INPUT STRING:	اوك
     IS_TRANS:	Awk
        INDEX:	P16W1
      OFFSETS:	1-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Awk_1]
   UNSPLITVOC:	(Awk)
          POS:	INTERJ
          VOC:	Awk
        GLOSS:	ok

 INPUT STRING:	برضوا
     IS_TRANS:	brDwA
        INDEX:	P16W2
      OFFSETS:	5-10
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P16W3
      OFFSETS:	11-13
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P16W4
      OFFSETS:	14-17
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	يحترم
     IS_TRANS:	yHtrm
        INDEX:	P16W5
      OFFSETS:	18-23
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHtaram_1]
   UNSPLITVOC:	(yHtrm)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	yHtrm+(null)
        GLOSS:	be respected+he/it

 INPUT STRING:	ومايسمعوش
     IS_TRANS:	wmAysmEw$
        INDEX:	P16W6
      OFFSETS:	24-33
       TOKENS:	P16W6-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[samac_0]
   UNSPLITVOC:	(wimA_yisomaEuw$)
          POS:	CONJ+NEG_PART+IV3P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	wi+mA+yi+somaE+uwA+$
        GLOSS:	and+not+they+Gloss:TBA+we+not

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P16W7
      OFFSETS:	34-36
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Gloss:TBA

 INPUT STRING:	يتكلم
     IS_TRANS:	ytklm
        INDEX:	P16W8
      OFFSETS:	37-42
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(yitokal~im)
          POS:	IV3MS+IV
          VOC:	yi+tokal~im
        GLOSS:	he/it+speak

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P16W9
      OFFSETS:	43-46
       TOKENS:	P16W12-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean~_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	on+his/its

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P16W10
      OFFSETS:	47-50
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayr_1]
   UNSPLITVOC:	(gayr)
          POS:	NOUN
          VOC:	gayr
        GLOSS:	not/other

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P16W11
      OFFSETS:	51-55
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P16W12
      OFFSETS:	56-60
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P16W13
      OFFSETS:	61-65
       TOKENS:	P16W17-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P17W1
      OFFSETS:	1-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P17W2
      OFFSETS:	5-8
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P17W3
      OFFSETS:	9-11
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P17W4
      OFFSETS:	12-16
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P17W5
      OFFSETS:	17-21
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P17W6
      OFFSETS:	22-25
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	عميل
     IS_TRANS:	Emyl
        INDEX:	P17W7
      OFFSETS:	26-30
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(Eamiyl)
          POS:	NOUN
          VOC:	Eamiyl
        GLOSS:	agent/agents

 INPUT STRING:	امريكى
     IS_TRANS:	AmrykY
        INDEX:	P17W8
      OFFSETS:	31-37
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(>amoriykiy)
          POS:	ADJ
          VOC:	>amoriykiy
        GLOSS:	american

 INPUT STRING:	وعميل
     IS_TRANS:	wEmyl
        INDEX:	P17W9
      OFFSETS:	38-43
       TOKENS:	P17W9-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(wiEamiyl)
          POS:	CONJ+NOUN
          VOC:	wi+Eamiyl
        GLOSS:	and+agent/agents

 INPUT STRING:	للموساد
     IS_TRANS:	llmwsAd
        INDEX:	P17W10
      OFFSETS:	44-51
       TOKENS:	P17W11-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwsAd_1]
   UNSPLITVOC:	(lilmuwsAd)
          POS:	PREP+DET+NOUN_PROP
          VOC:	li+Al+muwsAd
        GLOSS:	for/to+the+Musad

 INPUT STRING:	فده
     IS_TRANS:	fdh
        INDEX:	P17W11
      OFFSETS:	52-55
       TOKENS:	P17W13-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(fadah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	fa+dah
        GLOSS:	so/and+this

 INPUT STRING:	بيثبت
     IS_TRANS:	byvbt
        INDEX:	P17W12
      OFFSETS:	56-61
       TOKENS:	P17W15-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(biyivobit)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+vobit
        GLOSS:	[present-tense]+he/it+confirm/reinforce/be confirmed/be reinforced

 INPUT STRING:	مدى
     IS_TRANS:	mdY
        INDEX:	P17W13
      OFFSETS:	62-65
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madaY_1]
   UNSPLITVOC:	(madaY)
          POS:	NOUN
          VOC:	madaY
        GLOSS:	extent/range/period/duration

 INPUT STRING:	الغباء
     IS_TRANS:	AlgbA'
        INDEX:	P17W14
      OFFSETS:	66-72
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gabA'_1]
   UNSPLITVOC:	(AlgabA')
          POS:	DET+NOUN
          VOC:	Al+gabA'
        GLOSS:	the+ignorance/stupidity

 INPUT STRING:	الواضح
     IS_TRANS:	AlwADH
        INDEX:	P17W15
      OFFSETS:	73-79
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(AlwADiH)
          POS:	DET+ADJ
          VOC:	Al+wADiH
        GLOSS:	the+clear/obvious/visible

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P17W16
      OFFSETS:	80-83
       TOKENS:	P17W20-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	لمخابرات
     IS_TRANS:	lmxAbrAt
        INDEX:	P17W17
      OFFSETS:	84-92
       TOKENS:	P17W21-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxAbir_1]
   UNSPLITVOC:	(limoxAborAt)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	li+moxAbor+At
        GLOSS:	for/to+spy+[fem.pl.]

 INPUT STRING:	كلا
     IS_TRANS:	klA
        INDEX:	P17W18
      OFFSETS:	93-96
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kilA_1]
   UNSPLITVOC:	(kilA)
          POS:	NOUN_QUANT
          VOC:	kilA
        GLOSS:	both of

 INPUT STRING:	الدولتين
     IS_TRANS:	Aldwltyn
        INDEX:	P17W19
      OFFSETS:	97-105
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Aldwltiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+dwlt+iyn
        GLOSS:	the+countries+two

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P18W1
      OFFSETS:	1-4
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	because+that

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P18W2
      OFFSETS:	5-10
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	لمصرى
     IS_TRANS:	lmSrY
        INDEX:	P18W3
      OFFSETS:	11-16
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSriy_1]
   UNSPLITVOC:	(AlmaSriy)
          POS:	DET+ADJ
          VOC:	Al+maSriy
        GLOSS:	the+Egyptian

 INPUT STRING:	شم
     IS_TRANS:	$m
        INDEX:	P18W4
      OFFSETS:	17-19
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$am~_1]
   UNSPLITVOC:	($am~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$am~+(null)
        GLOSS:	smell+he/it

 INPUT STRING:	رائحة
     IS_TRANS:	rA}Hp
        INDEX:	P18W5
      OFFSETS:	20-25
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rA}iHap_1]
   UNSPLITVOC:	(rA}Hap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rA}H+ap
        GLOSS:	smell+[fem.sg.]

 INPUT STRING:	الحريه
     IS_TRANS:	AlHryh
        INDEX:	P18W6
      OFFSETS:	26-32
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(AlHur~iy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hur~iy~+ap
        GLOSS:	the+freedom+[fem.sg.]

 INPUT STRING:	وبدأ
     IS_TRANS:	wbd>
        INDEX:	P18W7
      OFFSETS:	33-37
       TOKENS:	P18W8-P18W9
