 INPUT STRING:	نحن
      COMMENT:	[]
        LEMMA:	[raqaS-u_1]
   UNSPLITVOC:	(yaroquSuwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	ya+roquS+uwna
        GLOSS:	they (people)+dance+[masc.pl.]

 INPUT STRING:	ويهللون
     IS_TRANS:	wyhllwn
        INDEX:	P13W28
      OFFSETS:	160-167
       TOKENS:	P13W37-P13W38
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hal~al_1]
   UNSPLITVOC:	(wayuhal~iluwna)
          POS:	CONJ+IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	wa+yu+hal~il+uwna
        GLOSS:	and+they (people)+rejoice/applaud+[masc.pl.]

 INPUT STRING:	فرحا
     IS_TRANS:	frHA
        INDEX:	P13W29
      OFFSETS:	168-172
       TOKENS:	P13W39-P13W39
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faraH_1]
   UNSPLITVOC:	(faraHAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	faraH+AF
        GLOSS:	with joy/joyfully+[acc.indef.]

 INPUT STRING:	بتلك
     IS_TRANS:	btlk
        INDEX:	P13W30
      OFFSETS:	173-177
       TOKENS:	P13W40-P13W41
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(bitiloka)
          POS:	PREP+DEM_PRON_F
          VOC:	bi+tiloka
        GLOSS:	with/by+that/those

 INPUT STRING:	الاحكام
     IS_TRANS:	AlAHkAm
        INDEX:	P13W31
      OFFSETS:	178-185
       TOKENS:	P13W42-P13W42
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Al>aHokAm)
          POS:	DET+NOUN
          VOC:	Al+>aHokAm
        GLOSS:	the+judgments/decisions//verdicts

 INPUT STRING:	الثورية
     IS_TRANS:	Alvwryp
        INDEX:	P13W32
      OFFSETS:	186-193
       TOKENS:	P13W43-P13W43
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vaworiy~_1]
   UNSPLITVOC:	(Alvaworiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+vaworiy~+ap
        GLOSS:	the+revolutionary+[fem.sg.]

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P13W33
      OFFSETS:	194-198
       TOKENS:	P13W44-P13W44
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	اطلقتها
     IS_TRANS:	ATlqthA
        INDEX:	P13W34
      OFFSETS:	199-206
       TOKENS:	P13W45-P13W46
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aTolaq_1]
   UNSPLITVOC:	(>aTolaqatohA)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3FS
          VOC:	>aTolaq+at+hA
        GLOSS:	release/fire+it/they/she [verb]+it/them/her

 INPUT STRING:	محكمة
     IS_TRANS:	mHkmp
        INDEX:	P13W35
      OFFSETS:	207-212
       TOKENS:	P13W47-P13W47
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHokamap_1]
   UNSPLITVOC:	(maHokamap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maHokam+ap
        GLOSS:	court/tribunal+[fem.sg.]

 INPUT STRING:	مهلبية
     IS_TRANS:	mhlbyp
        INDEX:	P13W36
      OFFSETS:	213-219
       TOKENS:	P13W48-P13W48
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muhal~abiy~ap_1]
   UNSPLITVOC:	(muhal~abiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muhal~abiy~+ap
        GLOSS:	mahallabiya (rice pudding topped with pistachios)+[fem.sg.]

 INPUT STRING:	بالتقلية
     IS_TRANS:	bAltqlyp
        INDEX:	P13W37
      OFFSETS:	220-228
       TOKENS:	P13W49-P13W50
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taqoliyap_1]
   UNSPLITVOC:	(biAltaqoliyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+taqoliy+ap
        GLOSS:	with/by+the+alkalization+[fem.sg.]

 INPUT STRING:	وقتها
     IS_TRANS:	wqthA
        INDEX:	P14W1
      OFFSETS:	1-6
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqotahA)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3FS
          VOC:	waqot+a+hA
        GLOSS:	time/moment/period of time+[def.acc.]+its/their/her

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P14W2
      OFFSETS:	7-10
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl-u_1]
   UNSPLITVOC:	(qulotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+tu
        GLOSS:	said+I [verb]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P14W3
      OFFSETS:	11-13
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P14W4
      OFFSETS:	14-18
       TOKENS:	P14W5-P14W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self+my

 INPUT STRING:	نحن
     IS_TRANS:	nHn
        INDEX:	P14W5
      OFFSETS:	19-22
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[naHonu_1]
   UNSPLITVOC:	(naHonu)
          POS:	PRON_1P
          VOC:	naHonu
        GLOSS:	we

 INPUT STRING:	نستحق
     IS_TRANS:	nstHq
        INDEX:	P14W6
      OFFSETS:	23-28
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotaHaq~_1]
   UNSPLITVOC:	(nasotaHiq~u)
          POS:	IV1P+IV+IVSUFF_MOOD:I
          VOC:	na+sotaHiq~+u
        GLOSS:	we+deserve/merit+[ind.]

 INPUT STRING:	وسلملى
     IS_TRANS:	wslmlY
        INDEX:	P14W7
      OFFSETS:	29-35
       TOKENS:	P14W9-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(wisal~im_liy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+PREP+PRON_1S
          VOC:	wi+sal~im+(null)+li+iy
        GLOSS:	and+hand over/surrender/greet+you[masc.sg.]+to/for+me

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P14W8
      OFFSETS:	36-39
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نزاهة
     IS_TRANS:	nzAhp
        INDEX:	P14W9
      OFFSETS:	40-45
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazAhap_1]
   UNSPLITVOC:	(nazAhap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nazAh+ap
        GLOSS:	Probity , honesty , integrity+[fem.sg.]

 INPUT STRING:	القضاء
     IS_TRANS:	AlqDA'
        INDEX:	P14W10
      OFFSETS:	46-52
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDA'_1]
   UNSPLITVOC:	(AlqaDA')
          POS:	DET+NOUN
          VOC:	Al+qaDA'
        GLOSS:	the+justice/judiciary

 INPUT STRING:	ويجعلة
     IS_TRANS:	wyjElp
        INDEX:	P14W11
      OFFSETS:	53-59
       TOKENS:	P14W16-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(wiyijoEaluh)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	wi+yi+joEal+uh
        GLOSS:	and+he/it+make/bring about/appoint+them

 INPUT STRING:	عامر
     IS_TRANS:	EAmr
        INDEX:	P14W12
      OFFSETS:	60-64
       TOKENS:	P14W19-P14W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmir_1]
   UNSPLITVOC:	(EAmir)
          POS:	ADJ
          VOC:	EAmir
        GLOSS:	flourishing/filled

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P15W1
      OFFSETS:	1-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الحل
     IS_TRANS:	AlHl
        INDEX:	P15W2
      OFFSETS:	6-10
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AlHal~)
          POS:	DET+NOUN
          VOC:	Al+Hal~
        GLOSS:	the+solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	الوحيد
     IS_TRANS:	AlwHyd
        INDEX:	P15W3
      OFFSETS:	11-17
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHiyd_1]
   UNSPLITVOC:	(AlwaHiyd)
          POS:	DET+ADJ
          VOC:	Al+waHiyd
        GLOSS:	the+only/sole/alone/exclusive

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P15W4
      OFFSETS:	18-20
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P15W5
      OFFSETS:	21-24
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	مروان
     IS_TRANS:	mrwAn
        INDEX:	P15W6
      OFFSETS:	25-30
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marowAn_1]
   UNSPLITVOC:	(marowAn)
          POS:	NOUN_PROP
          VOC:	marowAn
        GLOSS:	Marwan

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P15W7
      OFFSETS:	31-33
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P15W8
      OFFSETS:	34-36
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يستبدلنا
     IS_TRANS:	ystbdlnA
        INDEX:	P15W9
      OFFSETS:	37-45
       TOKENS:	P15W9-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aisotabodil_1]
   UNSPLITVOC:	(yasotabodilnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	ya+sotabodil+nA
        GLOSS:	he/it+replace/substitute+us

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P15W10
      OFFSETS:	46-50
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بقوم
     IS_TRANS:	bqwm
        INDEX:	P15W11
      OFFSETS:	51-55
       TOKENS:	P15W12-P15W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawom_1]
   UNSPLITVOC:	(biqawom)
          POS:	PREP+NOUN
          VOC:	bi+qawom
        GLOSS:	with/by+people/nation

 INPUT STRING:	آخرين
     IS_TRANS:	|xryn
        INDEX:	P15W12
      OFFSETS:	56-61
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(|xriyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	|xr+iyn
        GLOSS:	other/another+[pl.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P16W1
      OFFSETS:	1-5
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	نستاهل
     IS_TRANS:	nstAhl
        INDEX:	P16W2
      OFFSETS:	6-12
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotAhil_1]
   UNSPLITVOC:	(nisotAhil)
          POS:	IV1P+IV
          VOC:	ni+sotAhil
        GLOSS:	we+deserve

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P16W3
      OFFSETS:	13-17
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more/the most

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W4
      OFFSETS:	18-20
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P16W5
      OFFSETS:	21-24
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidap_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this way/like this

 INPUT STRING:	بكتير
     IS_TRANS:	bktyr
        INDEX:	P16W6
      OFFSETS:	25-30
       TOKENS:	P16W6-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(bikitiyr)
          POS:	PREP+ADJ
          VOC:	bi+kitiyr
        GLOSS:	with/by+many/much/numerous

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W7
      OFFSETS:	31-32
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

