 INPUT STRING:	جميعنا
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/together

 INPUT STRING:	الأخرين
     IS_TRANS:	Al>xryn
        INDEX:	P7W4
      OFFSETS:	18-25
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axar_1]
   UNSPLITVOC:	(Al>axoriyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+>axor+iyn
        GLOSS:	the+othr+[masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W5
      OFFSETS:	25-26
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W6
      OFFSETS:	26-27
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P8W2
      OFFSETS:	4-7
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P8W3
      OFFSETS:	8-10
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	أعتبره
     IS_TRANS:	>Etbrh
        INDEX:	P8W4
      OFFSETS:	11-17
       TOKENS:	P8W4-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEtabar_1]
   UNSPLITVOC:	(AaEtibiruh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+Etibir+uh
        GLOSS:	I+believe/regard/be regarded/be considered/consider+it/him

 INPUT STRING:	تغير
     IS_TRANS:	tgyr
        INDEX:	P8W5
      OFFSETS:	18-22
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagay~ur_1]
   UNSPLITVOC:	(tagay~ur)
          POS:	NOUN
          VOC:	tagay~ur
        GLOSS:	change/variation/changes/variations

 INPUT STRING:	قناع
     IS_TRANS:	qnAE
        INDEX:	P8W6
      OFFSETS:	23-27
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(qinAE)
          POS:	NOUN
          VOC:	qinAE
        GLOSS:	weapons/armor/mask/masks/veils

 INPUT STRING:	بقدر
     IS_TRANS:	bqdr
        INDEX:	P8W7
      OFFSETS:	28-32
       TOKENS:	P8W8-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qador_1]
   UNSPLITVOC:	(biqador)
          POS:	PREP+NOUN
          VOC:	bi+qador
        GLOSS:	with/by+extent/degree/amount/value/level/amounts/degrees

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P8W8
      OFFSETS:	33-35
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P8W9
      OFFSETS:	36-38
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	تعديل
     IS_TRANS:	tEdyl
        INDEX:	P8W10
      OFFSETS:	39-44
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(taEodiyl)
          POS:	NOUN
          VOC:	taEodiyl
        GLOSS:	adjustment/change/modification/amendment

 INPUT STRING:	للقناع
     IS_TRANS:	llqnAE
        INDEX:	P8W11
      OFFSETS:	45-51
       TOKENS:	P8W13-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(lilqinAE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+qinAE
        GLOSS:	for/to+the+weapons/armor/mask/masks/veils

 INPUT STRING:	الأصلي
     IS_TRANS:	Al>Sly
        INDEX:	P8W12
      OFFSETS:	52-58
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>aSoliy~_1]
   UNSPLITVOC:	(Al>aSoliy)
          POS:	DET+ADJ
          VOC:	Al+>aSoliy
        GLOSS:	the+origin/original/authentic

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W13
      OFFSETS:	58-59
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W14
      OFFSETS:	59-60
       TOKENS:	P8W17-P8W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W15
      OFFSETS:	60-61
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لماذا
     IS_TRANS:	lmA*A
        INDEX:	P8W16
      OFFSETS:	62-67
       TOKENS:	P8W19-P8W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[limA*A_1]
   UNSPLITVOC:	(limA*A)
          POS:	INTERROG_ADV
          VOC:	limA*A
        GLOSS:	why

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W17
      OFFSETS:	67-68
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P9W1
      OFFSETS:	0-3
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	ليتناسب
     IS_TRANS:	lytnAsb
        INDEX:	P9W2
      OFFSETS:	4-11
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lytnAsb)
          POS:	NO_FUNC
          VOC:	lytnAsb
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P9W3
      OFFSETS:	12-14
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/together

 INPUT STRING:	الظرف
     IS_TRANS:	AlZrf
        INDEX:	P9W4
      OFFSETS:	15-20
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zarof_1]
   UNSPLITVOC:	(AlZ~arof)
          POS:	DET+NOUN
          VOC:	Al+Zarof
        GLOSS:	the+charm/envelope/circumstance/condition/situation/circumstances

 INPUT STRING:	الذي
     IS_TRANS:	Al*y
        INDEX:	P9W5
      OFFSETS:	21-25
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~a*iy)
          POS:	REL_PRON
          VOC:	Al~a*iy
        GLOSS:	which/who/whom [masc.sg.]

 INPUT STRING:	يحيط
     IS_TRANS:	yHyT
        INDEX:	P9W6
      OFFSETS:	26-30
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHAT_1]
   UNSPLITVOC:	(yuHiyT)
          POS:	IV3MS+IV
          VOC:	yu+HiyT
        GLOSS:	he/it+surround/encircle

 INPUT STRING:	بالآخر
     IS_TRANS:	bAl|xr
        INDEX:	P9W7
      OFFSETS:	31-37
       TOKENS:	P9W7-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axar_1]
   UNSPLITVOC:	(biAl>axar)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+>axar
        GLOSS:	with/by+the+other

 INPUT STRING:	ليحدث
     IS_TRANS:	lyHdv
        INDEX:	P9W8
      OFFSETS:	38-43
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lyHdv)
          POS:	NO_FUNC
          VOC:	lyHdv
        GLOSS:	nogloss

 INPUT STRING:	التجاذب
     IS_TRANS:	AltjA*b
        INDEX:	P9W9
      OFFSETS:	44-51
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tajA*ub_1]
   UNSPLITVOC:	(AltajA*ub)
          POS:	DET+NOUN
          VOC:	Al+tajA*ub
        GLOSS:	the+(mutual) attraction/gravitation

 INPUT STRING:	والألفة
     IS_TRANS:	wAl>lfp
        INDEX:	P9W10
      OFFSETS:	52-59
       TOKENS:	P9W11-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ulofap_1]
   UNSPLITVOC:	(waAl>ulofap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	wa+Al+>ulof+ap
        GLOSS:	with/by+the+familiarity/friendship/harmony+[fem.sg.]

 INPUT STRING:	والمحبة
     IS_TRANS:	wAlmHbp
        INDEX:	P9W11
      OFFSETS:	60-67
       TOKENS:	P9W13-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHab~ap_1]
   UNSPLITVOC:	(wiAlmaHab~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+maHab~+ap
        GLOSS:	and+the+love/affection+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P9W12
      OFFSETS:	67-68
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وإلا
     IS_TRANS:	w<lA
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(wa<il~A)
          POS:	CONJ+PART
          VOC:	wa+<il~A
        GLOSS:	or+except

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P10W2
      OFFSETS:	5-8
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it

 INPUT STRING:	تنافر
     IS_TRANS:	tnAfr
        INDEX:	P10W3
      OFFSETS:	9-14
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanAfur_1]
   UNSPLITVOC:	(tanAfur)
          POS:	NOUN
          VOC:	tanAfur
        GLOSS:	mutual aversion/dissension/discord

 INPUT STRING:	وفراقاً
     IS_TRANS:	wfrAqAF
        INDEX:	P10W4
      OFFSETS:	15-22
       TOKENS:	P10W5-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[firAq_1]
   UNSPLITVOC:	(wifirAqAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+firAq+AF
        GLOSS:	and+separation+[acc.indef.]

 INPUT STRING:	وخصام
     IS_TRANS:	wxSAm
        INDEX:	P10W5
      OFFSETS:	23-28
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiSAm_1]
   UNSPLITVOC:	(wixiSAm)
          POS:	CONJ+NOUN
          VOC:	wi+xiSAm
        GLOSS:	and+confrontation/dispute/lawsuit

 INPUT STRING:	وهذا
     IS_TRANS:	wh*A
        INDEX:	P10W6
      OFFSETS:	29-33
       TOKENS:	P10W9-P10W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(wah`*A)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+h`*A
        GLOSS:	and+this [masc.sg.]

 INPUT STRING:	فعلاً
     IS_TRANS:	fElAF
        INDEX:	P10W7
      OFFSETS:	34-39
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually/in effect+[acc.indef.]

 INPUT STRING:	مذموم
     IS_TRANS:	m*mwm
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma*omuwm_1]
   UNSPLITVOC:	(ma*omuwm)
          POS:	ADJ
          VOC:	ma*omuwm
        GLOSS:	despicable/reprehensible/censured

 INPUT STRING:	يبعدك
     IS_TRANS:	ybEdk
        INDEX:	P11W2
      OFFSETS:	6-11
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEad_1]
   UNSPLITVOC:	(yiboEidak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+boEid+ak
        GLOSS:	he/it+be distant+you

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P11W3
      OFFSETS:	12-14
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الآخر
     IS_TRANS:	Al|xr
        INDEX:	P11W4
      OFFSETS:	15-20
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axar_1]
   UNSPLITVOC:	(Al>axar)
          POS:	DET+NOUN
          VOC:	Al+>axar
        GLOSS:	the+other

 INPUT STRING:	وتصبح
     IS_TRANS:	wtSbH
        INDEX:	P11W5
      OFFSETS:	21-26
       TOKENS:	P11W6-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSbaH_1]
   UNSPLITVOC:	(witiSbaH)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+SbaH
        GLOSS:	and+it/they/she+become/begin/start

 INPUT STRING:	منبوذاً
     IS_TRANS:	mnbw*AF
        INDEX:	P11W6
      OFFSETS:	27-34
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[manobuw*_1]
   UNSPLITVOC:	(manobuw*AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	manobuw*+AF
        GLOSS:	ostracized/banished+[acc.indef.]

 INPUT STRING:	ملوم
     IS_TRANS:	mlwm
        INDEX:	P11W7
      OFFSETS:	35-39
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maluwm_1]
   UNSPLITVOC:	(maluwm)
          POS:	ADJ
          VOC:	maluwm
        GLOSS:	blamed/censured/blameworthy/reprehensible

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W8
      OFFSETS:	39-40
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	تعديل
     IS_TRANS:	tEdyl
        INDEX:	P12W1
      OFFSETS:	0-5
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(taEodiyl)
          POS:	NOUN
          VOC:	taEodiyl
        GLOSS:	adjustment/change/modification/amendment

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P12W2
      OFFSETS:	6-12
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P12W3
      OFFSETS:	13-16
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P12W4
      OFFSETS:	17-19
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يبعدك
     IS_TRANS:	ybEdk
        INDEX:	P12W5
      OFFSETS:	20-25
       TOKENS:	P12W5-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEad_1]
   UNSPLITVOC:	(yiboEidak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+boEid+ak
        GLOSS:	he/it+be distant+you

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P12W6
      OFFSETS:	26-28
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	حقيقة
     IS_TRANS:	Hqyqp
        INDEX:	P12W7
      OFFSETS:	29-34
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(Haqiyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Haqiyq+ap
        GLOSS:	truth/reality/facts+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P12W8
      OFFSETS:	35-37
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	أنت
     IS_TRANS:	>nt
        INDEX:	P12W9
      OFFSETS:	38-41
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you/you [masc.sg.]

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P13W1
      OFFSETS:	0-4
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P13W2
      OFFSETS:	5-7
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	واقع
     IS_TRANS:	wAqE
        INDEX:	P13W3
      OFFSETS:	8-12
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqiE_1]
   UNSPLITVOC:	(wAqiE)
          POS:	NOUN
          VOC:	wAqiE
        GLOSS:	fact/reality/actual

 INPUT STRING:	الحال
     IS_TRANS:	AlHAl
        INDEX:	P13W4
      OFFSETS:	13-18
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P13W5
      OFFSETS:	18-19
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P13W6
      OFFSETS:	20-23
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to/as for/as far as he (she/it/..etc) is concerned/but/however/yet

 INPUT STRING:	تغير
     IS_TRANS:	tgyr
        INDEX:	P13W7
      OFFSETS:	24-28
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagay~ur_1]
   UNSPLITVOC:	(tagay~ur)
          POS:	NOUN
          VOC:	tagay~ur
        GLOSS:	change/variation/changes/variations

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P13W8
      OFFSETS:	29-35
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	فهذا
     IS_TRANS:	fh*A
        INDEX:	P13W9
      OFFSETS:	36-40
       TOKENS:	P13W10-P13W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
