 INPUT STRING:	يرحم
        INDEX:	P19W10
      OFFSETS:	44-46
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W11
      OFFSETS:	47-49
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	that

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P19W12
      OFFSETS:	50-53
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P19W13
      OFFSETS:	54-56
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W14
      OFFSETS:	57-59
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	that

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P19W15
      OFFSETS:	60-64
       TOKENS:	P19W21-P19W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	حربنا
     IS_TRANS:	HrbnA
        INDEX:	P19W16
      OFFSETS:	65-70
       TOKENS:	P19W22-P19W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(HarobnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Harob+nA
        GLOSS:	war/warfare+our

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W17
      OFFSETS:	71-73
       TOKENS:	P19W24-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اجل
     IS_TRANS:	Ajl
        INDEX:	P19W18
      OFFSETS:	74-77
       TOKENS:	P19W25-P19W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajal_1]
   UNSPLITVOC:	(>ajal)
          POS:	NOUN
          VOC:	>ajal
        GLOSS:	for sake of/because of

 INPUT STRING:	جذورنا
     IS_TRANS:	j*wrnA
        INDEX:	P19W19
      OFFSETS:	78-84
       TOKENS:	P19W26-P19W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ji*or_1]
   UNSPLITVOC:	(ju*uwrnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ju*uwr+nA
        GLOSS:	roots/stubs+our

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P19W20
      OFFSETS:	85-89
       TOKENS:	P19W28-P19W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	هيحكمنا
     IS_TRANS:	hyHkmnA
        INDEX:	P19W21
      OFFSETS:	90-97
       TOKENS:	P19W29-P19W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(HayuHokumnA)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:1P
          VOC:	Ha+yu+Hokum+nA
        GLOSS:	will+he/it+govern+us

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P19W22
      OFFSETS:	98-102
       TOKENS:	P19W32-P19W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يثبتلنا
     IS_TRANS:	yvbtlnA
        INDEX:	P19W23
      OFFSETS:	103-110
       TOKENS:	P19W33-P19W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vab~at_1]
   UNSPLITVOC:	(yivob~at_linA)
          POS:	IV3MS+IV+PREP+PRON_1P
          VOC:	yi+vob~at+li+nA
        GLOSS:	he+assure/assign+for+us

 INPUT STRING:	جذورنا
     IS_TRANS:	j*wrnA
        INDEX:	P19W24
      OFFSETS:	111-117
       TOKENS:	P19W36-P19W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ji*or_1]
   UNSPLITVOC:	(ju*uwrnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ju*uwr+nA
        GLOSS:	roots/stubs+our

 INPUT STRING:	ويرجعلنا
     IS_TRANS:	wyrjElnA
        INDEX:	P19W25
      OFFSETS:	118-126
       TOKENS:	P19W38-P19W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(wiyiroj~aElinA)
          POS:	CONJ+IV3MS+IV+PREP+PRON_1P
          VOC:	wi+yi+roj~aE+li+nA
        GLOSS:	and+he/it+get back+to/for+us

 INPUT STRING:	صفاتنا
     IS_TRANS:	SfAtnA
        INDEX:	P19W26
      OFFSETS:	127-133
       TOKENS:	P19W42-P19W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sifap_1]
   UNSPLITVOC:	(SifAtnA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	Sif+At+nA
        GLOSS:	attributes/characteristics/features+[fem.pl.]+our

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P19W27
      OFFSETS:	134-138
       TOKENS:	P19W44-P19W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ_NUM
          VOC:	tAniy
        GLOSS:	second/again

 INPUT STRING:	يرجعلنا
     IS_TRANS:	yrjElnA
        INDEX:	P19W28
      OFFSETS:	139-146
       TOKENS:	P19W45-P19W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(yiroj~aElinA)
          POS:	IV3MS+IV+PREP+PRON_1P
          VOC:	yi+roj~aE+li+nA
        GLOSS:	he/it+return/send back+to/for+us

 INPUT STRING:	مصريتنا
     IS_TRANS:	mSrytnA
        INDEX:	P19W29
      OFFSETS:	147-154
       TOKENS:	P19W48-P19W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy~apnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	maSoriy~+ap+nA
        GLOSS:	Egyptian+[fem.sg.]+our

 INPUT STRING:	كمصريين
     IS_TRANS:	kmSryyn
        INDEX:	P19W30
      OFFSETS:	155-162
       TOKENS:	P19W50-P19W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(kamaSoriy~iyn)
          POS:	PREP+ADJ+NSUFF_MASC_PL
          VOC:	ka+maSoriy~+iyn
        GLOSS:	like/such as+Egyptian+[masc.pl.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P20W2
      OFFSETS:	5-8
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	حربى
     IS_TRANS:	HrbY
        INDEX:	P20W3
      OFFSETS:	9-13
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(Harobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Harob+iy
        GLOSS:	war/warfare+my

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P20W4
      OFFSETS:	14-17
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المستوى
     IS_TRANS:	AlmstwY
        INDEX:	P20W5
      OFFSETS:	18-25
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(AlmusotawaY)
          POS:	DET+NOUN
          VOC:	Al+musotawaY
        GLOSS:	the+level/standard

 INPUT STRING:	الشخصى
     IS_TRANS:	Al$xSY
        INDEX:	P20W6
      OFFSETS:	26-32
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy_1]
   UNSPLITVOC:	(Al$~axoSiy)
          POS:	DET+ADJ
          VOC:	Al+$axoSiy
        GLOSS:	the+personal

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W7
      OFFSETS:	33-35
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاساس
     IS_TRANS:	AlAsAs
        INDEX:	P20W8
      OFFSETS:	36-42
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(Al>asAs)
          POS:	DET+NOUN
          VOC:	Al+>asAs
        GLOSS:	the+foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W9
      OFFSETS:	43-45
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	مخطط
     IS_TRANS:	mxTT
        INDEX:	P20W10
      OFFSETS:	46-50
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxaT~aT_1]
   UNSPLITVOC:	(muxaT~aT)
          POS:	NOUN
          VOC:	muxaT~aT
        GLOSS:	plan/sketch

 INPUT STRING:	وليس
     IS_TRANS:	wlys
        INDEX:	P20W11
      OFFSETS:	51-55
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(walayosa)
          POS:	CONJ+NEG_PART
          VOC:	wa+layosa
        GLOSS:	and+not

 INPUT STRING:	حكومات
     IS_TRANS:	HkwmAt
        INDEX:	P20W12
      OFFSETS:	56-62
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(HukuwmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Hukuwm+At
        GLOSS:	governments/administrations+[fem.pl.]

 INPUT STRING:	وبما
     IS_TRANS:	wbmA
        INDEX:	P20W13
      OFFSETS:	63-67
       TOKENS:	P20W16-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wabimA)
          POS:	CONJ+PREP+SUB_CONJ
          VOC:	wa+bi+mA
        GLOSS:	and+with/by+that/if/unless/whether/as long as/as soon as

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P20W14
      OFFSETS:	68-70
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الحكومات
     IS_TRANS:	AlHkwmAt
        INDEX:	P20W15
      OFFSETS:	71-79
       TOKENS:	P20W20-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Hukuwm+At
        GLOSS:	the+governments/administrations+[fem.pl.]

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P20W16
      OFFSETS:	80-82
       TOKENS:	P20W21-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	المنفذه
     IS_TRANS:	Almnf*h
        INDEX:	P20W17
      OFFSETS:	83-90
       TOKENS:	P20W22-P20W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaf~i*_1]
   UNSPLITVOC:	(Almunaf~i*ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+munaf~i*+ap
        GLOSS:	the+executor/executant+[fem.sg.]

 INPUT STRING:	للمخططات
     IS_TRANS:	llmxTTAt
        INDEX:	P20W18
      OFFSETS:	91-99
       TOKENS:	P20W23-P20W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxaT~aT_1]
   UNSPLITVOC:	(lilmuxaT~aTAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+muxaT~aT+At
        GLOSS:	to/for+the+plans/sketches+[fem.pl.]

 INPUT STRING:	اصبحت
     IS_TRANS:	ASbHt
        INDEX:	P20W19
      OFFSETS:	100-105
       TOKENS:	P20W25-P20W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(>aSobaHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	>aSobaH+it
        GLOSS:	become/begin/start+it/they/she [verb]

 INPUT STRING:	حربى
     IS_TRANS:	HrbY
        INDEX:	P20W20
      OFFSETS:	106-110
       TOKENS:	P20W26-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(Harobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Harob+iy
        GLOSS:	war/warfare+my

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W21
      OFFSETS:	111-113
       TOKENS:	P20W28-P20W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	الحكومات
     IS_TRANS:	AlHkwmAt
        INDEX:	P20W22
      OFFSETS:	114-122
       TOKENS:	P20W29-P20W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Hukuwm+At
        GLOSS:	the+governments/administrations+[fem.pl.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P21W2
      OFFSETS:	5-8
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W3
      OFFSETS:	9-11
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هينفع
     IS_TRANS:	hynfE
        INDEX:	P21W4
      OFFSETS:	12-17
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(HayinofaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+nofaE
        GLOSS:	will+he/it+utilize

 INPUT STRING:	نستنى
     IS_TRANS:	nstnY
        INDEX:	P21W5
      OFFSETS:	18-23
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(nisotan~aY)
          POS:	IV1P+IV
          VOC:	ni+sotan~aY
        GLOSS:	we+wait

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P21W6
      OFFSETS:	24-26
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P21W7
      OFFSETS:	27-29
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P21W8
      OFFSETS:	30-35
       TOKENS:	P21W10-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwl)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+quwl
        GLOSS:	[present-tense]+you+said/say/be said/say/(for example)

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P21W9
      OFFSETS:	36-39
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	نشوف
     IS_TRANS:	n$wf
        INDEX:	P21W10
      OFFSETS:	40-44
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ni$uwf)
          POS:	IV1P+IV
          VOC:	ni+$uwf
        GLOSS:	we+look/see/watch

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W11
      OFFSETS:	45-49
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	جاى
     IS_TRANS:	jAY
        INDEX:	P21W12
      OFFSETS:	50-53
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~)
          POS:	ADJ.VN
          VOC:	jAy~
        GLOSS:	coming

 INPUT STRING:	هيبقى
     IS_TRANS:	hybqY
        INDEX:	P21W13
      OFFSETS:	54-59
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(hybqY)
          POS:	NO_FUNC
          VOC:	hybqY
        GLOSS:	nogloss

 INPUT STRING:	شكله
     IS_TRANS:	$klh
        INDEX:	P21W14
      OFFSETS:	60-64
       TOKENS:	P21W17-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	$akol+uh
        GLOSS:	manner/form/configuration/manners / types/forms/configurations+his/its

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P21W15
      OFFSETS:	65-69
       TOKENS:	P21W19-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	ADJ
          VOC:	EAmil
        GLOSS:	active/operating/working

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P21W16
      OFFSETS:	70-74
       TOKENS:	P21W20-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	لاننا
     IS_TRANS:	lAnnA
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>n~a_1]
   UNSPLITVOC:	(li>n~anA)
          POS:	PREP+SUB_CONJ+PRON_1P
          VOC:	li+>n~a+nA
        GLOSS:	because+that+we

 INPUT STRING:	كالمريض
     IS_TRANS:	kAlmryD
        INDEX:	P22W2
      OFFSETS:	6-13
       TOKENS:	P22W4-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mariyD_1]
   UNSPLITVOC:	(kaAlmariyD)
          POS:	PREP+DET+NOUN
          VOC:	ka+Al+mariyD
        GLOSS:	like/such+the+patient/sick person

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W3
      OFFSETS:	14-18
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	محتاج
     IS_TRANS:	mHtAj
        INDEX:	P22W4
      OFFSETS:	19-24
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAj)
          POS:	ADJ
          VOC:	miHotAj
        GLOSS:	in need/wanting/requiring

 INPUT STRING:	جراحه
     IS_TRANS:	jrAHh
        INDEX:	P22W5
      OFFSETS:	25-30
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jirAHap_1]
   UNSPLITVOC:	(jirAHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jirAH+ap
        GLOSS:	surgery+[fem.sg.]

 INPUT STRING:	لو
