 INPUT STRING:	هل
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(AlvAniy)
          POS:	DET+ADJ_NUM
          VOC:	Al+vAniy
        GLOSS:	the+second/next

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P6W16
      OFFSETS:	75-77
       TOKENS:	P6W18-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	معسكر
     IS_TRANS:	mEskr
        INDEX:	P6W17
      OFFSETS:	78-83
       TOKENS:	P6W19-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEasokar_1]
   UNSPLITVOC:	(muEasokar)
          POS:	NOUN
          VOC:	muEasokar
        GLOSS:	camp/encampment

 INPUT STRING:	أبوسلطان
     IS_TRANS:	>bwslTAn
        INDEX:	P6W18
      OFFSETS:	84-92
       TOKENS:	P6W20-P6W20
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(>bwslTAn)
          POS:	NO_FUNC
          VOC:	>bwslTAn
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W19
      OFFSETS:	93-96
       TOKENS:	P6W21-P6W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P6W20
      OFFSETS:	97-100
       TOKENS:	P6W22-P6W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buEod_1]
   UNSPLITVOC:	(buEod)
          POS:	NOUN
          VOC:	buEod
        GLOSS:	dimension/distance/dimensions/distances

 INPUT STRING:	عشرين
     IS_TRANS:	E$ryn
        INDEX:	P6W21
      OFFSETS:	101-106
       TOKENS:	P6W23-P6W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ei$oriyn_1]
   UNSPLITVOC:	(Ei$oriyn)
          POS:	NOUN_NUM
          VOC:	Ei$oriyn
        GLOSS:	twenties

 INPUT STRING:	كيلومترا
     IS_TRANS:	kylwmtrA
        INDEX:	P6W22
      OFFSETS:	107-115
       TOKENS:	P6W24-P6W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiyluwmitr_1]
   UNSPLITVOC:	(kiyluwmitrAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	kiyluwmitr+AF
        GLOSS:	kilometer(s)+[acc.indef.]

 INPUT STRING:	جنوبي
     IS_TRANS:	jnwby
        INDEX:	P6W23
      OFFSETS:	116-121
       TOKENS:	P6W25-P6W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[januwbiy_1]
   UNSPLITVOC:	(januwbiy)
          POS:	ADJ
          VOC:	januwbiy
        GLOSS:	south/southern

 INPUT STRING:	الإسماعيلية
     IS_TRANS:	Al<smAEylyp
        INDEX:	P6W24
      OFFSETS:	122-133
       TOKENS:	P6W26-P6W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisomAEiyliy~ap_1]
   UNSPLITVOC:	(AlAisomAEiyliy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+AisomAEiyliy~+ap
        GLOSS:	the+Ismailia+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P6W25
      OFFSETS:	133-134
       TOKENS:	P6W27-P6W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	واسفر
     IS_TRANS:	wAsfr
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asofar_1]
   UNSPLITVOC:	(wi>asofar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>asofar+(null)
        GLOSS:	and+cause/produce/result in+he/it [verb]

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P7W2
      OFFSETS:	6-9
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P7W3
      OFFSETS:	10-12
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	حريق
     IS_TRANS:	Hryq
        INDEX:	P7W4
      OFFSETS:	13-17
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hariyq_1]
   UNSPLITVOC:	(Hariyq)
          POS:	NOUN
          VOC:	Hariyq
        GLOSS:	fire/fires

 INPUT STRING:	هائل
     IS_TRANS:	hA}l
        INDEX:	P7W5
      OFFSETS:	18-22
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hA}il_1]
   UNSPLITVOC:	(hA}il)
          POS:	ADJ
          VOC:	hA}il
        GLOSS:	huge/formidable/appalling

 INPUT STRING:	ارتفعت
     IS_TRANS:	ArtfEt
        INDEX:	P7W6
      OFFSETS:	23-29
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirotafaE_1]
   UNSPLITVOC:	(AirotafaEit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	AirotafaE+it
        GLOSS:	raise+she/it

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P7W7
      OFFSETS:	30-33
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	ألسنة
     IS_TRANS:	>lsnp
        INDEX:	P7W8
      OFFSETS:	34-39
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lisAn_1]
   UNSPLITVOC:	(>alosinap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>alosin+ap
        GLOSS:	tongues/flames+[fem.sg.]

 INPUT STRING:	النيران
     IS_TRANS:	AlnyrAn
        INDEX:	P7W9
      OFFSETS:	40-47
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAr_1]
   UNSPLITVOC:	(Aln~iyrAn)
          POS:	DET+NOUN
          VOC:	Al+niyrAn
        GLOSS:	the+fire/shooting

 INPUT STRING:	لنحو
     IS_TRANS:	lnHw
        INDEX:	P7W10
      OFFSETS:	48-52
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naHow_1]
   UNSPLITVOC:	(linaHow)
          POS:	PREP+NOUN
          VOC:	li+naHow
        GLOSS:	for/to+towards/approximately

 INPUT STRING:	ثلاثين
     IS_TRANS:	vlAvyn
        INDEX:	P7W11
      OFFSETS:	53-59
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[valAviyn_1]
   UNSPLITVOC:	(valAviyn)
          POS:	NOUN_NUM
          VOC:	valAviyn
        GLOSS:	thirty

 INPUT STRING:	مترا
     IS_TRANS:	mtrA
        INDEX:	P7W12
      OFFSETS:	60-64
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitor_1]
   UNSPLITVOC:	(mitorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	mitor+AF
        GLOSS:	meter+[acc.indef.]

 INPUT STRING:	بحسب
     IS_TRANS:	bHsb
        INDEX:	P7W13
      OFFSETS:	65-69
       TOKENS:	P7W16-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(biHasab)
          POS:	PREP+NOUN
          VOC:	bi+Hasab
        GLOSS:	with/by+according to/in accordance with

 INPUT STRING:	شاهد
     IS_TRANS:	$Ahd
        INDEX:	P7W14
      OFFSETS:	70-74
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ahid_1]
   UNSPLITVOC:	($Ahid)
          POS:	NOUN
          VOC:	$Ahid
        GLOSS:	witness/spectator/witnesses/spectators

 INPUT STRING:	عيان
     IS_TRANS:	EyAn
        INDEX:	P7W15
      OFFSETS:	75-79
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~An_1]
   UNSPLITVOC:	(Eay~An)
          POS:	NOUN
          VOC:	Eay~An
        GLOSS:	eye-(witness)

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W16
      OFFSETS:	79-80
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وقد
     IS_TRANS:	wqd
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(waqado)
          POS:	CONJ+VERB_PART
          VOC:	wa+qado
        GLOSS:	and+may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	سقط
     IS_TRANS:	sqT
        INDEX:	P8W2
      OFFSETS:	4-7
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saqaT_1]
   UNSPLITVOC:	(saqaT)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	saqaT+(null)
        GLOSS:	fall+he/it

 INPUT STRING:	عدد
     IS_TRANS:	Edd
        INDEX:	P8W3
      OFFSETS:	8-11
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(Eadad)
          POS:	NOUN
          VOC:	Eadad
        GLOSS:	number/quantity/issue/numbers/issues

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P8W4
      OFFSETS:	12-14
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الجرحى
     IS_TRANS:	AljrHY
        INDEX:	P8W5
      OFFSETS:	15-21
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jariyH_1]
   UNSPLITVOC:	(AljaroHaY)
          POS:	DET+NOUN
          VOC:	Al+jaroHaY
        GLOSS:	the+wounded/injured

 INPUT STRING:	العسكريين
     IS_TRANS:	AlEskryyn
        INDEX:	P8W6
      OFFSETS:	22-31
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+Easokariy~+iyn
        GLOSS:	the+military/army+[masc.pl.]

 INPUT STRING:	جراء
     IS_TRANS:	jrA'
        INDEX:	P8W7
      OFFSETS:	32-36
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~A'_1]
   UNSPLITVOC:	(jar~A')
          POS:	NOUN
          VOC:	jar~A'
        GLOSS:	because of/as a result of

 INPUT STRING:	الانفجارات
     IS_TRANS:	AlAnfjArAt
        INDEX:	P8W8
      OFFSETS:	37-47
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinofijAr_1]
   UNSPLITVOC:	(AlAinofijArAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+AinofijAr+At
        GLOSS:	the+explosions/detonations+[fem.pl.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P8W9
      OFFSETS:	47-48
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وتم
     IS_TRANS:	wtm
        INDEX:	P8W10
      OFFSETS:	49-52
       TOKENS:	P8W11-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(witam~)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+tam~+(null)
        GLOSS:	and+conclude/take place+he/it [verb]

 INPUT STRING:	نقلهم
     IS_TRANS:	nqlhm
        INDEX:	P8W11
      OFFSETS:	53-58
       TOKENS:	P8W13-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[naqol_1]
   UNSPLITVOC:	(nqlhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	naqol+hum
        GLOSS:	transfer/transport+their

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P8W12
      OFFSETS:	59-62
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	مستشفى
     IS_TRANS:	mst$fY
        INDEX:	P8W13
      OFFSETS:	63-69
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(musota$ofaY)
          POS:	NOUN
          VOC:	musota$ofaY
        GLOSS:	hospital

 INPUT STRING:	المركز
     IS_TRANS:	Almrkz
        INDEX:	P8W14
      OFFSETS:	70-76
       TOKENS:	P8W17-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marokaz_1]
   UNSPLITVOC:	(Almarokaz)
          POS:	DET+NOUN
          VOC:	Al+marokaz
        GLOSS:	the+center/station

 INPUT STRING:	الطبي
     IS_TRANS:	AlTby
        INDEX:	P8W15
      OFFSETS:	77-82
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tib~iy_1]
   UNSPLITVOC:	(AlT~ib~iy)
          POS:	DET+ADJ
          VOC:	Al+Tib~iy
        GLOSS:	the+medical

 INPUT STRING:	العالمي
     IS_TRANS:	AlEAlmy
        INDEX:	P8W16
      OFFSETS:	83-90
       TOKENS:	P8W19-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlamiy_1]
   UNSPLITVOC:	(AlEAlamiy)
          POS:	DET+ADJ
          VOC:	Al+EAlamiy
        GLOSS:	the+international

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W17
      OFFSETS:	90-91
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وقالت
     IS_TRANS:	wqAlt
        INDEX:	P9W1
      OFFSETS:	0-5
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAlit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+qAl+it
        GLOSS:	and+said/say/be said/say/(for example)+it/they/she

 INPUT STRING:	الأنباء
     IS_TRANS:	Al>nbA'
        INDEX:	P9W2
      OFFSETS:	6-13
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naba>_1]
   UNSPLITVOC:	(AlAnobA')
          POS:	DET+NOUN
          VOC:	Al+AnobA'
        GLOSS:	the+news item/report

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P9W3
      OFFSETS:	14-16
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	قوات
     IS_TRANS:	qwAt
        INDEX:	P9W4
      OFFSETS:	17-21
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	quw~+At
        GLOSS:	power/strength/force/violence/armed forces/power/forces+[fem.pl.]

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P9W5
      OFFSETS:	22-27
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	أغلقت
     IS_TRANS:	>glqt
        INDEX:	P9W6
      OFFSETS:	28-33
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>agolaq_1]
   UNSPLITVOC:	(>agolaqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	>agolaq+it
        GLOSS:	close+it/they/she

 INPUT STRING:	جميع
     IS_TRANS:	jmyE
        INDEX:	P9W7
      OFFSETS:	34-38
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(jamiyE)
          POS:	NOUN
          VOC:	jamiyE
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الطريق
     IS_TRANS:	AlTryq
        INDEX:	P9W8
      OFFSETS:	39-45
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(AlT~ariyq)
          POS:	DET+NOUN
          VOC:	Al+Tariyq
        GLOSS:	the+road/way/roads/ways/means/methods

 INPUT STRING:	المؤدية
     IS_TRANS:	Alm&dyp
        INDEX:	P9W9
      OFFSETS:	46-53
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&ad~iy_1]
   UNSPLITVOC:	(Almu&ad~iyap)
          POS:	DET+ADJ.VN+NSUFF_FEM_SG
          VOC:	Al+mu&ad~iy+ap
        GLOSS:	the+leading/causing+[fem.sg.]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P9W10
      OFFSETS:	54-57
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	المعسكر
     IS_TRANS:	AlmEskr
        INDEX:	P9W11
      OFFSETS:	58-65
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEasokar_1]
   UNSPLITVOC:	(AlmuEasokar)
          POS:	DET+NOUN
          VOC:	Al+muEasokar
        GLOSS:	the+camp/encampment

 INPUT STRING:	وأغلقت
     IS_TRANS:	w>glqt
        INDEX:	P9W12
      OFFSETS:	66-72
       TOKENS:	P9W13-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>agolaq_1]
   UNSPLITVOC:	(wi>glqit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+>agolaq+it
        GLOSS:	and+close+it/they/she

 INPUT STRING:	أيضا
     IS_TRANS:	>yDA
        INDEX:	P9W13
      OFFSETS:	73-77
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayD_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	>ayD+AF
        GLOSS:	also+[acc.indef.]

 INPUT STRING:	الطريق
     IS_TRANS:	AlTryq
        INDEX:	P9W14
      OFFSETS:	78-84
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(AlT~ariyq)
          POS:	DET+NOUN
          VOC:	Al+Tariyq
        GLOSS:	the+road/way/roads/ways/means/methods

 INPUT STRING:	الرئيسي
     IS_TRANS:	Alr}ysy
        INDEX:	P9W15
      OFFSETS:	85-92
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iysiy_1]
   UNSPLITVOC:	(Alr~a}iysiy)
          POS:	DET+ADJ
          VOC:	Al+ra}iysiy
        GLOSS:	the+principal

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P9W16
      OFFSETS:	93-96
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayn_1]
   UNSPLITVOC:	(bayn)
          POS:	NOUN
          VOC:	bayn
        GLOSS:	between

 INPUT STRING:	مدينتي
     IS_TRANS:	mdynty
        INDEX:	P9W17
      OFFSETS:	97-103
       TOKENS:	P9W19-P9W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[madiynap_1]
   UNSPLITVOC:	(madiynatayo)
          POS:	NOUN+NSUFF_FEM_DU_ACC_POSS
          VOC:	madiyn+atayo
        GLOSS:	city+two [acc.]

 INPUT STRING:	الإسماعيلية
     IS_TRANS:	Al<smAEylyp
        INDEX:	P9W18
      OFFSETS:	104-115
       TOKENS:	P9W20-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisomAEiyliy~ap_1]
   UNSPLITVOC:	(AlAisomAEiyliy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+AisomAEiyliy~+ap
        GLOSS:	the+Ismailia+[fem.sg.]

 INPUT STRING:	والسويس
     IS_TRANS:	wAlswys
        INDEX:	P9W19
      OFFSETS:	116-123
       TOKENS:	P9W21-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suwayos_1]
   UNSPLITVOC:	(waAlsuwayos)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wa+Al+suwayos
        GLOSS:	and+the+Suez

 INPUT STRING:	الواقعتين
     IS_TRANS:	AlwAqEtyn
        INDEX:	P9W20
      OFFSETS:	124-133
       TOKENS:	P9W23-P9W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqiE_1]
   UNSPLITVOC:	(AlwAqiEatayn)
          POS:	DET+ADJ.VN+NSUFF_FEM_DU
          VOC:	Al+wAqiE+atayn
        GLOSS:	the+located+two

