 INPUT STRING:	صوره
   UNSPLITVOC:	(AizodiyAd)
          POS:	NOUN
          VOC:	AizodiyAd
        GLOSS:	increase/intensification

 INPUT STRING:	احساسى
     IS_TRANS:	AHsAsY
        INDEX:	P3W12
      OFFSETS:	97-103
       TOKENS:	P3W15-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AHsAs_1]
   UNSPLITVOC:	(AHsAsiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	AHsAs+iy
        GLOSS:	feeling/sensitivity+my

 INPUT STRING:	بالسلبيه
     IS_TRANS:	bAlslbyh
        INDEX:	P3W13
      OFFSETS:	104-112
       TOKENS:	P3W17-P3W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[salbiyap_1]
   UNSPLITVOC:	(biAlsalbiyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+salbiy+ap
        GLOSS:	with/by+the+negativism+[fem.sg.]

 INPUT STRING:	لانى
     IS_TRANS:	lAnY
        INDEX:	P3W14
      OFFSETS:	113-117
       TOKENS:	P3W19-P3W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain~_1]
   UNSPLITVOC:	(liAin~iy)
          POS:	PREP+SUB_CONJ+PRON_1S
          VOC:	li+Ain~+iy
        GLOSS:	for/to+that+I

 INPUT STRING:	مقتنع
     IS_TRANS:	mqtnE
        INDEX:	P3W15
      OFFSETS:	118-123
       TOKENS:	P3W22-P3W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqotaniE_1]
   UNSPLITVOC:	(muqotaniE)
          POS:	ADJ
          VOC:	muqotaniE
        GLOSS:	satisfied/content/convinced

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P3W16
      OFFSETS:	124-127
       TOKENS:	P3W23-P3W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very much+[acc.indef.]

 INPUT STRING:	بمثل
     IS_TRANS:	bmvl
        INDEX:	P3W17
      OFFSETS:	128-132
       TOKENS:	P3W24-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(bimaval)
          POS:	PREP+NOUN
          VOC:	bi+maval
        GLOSS:	with/by+example/proverb

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P3W18
      OFFSETS:	133-135
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	فرعون
     IS_TRANS:	frEwn
        INDEX:	P3W19
      OFFSETS:	136-141
       TOKENS:	P3W27-P3W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[firoEuwon_1]
   UNSPLITVOC:	(firoEuwon)
          POS:	NOUN_PROP
          VOC:	firoEuwon
        GLOSS:	Pharaoh

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P3W20
      OFFSETS:	142-145
       TOKENS:	P3W28-P3W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	فرعنك
     IS_TRANS:	frEnk
        INDEX:	P3W21
      OFFSETS:	146-151
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[farEan_1]
   UNSPLITVOC:	(farEanak)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	farEan+ak
        GLOSS:	became strong+you

 INPUT STRING:	ملقتش
     IS_TRANS:	mlqt$
        INDEX:	P3W22
      OFFSETS:	152-157
       TOKENS:	P3W30-P3W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(mAlqit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+lqi+t+$
        GLOSS:	not+find+I+not

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P3W23
      OFFSETS:	158-160
       TOKENS:	P3W33-P3W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one person

 INPUT STRING:	يلمنى
     IS_TRANS:	ylmnY
        INDEX:	P3W24
      OFFSETS:	161-166
       TOKENS:	P3W34-P3W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~_1]
   UNSPLITVOC:	(yilim~iniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	yi+lim~+niy
        GLOSS:	he/it+to behave+me

 INPUT STRING:	وقبل
     IS_TRANS:	wqbl
        INDEX:	P3W25
      OFFSETS:	167-171
       TOKENS:	P3W36-P3W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(wiqabol)
          POS:	CONJ+NOUN
          VOC:	wi+qabol
        GLOSS:	and+before/previously/formerly

 INPUT STRING:	المثل
     IS_TRANS:	Almvl
        INDEX:	P3W26
      OFFSETS:	172-177
       TOKENS:	P3W38-P3W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(Almaval)
          POS:	DET+NOUN
          VOC:	Al+maval
        GLOSS:	the+example/proverb

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P3W27
      OFFSETS:	178-180
       TOKENS:	P3W39-P3W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	قول
     IS_TRANS:	qwl
        INDEX:	P3W28
      OFFSETS:	181-184
       TOKENS:	P3W40-P3W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	say+you

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P3W29
      OFFSETS:	185-189
       TOKENS:	P3W41-P3W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	god+our

 INPUT STRING:	سبحانه
     IS_TRANS:	sbHAnh
        INDEX:	P3W30
      OFFSETS:	190-196
       TOKENS:	P3W43-P3W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[subHAn_1]
   UNSPLITVOC:	(subHAnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	subHAn+uh
        GLOSS:	praise+its/his

 INPUT STRING:	وتعالى
     IS_TRANS:	wtEAlY
        INDEX:	P3W31
      OFFSETS:	197-203
       TOKENS:	P3W45-P3W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(witaEAlaY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+taEAlaY+(null)
        GLOSS:	and+be raised+he/it

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P3W32
      OFFSETS:	204-206
       TOKENS:	P3W47-P3W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يغير
     IS_TRANS:	ygyr
        INDEX:	P3W33
      OFFSETS:	207-211
       TOKENS:	P3W48-P3W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gaiy~ar_1]
   UNSPLITVOC:	(yugaiy~ir)
          POS:	IV3MS+IV
          VOC:	yu+gaiy~ir
        GLOSS:	he/it+change

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P3W34
      OFFSETS:	212-216
       TOKENS:	P3W49-P3W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God/Allah

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P3W35
      OFFSETS:	217-219
       TOKENS:	P3W50-P3W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	بقوم
     IS_TRANS:	bqwm
        INDEX:	P3W36
      OFFSETS:	220-224
       TOKENS:	P3W51-P3W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawm_1]
   UNSPLITVOC:	(biqawm)
          POS:	PREP+NOUN
          VOC:	bi+qawm
        GLOSS:	in+people/nation

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P3W37
      OFFSETS:	225-228
       TOKENS:	P3W53-P3W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	يغيروا
     IS_TRANS:	ygyrwA
        INDEX:	P3W38
      OFFSETS:	229-235
       TOKENS:	P3W54-P3W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gaiy~ar_1]
   UNSPLITVOC:	(yugaiy~iruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+gaiy~ir+uwA
        GLOSS:	they (people)+change/modify+[pl.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P3W39
      OFFSETS:	236-238
       TOKENS:	P3W55-P3W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what

 INPUT STRING:	بانفسهم
     IS_TRANS:	bAnfshm
        INDEX:	P3W40
      OFFSETS:	239-246
       TOKENS:	P3W56-P3W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(bi>anofushim)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	bi+>anofus+him
        GLOSS:	in+selves+their

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P3W41
      OFFSETS:	247-252
       TOKENS:	P3W59-P3W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+NOUN
          VOC:	Al+muhim~
        GLOSS:	the+important

 INPUT STRING:	قولت
     IS_TRANS:	qwlt
        INDEX:	P3W42
      OFFSETS:	253-257
       TOKENS:	P3W60-P3W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwlt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	quwl+t
        GLOSS:	say+I

 INPUT STRING:	اشارك
     IS_TRANS:	A$Ark
        INDEX:	P3W43
      OFFSETS:	258-263
       TOKENS:	P3W61-P3W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	(Aa$Arik)
          POS:	IV1S+IV
          VOC:	Aa+$Arik
        GLOSS:	I+participate

 INPUT STRING:	وااقول
     IS_TRANS:	wAAqwl
        INDEX:	P3W44
      OFFSETS:	264-270
       TOKENS:	P3W62-P3W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wA>aquwl)
          POS:	CONJ+IV1S+IV
          VOC:	wA+>a+quwl
        GLOSS:	and+I+say

 INPUT STRING:	راييى
     IS_TRANS:	rAyyY
        INDEX:	P3W45
      OFFSETS:	271-276
       TOKENS:	P3W64-P3W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>oy-1]
   UNSPLITVOC:	(ra>oyy~i)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ra>oy+y~i
        GLOSS:	opinion+my

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P3W46
      OFFSETS:	277-280
       TOKENS:	P3W66-P3W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on

 INPUT STRING:	النت
     IS_TRANS:	Alnt
        INDEX:	P3W47
      OFFSETS:	281-285
       TOKENS:	P3W67-P3W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nit~_1]
   UNSPLITVOC:	(Aln~it~)
          POS:	DET+NOUN
          VOC:	Al+nit~
        GLOSS:	the+internet

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P4W1
      OFFSETS:	1-5
       TOKENS:	P4W1-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+when

 INPUT STRING:	دخلت
     IS_TRANS:	dxlt
        INDEX:	P4W2
      OFFSETS:	6-10
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	daxal+t
        GLOSS:	enter+I

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P4W3
      OFFSETS:	11-13
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المواضيع
     IS_TRANS:	AlmwADyE
        INDEX:	P4W4
      OFFSETS:	14-22
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawADiyE)
          POS:	DET+NOUN
          VOC:	Al+mawADiyE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P4W5
      OFFSETS:	23-26
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on

 INPUT STRING:	النت
     IS_TRANS:	Alnt
        INDEX:	P4W6
      OFFSETS:	27-31
       TOKENS:	P4W7-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nit~_1]
   UNSPLITVOC:	(Aln~it~)
          POS:	DET+NOUN
          VOC:	Al+nit~
        GLOSS:	the+internet

 INPUT STRING:	لقيت
     IS_TRANS:	lqyt
        INDEX:	P4W7
      OFFSETS:	32-36
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	laq+ayt
        GLOSS:	find+I

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P4W8
      OFFSETS:	37-39
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>in_1]
   UNSPLITVOC:	(>in)
          POS:	SUB_CONJ
          VOC:	>in
        GLOSS:	that

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P4W9
      OFFSETS:	40-43
       TOKENS:	P4W10-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it

 INPUT STRING:	مظاهرات
     IS_TRANS:	mZAhrAt
        INDEX:	P4W10
      OFFSETS:	44-51
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muZAhrap_1]
   UNSPLITVOC:	(muZAharAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muZAhar+At
        GLOSS:	demonstrations/rallies+[fem.pl.]

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P4W11
      OFFSETS:	52-55
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	day

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P4W12
      OFFSETS:	56-57
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~ap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	sit~+ap
        GLOSS:	six+[fem.sg.]

 INPUT STRING:	ابريل
     IS_TRANS:	Abryl
        INDEX:	P4W13
      OFFSETS:	58-63
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboriyl_1]
   UNSPLITVOC:	(<iboriyl)
          POS:	NOUN_PROP
          VOC:	<iboriyl
        GLOSS:	April

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P5W1
      OFFSETS:	1-3
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P5W2
      OFFSETS:	4-9
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_1]
   UNSPLITVOC:	(Al>aw~il)
          POS:	DET+ADJ_NUM
          VOC:	Al+>aw~il
        GLOSS:	the+first

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P5W3
      OFFSETS:	10-13
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P5W4
      OFFSETS:	14-17
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height

 INPUT STRING:	عمرى
     IS_TRANS:	EmrY
        INDEX:	P5W5
      OFFSETS:	18-22
       TOKENS:	P5W5-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eumor+iy
        GLOSS:	age/life+my

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P5W6
      OFFSETS:	23-27
       TOKENS:	P5W7-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Einod+iy
        GLOSS:	with/at+my

 INPUT STRING:	اقتناع
     IS_TRANS:	AqtnAE
        INDEX:	P5W7
      OFFSETS:	28-34
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iqotinAE_1]
   UNSPLITVOC:	(AiqotinAE)
          POS:	NOUN
          VOC:	{iqotinAE
        GLOSS:	belief/conviction

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P5W8
      OFFSETS:	35-37
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>in_1]
   UNSPLITVOC:	(>in)
          POS:	SUB_CONJ
          VOC:	>in
        GLOSS:	that

 INPUT STRING:	المظاهرات
     IS_TRANS:	AlmZAhrAt
        INDEX:	P5W9
      OFFSETS:	38-47
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muZAharap_1]
   UNSPLITVOC:	(AlmuZAharAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muZAhar+At
        GLOSS:	the+demonstrations+[fem.pl.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P5W10
      OFFSETS:	48-50
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non

 INPUT STRING:	هتجيب
     IS_TRANS:	htjyb
        INDEX:	P5W11
      OFFSETS:	51-56
       TOKENS:	P5W13-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(Hatijiyb)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+jiyb
        GLOSS:	will+it/they/she+explore/traverse

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P5W12
      OFFSETS:	57-60
       TOKENS:	P5W15-P5W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	هتودى
     IS_TRANS:	htwdY
        INDEX:	P5W13
      OFFSETS:	61-66
       TOKENS:	P5W17-P5W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wad~aY_1]
   UNSPLITVOC:	(Hatiwad~iy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+wad~iy
        GLOSS:	will+it/they/she+take/carry/bear

 INPUT STRING:	هتنزل
     IS_TRANS:	htnzl
        INDEX:	P6W1
      OFFSETS:	2-7
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(htnzl)
          POS:	NO_FUNC
          VOC:	htnzl
        GLOSS:	nogloss

 INPUT STRING:	المظاهرات
     IS_TRANS:	AlmZAhrAt
        INDEX:	P6W2
      OFFSETS:	8-17
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muZAhrap_1]
   UNSPLITVOC:	(AlmuZAharAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muZAhar+At
        GLOSS:	the+demonstrations+[fem.pl.]

 INPUT STRING:	ويقعد
     IS_TRANS:	wyqEd
        INDEX:	P6W3
      OFFSETS:	18-23
       TOKENS:	P6W3-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(wiyuqEud)
