 INPUT STRING:	اللي
      COMMENT:	[]
        LEMMA:	[Hadiyd_1]
   UNSPLITVOC:	(AlHadiyd)
          POS:	DET+NOUN
          VOC:	Al+Hadiyd
        GLOSS:	the+iron

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P6W5
      OFFSETS:	22-26
       TOKENS:	P6W5-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P6W6
      OFFSETS:	27-32
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	متخرجش
     IS_TRANS:	mtxrj$
        INDEX:	P6W7
      OFFSETS:	33-39
       TOKENS:	P6W8-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(mA_tuxoruji$)
          POS:	NEG_PART+IV3FS+IV+NEG_PART
          VOC:	mA+tu+xoruj+$
        GLOSS:	not+it/they/she+oust/remove+not

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W8
      OFFSETS:	40-41
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W9
      OFFSETS:	41-42
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	بورسعيد
     IS_TRANS:	bwrsEyd
        INDEX:	P6W10
      OFFSETS:	43-50
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwrsaEiyd_1]
   UNSPLITVOC:	(buwrsaEiyd)
          POS:	NOUN_PROP
          VOC:	buwrsaEiyd
        GLOSS:	Port Said

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W11
      OFFSETS:	50-51
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W12
      OFFSETS:	51-52
       TOKENS:	P6W15-P6W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(waAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Alliy
        GLOSS:	and+which/who/whom

 INPUT STRING:	طفى
     IS_TRANS:	TfY
        INDEX:	P7W2
      OFFSETS:	6-9
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TafaY_1]
   UNSPLITVOC:	(TafaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TafaY+(null)
        GLOSS:	switch off+he/it

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P7W3
      OFFSETS:	10-15
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Aln~uwr)
          POS:	DET+NOUN
          VOC:	Al+nuwr
        GLOSS:	the+light

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P7W4
      OFFSETS:	15-16
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(waAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Alliy
        GLOSS:	and+which/who/whom

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P8W2
      OFFSETS:	6-9
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	be/remain/become+he/it

 INPUT STRING:	يشيل
     IS_TRANS:	y$yl
        INDEX:	P8W3
      OFFSETS:	10-14
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Al_1]
   UNSPLITVOC:	(yi$iyl)
          POS:	IV3MS+IV
          VOC:	yi+$iyl
        GLOSS:	he/it+carry

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P8W4
      OFFSETS:	15-20
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ويحدفها
     IS_TRANS:	wyHdfhA
        INDEX:	P8W5
      OFFSETS:	21-28
       TOKENS:	P8W6-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hadaf_1]
   UNSPLITVOC:	(wiyiHdifhA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	wi+yi+Hdif+hA
        GLOSS:	and+he/it+throw+it/them/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W6
      OFFSETS:	28-29
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W7
      OFFSETS:	29-30
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W8
      OFFSETS:	30-31
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	والامن
     IS_TRANS:	wAlAmn
        INDEX:	P9W1
      OFFSETS:	0-6
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(wiAl>amon)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>amon
        GLOSS:	and+the+security/safety

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P9W2
      OFFSETS:	7-11
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	متخااااااااااذل
     IS_TRANS:	mtxAAAAAAAAAA*l
        INDEX:	P9W3
      OFFSETS:	12-27
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutaxA*il_1]
   UNSPLITVOC:	(mutaxA*il)
          POS:	ADJ
          VOC:	mutaxA*il
        GLOSS:	weak/exhausted

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	بحالها
     IS_TRANS:	bHAlhA
        INDEX:	P10W2
      OFFSETS:	4-10
       TOKENS:	P10W2-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(biHAlhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	bi+HAl+hA
        GLOSS:	with/by+situation/condition/case/situations/conditions/cases+its/their/her

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P10W3
      OFFSETS:	11-14
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation/peoples/nations

 INPUT STRING:	جدعان
     IS_TRANS:	jdEAn
        INDEX:	P10W4
      OFFSETS:	15-20
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadaE_1]
   UNSPLITVOC:	(jidoEAn)
          POS:	ADJ
          VOC:	jidoEAn
        GLOSS:	strong/macho

 INPUT STRING:	حمونا
     IS_TRANS:	HmwnA
        INDEX:	P10W5
      OFFSETS:	21-26
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamay_1]
   UNSPLITVOC:	(HamuwnA)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:1P
          VOC:	Ham+uwA+nA
        GLOSS:	protect+they+us

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P10W6
      OFFSETS:	27-29
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحروب
     IS_TRANS:	AlHrwb
        INDEX:	P10W7
      OFFSETS:	30-36
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(AlHuruwb)
          POS:	DET+NOUN
          VOC:	Al+Huruwb
        GLOSS:	the+wars

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P10W8
      OFFSETS:	37-42
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAnit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kAn+it
        GLOSS:	and+be+it/they/she

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P10W9
      OFFSETS:	43-48
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تروح
     IS_TRANS:	trwH
        INDEX:	P10W10
      OFFSETS:	49-53
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(tiruwH)
          POS:	IV3FS+IV
          VOC:	ti+ruwH
        GLOSS:	it/they/she+go

 INPUT STRING:	عندهم
     IS_TRANS:	Endhm
        INDEX:	P10W11
      OFFSETS:	54-59
       TOKENS:	P10W15-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eanod+hum
        GLOSS:	belonging to+their

 INPUT STRING:	ويحموهم
     IS_TRANS:	wyHmwhm
        INDEX:	P10W12
      OFFSETS:	60-67
       TOKENS:	P10W17-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HamaY_1]
   UNSPLITVOC:	(wiyHmuwAhum)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3P
          VOC:	wi+y+Hm+uwA+hum
        GLOSS:	and+they+protect+they+them

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P10W13
      OFFSETS:	68-70
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بيتوهم
     IS_TRANS:	bytwhm
        INDEX:	P10W14
      OFFSETS:	71-77
       TOKENS:	P10W21-P10W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bayit_1]
   UNSPLITVOC:	(biyutuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	biyut+hum
        GLOSS:	houses+their

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	then

 INPUT STRING:	خلينا
     IS_TRANS:	xlynA
        INDEX:	P11W2
      OFFSETS:	3-8
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~aynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	xal~+aynA
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+we

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P11W3
      OFFSETS:	9-13
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(niquwl)
          POS:	IV1P+IV
          VOC:	ni+quwl
        GLOSS:	we+said/say/be said/say/(for example)

 INPUT STRING:	مشجعين
     IS_TRANS:	m$jEyn
        INDEX:	P11W4
      OFFSETS:	14-20
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(m$jEyn)
          POS:	NO_FUNC
          VOC:	m$jEyn
        GLOSS:	nogloss

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P11W5
      OFFSETS:	21-27
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	متعصبين
     IS_TRANS:	mtESbyn
        INDEX:	P11W6
      OFFSETS:	28-35
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mtESbyn)
          POS:	NO_FUNC
          VOC:	mtESbyn
        GLOSS:	nogloss

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P11W7
      OFFSETS:	36-39
       TOKENS:	P11W7-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	سنه
     IS_TRANS:	snh
        INDEX:	P11W8
      OFFSETS:	40-43
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year+[fem.sg.]

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P11W9
      OFFSETS:	44-49
       TOKENS:	P11W10-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P11W10
      OFFSETS:	50-53
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	that/like that

 INPUT STRING:	اخرهم
     IS_TRANS:	Axrhm
        INDEX:	P12W1
      OFFSETS:	0-5
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(|xarhum)
          POS:	ADJ+POSS_PRON_3P
          VOC:	|xar+hum
        GLOSS:	other/another+their

 INPUT STRING:	شتييييييييييمه
     IS_TRANS:	$tyyyyyyyyyymh
        INDEX:	P12W2
      OFFSETS:	6-20
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$itiymap_1]
   UNSPLITVOC:	($itiymap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$itiym+ap
        GLOSS:	insult+[fem.sg.]

 INPUT STRING:	وشماريخ
     IS_TRANS:	w$mAryx
        INDEX:	P12W3
      OFFSETS:	21-28
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$umoruwx_1]
   UNSPLITVOC:	(wi$amAriyx)
          POS:	CONJ+NOUN
          VOC:	wi+$amAriyx
        GLOSS:	and+petard/detonator

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P13W1
      OFFSETS:	0-3
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumor)
          POS:	NOUN
          VOC:	Eumor
        GLOSS:	age/life/ages/age groups

 INPUT STRING:	ابداااااااا
     IS_TRANS:	AbdAAAAAAAA
        INDEX:	P13W2
      OFFSETS:	4-15
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	forever+[acc.indef.]

 INPUT STRING:	ماحصل
     IS_TRANS:	mAHSl
        INDEX:	P13W3
      OFFSETS:	16-21
       TOKENS:	P13W3-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(mA_HaSal)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+HaSal+(null)
        GLOSS:	not+occur/happen/take place+he/it

 INPUT STRING:	المجزرة
     IS_TRANS:	Almjzrp
        INDEX:	P13W4
      OFFSETS:	22-29
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majozarap_1]
   UNSPLITVOC:	(Almajozarap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+majozar+ap
        GLOSS:	the+massacre/slaughter+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P13W5
      OFFSETS:	30-32
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P14W1
      OFFSETS:	0-4
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	مخكو
     IS_TRANS:	mxkw
        INDEX:	P14W2
      OFFSETS:	5-9
       TOKENS:	P14W2-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~kuw)
          POS:	NOUN+POSS_PRON_2P
          VOC:	mux~+kuw
        GLOSS:	brain+your

 INPUT STRING:	قفل
     IS_TRANS:	qfl
        INDEX:	P14W3
      OFFSETS:	10-13
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(qafal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qafal+(null)
        GLOSS:	lock+he/it

 INPUT STRING:	لدرجة
     IS_TRANS:	ldrjp
        INDEX:	P14W4
      OFFSETS:	14-19
       TOKENS:	P14W5-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lidarajap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+daraj+ap
        GLOSS:	for/to+degree/class/rank/grade/level/degrees/classes/ranks/grades/levels+[fem.sg.]

 INPUT STRING:	عيزين
     IS_TRANS:	Eyzyn
        INDEX:	P14W5
      OFFSETS:	20-25
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Eyzyn)
          POS:	NO_FUNC
          VOC:	Eyzyn
        GLOSS:	nogloss

 INPUT STRING:	تطلعو
     IS_TRANS:	tTlEw
        INDEX:	P14W6
      OFFSETS:	26-31
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tal~aE_1]
   UNSPLITVOC:	(tiTal~aEuwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+Tal~aE+uwA
        GLOSS:	you+make/show+you [pl.]

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P14W7
      OFFSETS:	32-35
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	بحالها
     IS_TRANS:	bHAlhA
        INDEX:	P14W8
      OFFSETS:	36-42
       TOKENS:	P14W10-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(biHAlhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	bi+HAl+hA
        GLOSS:	with/by+situation/condition/case/situations/conditions/cases+its/their/her

 INPUT STRING:	زفت
     IS_TRANS:	zft
        INDEX:	P14W9
      OFFSETS:	43-46
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zifot_1]
   UNSPLITVOC:	(zifot)
          POS:	NOUN
          VOC:	zifot
