 INPUT STRING:	بصراحة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~ar_1]
   UNSPLITVOC:	(widam~arnAhA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P+PVSUFF_DO:3FS
          VOC:	wi+dam~ar+nA+hA
        GLOSS:	and+perish/be destroyed+we [verb]+it/them/her

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P7W6
      OFFSETS:	31-34
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P7W7
      OFFSETS:	35-37
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P7W8
      OFFSETS:	38-42
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	بتنافس
     IS_TRANS:	btnAfs
        INDEX:	P7W9
      OFFSETS:	43-49
       TOKENS:	P7W11-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAfis_1]
   UNSPLITVOC:	(bitinAfis)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+nAfis
        GLOSS:	[present-tense]+it/they/she+compete

 INPUT STRING:	باريس
     IS_TRANS:	bArys
        INDEX:	P7W10
      OFFSETS:	50-55
       TOKENS:	P7W13-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAriys_1]
   UNSPLITVOC:	(bAriys)
          POS:	NOUN_PROP
          VOC:	bAriys
        GLOSS:	Paris

 INPUT STRING:	وسويسرا
     IS_TRANS:	wswysrA
        INDEX:	P7W11
      OFFSETS:	56-63
       TOKENS:	P7W14-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suwiysorA_1]
   UNSPLITVOC:	(wasuwiysorA)
          POS:	CONJ+NOUN_PROP
          VOC:	wa+suwiysorA
        GLOSS:	and+Switzerland

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W12
      OFFSETS:	63-64
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P8W2
      OFFSETS:	5-9
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	فقرنا
     IS_TRANS:	fqrnA
        INDEX:	P8W3
      OFFSETS:	10-15
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqar_1]
   UNSPLITVOC:	(faqarnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	faqar+nA
        GLOSS:	make poor+we[verb]

 INPUT STRING:	المواطن
     IS_TRANS:	AlmwATn
        INDEX:	P8W4
      OFFSETS:	16-23
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(AlmuwATin)
          POS:	DET+NOUN
          VOC:	Al+muwATin
        GLOSS:	the+citizen

 INPUT STRING:	وغلينا
     IS_TRANS:	wglynA
        INDEX:	P8W5
      OFFSETS:	24-30
       TOKENS:	P8W5-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gal~iaY_1]
   UNSPLITVOC:	(wigal~iynA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+gal~iy+nA
        GLOSS:	and+make expensive/increase prices+we

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P8W6
      OFFSETS:	31-35
       TOKENS:	P8W7-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he

 INPUT STRING:	الأكل
     IS_TRANS:	Al>kl
        INDEX:	P8W7
      OFFSETS:	36-41
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akol_1]
   UNSPLITVOC:	(Al>akol)
          POS:	DET+NOUN
          VOC:	Al+>akol
        GLOSS:	the+food/meal

 INPUT STRING:	والشرب
     IS_TRANS:	wAl$rb
        INDEX:	P8W8
      OFFSETS:	42-48
       TOKENS:	P8W10-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$urob_1]
   UNSPLITVOC:	(wiAl$urob)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$urob
        GLOSS:	and+the+drinking

 INPUT STRING:	واللبس
     IS_TRANS:	wAllbs
        INDEX:	P8W9
      OFFSETS:	49-55
       TOKENS:	P8W12-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libos_1]
   UNSPLITVOC:	(wiAllibos)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+libos
        GLOSS:	and+the+clothes/attire

 INPUT STRING:	ورخصنا
     IS_TRANS:	wrxSnA
        INDEX:	P8W10
      OFFSETS:	56-62
       TOKENS:	P8W14-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rax~aS_1]
   UNSPLITVOC:	(wirax~aSnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+rax~aS+nA
        GLOSS:	and+make cheap+we

 INPUT STRING:	قيمته
     IS_TRANS:	qymth
        INDEX:	P8W11
      OFFSETS:	63-68
       TOKENS:	P8W16-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiymap_1]
   UNSPLITVOC:	(qiymtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	qiym+ap+uh
        GLOSS:	value/worth+[fem.sg.]+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W12
      OFFSETS:	68-69
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P9W2
      OFFSETS:	5-9
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	سرقنا
     IS_TRANS:	srqnA
        INDEX:	P9W3
      OFFSETS:	10-15
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(saraqnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	saraq+nA
        GLOSS:	steal/rob+we

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P9W4
      OFFSETS:	16-21
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	ونهبنا
     IS_TRANS:	wnhbnA
        INDEX:	P9W5
      OFFSETS:	22-28
       TOKENS:	P9W5-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahab_1]
   UNSPLITVOC:	(winahabnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+nahab+nA
        GLOSS:	and+loot/plunder+we

 INPUT STRING:	ثرواتها
     IS_TRANS:	vrwAthA
        INDEX:	P9W6
      OFFSETS:	29-36
       TOKENS:	P9W7-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[varowap_1]
   UNSPLITVOC:	(varawAthA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	varaw+At+hA
        GLOSS:	wealth/abundance/riches+[fem.pl.]+its/their/her

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W7
      OFFSETS:	36-37
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W8
      OFFSETS:	37-38
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P9W9
      OFFSETS:	39-43
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	شلة
     IS_TRANS:	$lp
        INDEX:	P9W10
      OFFSETS:	44-47
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$il~ap_1]
   UNSPLITVOC:	($il~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$il~+ap
        GLOSS:	group/clique/groups/cliques+[fem.sg.]

 INPUT STRING:	العصابة
     IS_TRANS:	AlESAbp
        INDEX:	P9W11
      OFFSETS:	48-55
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EiSAbap_1]
   UNSPLITVOC:	(AlEiSAbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EiSAb+ap
        GLOSS:	the+gang/group/band/gangs/groups/bands+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P9W12
      OFFSETS:	56-60
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	مسكنا
     IS_TRANS:	msknA
        INDEX:	P9W13
      OFFSETS:	61-66
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(misiknA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	misik+nA
        GLOSS:	hold+we

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P9W14
      OFFSETS:	67-72
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+rule/government

 INPUT STRING:	ودمرنا
     IS_TRANS:	wdmrnA
        INDEX:	P9W15
      OFFSETS:	73-79
       TOKENS:	P9W17-P9W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dam~ar_1]
   UNSPLITVOC:	(widam~arnA)
          POS:	CONJ+PV+POSS_PRON_1P
          VOC:	wi+dam~ar+nA
        GLOSS:	and+destroy+we

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P9W16
      OFFSETS:	80-82
       TOKENS:	P9W20-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every/all/entire

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P9W17
      OFFSETS:	83-87
       TOKENS:	P9W21-P9W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P9W18
      OFFSETS:	88-90
       TOKENS:	P9W22-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P9W19
      OFFSETS:	91-96
       TOKENS:	P9W23-P9W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W20
      OFFSETS:	96-97
       TOKENS:	P9W24-P9W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P10W2
      OFFSETS:	5-9
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	أصدرنا
     IS_TRANS:	>SdrnA
        INDEX:	P10W3
      OFFSETS:	10-16
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSodar_1]
   UNSPLITVOC:	(>aSodarnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	>aSodar+nA
        GLOSS:	issue/publish+we

 INPUT STRING:	أوامر
     IS_TRANS:	>wAmr
        INDEX:	P10W4
      OFFSETS:	17-22
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_2]
   UNSPLITVOC:	(>awAmir)
          POS:	NOUN
          VOC:	>awAmir
        GLOSS:	orders/commands

 INPUT STRING:	للشرطة
     IS_TRANS:	ll$rTp
        INDEX:	P10W5
      OFFSETS:	23-29
       TOKENS:	P10W5-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(lil$~uroTap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+$uroT+ap
        GLOSS:	for/to+the+police+[fem.sg.]

 INPUT STRING:	بتعذيب
     IS_TRANS:	btE*yb
        INDEX:	P10W6
      OFFSETS:	30-36
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEo*iyb_1]
   UNSPLITVOC:	(bitaEo*iyb)
          POS:	PREP+NOUN
          VOC:	bi+taEo*iyb
        GLOSS:	with/by+torture/punishment

 INPUT STRING:	واهانة
     IS_TRANS:	wAhAnp
        INDEX:	P10W7
      OFFSETS:	37-43
       TOKENS:	P10W9-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AihAnap_1]
   UNSPLITVOC:	(wiAihAnap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+AihAn+ap
        GLOSS:	and+insult/contempt+[fem.sg.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P10W8
      OFFSETS:	44-46
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every/all/entire

 INPUT STRING:	مصري
     IS_TRANS:	mSry
        INDEX:	P10W9
      OFFSETS:	47-51
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy)
          POS:	NOUN
          VOC:	maSoriy
        GLOSS:	Egyptian

 INPUT STRING:	يدخل
     IS_TRANS:	ydxl
        INDEX:	P10W10
      OFFSETS:	52-56
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(yidoxul)
          POS:	IV3MS+IV
          VOC:	yi+doxul
        GLOSS:	he/it+enter/be entered

 INPUT STRING:	قسم
     IS_TRANS:	qsm
        INDEX:	P10W11
      OFFSETS:	57-60
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qisom_1]
   UNSPLITVOC:	(qisom)
          POS:	NOUN
          VOC:	qisom
        GLOSS:	department/division/section

 INPUT STRING:	الشرطة
     IS_TRANS:	Al$rTp
        INDEX:	P10W12
      OFFSETS:	61-67
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(Al$~uroTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uroT+ap
        GLOSS:	the+police+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P10W13
      OFFSETS:	67-68
       TOKENS:	P10W16-P10W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بصراحة
     IS_TRANS:	bSrAHp
        INDEX:	P11W1
      OFFSETS:	0-6
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P11W2
      OFFSETS:	7-11
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W3
      OFFSETS:	11-12
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W4
      OFFSETS:	12-13
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P11W5
      OFFSETS:	14-18
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P11W6
      OFFSETS:	19-22
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	ناويين
     IS_TRANS:	nAwyyn
        INDEX:	P11W7
      OFFSETS:	23-29
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAwiy_1]
   UNSPLITVOC:	(nAwoyiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	nAwoy+iyn
        GLOSS:	intending+[plural]

 INPUT STRING:	نورث
     IS_TRANS:	nwrv
        INDEX:	P11W8
      OFFSETS:	30-34
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~iv_1]
   UNSPLITVOC:	(niwar~iv)
          POS:	IV1P+IV
          VOC:	ni+war~iv
        GLOSS:	we+transmit/bequeath

 INPUT STRING:	السُلطة
     IS_TRANS:	AlsulTp
        INDEX:	P11W9
      OFFSETS:	35-42
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sulTap_1]
   UNSPLITVOC:	(AlsulTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sulT+ap
        GLOSS:	the+power/rule+[fem.sg.]

 INPUT STRING:	لأولادنا
     IS_TRANS:	l>wlAdnA
        INDEX:	P11W10
      OFFSETS:	43-51
       TOKENS:	P11W11-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(li>awolAdnA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+>awolAd+nA
        GLOSS:	for/to+child/son+our

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P11W11
      OFFSETS:	52-53
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ايوه
     IS_TRANS:	Aywh
        INDEX:	P12W1
      OFFSETS:	0-4
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

