 INPUT STRING:	في
     IS_TRANS:	AlY
        INDEX:	P27W11
      OFFSETS:	50-53
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P27W12
      OFFSETS:	54-56
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P27W13
      OFFSETS:	57-61
       TOKENS:	P27W16-P27W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+she/it

 INPUT STRING:	حسبنا
     IS_TRANS:	HsbnA
        INDEX:	P28W1
      OFFSETS:	0-5
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasbu_1]
   UNSPLITVOC:	(HasbunA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	Hasbu+(null)+nA
        GLOSS:	regard+he/it+us

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P28W2
      OFFSETS:	6-10
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P28W3
      OFFSETS:	11-15
       TOKENS:	P28W4-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naEam-ua_2]
   UNSPLITVOC:	(wanaEama)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wa+naEam+a
        GLOSS:	and+live in comfort/be delighted/enjoy+he/it [verb]

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P28W4
      OFFSETS:	16-22
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+representative/agent

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P28W5
      OFFSETS:	23-25
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P28W6
      OFFSETS:	26-31
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	السبب
     IS_TRANS:	Alsbb
        INDEX:	P28W7
      OFFSETS:	32-37
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(Als~abab)
          POS:	DET+NOUN
          VOC:	Al+sabab
        GLOSS:	the+reason/cause/because of/due to

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P29W1
      OFFSETS:	0-4
       TOKENS:	P29W1-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يكتب
     IS_TRANS:	yktb
        INDEX:	P29W2
      OFFSETS:	5-9
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(yikotib)
          POS:	IV3MS+IV
          VOC:	yi+kotib
        GLOSS:	he/it+write/be written/be fated/be destined

 INPUT STRING:	لنا
     IS_TRANS:	lnA
        INDEX:	P29W3
      OFFSETS:	10-13
       TOKENS:	P29W4-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(linA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	to+we

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P29W4
      OFFSETS:	14-18
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	مخلص
     IS_TRANS:	mxlS
        INDEX:	P29W5
      OFFSETS:	19-23
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxoliS_1]
   UNSPLITVOC:	(muxoliS)
          POS:	ADJ
          VOC:	muxoliS
        GLOSS:	sincere/loyal

 INPUT STRING:	يحبها
     IS_TRANS:	yHbhA
        INDEX:	P29W6
      OFFSETS:	24-29
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(yiHib~ahA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+Hib~+hA
        GLOSS:	he/it+love+it/them/her

 INPUT STRING:	ويراعى
     IS_TRANS:	wyrAEY
        INDEX:	P29W7
      OFFSETS:	30-36
       TOKENS:	P29W10-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAEay_1]
   UNSPLITVOC:	(wiyirAEiy)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+rAEiy
        GLOSS:	and+he/it+consider

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P29W8
      OFFSETS:	37-41
       TOKENS:	P29W12-P29W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P29W9
      OFFSETS:	42-46
       TOKENS:	P29W14-P29W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+she/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W10
      OFFSETS:	46-47
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W11
      OFFSETS:	47-48
       TOKENS:	P29W17-P29W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W1
      OFFSETS:	0-1
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لنحـــــــيا
     IS_TRANS:	lnH_______yA
        INDEX:	P30W2
      OFFSETS:	2-14
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lnH_______yA)
          POS:	NO_FUNC
          VOC:	lnH_______yA
        GLOSS:	nogloss

 INPUT STRING:	كرامـــــــا
     IS_TRANS:	krAm_______A
        INDEX:	P30W3
      OFFSETS:	15-27
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kirAm_1]
   UNSPLITVOC:	(kirAmA)
          POS:	ADJ
          VOC:	kirAmA
        GLOSS:	with proud

 INPUT STRING:	بإذن
     IS_TRANS:	b<*n
        INDEX:	P30W4
      OFFSETS:	28-32
       TOKENS:	P30W4-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i*on_1]
   UNSPLITVOC:	(bi<i*on)
          POS:	PREP+NOUN
          VOC:	bi+<i*on
        GLOSS:	with/by+permission/authorization/bonds

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P30W5
      OFFSETS:	33-37
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

