 INPUT STRING:	لاحول
      OFFSETS:	53-57
       TOKENS:	P24W13-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain~_1]
   UNSPLITVOC:	(Ain~ikiy)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	Ain~i+kiy
        GLOSS:	that+you

 INPUT STRING:	بتضربى
     IS_TRANS:	btDrbY
        INDEX:	P24W12
      OFFSETS:	58-64
       TOKENS:	P24W15-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dar~ab_1]
   UNSPLITVOC:	(bitiDar~abiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Dar~ab+iy
        GLOSS:	[present-tense]+you+strike/hit/be struck/be hit+you

 INPUT STRING:	بواسطة
     IS_TRANS:	bwAsTp
        INDEX:	P24W13
      OFFSETS:	65-71
       TOKENS:	P24W17-P24W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAsiTap_1]
   UNSPLITVOC:	(biwAsiTap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+wAsiT+ap
        GLOSS:	with/by+means/device+[fem.sg.]

 INPUT STRING:	25
     IS_TRANS:	25
        INDEX:	P24W14
      OFFSETS:	71-73
       TOKENS:	P24W19-P24W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(25)
          POS:	NOUN_NUM
          VOC:	25
        GLOSS:	25

 INPUT STRING:	راجل
     IS_TRANS:	rAjl
        INDEX:	P24W15
      OFFSETS:	73-77
       TOKENS:	P24W20-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rAjil)
          POS:	NOUN
          VOC:	rAjil
        GLOSS:	man

 INPUT STRING:	ماذا
     IS_TRANS:	mA*A
        INDEX:	P24W16
      OFFSETS:	78-82
       TOKENS:	P24W21-P24W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(mA*A)
          POS:	INTERROG_PRON
          VOC:	mA*A
        GLOSS:	what

 INPUT STRING:	سيكون
     IS_TRANS:	sykwn
        INDEX:	P24W17
      OFFSETS:	83-88
       TOKENS:	P24W22-P24W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(sayakuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	sa+ya+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	رد
     IS_TRANS:	rd
        INDEX:	P24W18
      OFFSETS:	89-91
       TOKENS:	P24W24-P24W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~)
          POS:	NOUN
          VOC:	rad~
        GLOSS:	reply/response

 INPUT STRING:	فعلك
     IS_TRANS:	fElk
        INDEX:	P24W19
      OFFSETS:	92-96
       TOKENS:	P24W25-P24W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	fiEol+ik
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+your

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	not

 INPUT STRING:	هتقولى
     IS_TRANS:	htqwlY
        INDEX:	P25W2
      OFFSETS:	5-11
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hatiquwliy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+quwl+iy
        GLOSS:	will+you+said/say/be said/say/(for example)+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W3
      OFFSETS:	12-15
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W4
      OFFSETS:	16-18
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P25W5
      OFFSETS:	19-22
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivol)
          POS:	NOUN
          VOC:	mivol
        GLOSS:	like/such as/like/such as/the likes of

 INPUT STRING:	هذة
     IS_TRANS:	h*p
        INDEX:	P25W6
      OFFSETS:	23-26
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*ihi)
          POS:	DEM_PRON_F
          VOC:	h`*ihi
        GLOSS:	this/these

 INPUT STRING:	الانسانة
     IS_TRANS:	AlAnsAnp
        INDEX:	P25W7
      OFFSETS:	27-35
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inosAn_1]
   UNSPLITVOC:	(Al<inosAnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+<inosAn+ap
        GLOSS:	the+human being+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W8
      OFFSETS:	36-39
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P25W9
      OFFSETS:	40-44
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P25W10
      OFFSETS:	45-49
       TOKENS:	P25W11-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+she/it

 INPUT STRING:	هقول
     IS_TRANS:	hqwl
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/say/(for example)

 INPUT STRING:	لكى
     IS_TRANS:	lkY
        INDEX:	P26W2
      OFFSETS:	5-8
       TOKENS:	P26W3-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(likiy)
          POS:	PREP+PRON_2FS
          VOC:	li+kiy
        GLOSS:	to+you

 INPUT STRING:	تخيلى
     IS_TRANS:	txylY
        INDEX:	P26W3
      OFFSETS:	9-14
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoxay~il_1]
   UNSPLITVOC:	(taxay~aliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taxay~al+iy
        GLOSS:	imagine+you

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P26W4
      OFFSETS:	15-17
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	هاجمكى
     IS_TRANS:	hAjmkY
        INDEX:	P26W5
      OFFSETS:	18-24
       TOKENS:	P26W7-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAjim_1]
   UNSPLITVOC:	(hAjimik)
          POS:	ADJ.VN+PRON_2FS
          VOC:	hAjim+ik
        GLOSS:	attack+you

 INPUT STRING:	مجموعة
     IS_TRANS:	mjmwEp
        INDEX:	P26W6
      OFFSETS:	25-31
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majomuwEap_1]
   UNSPLITVOC:	(majomuwEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	majomuwE+ap
        GLOSS:	collection/group/bloc+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W7
      OFFSETS:	32-34
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P26W8
      OFFSETS:	35-41
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	الصايع
     IS_TRANS:	AlSAyE
        INDEX:	P26W9
      OFFSETS:	42-48
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAyiE_1]
   UNSPLITVOC:	(AlS~AyiE)
          POS:	DET+ADJ
          VOC:	Al+SAyiE
        GLOSS:	the+vagabond

 INPUT STRING:	ماذا
     IS_TRANS:	mA*A
        INDEX:	P26W10
      OFFSETS:	49-53
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(mA*A)
          POS:	INTERROG_PRON
          VOC:	mA*A
        GLOSS:	what

 INPUT STRING:	سيكون
     IS_TRANS:	sykwn
        INDEX:	P26W11
      OFFSETS:	54-59
       TOKENS:	P26W14-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(sayakuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	sa+ya+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	رد
     IS_TRANS:	rd
        INDEX:	P26W12
      OFFSETS:	60-62
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~)
          POS:	NOUN
          VOC:	rad~
        GLOSS:	reply/response

 INPUT STRING:	فعلك
     IS_TRANS:	fElk
        INDEX:	P26W13
      OFFSETS:	63-67
       TOKENS:	P26W17-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	fiEol+ik
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+your

 INPUT STRING:	وباى
     IS_TRANS:	wbAY
        INDEX:	P27W1
      OFFSETS:	0-4
       TOKENS:	P27W1-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ay~_1]
   UNSPLITVOC:	(wabi>ay~)
          POS:	CONJ+PREP+INTERROG_PRON
          VOC:	wa+bi+>ay~
        GLOSS:	and+with/by+which

 INPUT STRING:	اسلوب
     IS_TRANS:	Aslwb
        INDEX:	P27W2
      OFFSETS:	5-10
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usoluwb_1]
   UNSPLITVOC:	(>usoluwb)
          POS:	NOUN
          VOC:	>usoluwb
        GLOSS:	style/method/manner

 INPUT STRING:	ستتكلمين
     IS_TRANS:	sttklmyn
        INDEX:	P27W3
      OFFSETS:	11-19
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[takal~am_1]
   UNSPLITVOC:	(satatakal~amiyna)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS_MOOD:I
          VOC:	sa+ta+takal~am+iyna
        GLOSS:	will+you [fem.sg.]+speak/talk/discuss+[fem.sg.]

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P28W1
      OFFSETS:	0-4
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy~a)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafosiy+iy
        GLOSS:	soul+my

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P28W2
      OFFSETS:	5-7
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P28W3
      OFFSETS:	8-13
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	someone+[fem.sg.]

 INPUT STRING:	تهين
     IS_TRANS:	thyn
        INDEX:	P28W4
      OFFSETS:	14-18
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAn_1]
   UNSPLITVOC:	(tihiyn)
          POS:	IV3FS+IV
          VOC:	ti+hiyn
        GLOSS:	it/they/she+be insignificant/be contemptible

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P28W5
      OFFSETS:	19-21
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	تجرح
     IS_TRANS:	tjrH
        INDEX:	P28W6
      OFFSETS:	22-26
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaraH_1]
   UNSPLITVOC:	(tijoraH)
          POS:	IV3FS+IV
          VOC:	ti+joraH
        GLOSS:	it/they/she+hurt

 INPUT STRING:	تضع
     IS_TRANS:	tDE
        INDEX:	P28W7
      OFFSETS:	27-30
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waDaE_1]
   UNSPLITVOC:	(taDaE)
          POS:	IV3FS+IV
          VOC:	ta+DaE
        GLOSS:	it/they/she+put

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P28W8
      OFFSETS:	31-36
       TOKENS:	P28W9-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	same/self/selves+its/their/her

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P28W9
      OFFSETS:	37-39
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P28W10
      OFFSETS:	40-43
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves

 INPUT STRING:	الموقف
     IS_TRANS:	Almwqf
        INDEX:	P28W11
      OFFSETS:	44-50
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(Almawqif)
          POS:	DET+NOUN
          VOC:	Al+mawqif
        GLOSS:	the+position

 INPUT STRING:	وتسال
     IS_TRANS:	wtsAl
        INDEX:	P28W12
      OFFSETS:	51-56
       TOKENS:	P28W14-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(witiso>al)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+so>al
        GLOSS:	and+it/they/she+ask/inquire/request/be asked

 INPUT STRING:	لمادا
     IS_TRANS:	lmAdA
        INDEX:	P28W13
      OFFSETS:	57-62
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lmAdA)
          POS:	TYPO
          VOC:	lmAdA
        GLOSS:	nogloss

 INPUT STRING:	رد
     IS_TRANS:	rd
        INDEX:	P28W14
      OFFSETS:	63-65
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~)
          POS:	NOUN
          VOC:	rad~
        GLOSS:	reply/response

 INPUT STRING:	فعلها
     IS_TRANS:	fElhA
        INDEX:	P28W15
      OFFSETS:	66-71
       TOKENS:	P28W18-P28W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	fiEol+hA
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+its/their/her

 INPUT STRING:	هكذا
     IS_TRANS:	hk*A
        INDEX:	P28W16
      OFFSETS:	72-76
       TOKENS:	P28W20-P28W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haka*A_1]
   UNSPLITVOC:	(haka*A)
          POS:	DEM_PRON_MS
          VOC:	haka*A
        GLOSS:	this

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P28W17
      OFFSETS:	77-80
       TOKENS:	P28W21-P28W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P28W18
      OFFSETS:	81-83
       TOKENS:	P28W22-P28W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تعترض
     IS_TRANS:	tEtrD
        INDEX:	P28W19
      OFFSETS:	84-89
       TOKENS:	P28W23-P28W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaraD_1]
   UNSPLITVOC:	(tiEotiriD)
          POS:	IV3FS+IV
          VOC:	ti+EotiriD
        GLOSS:	it/they/she+oppose

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P28W20
      OFFSETS:	90-92
       TOKENS:	P28W24-P28W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Gloss:TBA

 INPUT STRING:	تسىء
     IS_TRANS:	tsY'
        INDEX:	P28W21
      OFFSETS:	93-97
       TOKENS:	P28W25-P28W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>asA>_1]
   UNSPLITVOC:	(tusiY')
          POS:	IV3FS+IV
          VOC:	tu+siY'
        GLOSS:	it/they/she+hurt

 INPUT STRING:	انسانه
     IS_TRANS:	AnsAnh
        INDEX:	P29W1
      OFFSETS:	0-6
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inosAn_1]
   UNSPLITVOC:	(<inosAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<inosAn+ap
        GLOSS:	human being+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P29W2
      OFFSETS:	7-10
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	تعرف
     IS_TRANS:	tErf
        INDEX:	P29W3
      OFFSETS:	11-15
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(tiEoraf)
          POS:	IV3FS+IV
          VOC:	ti+Eoraf
        GLOSS:	it/they/she+know/be known

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P29W4
      OFFSETS:	16-20
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P29W5
      OFFSETS:	21-23
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الاحترام
     IS_TRANS:	AlAHtrAm
        INDEX:	P29W6
      OFFSETS:	24-32
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotirAm_1]
   UNSPLITVOC:	(AlAiHotirAm)
          POS:	DET+NOUN
          VOC:	Al+AiHotirAm
        GLOSS:	the+respect/honoring

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P30W1
      OFFSETS:	0-3
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	كلامها
     IS_TRANS:	klAmhA
        INDEX:	P30W2
      OFFSETS:	4-10
       TOKENS:	P30W3-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	kalAm+hA
        GLOSS:	speech/statement/remark/talk/saying+its/their/her

 INPUT STRING:	الفاظ
     IS_TRANS:	AlfAZ
        INDEX:	P30W3
      OFFSETS:	11-16
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
