 INPUT STRING:	يعني
        INDEX:	P7W11
      OFFSETS:	51-57
       TOKENS:	P7W14-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[manaE_1]
   UNSPLITVOC:	(yimnaEhum)
          POS:	IV3MS+IV+IVSUFF_DO:3P
          VOC:	yi+mnaE+hum
        GLOSS:	he/it+prevent/forbid+them

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W12
      OFFSETS:	58-60
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تربية
     IS_TRANS:	trbyp
        INDEX:	P7W13
      OFFSETS:	61-66
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarobiy~ap_1]
   UNSPLITVOC:	(tarobiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tarobiy~+ap
        GLOSS:	education/pedagogy/breeding+[fem.sg.]

 INPUT STRING:	الزقن
     IS_TRANS:	Alzqn
        INDEX:	P7W14
      OFFSETS:	67-72
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaqon_1]
   UNSPLITVOC:	(Alz~aqon)
          POS:	DET+NOUN
          VOC:	Al+zaqon
        GLOSS:	the+chin/beard

 INPUT STRING:	ولاكن
     IS_TRANS:	wlAkn
        INDEX:	P7W15
      OFFSETS:	73-78
       TOKENS:	P7W19-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	PART+CONJ
          VOC:	wi+lakin
        GLOSS:	[part.]+But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P7W16
      OFFSETS:	79-82
       TOKENS:	P7W21-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	بياخدوها
     IS_TRANS:	byAxdwhA
        INDEX:	P7W17
      OFFSETS:	83-91
       TOKENS:	P7W22-P7W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(biyAxoduwhA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	bi+y+Axod+uwA+hA
        GLOSS:	[present-tense]+they+take/begin+we+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W18
      OFFSETS:	92-94
       TOKENS:	P7W25-P7W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	باب
     IS_TRANS:	bAb
        INDEX:	P7W19
      OFFSETS:	95-98
       TOKENS:	P7W26-P7W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(bAb)
          POS:	NOUN
          VOC:	bAb
        GLOSS:	category/rubric/categories/rubrics

 INPUT STRING:	التعود
     IS_TRANS:	AltEwd
        INDEX:	P7W20
      OFFSETS:	99-105
       TOKENS:	P7W27-P7W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaw~ud_1]
   UNSPLITVOC:	(Alt~aEaw~ud)
          POS:	DET+NOUN
          VOC:	Al+taEaw~ud
        GLOSS:	the+habituation

 INPUT STRING:	والبروتوكول
     IS_TRANS:	wAlbrwtwkwl
        INDEX:	P7W21
      OFFSETS:	106-117
       TOKENS:	P7W28-P7W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wAlbrwtwkwl)
          POS:	TYPO
          VOC:	wAlbrwtwkwl
        GLOSS:	nogloss

 INPUT STRING:	وانهم
     IS_TRANS:	wAnhm
        INDEX:	P7W22
      OFFSETS:	118-123
       TOKENS:	P7W29-P7W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(wi<in~uhum)
          POS:	CONJ+SUB_CONJ+PRON_3P
          VOC:	wi+<in~+hum
        GLOSS:	and+that+they

 INPUT STRING:	متعودين
     IS_TRANS:	mtEwdyn
        INDEX:	P7W23
      OFFSETS:	124-131
       TOKENS:	P7W32-P7W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoEaw~id_1]
   UNSPLITVOC:	(mitoEaw~idiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	mitoEaw~id+iyn
        GLOSS:	accustomed/habituated+[pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P7W24
      OFFSETS:	132-135
       TOKENS:	P7W33-P7W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P7W25
      OFFSETS:	136-139
       TOKENS:	P7W34-P7W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W26
      OFFSETS:	140-142
       TOKENS:	P7W35-P7W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P7W27
      OFFSETS:	143-147
       TOKENS:	P7W36-P7W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Ay~Am)
          POS:	NOUN
          VOC:	Ay~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	الكلية
     IS_TRANS:	Alklyp
        INDEX:	P7W28
      OFFSETS:	148-154
       TOKENS:	P7W37-P7W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~iy~ap_1]
   UNSPLITVOC:	(Alkul~iy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kul~iy~+ap
        GLOSS:	the+faculty/college/institute+[fem.sg.]

 INPUT STRING:	لاكن
     IS_TRANS:	lAkn
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W2
      OFFSETS:	5-7
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	النهاية
     IS_TRANS:	AlnhAyp
        INDEX:	P8W3
      OFFSETS:	8-15
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nihAyap_1]
   UNSPLITVOC:	(Aln~ihAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nihAy+ap
        GLOSS:	the+end/termination+[fem.sg.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P8W4
      OFFSETS:	16-18
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P8W5
      OFFSETS:	19-23
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P8W6
      OFFSETS:	24-26
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(Hur~)
          POS:	ADJ
          VOC:	Hur~
        GLOSS:	free/independent

 INPUT STRING:	وطالما
     IS_TRANS:	wTAlmA
        INDEX:	P8W7
      OFFSETS:	27-33
       TOKENS:	P8W7-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlamA_1]
   UNSPLITVOC:	(wiTAlamA)
          POS:	PART+SUB_CONJ
          VOC:	wi+TAlamA
        GLOSS:	[part.]+as long as

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P8W8
      OFFSETS:	34-36
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W9
      OFFSETS:	37-39
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هايضر
     IS_TRANS:	hAyDr
        INDEX:	P8W10
      OFFSETS:	40-45
       TOKENS:	P8W11-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dar~_1]
   UNSPLITVOC:	(HayiDur~)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Dur~
        GLOSS:	will+he/it+harm/injure

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P8W11
      OFFSETS:	46-48
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one (of)/someone/anyone

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P8W12
      OFFSETS:	49-52
       TOKENS:	P8W14-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	هايضر
     IS_TRANS:	hAyDr
        INDEX:	P8W13
      OFFSETS:	53-58
       TOKENS:	P8W16-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dar~_1]
   UNSPLITVOC:	(HayiDur~)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Dur~
        GLOSS:	will+he/it+harm/injure

 INPUT STRING:	عملة
     IS_TRANS:	Emlp
        INDEX:	P8W14
      OFFSETS:	59-63
       TOKENS:	P8W18-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eamal+uh
        GLOSS:	work/action+his/its

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P8W15
      OFFSETS:	64-68
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	معهم
     IS_TRANS:	mEhm
        INDEX:	P8W16
      OFFSETS:	69-73
       TOKENS:	P8W21-P8W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEahum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	something with+their

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P8W17
      OFFSETS:	74-76
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P8W18
      OFFSETS:	77-81
       TOKENS:	P8W24-P8W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHaq~)
          POS:	DET+NOUN
          VOC:	Al+Haq~
        GLOSS:	the+right, prerogative, truth

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P9W1
      OFFSETS:	0-3
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بعتقد
     IS_TRANS:	bEtqd
        INDEX:	P9W2
      OFFSETS:	4-9
       TOKENS:	P9W2-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(bAaEotaqid)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Eotaqid
        GLOSS:	[present-tense]+I+believe

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P9W3
      OFFSETS:	10-12
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	اللحيه
     IS_TRANS:	AllHyh
        INDEX:	P9W4
      OFFSETS:	13-19
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHoyap_1]
   UNSPLITVOC:	(All~iHoyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+liHoy+ap
        GLOSS:	the+beard+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P9W5
      OFFSETS:	20-22
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حرية
     IS_TRANS:	Hryp
        INDEX:	P9W6
      OFFSETS:	23-27
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(Hur~iy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hur~iy~+ap
        GLOSS:	freedom+[fem.sg.]

 INPUT STRING:	شخصية
     IS_TRANS:	$xSyp
        INDEX:	P9W7
      OFFSETS:	28-33
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$axoSiy_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	private/personal+[fem.sg.]

 INPUT STRING:	الضباط
     IS_TRANS:	AlDbAT
        INDEX:	P9W8
      OFFSETS:	34-40
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_2]
   UNSPLITVOC:	(AlD~ub~AT)
          POS:	DET+NOUN
          VOC:	Al+Dub~AT
        GLOSS:	the+officers

 INPUT STRING:	احرار
     IS_TRANS:	AHrAr
        INDEX:	P9W9
      OFFSETS:	41-46
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(AHorAr)
          POS:	ADJ
          VOC:	AHorAr
        GLOSS:	free/independent

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P9W10
      OFFSETS:	47-51
       TOKENS:	P9W11-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P10W1
      OFFSETS:	0-2
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P10W2
      OFFSETS:	3-7
       TOKENS:	P10W2-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	wish+my

 INPUT STRING:	أسأل
     IS_TRANS:	>s>l
        INDEX:	P10W3
      OFFSETS:	8-12
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(Aaso>al)
          POS:	IV1S+IV
          VOC:	Aa+so>al
        GLOSS:	I+ask/inquire/request/be asked

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P10W4
      OFFSETS:	13-15
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P10W5
      OFFSETS:	16-19
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	الضابط
     IS_TRANS:	AlDAbT
        INDEX:	P10W6
      OFFSETS:	20-26
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_1]
   UNSPLITVOC:	(AlD~AbiT)
          POS:	DET+NOUN
          VOC:	Al+DAbiT
        GLOSS:	the+officer/officers

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P10W7
      OFFSETS:	27-30
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	بيتعدى
     IS_TRANS:	bytEdY
        INDEX:	P10W8
      OFFSETS:	31-37
       TOKENS:	P10W9-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEad~ay_1]
   UNSPLITVOC:	(biyitoEad~aY)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+toEad~aY
        GLOSS:	[present-tense]+he/it+overstep/exceed/go beyond

 INPUT STRING:	حدوده
     IS_TRANS:	Hdwdh
        INDEX:	P10W9
      OFFSETS:	38-43
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Huduwduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Huduwd+uh
        GLOSS:	extent/limit/level/border/frontier/limits+his/its

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P10W10
      OFFSETS:	44-46
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	المواطن
     IS_TRANS:	AlmwATn
        INDEX:	P10W11
      OFFSETS:	47-54
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(AlmuwATin)
          POS:	DET+NOUN
          VOC:	Al+muwATin
        GLOSS:	the+citizen

 INPUT STRING:	ويعذبه
     IS_TRANS:	wyE*bh
        INDEX:	P10W12
      OFFSETS:	55-61
       TOKENS:	P10W15-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ea*~ib_1]
   UNSPLITVOC:	(wiyEa*~ibuh)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	wi+y+Ea*~ib+uh
        GLOSS:	and+he/it+torture/torment+it/him

 INPUT STRING:	ويعامله
     IS_TRANS:	wyEAmlh
        INDEX:	P10W13
      OFFSETS:	62-69
       TOKENS:	P10W18-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(wiyEAmluh)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	wi+y+EAmil+uh
        GLOSS:	and+he/it+treat/deal with/be treated/be dealt with+it/him

 INPUT STRING:	معامله
     IS_TRANS:	mEAmlh
        INDEX:	P10W14
      OFFSETS:	70-76
       TOKENS:	P10W21-P10W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEAmolap_1]
   UNSPLITVOC:	(muEAmolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muEAmol+ap
        GLOSS:	treatment/dealing with/procedure+[fem.sg.]

 INPUT STRING:	وحشة
     IS_TRANS:	wH$p
        INDEX:	P10W15
      OFFSETS:	77-81
       TOKENS:	P10W22-P10W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiHo$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wiHo$+ap
        GLOSS:	bad+[fem.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P10W16
      OFFSETS:	82-85
       TOKENS:	P10W23-P10W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P10W17
      OFFSETS:	86-89
       TOKENS:	P10W24-P10W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	REL_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	وزير
     IS_TRANS:	wzyr
        INDEX:	P10W18
      OFFSETS:	90-94
       TOKENS:	P10W25-P10W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(waziyr)
          POS:	NOUN
          VOC:	waziyr
        GLOSS:	minister

 INPUT STRING:	الداخلية
     IS_TRANS:	AldAxlyp
        INDEX:	P10W19
      OFFSETS:	95-103
