 INPUT STRING:	اية
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ظل
     IS_TRANS:	Zl
        INDEX:	P27W4
      OFFSETS:	16-18
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zil~_1]
   UNSPLITVOC:	(Zil~)
          POS:	NOUN
          VOC:	Zil~
        GLOSS:	patronage/shelter/shade/auspices/shelter

 INPUT STRING:	قلة
     IS_TRANS:	qlp
        INDEX:	P27W5
      OFFSETS:	19-22
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qil~+ap
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	عدد
     IS_TRANS:	Edd
        INDEX:	P27W6
      OFFSETS:	23-26
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(Eadad)
          POS:	NOUN
          VOC:	Eadad
        GLOSS:	number/quantity/issue/numbers/issues

 INPUT STRING:	المدارس
     IS_TRANS:	AlmdArs
        INDEX:	P27W7
      OFFSETS:	27-34
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(AlmadAris)
          POS:	DET+NOUN
          VOC:	Al+madAris
        GLOSS:	the+school

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P28W1
      OFFSETS:	1-4
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	الطالب
     IS_TRANS:	AlTAlb
        INDEX:	P28W2
      OFFSETS:	5-11
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(AlT~Alib)
          POS:	DET+NOUN
          VOC:	Al+TAlib
        GLOSS:	the+student/students

 INPUT STRING:	والمدرس
     IS_TRANS:	wAlmdrs
        INDEX:	P28W3
      OFFSETS:	12-19
       TOKENS:	P28W3-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudar~is_1]
   UNSPLITVOC:	(wiAlmudar~is)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+mudar~is
        GLOSS:	and+the+instructor/teacher

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P28W4
      OFFSETS:	20-23
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P28W5
      OFFSETS:	24-28
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	هيتنفخو
     IS_TRANS:	hytnfxw
        INDEX:	P28W6
      OFFSETS:	29-36
       TOKENS:	P28W7-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitonafix_1]
   UNSPLITVOC:	(Hayitonaf~ixuwA)
          POS:	FUT_PART+IV3P+IV_PASS+IVSUFF_SUBJ:P
          VOC:	Ha+yi+tonaf~ix+uwA
        GLOSS:	will+they(people)+be inflated/swell+[pl.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P29W1
      OFFSETS:	1-5
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	المواطن
     IS_TRANS:	AlmwATn
        INDEX:	P29W2
      OFFSETS:	6-13
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(AlmuwATin)
          POS:	DET+NOUN
          VOC:	Al+muwATin
        GLOSS:	the+citizen

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P29W3
      OFFSETS:	14-17
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidap_1]
   UNSPLITVOC:	(kidaA)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kid+ap
        GLOSS:	like/such+[fem.sg.]

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P29W4
      OFFSETS:	18-21
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidap_1]
   UNSPLITVOC:	(kidaA)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kid+ap
        GLOSS:	like/such+[fem.sg.]

 INPUT STRING:	مطحون
     IS_TRANS:	mTHwn
        INDEX:	P29W5
      OFFSETS:	22-27
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maToHuwn_1]
   UNSPLITVOC:	(maToHuwn)
          POS:	ADJ
          VOC:	maToHuwn
        GLOSS:	ground

 INPUT STRING:	بصراحة
     IS_TRANS:	bSrAHp
        INDEX:	P30W1
      OFFSETS:	1-7
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P30W2
      OFFSETS:	8-10
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	القرار
     IS_TRANS:	AlqrAr
        INDEX:	P30W3
      OFFSETS:	11-17
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(AlqarAr)
          POS:	DET+NOUN
          VOC:	Al+qarAr
        GLOSS:	the+decision/resolution

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P30W4
      OFFSETS:	18-22
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuw~ayis)
          POS:	ADJ
          VOC:	kuw~ayis
        GLOSS:	good

 INPUT STRING:	وعجبنى
     IS_TRANS:	wEjbnY
        INDEX:	P31W1
      OFFSETS:	1-7
       TOKENS:	P31W1-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(wiEajabniy)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	wi+Eajab+(null)+niy
        GLOSS:	and+arouse admiration/ please+he/it+me

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P31W2
      OFFSETS:	8-11
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P32W1
      OFFSETS:	1-5
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P32W2
      OFFSETS:	6-8
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P32W3
      OFFSETS:	9-13
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W4
      OFFSETS:	14-16
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مظبوط
     IS_TRANS:	mZbwT
        INDEX:	P32W5
      OFFSETS:	17-22
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZobuwT_1]
   UNSPLITVOC:	(maZobuwT)
          POS:	ADJ
          VOC:	maZobuwT
        GLOSS:	exact/solid/good

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P32W6
      OFFSETS:	23-26
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P32W7
      OFFSETS:	27-28
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P32W8
      OFFSETS:	29-33
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W9
      OFFSETS:	34-36
       TOKENS:	P32W10-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اسبوع
     IS_TRANS:	AsbwE
        INDEX:	P32W10
      OFFSETS:	37-42
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(AusobuwE)
          POS:	NOUN
          VOC:	AusobuwE
        GLOSS:	week

 INPUT STRING:	كامل
     IS_TRANS:	kAml
        INDEX:	P32W11
      OFFSETS:	43-47
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAmil_1]
   UNSPLITVOC:	(kAmil)
          POS:	ADJ
          VOC:	kAmil
        GLOSS:	complete/full/integral

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W12
      OFFSETS:	48-50
       TOKENS:	P32W13-P32W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيعملوا
     IS_TRANS:	hyEmlwA
        INDEX:	P32W13
      OFFSETS:	51-58
       TOKENS:	P32W14-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HayiEomiluwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+Eomil+uwA
        GLOSS:	will+they+do/work/act+they

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P32W14
      OFFSETS:	59-63
       TOKENS:	P32W16-P32W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P32W15
      OFFSETS:	64-67
       TOKENS:	P32W17-P32W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P32W16
      OFFSETS:	68-71
       TOKENS:	P32W19-P32W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einod)
          POS:	NOUN
          VOC:	Einod
        GLOSS:	with / at

 INPUT STRING:	نزول
     IS_TRANS:	nzwl
        INDEX:	P32W17
      OFFSETS:	72-76
       TOKENS:	P32W20-P32W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuzuwl_1]
   UNSPLITVOC:	(nuzuwl)
          POS:	NOUN.VN
          VOC:	nuzuwl
        GLOSS:	descent/resignation

 INPUT STRING:	الحجاج
     IS_TRANS:	AlHjAj
        INDEX:	P32W18
      OFFSETS:	77-83
       TOKENS:	P32W21-P32W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAj~_3]
   UNSPLITVOC:	(AlHujAj)
          POS:	DET+NOUN
          VOC:	Al+HujAj
        GLOSS:	the+pilgrims

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W19
      OFFSETS:	84-86
       TOKENS:	P32W22-P32W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	السعوديه
     IS_TRANS:	AlsEwdyh
        INDEX:	P32W20
      OFFSETS:	87-95
       TOKENS:	P32W23-P32W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEuwdiy~ap_1]
   UNSPLITVOC:	(Als~uEuwdiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+suEuwdiy~+ap
        GLOSS:	the+Saudi Arabia+[fem.sg.]

 INPUT STRING:	هيوقفوا
     IS_TRANS:	hywqfwA
        INDEX:	P32W21
      OFFSETS:	96-103
       TOKENS:	P32W24-P32W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(HayuwqofuwA)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+y+uwqofuwA
        GLOSS:	will+he/it+stop/arrest

 INPUT STRING:	المدارس
     IS_TRANS:	AlmdArs
        INDEX:	P32W22
      OFFSETS:	104-111
       TOKENS:	P32W26-P32W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(AlmadAris)
          POS:	DET+NOUN
          VOC:	Al+madAris
        GLOSS:	the+school

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P32W23
      OFFSETS:	112-115
       TOKENS:	P32W27-P32W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wamin)
          POS:	CONJ+PREP
          VOC:	wa+min
        GLOSS:	and+from

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P32W24
      OFFSETS:	116-123
       TOKENS:	P32W29-P32W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+imposed/prescribed

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P32W25
      OFFSETS:	124-128
       TOKENS:	P32W30-P32W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نكون
     IS_TRANS:	nkwn
        INDEX:	P32W26
      OFFSETS:	129-133
       TOKENS:	P32W32-P32W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(nikuwn)
          POS:	IV1P+IV
          VOC:	ni+kuwn
        GLOSS:	we+be

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P32W27
      OFFSETS:	134-136
       TOKENS:	P32W33-P32W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	اتممنا
     IS_TRANS:	AtmmnA
        INDEX:	P32W28
      OFFSETS:	137-143
       TOKENS:	P32W34-P32W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>atam~_1]
   UNSPLITVOC:	(>atomamonA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	>atomam+nA
        GLOSS:	complete/conclude+we [verb]

 INPUT STRING:	ثلث
     IS_TRANS:	vlv
        INDEX:	P32W29
      OFFSETS:	144-147
       TOKENS:	P32W35-P32W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vilov_1]
   UNSPLITVOC:	(vilov)
          POS:	NOUN_QUANT
          VOC:	vilov
        GLOSS:	(one) third

 INPUT STRING:	المناهج
     IS_TRANS:	AlmnAhj
        INDEX:	P32W30
      OFFSETS:	148-155
       TOKENS:	P32W36-P32W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohaj_1]
   UNSPLITVOC:	(AlmanAhij)
          POS:	DET+NOUN
          VOC:	Al+manAhij
        GLOSS:	the+methods/approaches/programs/curricula

 INPUT STRING:	والثلثين
     IS_TRANS:	wAlvlvyn
        INDEX:	P32W31
      OFFSETS:	156-164
       TOKENS:	P32W37-P32W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vuluv_1]
   UNSPLITVOC:	(waAlvuluvayoni)
          POS:	CONJ+DET+NOUN_QUANT+NSUFF_MASC_DU_ACC
          VOC:	wa+Al+vuluv+ayoni
        GLOSS:	and+the+(one) third+two [acc.]

 INPUT STRING:	نذاكرهم
     IS_TRANS:	n*Akrhm
        INDEX:	P32W32
      OFFSETS:	165-172
       TOKENS:	P32W39-P32W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(ni*Akirohum)
          POS:	IV1P+IV+IVSUFF_DO:3P
          VOC:	ni+*Akiro+hum
        GLOSS:	we+review/revise+them

 INPUT STRING:	نحن
     IS_TRANS:	nHn
        INDEX:	P32W33
      OFFSETS:	173-176
       TOKENS:	P32W41-P32W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naHnu_1]
   UNSPLITVOC:	(naHonu)
          POS:	PRON_1P
          VOC:	naHonu
        GLOSS:	we

 INPUT STRING:	بالثلث
     IS_TRANS:	bAlvlv
        INDEX:	P32W34
      OFFSETS:	177-183
       TOKENS:	P32W42-P32W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[valav_1]
   UNSPLITVOC:	(biAlv~alav)
          POS:	PREP+DET+NOUN_NUM
          VOC:	bi+Al+valav
        GLOSS:	with/by+the+three

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P32W35
      OFFSETS:	184-188
       TOKENS:	P32W44-P32W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W36
      OFFSETS:	189-191
       TOKENS:	P32W45-P32W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيكملوا
     IS_TRANS:	hykmlwA
        INDEX:	P32W37
      OFFSETS:	192-199
       TOKENS:	P32W46-P32W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kam~il_1]
   UNSPLITVOC:	(Hayikam~iluwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+kam~il+uwA
        GLOSS:	will+they+complete/finish+we

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P32W38
      OFFSETS:	200-203
       TOKENS:	P32W48-P32W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	عشر
     IS_TRANS:	E$r
        INDEX:	P32W39
      OFFSETS:	204-207
       TOKENS:	P32W49-P32W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eu$or_1]
   UNSPLITVOC:	(Eu$or)
          POS:	NOUN_QUANT
          VOC:	Eu$or
        GLOSS:	(one) tenth

 INPUT STRING:	المناهج
     IS_TRANS:	AlmnAhj
        INDEX:	P32W40
      OFFSETS:	208-215
       TOKENS:	P32W50-P32W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohaj_1]
   UNSPLITVOC:	(AlmanAhij)
          POS:	DET+NOUN
          VOC:	Al+manAhij
        GLOSS:	the+methods/approaches/programs/curricula

 INPUT STRING:	وعلي
     IS_TRANS:	wEly
        INDEX:	P33W1
      OFFSETS:	1-5
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(waEalaY)
          POS:	CONJ+PREP
          VOC:	wa+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P33W2
      OFFSETS:	6-10
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P33W3
      OFFSETS:	11-17
       TOKENS:	P33W4-P33W4
