 INPUT STRING:	إقتباس
     IS_TRANS:	mjrd
        INDEX:	P7W10
      OFFSETS:	38-42
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	nothing but/mere

 INPUT STRING:	معلومات
     IS_TRANS:	mElwmAt
        INDEX:	P7W11
      OFFSETS:	43-50
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoluwmap_1]
   UNSPLITVOC:	(maEoluwmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	maEoluwm+At
        GLOSS:	information/data+[fem.pl.]

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P7W12
      OFFSETS:	51-54
       TOKENS:	P7W13-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<im~A_1]
   UNSPLITVOC:	(<im~A)
          POS:	CONJ
          VOC:	<im~A
        GLOSS:	Either, whether, if

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P7W13
      OFFSETS:	55-57
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	طريق
     IS_TRANS:	Tryq
        INDEX:	P7W14
      OFFSETS:	58-62
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(Tariyq)
          POS:	NOUN
          VOC:	Tariyq
        GLOSS:	road/way/roads/ways/means/methods

 INPUT STRING:	الكتب
     IS_TRANS:	Alktb
        INDEX:	P7W15
      OFFSETS:	63-68
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitAb_1]
   UNSPLITVOC:	(Alkutub)
          POS:	DET+NOUN
          VOC:	Al+kutub
        GLOSS:	the+book/books

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P7W16
      OFFSETS:	69-71
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	or

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W17
      OFFSETS:	72-74
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مدرسين
     IS_TRANS:	mdrsyn
        INDEX:	P7W18
      OFFSETS:	75-81
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudar~is_1]
   UNSPLITVOC:	(mudar~isiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	mudar~is+iyn
        GLOSS:	instructor/teacher+two

 INPUT STRING:	المدرسه
     IS_TRANS:	Almdrsh
        INDEX:	P7W19
      OFFSETS:	82-89
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(Almadorasap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+madoras+ap
        GLOSS:	the+school+[fem.sg.]

 INPUT STRING:	الابتدائيه
     IS_TRANS:	AlAbtdA}yh
        INDEX:	P7W20
      OFFSETS:	90-100
       TOKENS:	P7W21-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ibotidA}iy~_1]
   UNSPLITVOC:	(AlAibotidA}iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+{ibotidA}iy~+ap
        GLOSS:	the+elementary/preparatory+[fem.sg.]

 INPUT STRING:	بتاعتى
     IS_TRANS:	btAEtY
        INDEX:	P7W21
      OFFSETS:	101-107
       TOKENS:	P7W22-P7W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	bitAE+ap+iy
        GLOSS:	property/commodities/goods+[fem.sg.]+my

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biqiy_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain/last

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P8W2
      OFFSETS:	5-7
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P8W3
      OFFSETS:	8-11
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	NOUN
          VOC:	galaT
        GLOSS:	error/blunder/mistakes/blunders

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P8W4
      OFFSETS:	12-15
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(walam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	اكون
     IS_TRANS:	Akwn
        INDEX:	P9W2
      OFFSETS:	5-9
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Aakuwn)
          POS:	IV1S+IV
          VOC:	Aa+kuwn
        GLOSS:	I+be

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P9W3
      OFFSETS:	10-13
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P9W4
      OFFSETS:	14-18
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W5
      OFFSETS:	19-21
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشرقيه
     IS_TRANS:	Al$rqyh
        INDEX:	P9W6
      OFFSETS:	22-29
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroqiy~ap_1]
   UNSPLITVOC:	(Al$~aroqiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+$aroqiy~+ap
        GLOSS:	the+sharqiya+[fem.sg.]

 INPUT STRING:	مشفتش
     IS_TRANS:	m$ft$
        INDEX:	P9W7
      OFFSETS:	30-35
       TOKENS:	P9W8-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(mA_$ufti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+$uf+t+$
        GLOSS:	not+look+I+not

 INPUT STRING:	اَثار
     IS_TRANS:	AavAr
        INDEX:	P9W8
      OFFSETS:	36-41
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>avar_1]
   UNSPLITVOC:	(IavAr)
          POS:	NOUN
          VOC:	IavAr
        GLOSS:	records/traces/effects/antiquities/ruins

 INPUT STRING:	محافظتى
     IS_TRANS:	mHAfZtY
        INDEX:	P9W9
      OFFSETS:	42-49
       TOKENS:	P9W12-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(muHAfaZatiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	muHAfaZ+ap+iy
        GLOSS:	province/governorate+[fem.sg.]+my

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P9W10
      OFFSETS:	50-54
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biqiy_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain/last

 INPUT STRING:	نلوم
     IS_TRANS:	nlwm
        INDEX:	P9W11
      OFFSETS:	55-59
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAm_1]
   UNSPLITVOC:	(niluwm)
          POS:	IV1P+IV
          VOC:	ni+luwm
        GLOSS:	we+blame/censure

 INPUT STRING:	السائحين
     IS_TRANS:	AlsA}Hyn
        INDEX:	P9W12
      OFFSETS:	60-68
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sA}iH_1]
   UNSPLITVOC:	(Als~A}iHiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+sA}iH+iyn
        GLOSS:	the+tourist+two

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P9W13
      OFFSETS:	69-73
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	جايين
     IS_TRANS:	jAyyn
        INDEX:	P9W14
      OFFSETS:	74-79
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	jAy~+iyn
        GLOSS:	coming+two

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W15
      OFFSETS:	80-82
       TOKENS:	P9W19-P9W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بره
     IS_TRANS:	brh
        INDEX:	P9W16
      OFFSETS:	83-86
       TOKENS:	P9W20-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bar~ap_1]
   UNSPLITVOC:	(bar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bar~+ap
        GLOSS:	outside+[fem.sg.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P9W17
      OFFSETS:	87-89
       TOKENS:	P9W21-P9W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P9W18
      OFFSETS:	90-92
       TOKENS:	P9W22-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	زاروها
     IS_TRANS:	zArwhA
        INDEX:	P9W19
      OFFSETS:	93-99
       TOKENS:	P9W23-P9W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAr_1]
   UNSPLITVOC:	(zAruwhA)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3FS
          VOC:	zAr+uwA+hA
        GLOSS:	visit+they+it/them/her

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	معانا
     IS_TRANS:	mEAnA
        INDEX:	P10W2
      OFFSETS:	5-10
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	maEa+nA
        GLOSS:	something with+our

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P10W3
      OFFSETS:	11-15
       TOKENS:	P10W5-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~i+nA
        GLOSS:	all, entire, every, whole+our

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P11W1
      OFFSETS:	0-3
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	CONJ+ADV
          VOC:	wi+bas~
        GLOSS:	and+only

 INPUT STRING:	ياجماعه
     IS_TRANS:	yAjmAEh
        INDEX:	P12W1
      OFFSETS:	0-7
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(yAjamAEap)
          POS:	VOC_PART+NOUN+NSUFF_FEM_SG
          VOC:	yaA+jamAE+ap
        GLOSS:	oh+party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P12W2
      OFFSETS:	8-13
       TOKENS:	P12W3-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(warab~inA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	wa+rab~+nA
        GLOSS:	with+lord/master+our

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P12W3
      OFFSETS:	14-18
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	خضدتونى
     IS_TRANS:	xDdtwnY
        INDEX:	P12W4
      OFFSETS:	19-26
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(xDdtwnY)
          POS:	TYPO
          VOC:	xDdtwnY
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P13W1
      OFFSETS:	0-3
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W2
      OFFSETS:	4-6
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الحسينيه
     IS_TRANS:	AlHsynyh
        INDEX:	P13W3
      OFFSETS:	7-15
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hisiyniy~ap_1]
   UNSPLITVOC:	(AlHisiyniy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Hisiyniy~+ap
        GLOSS:	the+Husseiniya+[fem.sg.]

 INPUT STRING:	وهننقل
     IS_TRANS:	whnnql
        INDEX:	P14W1
      OFFSETS:	0-6
       TOKENS:	P14W1-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqal_1]
   UNSPLITVOC:	(wiHaninoqil)
          POS:	CONJ+FUT_PART+IV1P+IV
          VOC:	wi+Ha+ni+noqil
        GLOSS:	and+will+we+move/displace

 INPUT STRING:	قريب
     IS_TRANS:	qryb
        INDEX:	P14W2
      OFFSETS:	7-11
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quray~ib_1]
   UNSPLITVOC:	(quray~ib)
          POS:	NOUN
          VOC:	quray~ib
        GLOSS:	soon

 INPUT STRING:	صان
     IS_TRANS:	SAn
        INDEX:	P14W3
      OFFSETS:	12-15
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAn_2]
   UNSPLITVOC:	(SAn)
          POS:	NOUN_PROP
          VOC:	SAn
        GLOSS:	San

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P14W4
      OFFSETS:	16-18
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P14W5
      OFFSETS:	19-21
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مكتن
     IS_TRANS:	mktn
        INDEX:	P14W6
      OFFSETS:	22-26
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mktn)
          POS:	TYPO
          VOC:	mktn
        GLOSS:	nogloss

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P14W7
      OFFSETS:	27-31
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	good/nice

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P14W8
      OFFSETS:	32-35
       TOKENS:	P14W10-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	وبكده
     IS_TRANS:	wbkdh
        INDEX:	P15W1
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidap_1]
   UNSPLITVOC:	(wibikidap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+kid+ap
        GLOSS:	and+with/by+like/such+[fem.sg.]

 INPUT STRING:	قللت
     IS_TRANS:	qllt
        INDEX:	P15W2
      OFFSETS:	6-10
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said+I

 INPUT STRING:	وعمت
     IS_TRANS:	wEmt
        INDEX:	P15W3
      OFFSETS:	11-15
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wEmt)
          POS:	TYPO
          VOC:	wEmt
        GLOSS:	nogloss

 INPUT STRING:	سيرش
     IS_TRANS:	syr$
        INDEX:	P15W4
      OFFSETS:	16-20
       TOKENS:	P15W6-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAr_1]
   UNSPLITVOC:	(siyr$)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	siyr+(null)+$
        GLOSS:	set in motion/dispatch+he/it+not

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P15W5
      OFFSETS:	21-23
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	صان
     IS_TRANS:	SAn
        INDEX:	P15W6
      OFFSETS:	24-27
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAn_2]
   UNSPLITVOC:	(SAn)
          POS:	NOUN_PROP
          VOC:	SAn
        GLOSS:	San

 INPUT STRING:	الحجر
     IS_TRANS:	AlHjr
        INDEX:	P15W7
      OFFSETS:	28-33
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hajar_1]
   UNSPLITVOC:	(AlHajar)
          POS:	DET+NOUN_PROP
          VOC:	Al+Hajar
        GLOSS:	the+Hagar

 INPUT STRING:	شفت
     IS_TRANS:	$ft
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uft)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	$uf+t
        GLOSS:	look+you

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P16W2
      OFFSETS:	4-11
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P16W3
      OFFSETS:	12-14
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	خنقنى
     IS_TRANS:	xnqnY
        INDEX:	P16W4
      OFFSETS:	15-20
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xanaq_1]
   UNSPLITVOC:	(xanaqniy)
