 INPUT STRING:	ياجماعه
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	ماتوا
     IS_TRANS:	mAtwA
        INDEX:	P16W7
      OFFSETS:	32-37
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(mAtuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	mAt+uwA
        GLOSS:	die/pass away+they

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W8
      OFFSETS:	38-40
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P16W9
      OFFSETS:	41-44
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	apart from/without/other/execpt/except/not

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P16W10
      OFFSETS:	45-47
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	ذنب
     IS_TRANS:	*nb
        INDEX:	P16W11
      OFFSETS:	48-51
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*anob_1]
   UNSPLITVOC:	(*anob)
          POS:	NOUN
          VOC:	*anob
        GLOSS:	fault/offense/misdeed

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P16W12
      OFFSETS:	52-54
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P16W13
      OFFSETS:	55-57
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P16W14
      OFFSETS:	58-60
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	معناه
     IS_TRANS:	mEnAh
        INDEX:	P16W15
      OFFSETS:	61-66
       TOKENS:	P16W16-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(maEonAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEonA+uh
        GLOSS:	meaning/sense+his/its

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P16W16
      OFFSETS:	67-71
       TOKENS:	P16W18-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نولع
     IS_TRANS:	nwlE
        INDEX:	P16W17
      OFFSETS:	72-76
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~aE_1]
   UNSPLITVOC:	(niwal~aE)
          POS:	IV1P+IV
          VOC:	ni+wal~aE
        GLOSS:	we+kindle/light/set fire to

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W18
      OFFSETS:	77-79
       TOKENS:	P16W21-P16W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P16W19
      OFFSETS:	80-85
       TOKENS:	P16W22-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P16W20
      OFFSETS:	86-90
       TOKENS:	P16W23-P16W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	تخرب
     IS_TRANS:	txrb
        INDEX:	P16W21
      OFFSETS:	91-95
       TOKENS:	P16W25-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(tixorib)
          POS:	IV3FS+IV
          VOC:	ti+xorib
        GLOSS:	it/they/she+be destroyed/destroy

 INPUT STRING:	استغفر
     IS_TRANS:	Astgfr
        INDEX:	P16W22
      OFFSETS:	96-102
       TOKENS:	P16W26-P16W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotagofar_1]
   UNSPLITVOC:	(Aasotagofar)
          POS:	IV1S+IV
          VOC:	Aa+sotagofar
        GLOSS:	I+ask god for forgiveness

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P16W23
      OFFSETS:	103-107
       TOKENS:	P16W27-P16W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	العظيم
     IS_TRANS:	AlEZym
        INDEX:	P16W24
      OFFSETS:	108-114
       TOKENS:	P16W28-P16W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiym)
          POS:	DET+ADJ
          VOC:	Al+EaZiym
        GLOSS:	the+powerful/great

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P17W1
      OFFSETS:	0-3
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P17W2
      OFFSETS:	4-7
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	قالك
     IS_TRANS:	qAlk
        INDEX:	P17W3
      OFFSETS:	8-12
       TOKENS:	P17W3-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl~ik)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_2FS
          VOC:	qAl+(null)+li+ik
        GLOSS:	said+he+to+you

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P17W4
      OFFSETS:	13-15
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P17W5
      OFFSETS:	16-20
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	نسيناهم
     IS_TRANS:	nsynAhm
        INDEX:	P17W6
      OFFSETS:	21-28
       TOKENS:	P17W8-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(nisiynAhum)
          POS:	PV+PVSUFF_SUBJ:1P+PVSUFF_DO:3P
          VOC:	nisiy+nA+hum
        GLOSS:	forget+we+them

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P18W1
      OFFSETS:	0-2
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P18W2
      OFFSETS:	3-7
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	of course/naturally+[acc.indef.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P18W3
      OFFSETS:	8-12
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	مستانين
     IS_TRANS:	mstAnyn
        INDEX:	P18W4
      OFFSETS:	13-20
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[misotAniy_1]
   UNSPLITVOC:	(misotAniyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	misotAn+iyn
        GLOSS:	waiting+[masc.pl.]

 INPUT STRING:	نعرف
     IS_TRANS:	nErf
        INDEX:	P18W5
      OFFSETS:	21-25
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(niEoraf)
          POS:	IV1P+IV
          VOC:	ni+Eoraf
        GLOSS:	we+be known/know

 INPUT STRING:	نتيجه
     IS_TRANS:	ntyjh
        INDEX:	P18W6
      OFFSETS:	26-31
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(natiyjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	natiyj+ap
        GLOSS:	result/consequence/results/consequences/as a result (of)+[fem.sg.]

 INPUT STRING:	التحقيقات
     IS_TRANS:	AltHqyqAt
        INDEX:	P18W7
      OFFSETS:	32-41
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoqiyq_2]
   UNSPLITVOC:	(Alt~aHoqiyqAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+taHoqiyq+At
        GLOSS:	the+achievement/realization/achievements/realizations/investigation/verification/interrogation/investigations+[fem.pl.]

 INPUT STRING:	ونشوف
     IS_TRANS:	wn$wf
        INDEX:	P19W1
      OFFSETS:	0-5
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wini$uwf)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+$uwf
        GLOSS:	and+we+look

 INPUT STRING:	القصاص
     IS_TRANS:	AlqSAS
        INDEX:	P19W2
      OFFSETS:	6-12
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiSAS_1]
   UNSPLITVOC:	(AlqiSAS)
          POS:	DET+NOUN
          VOC:	Al+qiSAS
        GLOSS:	the+reprisal/retaliation/punishment

 INPUT STRING:	بأمر
     IS_TRANS:	b>mr
        INDEX:	P19W3
      OFFSETS:	13-17
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(bi>amor)
          POS:	PREP+NOUN
          VOC:	bi+>amor
        GLOSS:	with/by+matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P19W4
      OFFSETS:	18-22
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P20W1
      OFFSETS:	0-6
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+next/then/later

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P20W2
      OFFSETS:	7-12
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P20W3
      OFFSETS:	13-17
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تقف
     IS_TRANS:	tqf
        INDEX:	P20W4
      OFFSETS:	18-21
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(tuqaf)
          POS:	IV2MS+IV
          VOC:	tu+qaf
        GLOSS:	you+stop/cease/stand

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P20W5
      OFFSETS:	22-25
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	رجليها
     IS_TRANS:	rjlyhA
        INDEX:	P20W6
      OFFSETS:	26-32
       TOKENS:	P20W7-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijolayhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	rijolay+hA
        GLOSS:	leg/legs+its/their/her

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P20W7
      OFFSETS:	33-38
       TOKENS:	P20W9-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	حراااااااام
     IS_TRANS:	HrAAAAAAAAm
        INDEX:	P20W8
      OFFSETS:	39-50
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P21W1
      OFFSETS:	0-5
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P21W2
      OFFSETS:	6-9
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	بتضيع
     IS_TRANS:	btDyE
        INDEX:	P21W3
      OFFSETS:	10-15
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAE_1]
   UNSPLITVOC:	(bitiDiyE)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+DiyE
        GLOSS:	[present-tense]+it/they/she+lost

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P21W4
      OFFSETS:	16-21
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHonA_1]
   UNSPLITVOC:	(wi<iHonA)
          POS:	CONJ+PRON_1P
          VOC:	wi+<iHonA
        GLOSS:	and+we

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P21W5
      OFFSETS:	22-26
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نبقي
     IS_TRANS:	nbqy
        INDEX:	P21W6
      OFFSETS:	27-31
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(niboqaY)
          POS:	IV1P+IV
          VOC:	ni+boqaY
        GLOSS:	we+be/became/become/last/remain

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P21W7
      OFFSETS:	32-37
       TOKENS:	P21W9-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	something with/together+its/their/her

 INPUT STRING:	بكل
     IS_TRANS:	bkl
        INDEX:	P21W8
      OFFSETS:	38-41
       TOKENS:	P21W11-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(bikul~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+kul~
        GLOSS:	with/by+all, entire, every, whole

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P21W9
      OFFSETS:	42-46
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	ومينفعش
     IS_TRANS:	wmynfE$
        INDEX:	P22W1
      OFFSETS:	0-7
       TOKENS:	P22W1-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(wimA_yinofaE$)
          POS:	CONJ+NEG_PART+IV3MS+IV+NEG_PART
          VOC:	wi+mA+yi+nofaE+$
        GLOSS:	and+not+he/it+utilize/benefit/be advantageous to/be useful to+not

 INPUT STRING:	نبص
     IS_TRANS:	nbS
        INDEX:	P22W2
      OFFSETS:	8-11
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(nibuS~)
          POS:	IV1P+IV
          VOC:	ni+buS~
        GLOSS:	we+look/glow/sparkle

 INPUT STRING:	لنص
     IS_TRANS:	lnS
        INDEX:	P22W3
      OFFSETS:	12-15
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(linuS~)
          POS:	PREP+NOUN_QUANT
          VOC:	li+nuS~
        GLOSS:	for/to+half

 INPUT STRING:	الكوبايه
     IS_TRANS:	AlkwbAyh
        INDEX:	P22W4
      OFFSETS:	16-24
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuwb~Ayap_1]
   UNSPLITVOC:	(Alkuwb~Ayap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kuwb~Ay+ap
        GLOSS:	the+cup+[fem.sg.]

 INPUT STRING:	الفاضي
     IS_TRANS:	AlfADy
        INDEX:	P22W5
      OFFSETS:	25-31
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(AlfADiy)
          POS:	DET+ADJ
          VOC:	Al+fADiy
        GLOSS:	the+empty/unoccupied/free

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	هاتضيييييييييع
     IS_TRANS:	hAtDyyyyyyyyyE
        INDEX:	P23W2
      OFFSETS:	6-20
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(hAtDyyyyyyyyyE)
          POS:	NO_FUNC
          VOC:	hAtDyyyyyyyyyE
        GLOSS:	nogloss

 INPUT STRING:	حراااااااااام
     IS_TRANS:	HrAAAAAAAAAAm
        INDEX:	P23W3
      OFFSETS:	21-34
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	نحمل
     IS_TRANS:	nHml
        INDEX:	P23W4
      OFFSETS:	35-39
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ham~il_1]
   UNSPLITVOC:	(niHam~il)
          POS:	IV1P+IV
          VOC:	ni+Ham~il
        GLOSS:	we+charge with responsability

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P23W5
      OFFSETS:	40-42
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	individual

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P23W6
      OFFSETS:	43-45
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P23W7
      OFFSETS:	46-48
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	individual

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W8
      OFFSETS:	49-51
       TOKENS:	P23W8-P23W8
