 INPUT STRING:	طبعا
        GLOSS:	the+doctor/Doctor/Dr.+[fem.sg.]

 INPUT STRING:	المصريه
     IS_TRANS:	AlmSryh
        INDEX:	P6W9
      OFFSETS:	42-49
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	وعملنا
     IS_TRANS:	wEmlnA
        INDEX:	P6W10
      OFFSETS:	50-56
       TOKENS:	P6W12-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiEamalnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+Eamal+nA
        GLOSS:	and+work/function/act+we [pl.]

 INPUT STRING:	شكوى
     IS_TRANS:	$kwY
        INDEX:	P6W11
      OFFSETS:	57-61
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akowaY_1]
   UNSPLITVOC:	($akowaY)
          POS:	NOUN
          VOC:	$akowaY
        GLOSS:	complaint/grievance

 INPUT STRING:	واخدنا
     IS_TRANS:	wAxdnA
        INDEX:	P6W12
      OFFSETS:	62-68
       TOKENS:	P6W15-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(wi>axadnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+>axad+nA
        GLOSS:	and+take/begin+we [pl.]

 INPUT STRING:	حقنا
     IS_TRANS:	HqnA
        INDEX:	P6W13
      OFFSETS:	69-73
       TOKENS:	P6W17-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Haq~+nA
        GLOSS:	right, prerogative, truth+our

 INPUT STRING:	واتحكم
     IS_TRANS:	wAtHkm
        INDEX:	P6W14
      OFFSETS:	74-80
       TOKENS:	P6W19-P6W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHakam_1]
   UNSPLITVOC:	(wiAitoHakam)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+AitoHakam+(null)
        GLOSS:	and+judge+he/it [verb]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W15
      OFFSETS:	81-84
       TOKENS:	P6W21-P6W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الرجل
     IS_TRANS:	Alrjl
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(Alrajul)
          POS:	DET+NOUN
          VOC:	Al+rajul
        GLOSS:	the+man

 INPUT STRING:	السعودى
     IS_TRANS:	AlsEwdY
        INDEX:	P7W2
      OFFSETS:	6-13
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEuwdiy_1]
   UNSPLITVOC:	(Als~aEuwdiy)
          POS:	DET+ADJ
          VOC:	Al+saEuwdiy
        GLOSS:	the+Saudi

 INPUT STRING:	بالجلد
     IS_TRANS:	bAljld
        INDEX:	P7W3
      OFFSETS:	14-20
       TOKENS:	P7W3-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalod_1]
   UNSPLITVOC:	(biAljalod)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+jalod
        GLOSS:	with/by+the+whipping/flogging

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P7W4
      OFFSETS:	21-24
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P7W5
      OFFSETS:	25-30
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P7W6
      OFFSETS:	31-35
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P7W7
      OFFSETS:	36-40
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	بتقولنا
     IS_TRANS:	btqwlnA
        INDEX:	P7W8
      OFFSETS:	41-48
       TOKENS:	P7W10-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitquwllinA)
          POS:	PROG_PART+IV3FS+IV+PREP+PRON_1P
          VOC:	bi+ti+quwl+li+nA
        GLOSS:	[present-tense]+it/they/she+say+to/for+us

 INPUT STRING:	نعترض
     IS_TRANS:	nEtrD
        INDEX:	P7W9
      OFFSETS:	49-54
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaraD_1]
   UNSPLITVOC:	(niEotiriD)
          POS:	IV1P+IV
          VOC:	ni+EotiriD
        GLOSS:	we+object to/be opposed to/be inserted in

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P7W10
      OFFSETS:	55-59
       TOKENS:	P7W15-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P7W11
      OFFSETS:	60-65
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	مكنش
     IS_TRANS:	mkn$
        INDEX:	P7W12
      OFFSETS:	66-70
       TOKENS:	P7W18-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kan~_1]
   UNSPLITVOC:	(mA_kan~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kan~+(null)+$
        GLOSS:	not+be+he/it [verb]+not

 INPUT STRING:	عاجبهم
     IS_TRANS:	EAjbhm
        INDEX:	P7W13
      OFFSETS:	71-77
       TOKENS:	P7W21-P7W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAjibhum]
   UNSPLITVOC:	(EAjibhum)
          POS:	ADJ+POSS_PRON_3P
          VOC:	EAjib+hum
        GLOSS:	pleased/admired+their

 INPUT STRING:	كانو
     IS_TRANS:	kAnw
        INDEX:	P7W14
      OFFSETS:	78-82
       TOKENS:	P7W23-P7W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they [verb]

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P7W15
      OFFSETS:	83-89
       TOKENS:	P7W24-P7W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P7W16
      OFFSETS:	90-94
       TOKENS:	P7W25-P7W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more/most

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P7W17
      OFFSETS:	95-99
       TOKENS:	P7W26-P7W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P7W18
      OFFSETS:	100-105
       TOKENS:	P7W28-P7W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ترتدع
     IS_TRANS:	trtdE
        INDEX:	P7W19
      OFFSETS:	106-111
       TOKENS:	P7W29-P7W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirotadaE_1]
   UNSPLITVOC:	(tirotidiE)
          POS:	IV3FS+IV
          VOC:	ti+rotidiE
        GLOSS:	it/they/she+be prevented

 INPUT STRING:	وعدى
     IS_TRANS:	wEdY
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(wiEad~aY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+Ead~aY+(null)
        GLOSS:	and+traverse/cross+he/it [verb]

 INPUT STRING:	الموقف
     IS_TRANS:	Almwqf
        INDEX:	P8W2
      OFFSETS:	5-11
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(Almawqif)
          POS:	DET+NOUN
          VOC:	Al+mawqif
        GLOSS:	the+position/situation

 INPUT STRING:	واتبسطنا
     IS_TRANS:	wAtbsTnA
        INDEX:	P8W3
      OFFSETS:	12-20
       TOKENS:	P8W4-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitobasaT_1]
   UNSPLITVOC:	(wiAitobasaTnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+AitobasaT+nA
        GLOSS:	and+be happy/have the good fortune to+we [verb]

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P8W4
      OFFSETS:	21-25
       TOKENS:	P8W6-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	اخدنا
     IS_TRANS:	AxdnA
        INDEX:	P8W5
      OFFSETS:	26-31
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(>axadnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	>axad+nA
        GLOSS:	take+we [verb]

 INPUT STRING:	حقنا
     IS_TRANS:	HqnA
        INDEX:	P8W6
      OFFSETS:	32-36
       TOKENS:	P8W9-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Haq~+nA
        GLOSS:	right, prerogative, truth+our

 INPUT STRING:	وتمام
     IS_TRANS:	wtmAm
        INDEX:	P8W7
      OFFSETS:	37-42
       TOKENS:	P8W11-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(witamAm)
          POS:	CONJ+NOUN
          VOC:	wi+tamAm
        GLOSS:	and+exact/complete

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	occur/happen/take place+it/they/she [verb]

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P9W2
      OFFSETS:	5-11
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	الكلاام
     IS_TRANS:	AlklAAm
        INDEX:	P9W3
      OFFSETS:	12-19
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	اتقال
     IS_TRANS:	AtqAl
        INDEX:	P9W4
      OFFSETS:	20-25
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoqAl_1]
   UNSPLITVOC:	(AitoqAl)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitoqAl+(null)
        GLOSS:	be said+he/it [verb]

 INPUT STRING:	اننابنتعامل
     IS_TRANS:	AnnAbntEAml
        INDEX:	P9W5
      OFFSETS:	26-37
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AnnAbntEAml)
          POS:	NO_FUNC
          VOC:	AnnAbntEAml
        GLOSS:	nogloss

 INPUT STRING:	معامله
     IS_TRANS:	mEAmlh
        INDEX:	P9W6
      OFFSETS:	38-44
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEAmolap_1]
   UNSPLITVOC:	(muEAmolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muEAmol+ap
        GLOSS:	treatment/dealing with/procedure+[fem.sg.]

 INPUT STRING:	سيئه
     IS_TRANS:	sy}h
        INDEX:	P9W7
      OFFSETS:	45-49
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~i}_1]
   UNSPLITVOC:	(say~i}ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	say~i}+ap
        GLOSS:	bad+[fem.sg.]

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P9W8
      OFFSETS:	50-53
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P9W9
      OFFSETS:	54-57
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	ماشفتش
     IS_TRANS:	mA$ft$
        INDEX:	P9W10
      OFFSETS:	58-64
       TOKENS:	P9W10-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(mA_$ufti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+$uf+t+$
        GLOSS:	not+look+I [verb]+not

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P9W11
      OFFSETS:	65-67
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	حصلى
     IS_TRANS:	HSlY
        INDEX:	P9W12
      OFFSETS:	68-72
       TOKENS:	P9W14-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	HaSal+(null)+li+iy
        GLOSS:	occur/happen/take place+he/it [verb]+for/to+me

 INPUT STRING:	موقف
     IS_TRANS:	mwqf
        INDEX:	P9W13
      OFFSETS:	73-77
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawqif)
          POS:	NOUN
          VOC:	mawqif
        GLOSS:	position/situation

 INPUT STRING:	غريب
     IS_TRANS:	gryb
        INDEX:	P9W14
      OFFSETS:	78-82
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariyb)
          POS:	ADJ
          VOC:	gariyb
        GLOSS:	strange

 INPUT STRING:	ولعله
     IS_TRANS:	wlElh
        INDEX:	P9W15
      OFFSETS:	83-88
       TOKENS:	P9W19-P9W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laEal~_1]
   UNSPLITVOC:	(wilaEal~uh)
          POS:	CONJ+PSEUDO_VERB+PRON_3MS
          VOC:	wi+laEal~+uh
        GLOSS:	and+perhaps, maybe+it/he

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P9W16
      OFFSETS:	89-92
       TOKENS:	P9W22-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	الموقف
     IS_TRANS:	Almwqf
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(Almawqif)
          POS:	DET+NOUN
          VOC:	Al+mawqif
        GLOSS:	the+position/situation

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P10W2
      OFFSETS:	7-11
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who

 INPUT STRING:	حصلى
     IS_TRANS:	HSlY
        INDEX:	P10W3
      OFFSETS:	12-16
       TOKENS:	P10W3-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	HaSal+(null)+li+iy
        GLOSS:	occur/happen/take place+he/it [verb]+for/to+me

 INPUT STRING:	بنتى
     IS_TRANS:	bntY
        INDEX:	P10W4
      OFFSETS:	17-21
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl+my

 INPUT STRING:	مشوها
     IS_TRANS:	m$whA
        INDEX:	P10W5
      OFFSETS:	22-27
       TOKENS:	P10W8-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$~aY_1]
   UNSPLITVOC:	(ma$~uwhA)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3FS
          VOC:	ma$~+uwA+hA
        GLOSS:	make walk/adjust+they [verb]+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W6
      OFFSETS:	28-30
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الروضه
     IS_TRANS:	AlrwDh
        INDEX:	P10W7
      OFFSETS:	31-37
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawDap_1]
   UNSPLITVOC:	(Alr~awDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+rawD+ap
        GLOSS:	the+garden/meadow/kindergarten+[fem.sg.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P10W8
      OFFSETS:	38-41
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P10W9
      OFFSETS:	42-43
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P10W10
      OFFSETS:	44-48
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yawom_1]
   UNSPLITVOC:	(>ay~Am)
          POS:	NOUN
          VOC:	>ay~Am
        GLOSS:	days

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P10W11
      OFFSETS:	49-53
       TOKENS:	P10W15-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P10W12
      OFFSETS:	54-56
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	سعوديه
     IS_TRANS:	sEwdyh
        INDEX:	P10W13
      OFFSETS:	57-63
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEuwdiy_1]
   UNSPLITVOC:	(suEuwdiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	suEuwdiy~+ap
        GLOSS:	Saudi+[fem.sg.]

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
