 INPUT STRING:	كانت
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(sAmiHnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	sAmiH+(null)+nA
        GLOSS:	forgive/pardon/treat kindly+he/it [verb]+us

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P23W2
      OFFSETS:	8-12
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	وفكرنا
     IS_TRANS:	wfkrnA
        INDEX:	P23W3
      OFFSETS:	13-19
       TOKENS:	P23W4-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(wifak~arnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+fak~ar+nA
        GLOSS:	and+think/consider/ponder+we

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P23W4
      OFFSETS:	20-24
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	وفهمنا
     IS_TRANS:	wfhmnA
        INDEX:	P23W5
      OFFSETS:	25-31
       TOKENS:	P23W7-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(wifihimnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+fihim+nA
        GLOSS:	and+understand+we

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P23W6
      OFFSETS:	32-36
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	حلينا
     IS_TRANS:	HlynA
        INDEX:	P24W1
      OFFSETS:	1-6
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA_1]
   UNSPLITVOC:	(Hal~iynA)
          POS:	TYPO+PVSUFF_DO:1P
          VOC:	Hal~iy+nA
        GLOSS:	nogloss+us

 INPUT STRING:	ندوس
     IS_TRANS:	ndws
        INDEX:	P24W2
      OFFSETS:	7-11
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAs_1]
   UNSPLITVOC:	(niduws)
          POS:	IV1P+IV
          VOC:	ni+duws
        GLOSS:	we+step on/run over

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P24W3
      OFFSETS:	12-15
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نفسنا
     IS_TRANS:	nfsnA
        INDEX:	P24W4
      OFFSETS:	16-21
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	nafos+nA
        GLOSS:	same/self/selves+our

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P24W5
      OFFSETS:	22-26
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$way~ap_1]
   UNSPLITVOC:	($way~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$way~ap+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P24W6
      OFFSETS:	27-31
       TOKENS:	P24W8-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(waEalaY)
          POS:	CONJ+PREP
          VOC:	wa+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P24W7
      OFFSETS:	32-37
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P24W8
      OFFSETS:	38-42
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	Gloss:TBA

 INPUT STRING:	ماتستاهلش
     IS_TRANS:	mAtstAhl$
        INDEX:	P24W9
      OFFSETS:	43-52
       TOKENS:	P24W12-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotAhil_1]
   UNSPLITVOC:	(mA_tisotAhil$)
          POS:	NEG_PART+IV3FS+IV+NEG_PART
          VOC:	mA+ti+sotAhil+$
        GLOSS:	not+it/they/she+deserve+not

 INPUT STRING:	حبنا
     IS_TRANS:	HbnA
        INDEX:	P24W10
      OFFSETS:	53-57
       TOKENS:	P24W15-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hub~_1]
   UNSPLITVOC:	(Hub~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Hub~+nA
        GLOSS:	love/affection/out of affection for/for love of+our

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P24W11
      OFFSETS:	58-61
       TOKENS:	P24W17-P24W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	مساعدتنا
     IS_TRANS:	msAEdtnA
        INDEX:	P24W12
      OFFSETS:	62-70
       TOKENS:	P24W19-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musAEodap_1]
   UNSPLITVOC:	(musAEoditnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	musAEod+ap+nA
        GLOSS:	assistance/aid/support/help+[fem.sg.]+our

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P25W1
      OFFSETS:	1-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mHd$)
          POS:	NO_FUNC
          VOC:	mHd$
        GLOSS:	nogloss

 INPUT STRING:	لبه
     IS_TRANS:	lbh
        INDEX:	P25W2
      OFFSETS:	6-9
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(libih)
          POS:	PREP+TYPO
          VOC:	li+bih
        GLOSS:	for/to+nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P25W3
      OFFSETS:	10-13
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	العروبه
     IS_TRANS:	AlErwbh
        INDEX:	P25W4
      OFFSETS:	14-21
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euruwbap_1]
   UNSPLITVOC:	(AlEuruwbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Euruwb+ap
        GLOSS:	the+Arabism+[fem.sg.]

 INPUT STRING:	غيرنا
     IS_TRANS:	gyrnA
        INDEX:	P25W5
      OFFSETS:	22-27
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyrnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	giyr+nA
        GLOSS:	not/other+our

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P26W1
      OFFSETS:	1-6
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P26W2
      OFFSETS:	7-10
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+extent/limit/level/border/frontier/limits

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P26W3
      OFFSETS:	11-17
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	فاكره
     IS_TRANS:	fAkrh
        INDEX:	P26W4
      OFFSETS:	18-23
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkorap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	fAkor+ap
        GLOSS:	thinking+[fem.sg.]

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P26W5
      OFFSETS:	24-28
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+us

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P26W6
      OFFSETS:	29-32
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P26W7
      OFFSETS:	33-36
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفلسطينيين
     IS_TRANS:	AlflsTynyyn
        INDEX:	P26W8
      OFFSETS:	37-48
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filasoTiyniy_1]
   UNSPLITVOC:	(AlfilasoTiyniy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+filasoTiyniy~+iyn
        GLOSS:	the+Palestinian+[masc.pl.]

 INPUT STRING:	وحكاية
     IS_TRANS:	wHkAyp
        INDEX:	P26W9
      OFFSETS:	49-55
       TOKENS:	P26W11-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(wiHikAyap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+HikAy+ap
        GLOSS:	and+story/account+[fem.sg.]

 INPUT STRING:	المعبر
     IS_TRANS:	AlmEbr
        INDEX:	P26W10
      OFFSETS:	56-62
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEab~ar_1]
   UNSPLITVOC:	(AlmiEab~ar)
          POS:	DET+NOUN
          VOC:	Al+miEab~ar
        GLOSS:	the+crossing point/juncture

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P26W11
      OFFSETS:	63-67
       TOKENS:	P26W14-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	belonging

 INPUT STRING:	رفح
     IS_TRANS:	rfH
        INDEX:	P26W12
      OFFSETS:	68-71
       TOKENS:	P26W15-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafoH_1]
   UNSPLITVOC:	(rafoH)
          POS:	NOUN_PROP
          VOC:	rafoH
        GLOSS:	Rafah

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P26W13
      OFFSETS:	72-75
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHod_1]
   UNSPLITVOC:	(laHod)
          POS:	NOUN
          VOC:	laHod
        GLOSS:	extent/limit/level/border/frontier/limits

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P26W14
      OFFSETS:	76-82
       TOKENS:	P26W17-P26W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P26W15
      OFFSETS:	83-88
       TOKENS:	P26W18-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	موش
     IS_TRANS:	mw$
        INDEX:	P26W16
      OFFSETS:	89-92
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muw$_1]
   UNSPLITVOC:	(muw$)
          POS:	NEG_PART
          VOC:	muw$
        GLOSS:	not

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P26W17
      OFFSETS:	93-98
       TOKENS:	P26W20-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P27W1
      OFFSETS:	1-5
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P27W2
      OFFSETS:	6-8
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	اعلامنا
     IS_TRANS:	AElAmnA
        INDEX:	P27W3
      OFFSETS:	9-16
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAm_1]
   UNSPLITVOC:	(<iEolAmnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	<iEolAm+nA
        GLOSS:	information/media+our

 INPUT STRING:	القوي
     IS_TRANS:	Alqwy
        INDEX:	P27W4
      OFFSETS:	17-22
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Alqawiy)
          POS:	DET+ADJ
          VOC:	Al+qawiy
        GLOSS:	the+strong/powerful

 INPUT STRING:	ماقدرناش
     IS_TRANS:	mAqdrnA$
        INDEX:	P27W5
      OFFSETS:	23-31
       TOKENS:	P27W6-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(mA_qidirnA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1P+NEG_PART
          VOC:	mA+qidir+nA+$
        GLOSS:	not+be able to/be capable of+we+not

 INPUT STRING:	نوصل
     IS_TRANS:	nwSl
        INDEX:	P27W6
      OFFSETS:	32-36
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(niwaS~al)
          POS:	IV1P+IV
          VOC:	ni+waS~al
        GLOSS:	we+connect

 INPUT STRING:	الحقيقة
     IS_TRANS:	AlHqyqp
        INDEX:	P27W7
      OFFSETS:	37-44
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/truth/facts+[fem.sg.]

 INPUT STRING:	للناس
     IS_TRANS:	llnAs
        INDEX:	P27W8
      OFFSETS:	45-50
       TOKENS:	P27W11-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(liln~As)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+nAs
        GLOSS:	for/to+the+people

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P28W1
      OFFSETS:	1-5
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P28W2
      OFFSETS:	6-12
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	wanting+[masc.pl.]

 INPUT STRING:	ننظم
     IS_TRANS:	nnZm
        INDEX:	P28W3
      OFFSETS:	13-17
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZ~am_1]
   UNSPLITVOC:	(ninaZ~am)
          POS:	IV1P+IV
          VOC:	ni+naZ~am
        GLOSS:	we+arrange/organize/regulate/be arranged/be organized/be regulated

 INPUT STRING:	عمليه
     IS_TRANS:	Emlyh
        INDEX:	P28W4
      OFFSETS:	18-23
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(Eamaliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eamaliy~+ap
        GLOSS:	operation/mission/process/operations/missions/processes+[fem.sg.]

 INPUT STRING:	وخطة
     IS_TRANS:	wxTp
        INDEX:	P28W5
      OFFSETS:	24-28
       TOKENS:	P28W5-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiT~ap_1]
   UNSPLITVOC:	(wixiT~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+xiT~+ap
        GLOSS:	and+plan/project+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P28W6
      OFFSETS:	29-33
       TOKENS:	P28W7-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	ناخد
     IS_TRANS:	nAxd
        INDEX:	P28W7
      OFFSETS:	34-38
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(nAxud)
          POS:	IV1P+IV
          VOC:	n+Axud
        GLOSS:	we+take

 INPUT STRING:	حقنا
     IS_TRANS:	HqnA
        INDEX:	P28W8
      OFFSETS:	39-43
       TOKENS:	P28W10-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Haq~+nA
        GLOSS:	right, prerogative, truth+our

 INPUT STRING:	خطوة
     IS_TRANS:	xTwp
        INDEX:	P28W9
      OFFSETS:	44-48
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTowap_1]
   UNSPLITVOC:	(xaTowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xaTow+ap
        GLOSS:	step/stride/steps/strides+[fem.sg.]

 INPUT STRING:	خطوة
     IS_TRANS:	xTwp
        INDEX:	P28W10
      OFFSETS:	49-53
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTowap_1]
   UNSPLITVOC:	(xaTowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xaTow+ap
        GLOSS:	step/stride/steps/strides+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P28W11
      OFFSETS:	54-56
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P28W12
      OFFSETS:	57-62
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	الهمج
     IS_TRANS:	Alhmj
        INDEX:	P28W13
      OFFSETS:	63-68
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~aj_2]
   UNSPLITVOC:	(Alhum~aj)
          POS:	DET+NOUN
          VOC:	Al+hum~aj
        GLOSS:	the+riffraff/barbarians

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P28W14
      OFFSETS:	69-72
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P29W1
      OFFSETS:	1-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P29W2
      OFFSETS:	4-7
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
