 INPUT STRING:	دلوقت
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaEad~id_1]
   UNSPLITVOC:	(mutaEad~idap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutaEad~id+ap
        GLOSS:	multi-/poly-/manifold/numerous+[fem.sg.]

 INPUT STRING:	الجنسيات
     IS_TRANS:	AljnsyAt
        INDEX:	P3W11
      OFFSETS:	49-57
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinosiy~ap_1]
   UNSPLITVOC:	(Aljinosiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+jinosiy~+At
        GLOSS:	the+nationality/citizenship+[fem.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W12
      OFFSETS:	57-58
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P4W1
      OFFSETS:	0-1
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	ADJ_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P4W2
      OFFSETS:	1-2
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	قناة
     IS_TRANS:	qnAp
        INDEX:	P4W3
      OFFSETS:	3-7
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qanAp_2]
   UNSPLITVOC:	(qanAp)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	qanA+ap
        GLOSS:	Qanat+[fem.sg.]

 INPUT STRING:	السويس
     IS_TRANS:	Alswys
        INDEX:	P4W4
      OFFSETS:	8-14
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[siwiys_1]
   UNSPLITVOC:	(Als~iwiys)
          POS:	DET+NOUN_PROP
          VOC:	Al+siwiys
        GLOSS:	the+Suez

 INPUT STRING:	…
     IS_TRANS:	&#x2026;
        INDEX:	P4W5
      OFFSETS:	14-15
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x2026;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	فلوسها
     IS_TRANS:	flwshA
        INDEX:	P4W6
      OFFSETS:	16-22
       TOKENS:	P4W6-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(fuluwsohA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	fuluws+hA
        GLOSS:	fils (small coins)/money+its/their/her

 INPUT STRING:	بياكلها
     IS_TRANS:	byAklhA
        INDEX:	P4W7
      OFFSETS:	23-30
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(byAklhA)
          POS:	NO_FUNC
          VOC:	byAklhA
        GLOSS:	nogloss

 INPUT STRING:	العو
     IS_TRANS:	AlEw
        INDEX:	P4W8
      OFFSETS:	31-35
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaw~_1]
   UNSPLITVOC:	(AlEaw~)
          POS:	DET+NOUN
          VOC:	Al+Eaw~
        GLOSS:	the+ghost

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P4W9
      OFFSETS:	35-36
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P5W1
      OFFSETS:	0-1
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	ADJ_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P5W2
      OFFSETS:	1-2
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	إعادة
     IS_TRANS:	<EAdp
        INDEX:	P5W3
      OFFSETS:	3-8
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEAdap_1]
   UNSPLITVOC:	(<iEAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<iEAd+ap
        GLOSS:	return/repetition/re-(doing)+[fem.sg.]

 INPUT STRING:	النظر
     IS_TRANS:	AlnZr
        INDEX:	P5W4
      OFFSETS:	9-14
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(Aln~aZar)
          POS:	DET+NOUN
          VOC:	Al+naZar
        GLOSS:	the+view/look/seeing/eye-sight

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P5W5
      OFFSETS:	15-17
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	توزيع
     IS_TRANS:	twzyE
        INDEX:	P5W6
      OFFSETS:	18-23
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawziyE_1]
   UNSPLITVOC:	(tawziyE)
          POS:	NOUN
          VOC:	tawziyE
        GLOSS:	distribution

 INPUT STRING:	ثروات
     IS_TRANS:	vrwAt
        INDEX:	P5W7
      OFFSETS:	24-29
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[varowap_1]
   UNSPLITVOC:	(varawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	varaw+At
        GLOSS:	wealth/abundance/riches+[fem.pl.]

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P5W8
      OFFSETS:	30-36
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country+[fem.sg.]

 INPUT STRING:	والميزانية
     IS_TRANS:	wAlmyzAnyp
        INDEX:	P5W9
      OFFSETS:	37-47
       TOKENS:	P5W9-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyzAniy~ap_1]
   UNSPLITVOC:	(wiAlmiyzAniy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+miyzAniy~+ap
        GLOSS:	and+the+budget+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W10
      OFFSETS:	47-48
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P6W1
      OFFSETS:	0-1
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	ADJ_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P6W2
      OFFSETS:	1-2
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	تنمية
     IS_TRANS:	tnmyp
        INDEX:	P6W3
      OFFSETS:	3-8
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanomiyap_1]
   UNSPLITVOC:	(tanomiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tanomiy+ap
        GLOSS:	development/growth+[fem.sg.]

 INPUT STRING:	سيناء
     IS_TRANS:	synA'
        INDEX:	P6W4
      OFFSETS:	9-14
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siynA'_1]
   UNSPLITVOC:	(siynA')
          POS:	NOUN_PROP
          VOC:	siynA'
        GLOSS:	Sinai

 INPUT STRING:	…
     IS_TRANS:	&#x2026;
        INDEX:	P6W5
      OFFSETS:	14-15
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x2026;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P6W6
      OFFSETS:	16-18
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P6W7
      OFFSETS:	19-23
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	ناكل
     IS_TRANS:	nAkl
        INDEX:	P6W8
      OFFSETS:	24-28
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akal_1]
   UNSPLITVOC:	(nAkul)
          POS:	IV1P+IV
          VOC:	ni+>akul
        GLOSS:	we+eat

 INPUT STRING:	الشهد
     IS_TRANS:	Al$hd
        INDEX:	P6W9
      OFFSETS:	29-34
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahod_1]
   UNSPLITVOC:	(Al$~ahod)
          POS:	DET+NOUN
          VOC:	Al+$ahod
        GLOSS:	the+honey

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P6W10
      OFFSETS:	35-37
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وراها
     IS_TRANS:	wrAhA
        INDEX:	P6W11
      OFFSETS:	38-43
       TOKENS:	P6W11-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	warA+hA
        GLOSS:	behind/past/beyond+her/its/their

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W12
      OFFSETS:	43-44
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	بخلاف
     IS_TRANS:	bxlAf
        INDEX:	P7W2
      OFFSETS:	4-9
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilAf_1]
   UNSPLITVOC:	(bixilAf)
          POS:	PREP+NOUN
          VOC:	bi+xilAf
        GLOSS:	with/by+(in) contrast (with)/unlike

 INPUT STRING:	عرض
     IS_TRANS:	ErD
        INDEX:	P7W3
      OFFSETS:	10-13
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaroD_1]
   UNSPLITVOC:	(EaroD)
          POS:	NOUN
          VOC:	EaroD
        GLOSS:	presentation/display/review/show/offer

 INPUT STRING:	ثروات
     IS_TRANS:	vrwAt
        INDEX:	P7W4
      OFFSETS:	14-19
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[varowap_1]
   UNSPLITVOC:	(varawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	varaw+At
        GLOSS:	wealth/abundance/riches+[fem.pl.]

 INPUT STRING:	الأثرياء
     IS_TRANS:	Al>vryA'
        INDEX:	P7W5
      OFFSETS:	20-28
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[variy_1]
   UNSPLITVOC:	(Al>avoriyA')
          POS:	DET+NOUN
          VOC:	Al+>avoriyA'
        GLOSS:	the+wealthy/rich

 INPUT STRING:	وممتلكاتهم
     IS_TRANS:	wmmtlkAthm
        INDEX:	P7W6
      OFFSETS:	29-39
       TOKENS:	P7W7-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumotalak_1]
   UNSPLITVOC:	(wimumotalakAthum)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3P
          VOC:	wi+mumotalak+At+hum
        GLOSS:	and+property/possessions/dependencies+[fem.pl.]+their

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P7W7
      OFFSETS:	40-43
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P7W8
      OFFSETS:	44-48
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P7W9
      OFFSETS:	49-54
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P7W10
      OFFSETS:	54-55
       TOKENS:	P7W13-P7W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وتحديد
     IS_TRANS:	wtHdyd
        INDEX:	P7W11
      OFFSETS:	56-62
       TOKENS:	P7W14-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHodiyd_1]
   UNSPLITVOC:	(witaHodiyd)
          POS:	CONJ+NOUN
          VOC:	wi+taHodiyd
        GLOSS:	and+delimitation/specification/definition

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P7W12
      OFFSETS:	63-65
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	stop/halt/end

 INPUT STRING:	أقصى
     IS_TRANS:	>qSY
        INDEX:	P7W13
      OFFSETS:	66-70
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqoSaY_1]
   UNSPLITVOC:	(>aqoSaY)
          POS:	ADJ_COMP
          VOC:	>aqoSaY
        GLOSS:	farthest/most remote

 INPUT STRING:	وأدنى
     IS_TRANS:	w>dnY
        INDEX:	P7W14
      OFFSETS:	71-76
       TOKENS:	P7W18-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adonaY_1]
   UNSPLITVOC:	(wi>adonaY)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>adonaY
        GLOSS:	and+lower/lowest/inferior

 INPUT STRING:	للأجور
     IS_TRANS:	ll>jwr
        INDEX:	P7W15
      OFFSETS:	77-83
       TOKENS:	P7W20-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajuwr_1]
   UNSPLITVOC:	(lil>ajuwr)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>ajuwr
        GLOSS:	to/for+the+wages/fees

 INPUT STRING:	للتحكم
     IS_TRANS:	lltHkm
        INDEX:	P7W16
      OFFSETS:	84-90
       TOKENS:	P7W22-P7W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHak~um_1]
   UNSPLITVOC:	(lilt~aHak~um)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+taHak~um
        GLOSS:	to/for+the+control/controlling

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W17
      OFFSETS:	91-93
       TOKENS:	P7W24-P7W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الأسعار
     IS_TRANS:	Al>sEAr
        INDEX:	P7W18
      OFFSETS:	94-101
       TOKENS:	P7W25-P7W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siEor_1]
   UNSPLITVOC:	(Al>asoEAr)
          POS:	DET+NOUN
          VOC:	Al+>asoEAr
        GLOSS:	the+prices/rates

 INPUT STRING:	والمستوى
     IS_TRANS:	wAlmstwY
        INDEX:	P7W19
      OFFSETS:	102-110
       TOKENS:	P7W26-P7W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(wiAlmusotawaY)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+musotawaY
        GLOSS:	and+the+level/standard

 INPUT STRING:	المعيشى
     IS_TRANS:	AlmEy$Y
        INDEX:	P7W20
      OFFSETS:	111-118
       TOKENS:	P7W28-P7W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEiy$iy_1]
   UNSPLITVOC:	(AlmaEiy$iy)
          POS:	DET+ADJ
          VOC:	Al+maEiy$iy
        GLOSS:	the+livelihood

 INPUT STRING:	للمواطن
     IS_TRANS:	llmwATn
        INDEX:	P7W21
      OFFSETS:	119-126
       TOKENS:	P7W29-P7W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(lilmuwATin)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+muwATin
        GLOSS:	to/for+the+citizen

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W22
      OFFSETS:	126-127
       TOKENS:	P7W31-P7W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ثم
     IS_TRANS:	vm
        INDEX:	P7W23
      OFFSETS:	128-130
       TOKENS:	P7W32-P7W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vum~a_1]
   UNSPLITVOC:	(vum~a)
          POS:	CONJ
          VOC:	vum~a
        GLOSS:	then, afterwards, next, moreover

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P7W24
      OFFSETS:	131-133
       TOKENS:	P7W33-P7W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المعونة
     IS_TRANS:	AlmEwnp
        INDEX:	P7W25
      OFFSETS:	134-141
       TOKENS:	P7W34-P7W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(AlmaEuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maEuwn+ap
        GLOSS:	the+aid/assistance/support+[fem.sg.]

 INPUT STRING:	الأمريكية
     IS_TRANS:	Al>mrykyp
        INDEX:	P7W26
      OFFSETS:	142-151
       TOKENS:	P7W35-P7W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amoriykiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+>amoriykiy~+ap
        GLOSS:	the+American+[fem.sg.]

 INPUT STRING:	تذهب
     IS_TRANS:	t*hb
        INDEX:	P7W27
      OFFSETS:	152-156
       TOKENS:	P7W36-P7W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*ahab_1]
   UNSPLITVOC:	(ti*ohab)
          POS:	IV3FS+IV
          VOC:	ti+*ohab
        GLOSS:	she/it/they+go/depart

 INPUT STRING:	بأكملها
     IS_TRANS:	b>kmlhA
        INDEX:	P7W28
      OFFSETS:	157-164
       TOKENS:	P7W37-P7W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akomal_3]
   UNSPLITVOC:	(bi>akomalhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	bi+>akomal+hA
        GLOSS:	with/by+entire+its/their/her

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P7W29
      OFFSETS:	165-166
       TOKENS:	P7W40-P7W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	اللهم
     IS_TRANS:	Allhm
        INDEX:	P7W30
      OFFSETS:	166-171
       TOKENS:	P7W41-P7W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ahum~a_1]
   UNSPLITVOC:	(All~ahum~a)
          POS:	NOUN
          VOC:	All~ahum~a
        GLOSS:	truly/certainly/oh God!/dear God

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P7W31
      OFFSETS:	172-175
       TOKENS:	P7W42-P7W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	الفتات
     IS_TRANS:	AlftAt
        INDEX:	P7W32
      OFFSETS:	176-182
       TOKENS:	P7W43-P7W43
