 INPUT STRING:	-
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajor_1]
   UNSPLITVOC:	(>ajor)
          POS:	NOUN
          VOC:	>ajor
        GLOSS:	remuneration/recompense

 INPUT STRING:	للمثلين
     IS_TRANS:	llmvlyn
        INDEX:	P4W3
      OFFSETS:	22-29
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(llmvlyn)
          POS:	TYPO
          VOC:	llmvlyn
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P4W4
      OFFSETS:	30-32
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ويتبرع
     IS_TRANS:	wytbrE
        INDEX:	P4W5
      OFFSETS:	33-39
       TOKENS:	P4W5-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>itobar~aE]
   UNSPLITVOC:	(wiyitobar~aE)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+tobar~aE
        GLOSS:	and+he/it+donate

 INPUT STRING:	بيهم
     IS_TRANS:	byhm
        INDEX:	P4W6
      OFFSETS:	40-44
       TOKENS:	P4W7-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhum)
          POS:	PREP+PRON_3P
          VOC:	bi+hum
        GLOSS:	with+them

 INPUT STRING:	للاستغناء
     IS_TRANS:	llAstgnA'
        INDEX:	P4W7
      OFFSETS:	45-54
       TOKENS:	P4W9-P4W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotigonA'_1]
   UNSPLITVOC:	(lilAisotigonA')
          POS:	PREP+DET+NOUN
          VOC:	li+Al+{isotigonA'
        GLOSS:	to/for+the+dispensing with/renunciation

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P4W8
      OFFSETS:	55-57
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	المعونه
     IS_TRANS:	AlmEwnh
        INDEX:	P4W9
      OFFSETS:	58-65
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(AlmaEuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maEuwn+ap
        GLOSS:	the+aid/assistance/support+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P5W2
      OFFSETS:	3-9
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+two

 INPUT STRING:	مسلسلات
     IS_TRANS:	mslslAt
        INDEX:	P5W3
      OFFSETS:	10-17
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musalosal_1]
   UNSPLITVOC:	(musalosalAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	musalosal+At
        GLOSS:	serial/sequence/soap opera+[fem.pl.]

 INPUT STRING:	هقولك
     IS_TRANS:	hqwlk
        INDEX:	P6W1
      OFFSETS:	0-5
       TOKENS:	P6W1-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwlak)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2MS
          VOC:	Ha+Aa+quwl+ak
        GLOSS:	will+I+said/say/be said/say/(for example)+you

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P6W2
      OFFSETS:	6-10
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	أحلي
     IS_TRANS:	>Hly
        INDEX:	P6W3
      OFFSETS:	11-15
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(>aHolaY)
          POS:	ADJ_COMP
          VOC:	>aHolaY
        GLOSS:	best

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P6W4
      OFFSETS:	16-19
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+complete/done

 INPUT STRING:	حصر
     IS_TRANS:	HSr
        INDEX:	P6W5
      OFFSETS:	20-23
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSor_1]
   UNSPLITVOC:	(HaSor)
          POS:	NOUN
          VOC:	HaSor
        GLOSS:	count

 INPUT STRING:	رجال
     IS_TRANS:	rjAl
        INDEX:	P6W6
      OFFSETS:	24-28
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAl)
          POS:	NOUN
          VOC:	rijAl
        GLOSS:	men

 INPUT STRING:	الاعمال
     IS_TRANS:	AlAEmAl
        INDEX:	P6W7
      OFFSETS:	29-36
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Al>aEomAl)
          POS:	DET+NOUN
          VOC:	Al+>aEomAl
        GLOSS:	the+actions/activities/work

 INPUT STRING:	التي
     IS_TRANS:	Alty
        INDEX:	P6W8
      OFFSETS:	37-41
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	يزيد
     IS_TRANS:	yzyd
        INDEX:	P6W9
      OFFSETS:	42-46
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(yaziyd)
          POS:	IV3MS+IV
          VOC:	ya+ziyd
        GLOSS:	he/it+increase

 INPUT STRING:	دخلهم
     IS_TRANS:	dxlhm
        INDEX:	P6W10
      OFFSETS:	47-52
       TOKENS:	P6W12-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxol_1]
   UNSPLITVOC:	(daxoluhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	daxol+hum
        GLOSS:	income/revenue/business+their

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P6W11
      OFFSETS:	53-55
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	المليار
     IS_TRANS:	AlmlyAr
        INDEX:	P6W12
      OFFSETS:	56-63
       TOKENS:	P6W15-P6W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloyAr_1]
   UNSPLITVOC:	(AlmiloyAr)
          POS:	DET+NOUN_NUM
          VOC:	Al+miloyAr
        GLOSS:	the+billion

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P7W1
      OFFSETS:	0-2
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as

 INPUT STRING:	ساويرس
     IS_TRANS:	sAwyrs
        INDEX:	P7W2
      OFFSETS:	3-9
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAwiyras_1]
   UNSPLITVOC:	(sAwiyras)
          POS:	NOUN_PROP
          VOC:	sAwiyras
        GLOSS:	SAWIRAS

 INPUT STRING:	واهو
     IS_TRANS:	wAhw
        INDEX:	P7W3
      OFFSETS:	10-14
       TOKENS:	P7W3-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ahuw_1]
   UNSPLITVOC:	(wi>ahuw)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+>ahuw
        GLOSS:	and+this

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P7W4
      OFFSETS:	15-18
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W5
      OFFSETS:	19-21
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	رغيكم
     IS_TRANS:	rgykm
        INDEX:	P7W6
      OFFSETS:	22-27
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ragoy~_1]
   UNSPLITVOC:	(ragoy~ukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	ragoy~+kum
        GLOSS:	talking alot+your

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P7W7
      OFFSETS:	28-30
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المحمول
     IS_TRANS:	AlmHmwl
        INDEX:	P7W8
      OFFSETS:	31-38
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwl_1]
   UNSPLITVOC:	(AlmaHomuwl)
          POS:	DET+NOUN
          VOC:	Al+maHomuwl
        GLOSS:	the+mobile

 INPUT STRING:	واخواته
     IS_TRANS:	wAxwAth
        INDEX:	P8W1
      OFFSETS:	0-7
       TOKENS:	P8W1-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(wi<ixowAtuh)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	wi+<ixow+At+uh
        GLOSS:	and+sisters+[fem.pl.]+its/his

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P8W2
      OFFSETS:	8-10
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مافيا
     IS_TRANS:	mAfyA
        INDEX:	P8W3
      OFFSETS:	11-16
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAfoyA_1]
   UNSPLITVOC:	(mAfoyA)
          POS:	NOUN
          VOC:	mAfoyA
        GLOSS:	mafia

 INPUT STRING:	الاراضي
     IS_TRANS:	AlArADy
        INDEX:	P8W4
      OFFSETS:	17-24
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(Al>arADiy)
          POS:	DET+NOUN
          VOC:	Al+>arADiy
        GLOSS:	the+territories/land

 INPUT STRING:	ونأخذ
     IS_TRANS:	wn>x*
        INDEX:	P8W5
      OFFSETS:	25-30
       TOKENS:	P8W7-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(wina>xu*)
          POS:	CONJ+IV1P+IV
          VOC:	wi+na+>xu*
        GLOSS:	and+we+take

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P8W6
      OFFSETS:	31-35
       TOKENS:	P8W9-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	سلفه
     IS_TRANS:	slfh
        INDEX:	P8W7
      OFFSETS:	36-40
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silofap_1]
   UNSPLITVOC:	(silofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	silof+ap
        GLOSS:	borrow+[fem.sg.]

 INPUT STRING:	مليون
     IS_TRANS:	mlywn
        INDEX:	P8W8
      OFFSETS:	41-46
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloyuwn_1]
   UNSPLITVOC:	(miloyuwn)
          POS:	NOUN_NUM
          VOC:	miloyuwn
        GLOSS:	million

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P8W9
      OFFSETS:	47-51
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	حبا
     IS_TRANS:	HbA
        INDEX:	P8W10
      OFFSETS:	52-55
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hub_1]
   UNSPLITVOC:	(HubAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Hub+AF
        GLOSS:	love+[acc.indef.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P8W11
      OFFSETS:	56-58
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P8W12
      OFFSETS:	59-62
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egyptian

 INPUT STRING:	ويترد
     IS_TRANS:	wytrd
        INDEX:	P8W13
      OFFSETS:	63-68
       TOKENS:	P8W17-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitorad~_1]
   UNSPLITVOC:	(wiyitorad~)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+torad~
        GLOSS:	and+he/it+return back

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P8W14
      OFFSETS:	69-71
       TOKENS:	P8W19-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+him

 INPUT STRING:	ساعه
     IS_TRANS:	sAEh
        INDEX:	P8W15
      OFFSETS:	72-76
       TOKENS:	P8W21-P8W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P8W16
      OFFSETS:	77-79
       TOKENS:	P8W22-P8W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	تفرج
     IS_TRANS:	tfrj
        INDEX:	P8W17
      OFFSETS:	80-84
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aforaj_1]
   UNSPLITVOC:	(tuforaj)
          POS:	IV3FS+IV
          VOC:	tu+foraj
        GLOSS:	she/it+release/liberate/se

 INPUT STRING:	ونضع
     IS_TRANS:	wnDE
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waDaE_1]
   UNSPLITVOC:	(winaDaE)
          POS:	CONJ+IV1P+IV
          VOC:	wi+na+DaE
        GLOSS:	and+we+put

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P9W2
      OFFSETS:	5-9
       TOKENS:	P9W3-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isom_1]
   UNSPLITVOC:	({isomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	{isom+uh
        GLOSS:	name+its/his

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P9W3
      OFFSETS:	10-12
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	خانه
     IS_TRANS:	xAnh
        INDEX:	P9W4
      OFFSETS:	13-17
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAnap_1]
   UNSPLITVOC:	(xAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xAn+ap
        GLOSS:	compartment/partition/list+[fem.sg.]

 INPUT STRING:	الحلوين
     IS_TRANS:	AlHlwyn
        INDEX:	P9W5
      OFFSETS:	18-25
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hilowiy_1]
   UNSPLITVOC:	(AlHilowiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+Hilow+iyn
        GLOSS:	the+nice /good/pretty+[masc.pl.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P9W6
      OFFSETS:	26-30
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيحبوا
     IS_TRANS:	byHbwA
        INDEX:	P9W7
      OFFSETS:	31-37
       TOKENS:	P9W9-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+Hib~+uwA
        GLOSS:	[present-tense]+they+love+they

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P9W8
      OFFSETS:	38-41
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P10W2
      OFFSETS:	4-7
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	رأيكم
     IS_TRANS:	r>ykm
        INDEX:	P10W3
      OFFSETS:	8-13
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	ra>oy+kum
        GLOSS:	opinion/view/idea+your

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P10W4
      OFFSETS:	14-16
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ا
     IS_TRANS:	A
        INDEX:	P10W5
      OFFSETS:	17-18
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(A)
          POS:	TYPO
          VOC:	A
        GLOSS:	nogloss

 INPUT STRING:	ن
     IS_TRANS:	n
        INDEX:	P10W6
      OFFSETS:	19-20
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(n)
          POS:	TYPO
          VOC:	n
        GLOSS:	nogloss

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P10W7
      OFFSETS:	21-24
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+complete/conclude

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P10W8
      OFFSETS:	25-28
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	NOUN
          VOC:	Eamal
        GLOSS:	work/action

 INPUT STRING:	حصر
     IS_TRANS:	HSr
        INDEX:	P10W9
      OFFSETS:	29-32
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSor_1]
   UNSPLITVOC:	(HaSor)
          POS:	NOUN
          VOC:	HaSor
        GLOSS:	count

 INPUT STRING:	لمن
     IS_TRANS:	lmn
        INDEX:	P10W10
      OFFSETS:	33-36
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[man~_7]
   UNSPLITVOC:	(limano)
          POS:	PREP+REL_PRON
