 INPUT STRING:	وبدات
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Doctor/Dr.

 INPUT STRING:	كمال
     IS_TRANS:	kmAl
        INDEX:	P5W18
      OFFSETS:	92-96
       TOKENS:	P5W20-P5W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAl_1]
   UNSPLITVOC:	(kamAl)
          POS:	NOUN_PROP
          VOC:	kamAl
        GLOSS:	Kamal

 INPUT STRING:	الجنزورى
     IS_TRANS:	AljnzwrY
        INDEX:	P5W19
      OFFSETS:	97-105
       TOKENS:	P5W21-P5W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[janozuwriy_1]
   UNSPLITVOC:	(Aljanozuwriy)
          POS:	DET+NOUN_PROP
          VOC:	Al+janozuwriy
        GLOSS:	the+Janzouri

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P5W20
      OFFSETS:	105-106
       TOKENS:	P5W22-P5W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	والذى
     IS_TRANS:	wAl*Y
        INDEX:	P5W21
      OFFSETS:	107-112
       TOKENS:	P5W23-P5W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(wiAl~a*iy)
          POS:	SUB_CONJ+REL_PRON
          VOC:	wi+Al~a*iy
        GLOSS:	while+which/who/whom [masc.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P5W22
      OFFSETS:	113-116
       TOKENS:	P5W25-P5W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	رجلاً
     IS_TRANS:	rjlAF
        INDEX:	P5W23
      OFFSETS:	117-122
       TOKENS:	P5W26-P5W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rajulAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	rajul+AF
        GLOSS:	man+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W24
      OFFSETS:	123-125
       TOKENS:	P5W27-P5W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	رجال
     IS_TRANS:	rjAl
        INDEX:	P5W25
      OFFSETS:	126-130
       TOKENS:	P5W28-P5W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAl)
          POS:	NOUN
          VOC:	rijAl
        GLOSS:	men/people

 INPUT STRING:	فتحى
     IS_TRANS:	ftHY
        INDEX:	P5W26
      OFFSETS:	131-135
       TOKENS:	P5W29-P5W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatoHiy_1]
   UNSPLITVOC:	(fatoHiy)
          POS:	NOUN_PROP
          VOC:	fatoHiy
        GLOSS:	Fathi

 INPUT STRING:	سرور
     IS_TRANS:	srwr
        INDEX:	P5W27
      OFFSETS:	136-140
       TOKENS:	P5W30-P5W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suruwr_1]
   UNSPLITVOC:	(suruwr)
          POS:	NOUN
          VOC:	suruwr
        GLOSS:	happiness/pleasure/delight

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P5W28
      OFFSETS:	140-141
       TOKENS:	P5W31-P5W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	حسب
     IS_TRANS:	Hsb
        INDEX:	P5W29
      OFFSETS:	142-145
       TOKENS:	P5W32-P5W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(Hasab)
          POS:	NOUN
          VOC:	Hasab
        GLOSS:	according to/in accordance with

 INPUT STRING:	قوله
     IS_TRANS:	qwlh
        INDEX:	P5W30
      OFFSETS:	146-150
       TOKENS:	P5W33-P5W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawlap_1]
   UNSPLITVOC:	(qawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qawl+ap
        GLOSS:	remark+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W31
      OFFSETS:	150-151
       TOKENS:	P5W34-P5W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وأوضح
     IS_TRANS:	w>wDH
        INDEX:	P6W1
      OFFSETS:	0-5
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDaH_1]
   UNSPLITVOC:	(wiAawoDaH)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+woDaH
        GLOSS:	and+I+clarify/explain/indicate

 INPUT STRING:	مطر
     IS_TRANS:	mTr
        INDEX:	P6W2
      OFFSETS:	6-9
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTar_1]
   UNSPLITVOC:	(maTar)
          POS:	NOUN_PROP
          VOC:	maTar
        GLOSS:	Matar

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P6W3
      OFFSETS:	10-12
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P6W4
      OFFSETS:	13-17
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	جاد
     IS_TRANS:	jAd
        INDEX:	P6W5
      OFFSETS:	18-21
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAd_1]
   UNSPLITVOC:	(jAd)
          POS:	NOUN_PROP
          VOC:	jAd
        GLOSS:	gad

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P6W6
      OFFSETS:	22-24
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	مدير
     IS_TRANS:	mdyr
        INDEX:	P6W7
      OFFSETS:	25-29
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(mudiyr)
          POS:	ADJ
          VOC:	mudiyr
        GLOSS:	directing

 INPUT STRING:	مستشفى
     IS_TRANS:	mst$fY
        INDEX:	P6W8
      OFFSETS:	30-36
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(musota$ofaY)
          POS:	NOUN
          VOC:	musota$ofaY
        GLOSS:	hospital

 INPUT STRING:	القصر
     IS_TRANS:	AlqSr
        INDEX:	P6W9
      OFFSETS:	37-42
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSor_1]
   UNSPLITVOC:	(AlqaSor)
          POS:	DET+NOUN_PROP
          VOC:	Al+qaSor
        GLOSS:	the+Qasr

 INPUT STRING:	العينى
     IS_TRANS:	AlEynY
        INDEX:	P6W10
      OFFSETS:	43-49
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayniy_1]
   UNSPLITVOC:	(AlEayniy)
          POS:	DET+NOUN_PROP
          VOC:	Al+Eayniy
        GLOSS:	the+ainy

 INPUT STRING:	الفرنساوى
     IS_TRANS:	AlfrnsAwY
        INDEX:	P6W11
      OFFSETS:	50-59
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faranosAwiy_1]
   UNSPLITVOC:	(AlfaranosAwiy)
          POS:	DET+ADJ
          VOC:	Al+faranosAwiy
        GLOSS:	the+French

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	تعينه
     IS_TRANS:	tEynh
        INDEX:	P7W2
      OFFSETS:	4-9
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEyiyn_1]
   UNSPLITVOC:	(taEyinuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	taEyin+uh
        GLOSS:	appointing+it/him

 INPUT STRING:	مباشراً
     IS_TRANS:	mbA$rAF
        INDEX:	P7W3
      OFFSETS:	10-17
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mubA$ar_1]
   UNSPLITVOC:	(mubA$arAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	mubA$ar+AF
        GLOSS:	direct/immediate+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W4
      OFFSETS:	18-20
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P7W5
      OFFSETS:	21-24
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qibal_1]
   UNSPLITVOC:	(qibal)
          POS:	NOUN
          VOC:	qibal
        GLOSS:	(on the) part of

 INPUT STRING:	فتحى
     IS_TRANS:	ftHY
        INDEX:	P7W6
      OFFSETS:	25-29
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatoHiy_1]
   UNSPLITVOC:	(fatoHiy)
          POS:	NOUN_PROP
          VOC:	fatoHiy
        GLOSS:	Fathi

 INPUT STRING:	سرور
     IS_TRANS:	srwr
        INDEX:	P7W7
      OFFSETS:	30-34
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suruwr_1]
   UNSPLITVOC:	(suruwr)
          POS:	NOUN_PROP
          VOC:	suruwr
        GLOSS:	Surour

 INPUT STRING:	والذى
     IS_TRANS:	wAl*Y
        INDEX:	P7W8
      OFFSETS:	35-40
       TOKENS:	P7W9-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(wiAl~a*iy)
          POS:	SUB_CONJ+REL_PRON
          VOC:	wi+Al~a*iy
        GLOSS:	while+which/who/whom [masc.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P7W9
      OFFSETS:	41-44
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P7W10
      OFFSETS:	45-47
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him (it/he has)

 INPUT STRING:	دور
     IS_TRANS:	dwr
        INDEX:	P7W11
      OFFSETS:	48-51
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwr_1]
   UNSPLITVOC:	(duwr)
          POS:	NOUN
          VOC:	duwr
        GLOSS:	role/part/roles/parts

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P7W12
      OFFSETS:	52-56
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kabiyr_1]
   UNSPLITVOC:	(kabiyr)
          POS:	ADJ
          VOC:	kabiyr
        GLOSS:	large/great/important/major/senior/senior/important

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W13
      OFFSETS:	57-59
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	موقعة
     IS_TRANS:	mwqEp
        INDEX:	P7W14
      OFFSETS:	60-65
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawoqaEap_1]
   UNSPLITVOC:	(mawoqaEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mawoqaE+ap
        GLOSS:	battlefield+[fem.sg.]

 INPUT STRING:	الجمل
     IS_TRANS:	Aljml
        INDEX:	P7W15
      OFFSETS:	66-71
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamal_1]
   UNSPLITVOC:	(Aljamal)
          POS:	DET+NOUN_PROP
          VOC:	Al+jamal
        GLOSS:	the+Jamal/Gamal

 INPUT STRING:	أثناء
     IS_TRANS:	>vnA'
        INDEX:	P7W16
      OFFSETS:	72-77
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>avonA'_1]
   UNSPLITVOC:	(>avonA')
          POS:	NOUN
          VOC:	>avonA'
        GLOSS:	during/meanwhile/meantime

 INPUT STRING:	إعتصام
     IS_TRANS:	<EtSAm
        INDEX:	P7W17
      OFFSETS:	78-84
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotiSAm_1]
   UNSPLITVOC:	(AiEotiSAm)
          POS:	NOUN
          VOC:	{iEotiSAm
        GLOSS:	sit-in strike/occupation

 INPUT STRING:	المتظاهرين
     IS_TRANS:	AlmtZAhryn
        INDEX:	P7W18
      OFFSETS:	85-95
       TOKENS:	P7W21-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaZAhir_1]
   UNSPLITVOC:	(AlmutaZAhiriyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mutaZAhir+iyn
        GLOSS:	the+demonstrator+[masc.pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W19
      OFFSETS:	96-98
       TOKENS:	P7W22-P7W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	يناير
     IS_TRANS:	ynAyr
        INDEX:	P7W20
      OFFSETS:	99-104
       TOKENS:	P7W23-P7W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yanAyir_1]
   UNSPLITVOC:	(yanAyir)
          POS:	NOUN
          VOC:	yanAyir
        GLOSS:	January

 INPUT STRING:	الماضى
     IS_TRANS:	AlmADY
        INDEX:	P7W21
      OFFSETS:	105-111
       TOKENS:	P7W24-P7W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mADiy_1]
   UNSPLITVOC:	(AlmADiy)
          POS:	DET+ADJ
          VOC:	Al+mADiy
        GLOSS:	the+past (time)/previous

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P7W22
      OFFSETS:	112-115
       TOKENS:	P7W25-P7W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	تنحى
     IS_TRANS:	tnHY
        INDEX:	P7W23
      OFFSETS:	116-120
       TOKENS:	P7W26-P7W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanaH~iy_1]
   UNSPLITVOC:	(tanaH~iy)
          POS:	NOUN
          VOC:	tanaH~iy
        GLOSS:	withdrawal/abandonment

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P7W24
      OFFSETS:	121-126
       TOKENS:	P7W27-P7W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P7W25
      OFFSETS:	126-127
       TOKENS:	P7W28-P7W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وكان
     IS_TRANS:	wkAn
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+kAn+(null)
        GLOSS:	and+be+he/it

 INPUT STRING:	يشغل
     IS_TRANS:	y$gl
        INDEX:	P8W2
      OFFSETS:	5-9
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$agal_1]
   UNSPLITVOC:	(ya$ogil)
          POS:	IV3MS+IV
          VOC:	ya+$ogil
        GLOSS:	he/it+occupy/preoccupy/employ

 INPUT STRING:	أيضا
     IS_TRANS:	>yDA
        INDEX:	P8W3
      OFFSETS:	10-14
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayD_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	>ayD+AF
        GLOSS:	also+[acc.indef.]

 INPUT STRING:	نائباً
     IS_TRANS:	nA}bAF
        INDEX:	P8W4
      OFFSETS:	16-22
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(nA}ib)
          POS:	NOUN
          VOC:	nA}ib
        GLOSS:	deputy/delegate/vice-

 INPUT STRING:	للجمعية
     IS_TRANS:	lljmEyp
        INDEX:	P8W5
      OFFSETS:	23-30
       TOKENS:	P8W6-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamoEiy~ap_1]
   UNSPLITVOC:	(liljamoEiy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+jamoEiy~+ap
        GLOSS:	for/to+the+association/society/associations/societies+[fem.sg.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P8W6
      OFFSETS:	31-38
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	للتنمية
     IS_TRANS:	lltnmyp
        INDEX:	P8W7
      OFFSETS:	39-46
       TOKENS:	P8W9-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanomiyap_1]
   UNSPLITVOC:	(lilt~anomiyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+tanomiy+ap
        GLOSS:	to/for+the+development/growth+[fem.sg.]

 INPUT STRING:	الإجتماعية
     IS_TRANS:	Al<jtmAEyp
        INDEX:	P8W8
      OFFSETS:	47-57
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<ijotimAEiy~_1]
   UNSPLITVOC:	(AlAijotimAEiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+<ijotimAEiy~+ap
        GLOSS:	the+social+[fem.sg.]

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P8W9
      OFFSETS:	58-62
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	يرأسها
     IS_TRANS:	yr>shA
        INDEX:	P8W10
      OFFSETS:	63-69
       TOKENS:	P8W13-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>as_1]
   UNSPLITVOC:	(yaro>ushA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	ya+ro>us+hA
        GLOSS:	he/it+lead/direct+it/them/her

 INPUT STRING:	سرور
     IS_TRANS:	srwr
        INDEX:	P8W11
      OFFSETS:	70-74
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suruwr_1]
   UNSPLITVOC:	(suruwr)
          POS:	NOUN_PROP
          VOC:	suruwr
        GLOSS:	Surour

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P8W12
      OFFSETS:	74-75
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	ومدير
     IS_TRANS:	wmdyr
        INDEX:	P9W1
      OFFSETS:	0-5
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(wimudiyr)
          POS:	CONJ+NOUN
          VOC:	wi+mudiyr
        GLOSS:	and+director/manager/chief/directors/managers

 INPUT STRING:	مستشفى
     IS_TRANS:	mst$fY
        INDEX:	P9W2
      OFFSETS:	6-12
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(musota$ofaY)
          POS:	NOUN
          VOC:	musota$ofaY
        GLOSS:	hospital

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P9W3
