 INPUT STRING:	بعد
 INPUT STRING:	الجيربوكس
     IS_TRANS:	Aljyrbwks
        INDEX:	P18W19
      OFFSETS:	90-99
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyrbuwks_1]
   UNSPLITVOC:	(Aljiyrbuwks)
          POS:	DET+NOUN
          VOC:	Al+jiyrbuwks
        GLOSS:	the+gear box

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P18W20
      OFFSETS:	99-100
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P19W1
      OFFSETS:	0-1
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	تحاشى
     IS_TRANS:	tHA$Y
        INDEX:	P19W2
      OFFSETS:	2-7
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHA$aY_1]
   UNSPLITVOC:	(taHA$aY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	taHA$aY+(null)
        GLOSS:	abstain/avoid/beware+you [verb]

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P19W3
      OFFSETS:	8-13
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P19W4
      OFFSETS:	14-17
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	That/to+you

 INPUT STRING:	تزود
     IS_TRANS:	tzwd
        INDEX:	P19W5
      OFFSETS:	18-22
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaw~id_1]
   UNSPLITVOC:	(tizaw~id)
          POS:	IV2MS+IV
          VOC:	ti+zaw~id
        GLOSS:	you+augment/add/increase/supply/exceed

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P19W6
      OFFSETS:	23-28
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	دانتا
     IS_TRANS:	dAntA
        INDEX:	P19W7
      OFFSETS:	29-34
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(dAntA)
          POS:	NO_FUNC
          VOC:	dAntA
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P19W8
      OFFSETS:	35-38
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	بتموت
     IS_TRANS:	btmwt
        INDEX:	P19W9
      OFFSETS:	39-44
       TOKENS:	P19W10-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(bitimuwt)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+muwt
        GLOSS:	[present-tense]+you+make die/kill/assassinate

 INPUT STRING:	الجيربوكس
     IS_TRANS:	Aljyrbwks
        INDEX:	P19W10
      OFFSETS:	45-54
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyrbuwks_1]
   UNSPLITVOC:	(Aljiyrbuwks)
          POS:	DET+NOUN
          VOC:	Al+jiyrbuwks
        GLOSS:	the+gear box

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P19W11
      OFFSETS:	55-56
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بتكتم
     IS_TRANS:	btktm
        INDEX:	P19W12
      OFFSETS:	57-62
       TOKENS:	P19W14-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katam_1]
   UNSPLITVOC:	(bitikotim)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+kotim
        GLOSS:	[present-tense]+you+conceal/muffle

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W13
      OFFSETS:	63-65
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	مراحله
     IS_TRANS:	mrAHlh
        INDEX:	P19W14
      OFFSETS:	66-72
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(marAHoluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	marAHol+uh
        GLOSS:	phases/stages/rounds+its/his

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P20W2
      OFFSETS:	4-9
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	محتوي
     IS_TRANS:	mHtwy
        INDEX:	P20W3
      OFFSETS:	10-15
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotiwiy_1]
   UNSPLITVOC:	(miHotiwiy)
          POS:	ADJ.VN
          VOC:	miHotiwiy
        GLOSS:	containing

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P20W4
      OFFSETS:	16-19
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	شوائب
     IS_TRANS:	$wA}b
        INDEX:	P20W5
      OFFSETS:	20-25
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A}ibap_1]
   UNSPLITVOC:	($awA}ib)
          POS:	NOUN
          VOC:	$awA}ib
        GLOSS:	defects/impurities

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W6
      OFFSETS:	26-28
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P20W7
      OFFSETS:	29-34
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+work/action/actions/activities

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W8
      OFFSETS:	35-36
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P20W9
      OFFSETS:	37-41
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	تركيبه
     IS_TRANS:	trkybh
        INDEX:	P20W10
      OFFSETS:	42-48
       TOKENS:	P20W11-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tarokiyb_1]
   UNSPLITVOC:	(tarokiybuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	tarokiyb+uh
        GLOSS:	construction/structure/assemblage+its/his

 INPUT STRING:	بيتحلل
     IS_TRANS:	bytHll
        INDEX:	P20W11
      OFFSETS:	49-55
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[toHal~il_1]
   UNSPLITVOC:	(biyitoHal~il)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+toHal~il
        GLOSS:	[present-tense]+he/it+decomposes

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W12
      OFFSETS:	56-58
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P20W13
      OFFSETS:	59-64
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+work/action/actions/activities

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W14
      OFFSETS:	65-66
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	السخونة
     IS_TRANS:	Alsxwnp
        INDEX:	P20W15
      OFFSETS:	67-74
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suxuwnap_1]
   UNSPLITVOC:	(Als~uxuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suxuwn+ap
        GLOSS:	the+heat/warmth+[fem.sg.]

 INPUT STRING:	الزائده
     IS_TRANS:	AlzA}dh
        INDEX:	P20W16
      OFFSETS:	75-82
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAyid_1]
   UNSPLITVOC:	(Alz~A}odap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+zA}od+ap
        GLOSS:	the+exceeding/additional+[fem.sg.]

 INPUT STRING:	فيؤدي
     IS_TRANS:	fy&dy
        INDEX:	P20W17
      OFFSETS:	83-88
       TOKENS:	P20W20-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ad~aY_1]
   UNSPLITVOC:	(fay&ad~iy)
          POS:	CONJ+IV3MS+IV
          VOC:	fa+y+&ad~iy
        GLOSS:	so/and+he/it+direct/guide/lead/be directed/be guided/be lead/perform (function)/carry out (duty)

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P20W18
      OFFSETS:	89-92
       TOKENS:	P20W22-P20W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	زيادة
     IS_TRANS:	zyAdp
        INDEX:	P20W19
      OFFSETS:	93-98
       TOKENS:	P20W23-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyAdap_1]
   UNSPLITVOC:	(ziyAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ziyAd+ap
        GLOSS:	increase/addition+[fem.sg.]

 INPUT STRING:	سخونة
     IS_TRANS:	sxwnp
        INDEX:	P20W20
      OFFSETS:	99-104
       TOKENS:	P20W24-P20W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suxuwnap_1]
   UNSPLITVOC:	(suxuwnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	suxuwn+ap
        GLOSS:	heat/warmth+[fem.sg.]

 INPUT STRING:	الجير
     IS_TRANS:	Aljyr
        INDEX:	P20W21
      OFFSETS:	105-110
       TOKENS:	P20W25-P20W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Aljyr)
          POS:	FOREIGN
          VOC:	Aljyr
        GLOSS:	nogloss

 INPUT STRING:	وقلة
     IS_TRANS:	wqlp
        INDEX:	P20W22
      OFFSETS:	111-115
       TOKENS:	P20W26-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(wiqil~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+qil~+ap
        GLOSS:	and+scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	تبريد
     IS_TRANS:	tbryd
        INDEX:	P20W23
      OFFSETS:	116-121
       TOKENS:	P20W28-P20W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taboriyd_1]
   UNSPLITVOC:	(taboriyd)
          POS:	NOUN
          VOC:	taboriyd
        GLOSS:	refrigeration/cooling

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P20W24
      OFFSETS:	122-127
       TOKENS:	P20W29-P20W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	للجير
     IS_TRANS:	lljyr
        INDEX:	P20W25
      OFFSETS:	128-133
       TOKENS:	P20W30-P20W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lljyr)
          POS:	FOREIGN
          VOC:	lljyr
        GLOSS:	nogloss

 INPUT STRING:	وصعوبة
     IS_TRANS:	wSEwbp
        INDEX:	P20W26
      OFFSETS:	134-140
       TOKENS:	P20W31-P20W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuEuwbap_1]
   UNSPLITVOC:	(wiSuEuwbap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+SuEuwb+ap
        GLOSS:	and+difficulty+[fem.sg.]

 INPUT STRING:	وصول
     IS_TRANS:	wSwl
        INDEX:	P20W27
      OFFSETS:	141-145
       TOKENS:	P20W33-P20W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wuSuwl_1]
   UNSPLITVOC:	(wuSuwl)
          POS:	NOUN.VN
          VOC:	wuSuwl
        GLOSS:	arrival/achievement/arriving/achieving/receipt/voucher

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P20W28
      OFFSETS:	146-151
       TOKENS:	P20W34-P20W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	للمراحل
     IS_TRANS:	llmrAHl
        INDEX:	P20W29
      OFFSETS:	152-159
       TOKENS:	P20W35-P20W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(lilmarAHil)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+marAHil
        GLOSS:	for/to+the+phase/stage/round/phases/stages/rounds

 INPUT STRING:	العليا
     IS_TRANS:	AlElyA
        INDEX:	P20W30
      OFFSETS:	160-166
       TOKENS:	P20W37-P20W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>aElaY_1]
   UNSPLITVOC:	(AlEuloyA)
          POS:	DET+ADJ_COMP
          VOC:	Al+EuloyA
        GLOSS:	the+highest/heights/peaks/supreme/high

 INPUT STRING:	ثالث
     IS_TRANS:	vAlv
        INDEX:	P20W31
      OFFSETS:	167-171
       TOKENS:	P20W38-P20W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAliv_1]
   UNSPLITVOC:	(vAliv)
          POS:	ADJ
          VOC:	vAliv
        GLOSS:	third

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W32
      OFFSETS:	172-173
       TOKENS:	P20W39-P20W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	رابع
     IS_TRANS:	rAbE
        INDEX:	P20W33
      OFFSETS:	174-178
       TOKENS:	P20W40-P20W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAbiE_1]
   UNSPLITVOC:	(rAbiE)
          POS:	ADJ_NUM
          VOC:	rAbiE
        GLOSS:	fourth

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W34
      OFFSETS:	180-181
       TOKENS:	P20W41-P20W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	اختناق
     IS_TRANS:	AxtnAq
        INDEX:	P20W35
      OFFSETS:	182-188
       TOKENS:	P20W42-P20W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotinAq_1]
   UNSPLITVOC:	(AixotinAq)
          POS:	NOUN
          VOC:	AixotinAq
        GLOSS:	constriction/bottleneck/asphyxia

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P20W36
      OFFSETS:	189-196
       TOKENS:	P20W43-P20W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+car+[fem.sg.]

 INPUT STRING:	اثناء
     IS_TRANS:	AvnA'
        INDEX:	P20W37
      OFFSETS:	197-202
       TOKENS:	P20W44-P20W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>avonA'_1]
   UNSPLITVOC:	(>avonA')
          POS:	NOUN
          VOC:	>avonA'
        GLOSS:	meantime/meanwhile/during

 INPUT STRING:	التسارع
     IS_TRANS:	AltsArE
        INDEX:	P20W38
      OFFSETS:	203-210
       TOKENS:	P20W45-P20W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasAruE_1]
   UNSPLITVOC:	(AltasAruE)
          POS:	DET+NOUN
          VOC:	Al+tasAruE
        GLOSS:	the+velocity/acceleration

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W39
      OFFSETS:	211-212
       TOKENS:	P20W46-P20W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ارتفاع
     IS_TRANS:	ArtfAE
        INDEX:	P20W40
      OFFSETS:	213-219
       TOKENS:	P20W47-P20W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirotifAE_1]
   UNSPLITVOC:	(AirotifAE)
          POS:	NOUN
          VOC:	AirotifAE
        GLOSS:	height

 INPUT STRING:	المحرك
     IS_TRANS:	AlmHrk
        INDEX:	P20W41
      OFFSETS:	224-230
       TOKENS:	P20W48-P20W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHar~ik_1]
   UNSPLITVOC:	(AlmuHar~ik)
          POS:	DET+NOUN
          VOC:	Al+muHar~ik
        GLOSS:	the+motor/engine

 INPUT STRING:	للوصول
     IS_TRANS:	llwSwl
        INDEX:	P20W42
      OFFSETS:	231-237
       TOKENS:	P20W49-P20W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wuSuwl_1]
   UNSPLITVOC:	(lilwuSuwl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+wuSuwl
        GLOSS:	for/to+the+arrival/achievement/arriving/achieving/receipt/voucher

 INPUT STRING:	لنفس
     IS_TRANS:	lnfs
        INDEX:	P20W43
      OFFSETS:	238-242
       TOKENS:	P20W51-P20W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(linafos)
          POS:	PREP+NOUN
          VOC:	li+nafos
        GLOSS:	for/to+same/self/selves/soul/souls

 INPUT STRING:	السرعة
     IS_TRANS:	AlsrEp
        INDEX:	P20W44
      OFFSETS:	243-249
       TOKENS:	P20W53-P20W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(Als~uroEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suroE+ap
        GLOSS:	the+speed/velocity/promptness/speeds+[fem.sg.]

 INPUT STRING:	ونقل
     IS_TRANS:	wnql
        INDEX:	P20W45
      OFFSETS:	250-254
       TOKENS:	P20W54-P20W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqol_1]
   UNSPLITVOC:	(winaqol)
          POS:	CONJ+NOUN
          VOC:	wi+naqol
        GLOSS:	and+transportation/transfer/transmission/relaying/quoting

 INPUT STRING:	الغيارات
     IS_TRANS:	AlgyArAt
        INDEX:	P20W46
      OFFSETS:	255-263
       TOKENS:	P20W56-P20W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[giyAr_1]
   UNSPLITVOC:	(AlgiyArAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+giyAr+At
        GLOSS:	the+exchange/interchange/replacement+[fem.pl.]

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P20W47
      OFFSETS:	264-267
       TOKENS:	P20W57-P20W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/with

 INPUT STRING:	سرعات
     IS_TRANS:	srEAt
        INDEX:	P20W48
      OFFSETS:	268-273
       TOKENS:	P20W58-P20W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(suroEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	suroE+At
