 INPUT STRING:	لماذا
       TOKENS:	P5W34-P5W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+REL_PRON
          VOC:	wa+mA
        GLOSS:	and+which

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P5W29
      OFFSETS:	137-140
       TOKENS:	P5W36-P5W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P5W30
      OFFSETS:	141-144
       TOKENS:	P5W37-P5W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W31
      OFFSETS:	144-145
       TOKENS:	P5W38-P5W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W32
      OFFSETS:	145-146
       TOKENS:	P5W39-P5W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P5W33
      OFFSETS:	147-149
       TOKENS:	P5W40-P5W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لمجرد
     IS_TRANS:	lmjrd
        INDEX:	P5W34
      OFFSETS:	150-155
       TOKENS:	P5W41-P5W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(limujar~ad)
          POS:	PREP+NOUN
          VOC:	li+mujar~ad
        GLOSS:	for/to+nothing but/mere/for no other reason but/for the sole reason that

 INPUT STRING:	متابعة
     IS_TRANS:	mtAbEp
        INDEX:	P5W35
      OFFSETS:	156-162
       TOKENS:	P5W43-P5W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutAboEap_1]
   UNSPLITVOC:	(mutAboEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mutAboE+ap
        GLOSS:	pursuit/continuation+[fem.sg.]

 INPUT STRING:	المواقع
     IS_TRANS:	AlmwAqE
        INDEX:	P5W36
      OFFSETS:	163-170
       TOKENS:	P5W44-P5W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(AlmawAqiE)
          POS:	DET+NOUN
          VOC:	Al+mawAqiE
        GLOSS:	the+sites/locations/positions

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P5W37
      OFFSETS:	171-173
       TOKENS:	P5W45-P5W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P5W38
      OFFSETS:	174-177
       TOKENS:	P5W46-P5W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	لمجرد
     IS_TRANS:	lmjrd
        INDEX:	P5W39
      OFFSETS:	178-183
       TOKENS:	P5W47-P5W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(limujar~ad)
          POS:	PREP+NOUN
          VOC:	li+mujar~ad
        GLOSS:	for/to+nothing but/mere/for no other reason but/for the sole reason that

 INPUT STRING:	اثبات
     IS_TRANS:	AvbAt
        INDEX:	P5W40
      OFFSETS:	184-189
       TOKENS:	P5W49-P5W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AivobAt_1]
   UNSPLITVOC:	(AivobAt)
          POS:	NOUN
          VOC:	AivobAt
        GLOSS:	confirmation/verification/proof/prof/demonstration

 INPUT STRING:	نقطة
     IS_TRANS:	nqTp
        INDEX:	P5W41
      OFFSETS:	190-194
       TOKENS:	P5W50-P5W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuqoTap_1]
   UNSPLITVOC:	(nuqoTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nuqoT+ap
        GLOSS:	point/location/position/points/locations/positions+[fem.sg.]

 INPUT STRING:	داخلية
     IS_TRANS:	dAxlyp
        INDEX:	P5W42
      OFFSETS:	195-201
       TOKENS:	P5W51-P5W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAxliy_1]
   UNSPLITVOC:	(dAxliyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	dAxliy+ap
        GLOSS:	internal+[fem.sg.]

 INPUT STRING:	نفسية
     IS_TRANS:	nfsyp
        INDEX:	P5W43
      OFFSETS:	202-207
       TOKENS:	P5W52-P5W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafosiy_1]
   UNSPLITVOC:	(nafosiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nafosiy~+ap
        GLOSS:	psychological/spiritual/mental+[fem.sg.]

 INPUT STRING:	بتؤكد
     IS_TRANS:	bt&kd
        INDEX:	P5W44
      OFFSETS:	208-213
       TOKENS:	P5W53-P5W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ak~id_1]
   UNSPLITVOC:	(biti&ak~id)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+&ak~id
        GLOSS:	[present-tense]+it/they/she+ensure/confirm/assure/endorse/guarantee/stress/affirm

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P5W45
      OFFSETS:	214-217
       TOKENS:	P5W55-P5W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تحدي
     IS_TRANS:	tHdy
        INDEX:	P5W46
      OFFSETS:	218-222
       TOKENS:	P5W56-P5W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHad~iy_1]
   UNSPLITVOC:	(taHad~iy)
          POS:	NOUN
          VOC:	taHad~iy
        GLOSS:	challenge/challenges

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P5W47
      OFFSETS:	223-229
       TOKENS:	P5W57-P5W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government/regimes/governments/systems/methodology/system/order

 INPUT STRING:	وكسر
     IS_TRANS:	wksr
        INDEX:	P5W48
      OFFSETS:	230-234
       TOKENS:	P5W58-P5W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kasor_1]
   UNSPLITVOC:	(wikasor)
          POS:	CONJ+NOUN
          VOC:	wi+kasor
        GLOSS:	and+break/breaking/fracture/crack/fractures/cracks

 INPUT STRING:	القوانيين
     IS_TRANS:	AlqwAnyyn
        INDEX:	P5W49
      OFFSETS:	235-244
       TOKENS:	P5W60-P5W60
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlqwAnyyn)
          POS:	TYPO
          VOC:	AlqwAnyyn
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W50
      OFFSETS:	244-245
       TOKENS:	P5W61-P5W61
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W51
      OFFSETS:	245-246
       TOKENS:	P5W62-P5W62
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W52
      OFFSETS:	246-247
       TOKENS:	P5W63-P5W63
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P5W53
      OFFSETS:	248-250
       TOKENS:	P5W64-P5W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P5W54
      OFFSETS:	251-255
       TOKENS:	P5W65-P5W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more/most/majority

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P6W1
      OFFSETS:	0-3
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	جانب
     IS_TRANS:	jAnb
        INDEX:	P6W2
      OFFSETS:	4-8
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAnib_1]
   UNSPLITVOC:	(jAnib)
          POS:	NOUN
          VOC:	jAnib
        GLOSS:	side/aspect/next (to)/beside/sides/aspects

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P6W3
      OFFSETS:	9-11
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	كتيير
     IS_TRANS:	ktyyr
        INDEX:	P6W4
      OFFSETS:	12-17
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kaviyr
        GLOSS:	many/much/numerous

 INPUT STRING:	برضة
     IS_TRANS:	brDp
        INDEX:	P6W5
      OFFSETS:	18-22
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	هيتضرر
     IS_TRANS:	hytDrr
        INDEX:	P6W6
      OFFSETS:	23-29
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hytDrr)
          POS:	TYPO
          VOC:	hytDrr
        GLOSS:	nogloss

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P6W7
      OFFSETS:	30-33
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	يحب
     IS_TRANS:	yHb
        INDEX:	P6W8
      OFFSETS:	34-37
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(yiHib~)
          POS:	IV3MS+IV
          VOC:	yi+Hib~
        GLOSS:	he/it+love/like/want

 INPUT STRING:	يجيب
     IS_TRANS:	yjyb
        INDEX:	P6W9
      OFFSETS:	38-42
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(yijiyb)
          POS:	IV3MS+IV
          VOC:	yi+jiyb
        GLOSS:	he/it+explore/traverse/bring

 INPUT STRING:	كراك
     IS_TRANS:	krAk
        INDEX:	P6W10
      OFFSETS:	43-47
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(krAk)
          POS:	FOREIGN
          VOC:	krAk
        GLOSS:	nogloss

 INPUT STRING:	برنامج
     IS_TRANS:	brnAmj
        INDEX:	P6W11
      OFFSETS:	48-54
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baronAmij_1]
   UNSPLITVOC:	(baronAmij)
          POS:	NOUN
          VOC:	baronAmij
        GLOSS:	program/programs

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P6W12
      OFFSETS:	55-57
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	سيريال
     IS_TRANS:	syryAl
        INDEX:	P6W13
      OFFSETS:	58-64
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(syryAl)
          POS:	FOREIGN
          VOC:	syryAl
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W14
      OFFSETS:	64-65
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W15
      OFFSETS:	65-66
       TOKENS:	P6W15-P6W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W16
      OFFSETS:	66-67
       TOKENS:	P6W16-P6W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الخ
     IS_TRANS:	Alx
        INDEX:	P6W17
      OFFSETS:	68-71
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ailax_1]
   UNSPLITVOC:	(Ailax)
          POS:	ABBREV
          VOC:	Ailax
        GLOSS:	etc.

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P6W18
      OFFSETS:	72-77
       TOKENS:	P6W18-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	غالبية
     IS_TRANS:	gAlbyp
        INDEX:	P6W19
      OFFSETS:	78-84
       TOKENS:	P6W20-P6W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAlibiy~ap_1]
   UNSPLITVOC:	(gAlibiy~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	gAlibiy~+ap
        GLOSS:	majority/greater part of portion+[fem.sg.]

 INPUT STRING:	المواقع
     IS_TRANS:	AlmwAqE
        INDEX:	P6W20
      OFFSETS:	85-92
       TOKENS:	P6W21-P6W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(AlmawAqiE)
          POS:	DET+NOUN
          VOC:	Al+mawAqiE
        GLOSS:	the+sites/locations/positions

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P6W21
      OFFSETS:	93-95
       TOKENS:	P6W22-P6W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	بيكون
     IS_TRANS:	bykwn
        INDEX:	P6W22
      OFFSETS:	96-101
       TOKENS:	P6W23-P6W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(biyikuwn)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+kuwn
        GLOSS:	[present-tense]+he/it+be/was/were

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P6W23
      OFFSETS:	102-106
       TOKENS:	P6W25-P6W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+her/it/them

 INPUT STRING:	اعلانات
     IS_TRANS:	AElAnAt
        INDEX:	P6W24
      OFFSETS:	107-114
       TOKENS:	P6W27-P6W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAn_1]
   UNSPLITVOC:	(<iEolAnAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	<iEolAn+At
        GLOSS:	declaration/statement/announcement/declarations/statements/announcements/advertisements/signs+[fem.pl.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P6W25
      OFFSETS:	115-117
       TOKENS:	P6W28-P6W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	مواقع
     IS_TRANS:	mwAqE
        INDEX:	P6W26
      OFFSETS:	118-123
       TOKENS:	P6W29-P6W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqiE_1]
   UNSPLITVOC:	(mawAqiE)
          POS:	NOUN
          VOC:	mawAqiE
        GLOSS:	positions/locations/sites

 INPUT STRING:	اباحية
     IS_TRANS:	AbAHyp
        INDEX:	P6W27
      OFFSETS:	124-130
       TOKENS:	P6W30-P6W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibAHiy_1]
   UNSPLITVOC:	(<ibAHiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<ibAHiy~+ap
        GLOSS:	licentious+[fem.sg.]

 INPUT STRING:	واكيد
     IS_TRANS:	wAkyd
        INDEX:	P6W28
      OFFSETS:	131-136
       TOKENS:	P6W31-P6W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(wi>akiyd)
          POS:	CONJ+ADJ
          VOC:	wi+>akiyd
        GLOSS:	and+certain/definite/certainly/surely/definitely

 INPUT STRING:	هتتقفل
     IS_TRANS:	httqfl
        INDEX:	P6W29
      OFFSETS:	137-143
       TOKENS:	P6W33-P6W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(Hatitoqifil)
          POS:	FUT_PART+IV3FS+IV_PASS
          VOC:	Ha+ti+toqifil
        GLOSS:	will+it/they/she+return/lock

 INPUT STRING:	برضة
     IS_TRANS:	brDp
        INDEX:	P6W30
      OFFSETS:	144-148
       TOKENS:	P6W35-P6W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W31
      OFFSETS:	148-149
       TOKENS:	P6W36-P6W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W32
      OFFSETS:	149-150
       TOKENS:	P6W37-P6W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P7W1
      OFFSETS:	0-2
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W2
      OFFSETS:	3-5
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وجهة
     IS_TRANS:	wjhp
        INDEX:	P7W3
      OFFSETS:	6-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wijohap_1]
   UNSPLITVOC:	(wijohap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wijoh+ap
        GLOSS:	point of view/angle/points of view/angles+[fem.sg.]

 INPUT STRING:	نظري
     IS_TRANS:	nZry
        INDEX:	P7W4
      OFFSETS:	11-15
       TOKENS:	P7W4-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZariy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	naZar+iy
        GLOSS:	view/look/seeing/eye-sight/glances/looking/in view (of)+my

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P8W2
      OFFSETS:	4-8
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	مؤيد
     IS_TRANS:	m&yd
        INDEX:	P8W3
      OFFSETS:	9-13
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
