 INPUT STRING:	بيحتفل
          POS:	PV+PVSUFF_SUBJ:2MP
          VOC:	kun+tum
        GLOSS:	be/was/were+you [masc.pl.] [verb]

 INPUT STRING:	انتم
     IS_TRANS:	Antm
        INDEX:	P20W3
      OFFSETS:	10-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotum_1]
   UNSPLITVOC:	(Ainotum)
          POS:	PRON_2P
          VOC:	Ainotum
        GLOSS:	you

 INPUT STRING:	بنفسكم
     IS_TRANS:	bnfskm
        INDEX:	P20W4
      OFFSETS:	15-21
       TOKENS:	P20W5-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosukum)
          POS:	PREP+NOUN+POSS_PRON_2P
          VOC:	bi+nafos+kum
        GLOSS:	with/by+same/self/selves+your

 INPUT STRING:	قلتوا
     IS_TRANS:	qltwA
        INDEX:	P20W5
      OFFSETS:	22-27
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qultuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	qul+tuwA
        GLOSS:	said/say/be said/say/(for example)+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W6
      OFFSETS:	27-28
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W7
      OFFSETS:	28-29
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P20W8
      OFFSETS:	30-35
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	والشعب
     IS_TRANS:	wAl$Eb
        INDEX:	P20W9
      OFFSETS:	36-42
       TOKENS:	P20W12-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(wiAl$aEob)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$aEob
        GLOSS:	and+the+people/nation/peoples/nations

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P20W10
      OFFSETS:	43-46
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P20W11
      OFFSETS:	47-52
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one/single+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W12
      OFFSETS:	52-53
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W13
      OFFSETS:	53-54
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وبقت
     IS_TRANS:	wbqt
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(wibaqit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+baq+it
        GLOSS:	and+remain/become+it/they/she

 INPUT STRING:	الاطفال
     IS_TRANS:	AlATfAl
        INDEX:	P21W2
      OFFSETS:	5-12
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(AlATofAl)
          POS:	DET+NOUN
          VOC:	Al+ATofAl
        GLOSS:	the+child/boy/child/girl/children/infants

 INPUT STRING:	تطلع
     IS_TRANS:	tTlE
        INDEX:	P21W3
      OFFSETS:	13-17
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(tiTolaE)
          POS:	IV2MS+IV
          VOC:	ti+TolaE
        GLOSS:	you+go out

 INPUT STRING:	تلعب
     IS_TRANS:	tlEb
        INDEX:	P21W4
      OFFSETS:	18-22
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(tiloEab)
          POS:	IV3FS+IV
          VOC:	ti+loEab
        GLOSS:	it/they/she+play

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P21W5
      OFFSETS:	23-26
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الدبابة
     IS_TRANS:	AldbAbp
        INDEX:	P21W6
      OFFSETS:	27-34
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dab~Abap_1]
   UNSPLITVOC:	(Ald~ab~Abap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dab~Ab+ap
        GLOSS:	the+tank/tanks+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P21W7
      OFFSETS:	35-37
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الجنود
     IS_TRANS:	Aljnwd
        INDEX:	P21W8
      OFFSETS:	38-44
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[junodiy_1]
   UNSPLITVOC:	(Aljunuwd)
          POS:	DET+NOUN
          VOC:	Al+junuwd
        GLOSS:	the+soldiers

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W9
      OFFSETS:	44-45
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W10
      OFFSETS:	45-46
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	والجنود
     IS_TRANS:	wAljnwd
        INDEX:	P22W1
      OFFSETS:	0-7
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[junodiy_1]
   UNSPLITVOC:	(wiAljunuwd)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+junuwd
        GLOSS:	and+the+soldiers

 INPUT STRING:	ينزلوا
     IS_TRANS:	ynzlwA
        INDEX:	P22W2
      OFFSETS:	8-14
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(yinoziluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+nozil+uwA
        GLOSS:	they+descend/stay+we

 INPUT STRING:	يصلوا
     IS_TRANS:	ySlwA
        INDEX:	P22W3
      OFFSETS:	15-20
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aY_1]
   UNSPLITVOC:	(yiSal~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Sal~+uwA
        GLOSS:	they+pray+we

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P22W4
      OFFSETS:	21-23
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P22W5
      OFFSETS:	24-29
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	صف
     IS_TRANS:	Sf
        INDEX:	P22W6
      OFFSETS:	30-32
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saf~_1]
   UNSPLITVOC:	(Saf~)
          POS:	NOUN
          VOC:	Saf~
        GLOSS:	line/row/class

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P22W7
      OFFSETS:	33-37
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	ADJ
          VOC:	wAHid
        GLOSS:	one/ individual/ single

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W8
      OFFSETS:	37-38
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W9
      OFFSETS:	38-39
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W10
      OFFSETS:	39-40
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P23W1
      OFFSETS:	0-2
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P23W2
      OFFSETS:	3-5
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	خلاااااااااااص
     IS_TRANS:	xlAAAAAAAAAAAS
        INDEX:	P23W3
      OFFSETS:	6-20
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance

 INPUT STRING:	اتنسي
     IS_TRANS:	Atnsy
        INDEX:	P23W4
      OFFSETS:	21-26
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nasaY_1]
   UNSPLITVOC:	(AitonasaY)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitonasaY+(null)
        GLOSS:	be forgotten+he/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W5
      OFFSETS:	26-27
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W6
      OFFSETS:	27-28
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W7
      OFFSETS:	28-29
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	والادهى
     IS_TRANS:	wAlAdhY
        INDEX:	P24W2
      OFFSETS:	3-10
       TOKENS:	P24W2-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adohaY_1]
   UNSPLITVOC:	(wiAl>adohaY)
          POS:	CONJ+DET+ADJ_COMP
          VOC:	wi+Al+>adohaY
        GLOSS:	and+the+shrewder/shrewdest

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P24W3
      OFFSETS:	11-13
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	معظمكم
     IS_TRANS:	mEZmkm
        INDEX:	P24W4
      OFFSETS:	14-20
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEoZam_1]
   UNSPLITVOC:	(muEoZamkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	muEoZam+kum
        GLOSS:	most, majority+your

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P24W5
      OFFSETS:	21-26
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/say/(for example)

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P24W6
      OFFSETS:	27-29
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P24W7
      OFFSETS:	30-36
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	اجبر
     IS_TRANS:	Ajbr
        INDEX:	P24W8
      OFFSETS:	37-41
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajobar_1]
   UNSPLITVOC:	(>ajobar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>ajobar+(null)
        GLOSS:	force/compel/be forced/be compelled+he/it

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P24W9
      OFFSETS:	42-50
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barAdiEiy_1]
   UNSPLITVOC:	(AlbarAdiEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdiEiy
        GLOSS:	the+Baradei

 INPUT STRING:	انهاردة
     IS_TRANS:	AnhArdp
        INDEX:	P24W10
      OFFSETS:	51-58
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AinahArdA_1]
   UNSPLITVOC:	(AinahArdA)
          POS:	ADV
          VOC:	AinahArdA
        GLOSS:	today

 INPUT STRING:	ينسحب
     IS_TRANS:	ynsHb
        INDEX:	P24W11
      OFFSETS:	59-64
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinosaHab_1]
   UNSPLITVOC:	(yinosiHib)
          POS:	IV3MS+IV
          VOC:	yi+nosiHib
        GLOSS:	he/it+withdraw

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W12
      OFFSETS:	64-65
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W13
      OFFSETS:	65-66
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W14
      OFFSETS:	66-67
       TOKENS:	P24W17-P24W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حقيقى
     IS_TRANS:	HqyqY
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	ADJ
          VOC:	Haqiyqiy
        GLOSS:	real/true

 INPUT STRING:	مقولة
     IS_TRANS:	mqwlp
        INDEX:	P25W2
      OFFSETS:	6-11
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqawlap_1]
   UNSPLITVOC:	(muqawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muqawl+ap
        GLOSS:	statement/pronouncement/proposition+[fem.sg.]

 INPUT STRING:	تموت
     IS_TRANS:	tmwt
        INDEX:	P25W3
      OFFSETS:	12-16
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(timuwt)
          POS:	IV3FS+IV
          VOC:	ti+muwt
        GLOSS:	it/they/she+make die/pass away

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P25W4
      OFFSETS:	17-19
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الضحك
     IS_TRANS:	AlDHk
        INDEX:	P25W5
      OFFSETS:	20-25
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHok_1]
   UNSPLITVOC:	(AlD~iHok)
          POS:	DET+NOUN
          VOC:	Al+DiHok
        GLOSS:	the+laughter

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W6
      OFFSETS:	25-26
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W7
      OFFSETS:	26-27
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W8
      OFFSETS:	27-28
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+he/it

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P26W2
      OFFSETS:	4-12
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barAdiEiy_1]
   UNSPLITVOC:	(AlbarAdiEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdiEiy
        GLOSS:	the+Baradei

 INPUT STRING:	شخصية
     IS_TRANS:	$xSyp
        INDEX:	P26W3
      OFFSETS:	13-18
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	identity/person/personality/individual/identities/personalities/persons/individuals+[fem.sg.]

 INPUT STRING:	ضعيفة
     IS_TRANS:	DEyfp
        INDEX:	P26W4
      OFFSETS:	19-24
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaEiyf_1]
   UNSPLITVOC:	(DaEiyfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	DaEiyf+ap
        GLOSS:	weak/deficient+[fem.sg.]

 INPUT STRING:	ومستسلمة
     IS_TRANS:	wmstslmp
        INDEX:	P26W5
      OFFSETS:	25-33
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotasolim_1]
   UNSPLITVOC:	(wimusotasolimap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+musotasolim+ap
        GLOSS:	and+surrendering/capitulating+[fem.sg.]

 INPUT STRING:	للدرجة
     IS_TRANS:	lldrjp
        INDEX:	P26W6
      OFFSETS:	34-40
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lild~arajap)
