 INPUT STRING:	اخواتي
       TOKENS:	P25W20-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(bisiniyn)
          POS:	PREP+NOUN+NSUFF_MASC_PL
          VOC:	bi+sin+iyn
        GLOSS:	with/by+year/years+[pl.]

 INPUT STRING:	وبفضل
     IS_TRANS:	wbfDl
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faDol_1]
   UNSPLITVOC:	(wibifaDol)
          POS:	CONJ+PREP+NOUN
          VOC:	wi+bi+faDol
        GLOSS:	and+with/by+superiority/surplus

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P26W2
      OFFSETS:	6-10
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P26W3
      OFFSETS:	11-14
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P26W4
      OFFSETS:	15-19
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	حموه
     IS_TRANS:	Hmwh
        INDEX:	P26W5
      OFFSETS:	20-24
       TOKENS:	P26W7-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamay_1]
   UNSPLITVOC:	(Hamuwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	Ham+uwA+uh
        GLOSS:	defend/protect/forbid+they [verb]+it/him

 INPUT STRING:	وحموا
     IS_TRANS:	wHmwA
        INDEX:	P26W6
      OFFSETS:	25-30
       TOKENS:	P26W9-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HamaY_1]
   UNSPLITVOC:	(wiHamuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+Ham+uwA
        GLOSS:	and+defend/protect/forbid+they [verb]

 INPUT STRING:	اهله
     IS_TRANS:	Ahlh
        INDEX:	P26W7
      OFFSETS:	31-35
       TOKENS:	P26W11-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>aholuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>ahol+uh
        GLOSS:	family/people/people/families/folk/families/indigenous people+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W8
      OFFSETS:	36-38
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قبله
     IS_TRANS:	qblh
        INDEX:	P26W9
      OFFSETS:	39-43
       TOKENS:	P26W14-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qaboluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qabol+uh
        GLOSS:	before/previously/formerly+his/its

 INPUT STRING:	حسبنا
     IS_TRANS:	HsbnA
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasb_1]
   UNSPLITVOC:	(HasbunA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Hasbu+nA
        GLOSS:	suficient+our

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P27W2
      OFFSETS:	6-10
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P27W3
      OFFSETS:	11-15
       TOKENS:	P27W4-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(waniEma)
          POS:	CONJ+VERB
          VOC:	wa+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P27W4
      OFFSETS:	16-22
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+representative/agent

 INPUT STRING:	تسلم
     IS_TRANS:	tslm
        INDEX:	P28W1
      OFFSETS:	0-4
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(tisal~im)
          POS:	IV3FS+IV
          VOC:	ti+sal~im
        GLOSS:	it/they/she+be safe/be faultless

 INPUT STRING:	ايدك
     IS_TRANS:	Aydk
        INDEX:	P28W2
      OFFSETS:	5-9
       TOKENS:	P28W2-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(Aiydik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Aiyd+ik
        GLOSS:	hand+your

 INPUT STRING:	ياقمر
     IS_TRANS:	yAqmr
        INDEX:	P28W3
      OFFSETS:	10-15
       TOKENS:	P28W4-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qamar_1]
   UNSPLITVOC:	(yAqamar)
          POS:	VOC_PART+NOUN
          VOC:	yaA+qamar
        GLOSS:	oh+moon

 INPUT STRING:	واحلي
     IS_TRANS:	wAHly
        INDEX:	P28W4
      OFFSETS:	16-21
       TOKENS:	P28W6-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(wi>aHolaY)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>aHolaY
        GLOSS:	and+sweeter/sweetest

 INPUT STRING:	تقييم
     IS_TRANS:	tqyym
        INDEX:	P28W5
      OFFSETS:	22-27
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoyiym_1]
   UNSPLITVOC:	(taqoyiym)
          POS:	NOUN
          VOC:	taqoyiym
        GLOSS:	evaluation/assessment/rating

 INPUT STRING:	لاحلي
     IS_TRANS:	lAHly
        INDEX:	P28W6
      OFFSETS:	28-33
       TOKENS:	P28W9-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(li>aHolaY)
          POS:	PREP+ADJ_COMP
          VOC:	li+>aHolaY
        GLOSS:	for/to+sweeter/sweetest

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P28W7
      OFFSETS:	34-38
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P28W8
      OFFSETS:	39-41
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P28W9
      OFFSETS:	42-45
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	يفهم
     IS_TRANS:	yfhm
        INDEX:	P28W10
      OFFSETS:	46-50
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(yifoham)
          POS:	IV3MS+IV
          VOC:	yi+foham
        GLOSS:	he/it+understand

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W11
      OFFSETS:	50-51
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W12
      OFFSETS:	51-52
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مشكورة
     IS_TRANS:	m$kwrp
        INDEX:	P29W1
      OFFSETS:	0-6
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$okuwr_1]
   UNSPLITVOC:	(ma$okuwrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ma$okuwr+ap
        GLOSS:	praiseworthy/deserving thanks+[fem.sg.]

 INPUT STRING:	وجزااكي
     IS_TRANS:	wjzAAky
        INDEX:	P29W2
      OFFSETS:	7-14
       TOKENS:	P29W2-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jazaY_1]
   UNSPLITVOC:	(wijazAkiy)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2FS
          VOC:	wi+jazA+(null)+kiy
        GLOSS:	and+reward/repay/requite+he/it+you

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P29W3
      OFFSETS:	15-19
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	خيرا
     IS_TRANS:	xyrA
        INDEX:	P29W4
      OFFSETS:	20-24
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xayor_1]
   UNSPLITVOC:	(xayorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xayor+AF
        GLOSS:	good+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W5
      OFFSETS:	24-25
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W6
      OFFSETS:	25-26
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ياقمر
     IS_TRANS:	yAqmr
        INDEX:	P30W1
      OFFSETS:	0-5
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qamar_1]
   UNSPLITVOC:	(yAqamar)
          POS:	VOC_PART+NOUN
          VOC:	yaA+qamar
        GLOSS:	oh+moon

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P30W2
      OFFSETS:	6-10
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	مختلفناش
     IS_TRANS:	mxtlfnA$
        INDEX:	P30W3
      OFFSETS:	11-19
       TOKENS:	P30W4-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aixotalaf_1]
   UNSPLITVOC:	(mA_xotalafnA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1P+NEG_PART
          VOC:	mA+xotalaf+nA+$
        GLOSS:	not+differ/be different/disagree+we+not

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P31W1
      OFFSETS:	0-2
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P31W2
      OFFSETS:	3-7
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P31W3
      OFFSETS:	8-11
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xayor_2]
   UNSPLITVOC:	(xayor)
          POS:	ADJ_COMP
          VOC:	xayor
        GLOSS:	better/best

 INPUT STRING:	اجناد
     IS_TRANS:	AjnAd
        INDEX:	P31W4
      OFFSETS:	12-17
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[junodiy_1]
   UNSPLITVOC:	(>ajonAd)
          POS:	NOUN
          VOC:	>ajonAd
        GLOSS:	soldiers

 INPUT STRING:	الارض
     IS_TRANS:	AlArD
        INDEX:	P31W5
      OFFSETS:	18-23
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(Al>aroD)
          POS:	DET+NOUN
          VOC:	Al+>aroD
        GLOSS:	the+earth/territory/land/territories/land/earth/lands/territories

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P31W6
      OFFSETS:	24-26
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P31W7
      OFFSETS:	27-31
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biduwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	NOUN
          VOC:	biduwn
        GLOSS:	without

 INPUT STRING:	قتل
     IS_TRANS:	qtl
        INDEX:	P31W8
      OFFSETS:	32-35
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatol_1]
   UNSPLITVOC:	(qatol)
          POS:	NOUN
          VOC:	qatol
        GLOSS:	murder/killing

 INPUT STRING:	ولادهم
     IS_TRANS:	wlAdhm
        INDEX:	P31W9
      OFFSETS:	36-42
       TOKENS:	P31W9-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAdhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	wilAd+hum
        GLOSS:	child/son+their

 INPUT STRING:	واخواتهم
     IS_TRANS:	wAxwAthm
        INDEX:	P31W10
      OFFSETS:	43-51
       TOKENS:	P31W11-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(wi<ixowAthum)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3P
          VOC:	wi+<ixow+At+hum
        GLOSS:	and+sisters+[fem.pl.]+their

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	عجبتنى
     IS_TRANS:	EjbtnY
        INDEX:	P32W2
      OFFSETS:	3-9
       TOKENS:	P32W2-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(Eajabitniy)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1S
          VOC:	Eajab+it+niy
        GLOSS:	like+it/they/she+me

 INPUT STRING:	جملة
     IS_TRANS:	jmlp
        INDEX:	P32W3
      OFFSETS:	10-14
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumolap_1]
   UNSPLITVOC:	(jumolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jumol+ap
        GLOSS:	sentence/clause/sentences/clauses+[fem.sg.]

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P32W4
      OFFSETS:	15-18
       TOKENS:	P32W5-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(wi>ano)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+>ano
        GLOSS:	and+That, to

 INPUT STRING:	لاتقوم
     IS_TRANS:	lAtqwm
        INDEX:	P32W5
      OFFSETS:	19-25
       TOKENS:	P32W7-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(lAtiquwm)
          POS:	NEG_PART+IV3FS+IV
          VOC:	lA+ti+quwm
        GLOSS:	not/no+it/they/she+undertake/carry out

 INPUT STRING:	باطلاق
     IS_TRANS:	bATlAq
        INDEX:	P32W6
      OFFSETS:	26-32
       TOKENS:	P32W9-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iTolAq_1]
   UNSPLITVOC:	(bi<iTolAq)
          POS:	PREP+NOUN
          VOC:	bi+<iTolAq
        GLOSS:	with/by+firing

 INPUT STRING:	رصاصه
     IS_TRANS:	rSASh
        INDEX:	P32W7
      OFFSETS:	33-38
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruSASap_1]
   UNSPLITVOC:	(ruSASap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ruSAS+ap
        GLOSS:	bullets+[fem.sg.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P32W8
      OFFSETS:	39-44
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P32W9
      OFFSETS:	45-48
       TOKENS:	P32W13-P32W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P32W10
      OFFSETS:	49-54
       TOKENS:	P32W14-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P32W11
      OFFSETS:	55-61
       TOKENS:	P32W15-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P33W1
      OFFSETS:	0-4
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/remain

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P33W2
      OFFSETS:	5-8
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who/whom

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P33W3
      OFFSETS:	9-12
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P33W4
      OFFSETS:	13-17
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	قتل
     IS_TRANS:	qtl
        INDEX:	P33W5
      OFFSETS:	18-21
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(qatal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qatal+(null)
        GLOSS:	massacre/be massacred+he/it

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P33W6
      OFFSETS:	22-27
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P33W7
      OFFSETS:	27-28
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P33W8
      OFFSETS:	28-29
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P33W9
      OFFSETS:	29-30
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

