 INPUT STRING:	لا
 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P19W6
      OFFSETS:	25-29
       TOKENS:	P19W7-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+gloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W7
      OFFSETS:	30-32
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الافلام
     IS_TRANS:	AlAflAm
        INDEX:	P19W8
      OFFSETS:	33-40
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(AlAfolAm)
          POS:	DET+NOUN
          VOC:	Al+AfolAm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	الافلام
     IS_TRANS:	AlAflAm
        INDEX:	P19W9
      OFFSETS:	41-48
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(AlAfolAm)
          POS:	DET+NOUN
          VOC:	Al+AfolAm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	الكوميدى
     IS_TRANS:	AlkwmydY
        INDEX:	P19W10
      OFFSETS:	49-57
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuwmiydiy_1]
   UNSPLITVOC:	(Alkuwmiydiy)
          POS:	DET+ADJ
          VOC:	Al+kuwmiydiy
        GLOSS:	the+comic

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P19W11
      OFFSETS:	58-60
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	بالرغم
     IS_TRANS:	bAlrgm
        INDEX:	P19W12
      OFFSETS:	61-67
       TOKENS:	P19W14-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(biAlr~agom)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ragom
        GLOSS:	with/by+the+in spite of/despite

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P19W13
      OFFSETS:	68-72
       TOKENS:	P19W16-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P19W14
      OFFSETS:	73-77
       TOKENS:	P19W18-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P19W15
      OFFSETS:	78-81
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	became+he/it

 INPUT STRING:	يتقال
     IS_TRANS:	ytqAl
        INDEX:	P19W16
      OFFSETS:	82-87
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<itqAl_1]
   UNSPLITVOC:	(yitqAl)
          POS:	IV3MS+IV_PASS
          VOC:	yi+tqAl
        GLOSS:	he/it+said

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P19W17
      OFFSETS:	88-92
       TOKENS:	P19W21-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/her

 INPUT STRING:	الفاظ
     IS_TRANS:	AlfAZ
        INDEX:	P19W18
      OFFSETS:	93-98
       TOKENS:	P19W23-P19W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lafoZ_1]
   UNSPLITVOC:	(AlofAZ)
          POS:	NOUN
          VOC:	AlofAZ
        GLOSS:	word/term/expression/verbatim/literally/words/terms/expressions

 INPUT STRING:	تقرف
     IS_TRANS:	tqrf
        INDEX:	P19W19
      OFFSETS:	99-103
       TOKENS:	P19W24-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaraf_1]
   UNSPLITVOC:	(tiqorif)
          POS:	IV3FS+IV
          VOC:	ti+qorif
        GLOSS:	it/they/she+loathe

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W20
      OFFSETS:	103-104
       TOKENS:	P19W25-P19W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W21
      OFFSETS:	104-105
       TOKENS:	P19W26-P19W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W22
      OFFSETS:	105-106
       TOKENS:	P19W27-P19W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P20W1
      OFFSETS:	0-6
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+next

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P20W2
      OFFSETS:	7-9
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	فاكر
     IS_TRANS:	fAkr
        INDEX:	P20W3
      OFFSETS:	10-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkir)
          POS:	ADJ.VN
          VOC:	fAkir
        GLOSS:	thinking

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P20W4
      OFFSETS:	15-17
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P20W5
      OFFSETS:	18-23
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	اللىى
     IS_TRANS:	AllYY
        INDEX:	P20W6
      OFFSETS:	24-29
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	which

 INPUT STRING:	بتدخل
     IS_TRANS:	btdxl
        INDEX:	P20W7
      OFFSETS:	30-35
       TOKENS:	P20W8-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(bitidoxul)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+doxul
        GLOSS:	[present-tense]+it/they/she+enter/be entered

 INPUT STRING:	تتفرج
     IS_TRANS:	ttfrj
        INDEX:	P20W8
      OFFSETS:	36-41
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(titofar~aj)
          POS:	IV3FS+IV
          VOC:	ti+tofar~aj
        GLOSS:	it/they/she+watch/see

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P20W9
      OFFSETS:	42-43
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	افلامه
     IS_TRANS:	AflAmh
        INDEX:	P20W10
      OFFSETS:	44-50
       TOKENS:	P20W12-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(>aflAmuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>aflAm+uh
        GLOSS:	film/movie+his/its

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P20W11
      OFFSETS:	51-53
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P20W12
      OFFSETS:	54-58
       TOKENS:	P20W15-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all+its/their/her

 INPUT STRING:	داخله
     IS_TRANS:	dAxlh
        INDEX:	P20W13
      OFFSETS:	59-64
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxil_1]
   UNSPLITVOC:	(dAxolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	dAxol+ap
        GLOSS:	entering+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P20W14
      OFFSETS:	65-69
       TOKENS:	P20W18-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	سواد
     IS_TRANS:	swAd
        INDEX:	P20W15
      OFFSETS:	70-74
       TOKENS:	P20W20-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawAd_1]
   UNSPLITVOC:	(sawAd)
          POS:	NOUN
          VOC:	sawAd
        GLOSS:	blackness

 INPUT STRING:	عيونه
     IS_TRANS:	Eywnh
        INDEX:	P20W16
      OFFSETS:	75-80
       TOKENS:	P20W21-P20W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(Eayuwnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eayuwn+uh
        GLOSS:	eyes+his/its

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P20W17
      OFFSETS:	81-84
       TOKENS:	P20W23-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P20W18
      OFFSETS:	85-89
       TOKENS:	P20W24-P20W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	تشوف
     IS_TRANS:	t$wf
        INDEX:	P20W19
      OFFSETS:	90-94
       TOKENS:	P20W26-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ti$uwf)
          POS:	IV3FS+IV
          VOC:	ti+$uwf
        GLOSS:	it/they/she+look/see/watch

 INPUT STRING:	قضية
     IS_TRANS:	qDyp
        INDEX:	P20W20
      OFFSETS:	95-99
       TOKENS:	P20W27-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaDiy~+ap
        GLOSS:	problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	الفيلم
     IS_TRANS:	Alfylm
        INDEX:	P20W21
      OFFSETS:	100-106
       TOKENS:	P20W28-P20W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(Alfiylm)
          POS:	DET+NOUN
          VOC:	Al+fiylm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W22
      OFFSETS:	106-107
       TOKENS:	P20W29-P20W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W23
      OFFSETS:	107-108
       TOKENS:	P20W30-P20W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W24
      OFFSETS:	108-109
       TOKENS:	P20W31-P20W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W25
      OFFSETS:	109-110
       TOKENS:	P20W32-P20W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W26
      OFFSETS:	110-111
       TOKENS:	P20W33-P20W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P20W27
      OFFSETS:	111-113
       TOKENS:	P20W34-P20W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	معظظمهم
     IS_TRANS:	mEZZmhm
        INDEX:	P20W28
      OFFSETS:	114-121
       TOKENS:	P20W35-P20W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEZam_1]
   UNSPLITVOC:	(muEZamhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	muEZam+hum
        GLOSS:	most+their

 INPUT STRING:	داخلين
     IS_TRANS:	dAxlyn
        INDEX:	P20W29
      OFFSETS:	122-128
       TOKENS:	P20W37-P20W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxil_1]
   UNSPLITVOC:	(dAxoliyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	dAxol+iyn
        GLOSS:	entering+[masc.pl.]

 INPUT STRING:	يشوفوا
     IS_TRANS:	y$wfwA
        INDEX:	P20W30
      OFFSETS:	129-135
       TOKENS:	P20W38-P20W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(yi$uwfuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+$uwf+uwA
        GLOSS:	they+look/see/watch+we

 INPUT STRING:	المشاهد
     IS_TRANS:	Alm$Ahd
        INDEX:	P20W31
      OFFSETS:	136-143
       TOKENS:	P20W39-P20W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$ohad_1]
   UNSPLITVOC:	(Alma$Ahid)
          POS:	DET+NOUN
          VOC:	Al+ma$Ahid
        GLOSS:	the+scenes/views/panoramas/spectacles/sights

 INPUT STRING:	المقرفه
     IS_TRANS:	Almqrfh
        INDEX:	P20W32
      OFFSETS:	144-151
       TOKENS:	P20W40-P20W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqorif_1]
   UNSPLITVOC:	(Almuqorifap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muqorif+ap
        GLOSS:	the+disgusting/loathsome+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P20W33
      OFFSETS:	152-156
       TOKENS:	P20W41-P20W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P20W34
      OFFSETS:	157-160
       TOKENS:	P20W43-P20W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P20W35
      OFFSETS:	161-165
       TOKENS:	P20W44-P20W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also

 INPUT STRING:	مقرفين
     IS_TRANS:	mqrfyn
        INDEX:	P20W36
      OFFSETS:	166-172
       TOKENS:	P20W45-P20W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqorif_1]
   UNSPLITVOC:	(muqorifiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	muqorif+iyn
        GLOSS:	disgusting/loathsome+[masc.pl.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P21W2
      OFFSETS:	3-5
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(Hur~)
          POS:	ADJ
          VOC:	Hur~
        GLOSS:	free/independent

 INPUT STRING:	يقدم
     IS_TRANS:	yqdm
        INDEX:	P21W3
      OFFSETS:	6-10
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(yiqad~im)
          POS:	IV3MS+IV
          VOC:	yi+qad~im
        GLOSS:	he/it+introduce/present

 INPUT STRING:	مشاهد
     IS_TRANS:	m$Ahd
        INDEX:	P21W4
      OFFSETS:	11-16
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$ohad_1]
   UNSPLITVOC:	(ma$Ahid)
          POS:	NOUN
          VOC:	ma$Ahid
        GLOSS:	scenes/views/panoramas/spectacles/sights

 INPUT STRING:	ساخنة
     IS_TRANS:	sAxnp
        INDEX:	P21W5
      OFFSETS:	17-22
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAxnap_1]
   UNSPLITVOC:	(sAxnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	sAxn+ap
        GLOSS:	hot+[fem.sg.]

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P21W6
      OFFSETS:	23-28
       TOKENS:	P21W6-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHonA_1]
   UNSPLITVOC:	(wa<iHonA)
          POS:	CONJ+PRON_1P
          VOC:	wa+<iHonA
        GLOSS:	and+we

 INPUT STRING:	احرار
     IS_TRANS:	AHrAr
        INDEX:	P21W7
      OFFSETS:	29-34
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(>aHorAr)
          POS:	ADJ
          VOC:	>aHorAr
        GLOSS:	free/independent

 INPUT STRING:	مانتفرجش
     IS_TRANS:	mAntfrj$
        INDEX:	P21W8
      OFFSETS:	35-43
       TOKENS:	P21W9-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<itofar~aj_1]
   UNSPLITVOC:	(mA_nitofar~aj$)
          POS:	NEG_PART+IV1P+IV+NEG_PART
          VOC:	mA+ni+tofar~aj+$
        GLOSS:	not+we+see/watch+not

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P21W9
      OFFSETS:	44-49
       TOKENS:	P21W12-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/her

 INPUT STRING:	الفن
     IS_TRANS:	Alfn
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~_1]
   UNSPLITVOC:	(Alfan~)
          POS:	DET+NOUN
          VOC:	Al+fan~
        GLOSS:	the+art/specialty/variety/arts/specialties/varieties

 INPUT STRING:	سلعة
     IS_TRANS:	slEp
        INDEX:	P22W2
      OFFSETS:	5-9
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siloEap_1]
   UNSPLITVOC:	(siloEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	siloE+ap
        GLOSS:	commodity/commercial article/commodities/commercial goods+[fem.sg.]

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P22W3
      OFFSETS:	10-14
       TOKENS:	P22W3-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	خالد
