 INPUT STRING:	اكاذيب
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ايديكم
     IS_TRANS:	Aydykm
        INDEX:	P8W5
      OFFSETS:	22-28
       TOKENS:	P8W7-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(Aiydaykum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	Aiyday+kum
        GLOSS:	hands+your

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P8W6
      OFFSETS:	29-31
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مر
     IS_TRANS:	mr
        INDEX:	P8W7
      OFFSETS:	32-34
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mur~_1]
   UNSPLITVOC:	(mur~)
          POS:	NOUN
          VOC:	mur~
        GLOSS:	bitter

 INPUT STRING:	الصبر
     IS_TRANS:	AlSbr
        INDEX:	P8W8
      OFFSETS:	35-40
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabor_1]
   UNSPLITVOC:	(AlS~abor)
          POS:	DET+NOUN
          VOC:	Al+Sabor
        GLOSS:	the+patience/endurance

 INPUT STRING:	والالامه
     IS_TRANS:	wAlAlAmh
        INDEX:	P8W9
      OFFSETS:	41-49
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wAlAlAmh)
          POS:	TYPO
          VOC:	wAlAlAmh
        GLOSS:	nogloss

 INPUT STRING:	حكامنا
     IS_TRANS:	HkAmnA
        INDEX:	P9W1
      OFFSETS:	1-7
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAkim_1]
   UNSPLITVOC:	(HkAminA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	HkAm+nA
        GLOSS:	judges+our

 INPUT STRING:	العرب
     IS_TRANS:	AlErb
        INDEX:	P9W2
      OFFSETS:	8-13
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(AlEarab)
          POS:	DET+NOUN
          VOC:	Al+Earab
        GLOSS:	the+Arabs

 INPUT STRING:	الذين
     IS_TRANS:	Al*yn
        INDEX:	P9W3
      OFFSETS:	14-19
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al~a*iyna_1]
   UNSPLITVOC:	(Al~a*iyna)
          POS:	REL_PRON
          VOC:	Al~a*iyna
        GLOSS:	who

 INPUT STRING:	ادمنوا
     IS_TRANS:	AdmnwA
        INDEX:	P9W4
      OFFSETS:	20-26
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adoman_1]
   UNSPLITVOC:	(>adomanuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	>adoman+uwA
        GLOSS:	be addicted or devoted to+they [verb]

 INPUT STRING:	الاكاذيب
     IS_TRANS:	AlAkA*yb
        INDEX:	P9W5
      OFFSETS:	27-35
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uko*uwbap_1]
   UNSPLITVOC:	(Al>akA*iyb)
          POS:	DET+NOUN
          VOC:	Al+>akA*iyb
        GLOSS:	the+lies

 INPUT STRING:	فمنذ
     IS_TRANS:	fmn*
        INDEX:	P9W6
      OFFSETS:	36-40
       TOKENS:	P9W7-P9W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mun*u_1]
   UNSPLITVOC:	(famun*u)
          POS:	CONJ+NOUN
          VOC:	fa+mun*u
        GLOSS:	so/and+the time since

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P9W7
      OFFSETS:	41-43
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تقرر
     IS_TRANS:	tqrr
        INDEX:	P9W8
      OFFSETS:	44-48
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taqar~ar_1]
   UNSPLITVOC:	(taqar~ara)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	taqar~ar+a
        GLOSS:	be decided/be resolved+he/it [verb]

 INPUT STRING:	انعقاد
     IS_TRANS:	AnEqAd
        INDEX:	P9W9
      OFFSETS:	49-55
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinoEiqAd_1]
   UNSPLITVOC:	(AinoEiqAd)
          POS:	NOUN
          VOC:	AinoEiqAd
        GLOSS:	doing

 INPUT STRING:	القمة
     IS_TRANS:	Alqmp
        INDEX:	P9W10
      OFFSETS:	56-61
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qim~ap_1]
   UNSPLITVOC:	(Alqim~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qim~+ap
        GLOSS:	the+summit/summits+[fem.sg.]

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P9W11
      OFFSETS:	62-69
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arabic language+[fem.sg.]

 INPUT STRING:	بشكل
     IS_TRANS:	b$kl
        INDEX:	P9W12
      OFFSETS:	70-74
       TOKENS:	P9W14-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(bi$akol)
          POS:	PREP+NOUN
          VOC:	bi+$akol
        GLOSS:	with/by+manner/form/configuration/manners / types/forms/configurations

 INPUT STRING:	سنوى
     IS_TRANS:	snwY
        INDEX:	P9W13
      OFFSETS:	75-79
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanawiy_1]
   UNSPLITVOC:	(sanawiy)
          POS:	ADJ
          VOC:	sanawiy
        GLOSS:	each year

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W14
      OFFSETS:	80-82
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	2000
     IS_TRANS:	2000
        INDEX:	P9W15
      OFFSETS:	83-87
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2000)
          POS:	NOUN_NUM
          VOC:	2000
        GLOSS:	2000

 INPUT STRING:	وصار
     IS_TRANS:	wSAr
        INDEX:	P9W16
      OFFSETS:	88-92
       TOKENS:	P9W19-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAr_1]
   UNSPLITVOC:	(wiSAr)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+SAr+(null)
        GLOSS:	and+become+he/it

 INPUT STRING:	القرار
     IS_TRANS:	AlqrAr
        INDEX:	P9W17
      OFFSETS:	93-99
       TOKENS:	P9W21-P9W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(AlqarAr)
          POS:	DET+NOUN
          VOC:	Al+qarAr
        GLOSS:	the+decision/resolution

 INPUT STRING:	محل
     IS_TRANS:	mHl
        INDEX:	P9W18
      OFFSETS:	100-103
       TOKENS:	P9W22-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHal~_1]
   UNSPLITVOC:	(maHal~)
          POS:	NOUN
          VOC:	maHal~
        GLOSS:	place/location

 INPUT STRING:	التنفيذ
     IS_TRANS:	Altnfy*
        INDEX:	P9W19
      OFFSETS:	104-111
       TOKENS:	P9W23-P9W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanofiy*_1]
   UNSPLITVOC:	(Alt~anofiy*)
          POS:	DET+NOUN
          VOC:	Al+tanofiy*
        GLOSS:	the+implementation/execution/carrying out

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W20
      OFFSETS:	112-114
       TOKENS:	P9W24-P9W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	2001
     IS_TRANS:	2001
        INDEX:	P9W21
      OFFSETS:	115-119
       TOKENS:	P9W25-P9W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2001)
          POS:	NOUN_NUM
          VOC:	2001
        GLOSS:	2001

 INPUT STRING:	بانعقاد
     IS_TRANS:	bAnEqAd
        INDEX:	P9W22
      OFFSETS:	120-127
       TOKENS:	P9W26-P9W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinoEiqAd_1]
   UNSPLITVOC:	(biAinoEiqAd)
          POS:	PREP+NOUN
          VOC:	bi+AinoEiqAd
        GLOSS:	with/by+taking place

 INPUT STRING:	قمة
     IS_TRANS:	qmp
        INDEX:	P9W23
      OFFSETS:	128-131
       TOKENS:	P9W28-P9W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qim~ap_1]
   UNSPLITVOC:	(qim~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qim~+ap
        GLOSS:	summit/summits+[fem.sg.]

 INPUT STRING:	عمان
     IS_TRANS:	EmAn
        INDEX:	P9W24
      OFFSETS:	132-136
       TOKENS:	P9W29-P9W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~An_1]
   UNSPLITVOC:	(Eam~An)
          POS:	NOUN_PROP
          VOC:	Eam~An
        GLOSS:	Amman

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W25
      OFFSETS:	136-137
       TOKENS:	P9W30-P9W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	تحولت
     IS_TRANS:	tHwlt
        INDEX:	P9W26
      OFFSETS:	138-143
       TOKENS:	P9W31-P9W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHaw~al_1]
   UNSPLITVOC:	(taHaw~alat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	taHaw~al+at
        GLOSS:	be changed/be transformed+it/they/she [verb]

 INPUT STRING:	القمة
     IS_TRANS:	Alqmp
        INDEX:	P9W27
      OFFSETS:	144-149
       TOKENS:	P9W32-P9W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qim~ap_1]
   UNSPLITVOC:	(Alqim~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qim~+ap
        GLOSS:	the+summit/summits+[fem.sg.]

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P9W28
      OFFSETS:	150-157
       TOKENS:	P9W33-P9W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab+[fem.sg.]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P9W29
      OFFSETS:	158-161
       TOKENS:	P9W34-P9W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to

 INPUT STRING:	شىء
     IS_TRANS:	$Y'
        INDEX:	P9W30
      OFFSETS:	162-165
       TOKENS:	P9W35-P9W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ay'_1]
   UNSPLITVOC:	($ay')
          POS:	NOUN
          VOC:	$ay'
        GLOSS:	something/thing/things

 INPUT STRING:	يشبه
     IS_TRANS:	y$bh
        INDEX:	P9W31
      OFFSETS:	166-170
       TOKENS:	P9W36-P9W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abah_1]
   UNSPLITVOC:	(yi$obih)
          POS:	IV3MS+IV
          VOC:	yi+$obih
        GLOSS:	he/it+compare/liken

 INPUT STRING:	«
     IS_TRANS:	&#xab;
        INDEX:	P9W32
      OFFSETS:	171-172
       TOKENS:	P9W37-P9W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xab;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مولد
     IS_TRANS:	mwld
        INDEX:	P9W33
      OFFSETS:	172-176
       TOKENS:	P9W38-P9W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawlid_1]
   UNSPLITVOC:	(mawlid)
          POS:	NOUN
          VOC:	mawlid
        GLOSS:	birthday/birthdays

 INPUT STRING:	سيدى
     IS_TRANS:	sydY
        INDEX:	P9W34
      OFFSETS:	177-181
       TOKENS:	P9W39-P9W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~id_1]
   UNSPLITVOC:	(say~idiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	say~id+iy
        GLOSS:	master+my

 INPUT STRING:	القمة
     IS_TRANS:	Alqmp
        INDEX:	P9W35
      OFFSETS:	182-187
       TOKENS:	P9W41-P9W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qim~ap_1]
   UNSPLITVOC:	(Alqim~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qim~+ap
        GLOSS:	the+summit/summits+[fem.sg.]

 INPUT STRING:	»
     IS_TRANS:	&#xbb;
        INDEX:	P9W36
      OFFSETS:	187-188
       TOKENS:	P9W42-P9W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xbb;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P10W1
      OFFSETS:	1-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P10W2
      OFFSETS:	4-7
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year/years

 INPUT STRING:	تتجدد
     IS_TRANS:	ttjdd
        INDEX:	P10W3
      OFFSETS:	8-13
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tajad~ad_1]
   UNSPLITVOC:	(titjdd)
          POS:	IV3FS+IV
          VOC:	ti+tjdd
        GLOSS:	it/they/she+renew

 INPUT STRING:	الجروح
     IS_TRANS:	AljrwH
        INDEX:	P10W4
      OFFSETS:	14-20
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jurH_1]
   UNSPLITVOC:	(AljrwH)
          POS:	DET+NOUN
          VOC:	Al+jrwH
        GLOSS:	the+scars

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W5
      OFFSETS:	20-21
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وتتجدد
     IS_TRANS:	wttjdd
        INDEX:	P10W6
      OFFSETS:	22-28
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tjad~ad_1]
   UNSPLITVOC:	(wititjdd)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+tjdd
        GLOSS:	and+it/they/she+renew

 INPUT STRING:	المناقشات
     IS_TRANS:	AlmnAq$At
        INDEX:	P10W7
      OFFSETS:	29-38
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAqa$ap_1]
   UNSPLITVOC:	(AlmunAqa$At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+munAqa$+At
        GLOSS:	the+arguments/debates+[fem.pl.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W8
      OFFSETS:	38-39
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P10W9
      OFFSETS:	40-41
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	«
     IS_TRANS:	&#xab;
        INDEX:	P10W10
      OFFSETS:	41-42
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xab;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P10W11
      OFFSETS:	42-44
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	»
     IS_TRANS:	&#xbb;
        INDEX:	P10W12
      OFFSETS:	44-45
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xbb;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	نفاجأ
     IS_TRANS:	nfAj>
        INDEX:	P10W13
      OFFSETS:	46-51
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAja>_1]
   UNSPLITVOC:	(nifAjo>)
          POS:	IV1P+IV_PASS
          VOC:	ni+fAjo>
        GLOSS:	we+be surprised

 INPUT STRING:	باقتراح
     IS_TRANS:	bAqtrAH
        INDEX:	P10W14
      OFFSETS:	52-59
       TOKENS:	P10W15-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotirAH_1]
   UNSPLITVOC:	(biAiqotirAH)
          POS:	PREP+NOUN
          VOC:	bi+AiqotirAH
        GLOSS:	with/by+suggestion

 INPUT STRING:	أحد
     IS_TRANS:	>Hd
        INDEX:	P10W15
      OFFSETS:	60-63
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHad)
          POS:	NOUN
          VOC:	>aHad
        GLOSS:	one

 INPUT STRING:	القادة
     IS_TRANS:	AlqAdp
        INDEX:	P10W16
      OFFSETS:	64-70
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qA}id_1]
   UNSPLITVOC:	(AlqAdap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qAd+ap
        GLOSS:	the+leaders+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P10W17
      OFFSETS:	71-73
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W18
      OFFSETS:	74-76
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دونه
     IS_TRANS:	dwnh
        INDEX:	P10W19
      OFFSETS:	77-81
       TOKENS:	P10W21-P10W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(duwnihi)
          POS:	NOUN+CASE_DEF_GEN+POSS_PRON_3MS
          VOC:	duwn+i+hi
        GLOSS:	without/beneath/underneath/inferior/poor+[def.gen.]+its/his

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W20
      OFFSETS:	81-82
       TOKENS:	P10W23-P10W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بتأجيل
     IS_TRANS:	bt>jyl
        INDEX:	P10W21
      OFFSETS:	83-89
       TOKENS:	P10W24-P10W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>ojiyl_1]
   UNSPLITVOC:	(bita>ojiyl)
          POS:	PREP+NOUN
          VOC:	bi+ta>ojiyl
        GLOSS:	with/by+postponement/delay

 INPUT STRING:	القمة
     IS_TRANS:	Alqmp
        INDEX:	P10W22
      OFFSETS:	90-95
       TOKENS:	P10W26-P10W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qim~ap_1]
   UNSPLITVOC:	(Alqim~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qim~+ap
        GLOSS:	the+summit/summits+[fem.sg.]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P10W23
      OFFSETS:	96-99
       TOKENS:	P10W27-P10W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	موعد
     IS_TRANS:	mwEd
        INDEX:	P10W24
      OFFSETS:	100-104
       TOKENS:	P10W28-P10W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawEid_1]
