 INPUT STRING:	إقتباس
      COMMENT:	[]
        LEMMA:	[yAtaraY_1]
   UNSPLITVOC:	(yAtaraY)
          POS:	ADV
          VOC:	yAtaraY
        GLOSS:	I wonder

 INPUT STRING:	بتفكر
     IS_TRANS:	btfkr
        INDEX:	P12W2
      OFFSETS:	7-12
       TOKENS:	P12W2-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(bitifak~ar)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+fak~ar
        GLOSS:	[present-tense]+you+think/consider/ponder

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W3
      OFFSETS:	13-14
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P12W4
      OFFSETS:	15-20
       TOKENS:	P12W5-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwl)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+quwl
        GLOSS:	[present-tense]+you+said/say/be said/say/(for example)

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P12W5
      OFFSETS:	21-24
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P12W6
      OFFSETS:	25-31
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P12W7
      OFFSETS:	32-35
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P12W8
      OFFSETS:	36-38
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	اتعذبت
     IS_TRANS:	AtE*bt
        INDEX:	P12W9
      OFFSETS:	39-45
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitEa*~ib_1]
   UNSPLITVOC:	(AtE*bit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	AtE*b+it
        GLOSS:	suffer+it/they/she

 INPUT STRING:	بالجلد
     IS_TRANS:	bAljld
        INDEX:	P12W10
      OFFSETS:	46-52
       TOKENS:	P12W12-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalod_1]
   UNSPLITVOC:	(biAljalod)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+jalod
        GLOSS:	with/by+the+whipping/flogging

 INPUT STRING:	مس
     IS_TRANS:	ms
        INDEX:	P12W11
      OFFSETS:	55-57
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mis]
   UNSPLITVOC:	(mis)
          POS:	NEG_PART
          VOC:	mis
        GLOSS:	not

 INPUT STRING:	هاعمل
     IS_TRANS:	hAEml
        INDEX:	P12W12
      OFFSETS:	58-63
       TOKENS:	P12W15-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eomil
        GLOSS:	will+I+do/make

 INPUT STRING:	جده
     IS_TRANS:	jdh
        INDEX:	P12W13
      OFFSETS:	64-67
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jidah_1]
   UNSPLITVOC:	(jidah)
          POS:	NOUN
          VOC:	jidah
        GLOSS:	this way

 INPUT STRING:	دانى
     IS_TRANS:	dAnY
        INDEX:	P12W14
      OFFSETS:	68-72
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAniy_1]
   UNSPLITVOC:	(dAniy)
          POS:	ADJ
          VOC:	dAniy
        GLOSS:	second

 INPUT STRING:	لاء
     IS_TRANS:	lA'
        INDEX:	P13W1
      OFFSETS:	1-4
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lA'_1]
   UNSPLITVOC:	(lA')
          POS:	INTERJ
          VOC:	lA'
        GLOSS:	no

 INPUT STRING:	برافوا
     IS_TRANS:	brAfwA
        INDEX:	P13W2
      OFFSETS:	5-11
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(brAfwA)
          POS:	FOREIGN
          VOC:	brAfwA
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W3
      OFFSETS:	12-13
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W4
      OFFSETS:	13-14
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W5
      OFFSETS:	14-15
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	صوره
     IS_TRANS:	Swrh
        INDEX:	P13W6
      OFFSETS:	16-20
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	إسلاميه
     IS_TRANS:	<slAmyh
        INDEX:	P13W7
      OFFSETS:	21-28
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAmiy_1]
   UNSPLITVOC:	(<isolAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<isolAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	مُشرقه
     IS_TRANS:	mu$rqh
        INDEX:	P13W8
      OFFSETS:	29-35
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$oriq_1]
   UNSPLITVOC:	(mu$oriqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mu$oriq+ap
        GLOSS:	bright+[fem.sg.]

 INPUT STRING:	البامبو
     IS_TRANS:	AlbAmbw
        INDEX:	P14W1
      OFFSETS:	1-8
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlbAmbw)
          POS:	FOREIGN
          VOC:	AlbAmbw
        GLOSS:	nogloss

 INPUT STRING:	السودانى
     IS_TRANS:	AlswdAnY
        INDEX:	P14W2
      OFFSETS:	9-17
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwdAniy_1]
   UNSPLITVOC:	(Als~uwdAniy)
          POS:	DET+ADJ
          VOC:	Al+suwdAniy
        GLOSS:	the+Sudanese

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W3
      OFFSETS:	18-19
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W4
      OFFSETS:	19-20
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W5
      OFFSETS:	42-43
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W6
      OFFSETS:	43-44
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هوووووووه
     IS_TRANS:	hwwwwwwwh
        INDEX:	P14W7
      OFFSETS:	45-54
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hwwwwwwwh)
          POS:	TYPO
          VOC:	hwwwwwwwh
        GLOSS:	nogloss

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P15W1
      OFFSETS:	1-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry

 INPUT STRING:	محيرني
     IS_TRANS:	mHyrny
        INDEX:	P15W2
      OFFSETS:	6-12
       TOKENS:	P15W2-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miHay~ar_1]
   UNSPLITVOC:	(miHay~arniy)
          POS:	ADJ+POSS_PRON_1S
          VOC:	miHay~ar+niy
        GLOSS:	confusing/bewildering+me

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P15W3
      OFFSETS:	13-14
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P15W4
      OFFSETS:	15-18
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	النصارى
     IS_TRANS:	AlnSArY
        INDEX:	P15W5
      OFFSETS:	19-26
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[naSorAniy~_1]
   UNSPLITVOC:	(AlnaSAraY)
          POS:	DET+NOUN
          VOC:	Al+naSAraY
        GLOSS:	the+Christians

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P15W6
      OFFSETS:	27-29
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P15W7
      OFFSETS:	30-37
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(Als~uwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	بيتحجبوا
     IS_TRANS:	bytHjbwA
        INDEX:	P15W8
      OFFSETS:	38-46
       TOKENS:	P15W9-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitHajab_1]
   UNSPLITVOC:	(biyitHjbuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+tHjb+uwA
        GLOSS:	[present-tense]+they+hide/conceal+we

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P15W9
      OFFSETS:	47-50
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P15W10
      OFFSETS:	51-54
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P15W11
      OFFSETS:	55-56
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	إحترام
     IS_TRANS:	<HtrAm
        INDEX:	P16W1
      OFFSETS:	1-7
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotirAm_1]
   UNSPLITVOC:	(AiHotirAm)
          POS:	NOUN
          VOC:	AiHotirAm
        GLOSS:	respect/honoring

 INPUT STRING:	قانون
     IS_TRANS:	qAnwn
        INDEX:	P16W2
      OFFSETS:	8-13
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(qAnuwn)
          POS:	NOUN
          VOC:	qAnuwn
        GLOSS:	law/statutes/regulations

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P16W3
      OFFSETS:	14-19
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P16W4
      OFFSETS:	20-23
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P16W5
      OFFSETS:	24-26
       TOKENS:	P16W5-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he/it

 INPUT STRING:	علاقه
     IS_TRANS:	ElAqh
        INDEX:	P16W6
      OFFSETS:	27-32
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalAqap_1]
   UNSPLITVOC:	(EalAqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EalAq+ap
        GLOSS:	connection/relation/link+[fem.sg.]

 INPUT STRING:	بكونها
     IS_TRANS:	bkwnhA
        INDEX:	P16W7
      OFFSETS:	33-39
       TOKENS:	P16W8-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawn_1]
   UNSPLITVOC:	(bikawnahA)
          POS:	PREP+NOUN.VN+POSS_PRON_3FS
          VOC:	bi+kawn+hA
        GLOSS:	with/by+being/events+its/their/her

 INPUT STRING:	نصرانية
     IS_TRANS:	nSrAnyp
        INDEX:	P16W8
      OFFSETS:	40-47
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSorAniy_1]
   UNSPLITVOC:	(naSorAniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	naSorAniy~+ap
        GLOSS:	Christian+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P16W9
      OFFSETS:	48-51
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	مسلمه
     IS_TRANS:	mslmh
        INDEX:	P16W10
      OFFSETS:	52-57
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(musolimap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	musolim+ap
        GLOSS:	Muslim+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P17W1
      OFFSETS:	1-5
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P17W2
      OFFSETS:	6-9
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W3
      OFFSETS:	10-12
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الأخذ
     IS_TRANS:	Al>x*
        INDEX:	P17W4
      OFFSETS:	13-18
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axo*_1]
   UNSPLITVOC:	(Al>axo*)
          POS:	DET+NOUN
          VOC:	Al+>axo*
        GLOSS:	the+seizure/taking

 INPUT STRING:	يقولك
     IS_TRANS:	yqwlk
        INDEX:	P17W5
      OFFSETS:	19-24
       TOKENS:	P17W5-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuquwlak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yu+quwl+ak
        GLOSS:	he/it+said/say/be said/say/(for example)+you

 INPUT STRING:	أحمد
     IS_TRANS:	>Hmd
        INDEX:	P17W6
      OFFSETS:	25-29
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomad_1]
   UNSPLITVOC:	(>aHomad)
          POS:	NOUN_PROP
          VOC:	>aHomad
        GLOSS:	Ahmad/Ahmed

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P17W7
      OFFSETS:	30-32
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as/like

 INPUT STRING:	مانقريوس
     IS_TRANS:	mAnqryws
        INDEX:	P17W8
      OFFSETS:	33-41
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mAnqryws)
          POS:	FOREIGN
          VOC:	mAnqryws
        GLOSS:	nogloss

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P18W1
      OFFSETS:	1-4
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	العقوبة
     IS_TRANS:	AlEqwbp
        INDEX:	P18W2
      OFFSETS:	5-12
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euquwbap_1]
   UNSPLITVOC:	(AlEuquwbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Euquwb+ap
        GLOSS:	the+punishment/sanction/punitive measure/sanctions/punitive measures+[fem.sg.]

 INPUT STRING:	يقولك
     IS_TRANS:	yqwlk
        INDEX:	P18W3
      OFFSETS:	13-18
       TOKENS:	P18W4-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwlak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+quwl+ak
        GLOSS:	he/it+said/say/be said/say/(for example)+you

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P18W4
      OFFSETS:	19-21
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P18W5
      OFFSETS:	22-25
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	إسطفانوس
     IS_TRANS:	<sTfAnws
        INDEX:	P18W6
      OFFSETS:	26-34
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(<sTfAnws)
          POS:	FOREIGN
          VOC:	<sTfAnws
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P18W7
      OFFSETS:	35-37
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P18W8
      OFFSETS:	38-42
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P19W1
      OFFSETS:	1-7
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
