 INPUT STRING:	-
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(Tariyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tariyq+ap
        GLOSS:	method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	تفكيرهم
     IS_TRANS:	tfkyrhm
        INDEX:	P4W16
      OFFSETS:	74-81
       TOKENS:	P4W19-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafokiyr_1]
   UNSPLITVOC:	(tafokiyrhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	tafokiyr+hum
        GLOSS:	thinking/meditation/reflection+their

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P4W17
      OFFSETS:	82-84
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اطار
     IS_TRANS:	ATAr
        INDEX:	P4W18
      OFFSETS:	85-89
       TOKENS:	P4W22-P4W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iTAr_1]
   UNSPLITVOC:	(<iTAr)
          POS:	NOUN
          VOC:	<iTAr
        GLOSS:	framework/context/frameworks/contexts

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P4W19
      OFFSETS:	90-93
       TOKENS:	P4W23-P4W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	these/this

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P4W20
      OFFSETS:	94-99
       TOKENS:	P4W24-P4W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P5W1
      OFFSETS:	0-1
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P5W2
      OFFSETS:	2-4
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	يؤيد
     IS_TRANS:	y&yd
        INDEX:	P5W3
      OFFSETS:	5-9
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ay~id_1]
   UNSPLITVOC:	(yu&ay~id)
          POS:	IV3MS+IV
          VOC:	yu+&ay~id
        GLOSS:	he/it+approve of/endorse/assist/support

 INPUT STRING:	العلمانيون
     IS_TRANS:	AlElmAnywn
        INDEX:	P5W4
      OFFSETS:	10-20
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlEalomAniy_1]
   UNSPLITVOC:	(AlEalomAniy~uwn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+EalomAniy~+uwn
        GLOSS:	the+secular+[masc.pl.]

 INPUT STRING:	الاقباط
     IS_TRANS:	AlAqbAT
        INDEX:	P5W5
      OFFSETS:	21-28
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiboTiy_1]
   UNSPLITVOC:	(Al>aqobAT)
          POS:	DET+NOUN
          VOC:	Al+>aqobAT
        GLOSS:	the+Copts

 INPUT STRING:	انتقاد
     IS_TRANS:	AntqAd
        INDEX:	P5W6
      OFFSETS:	29-35
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiqAd_1]
   UNSPLITVOC:	(AinotiqAd)
          POS:	NOUN
          VOC:	AinotiqAd
        GLOSS:	censure/criticism

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P5W7
      OFFSETS:	36-39
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	الشاذلى
     IS_TRANS:	Al$A*lY
        INDEX:	P5W8
      OFFSETS:	40-47
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A*liy_1]
   UNSPLITVOC:	(Al$A*liy)
          POS:	DET+NOUN_PROP
          VOC:	Al+$A*liy
        GLOSS:	the+Shazli/Shazly/Shadhili

 INPUT STRING:	ام
     IS_TRANS:	Am
        INDEX:	P5W9
      OFFSETS:	48-50
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>am_1]
   UNSPLITVOC:	(>am)
          POS:	CONJ
          VOC:	>am
        GLOSS:	or

 INPUT STRING:	يروا
     IS_TRANS:	yrwA
        INDEX:	P5W10
      OFFSETS:	51-55
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY_1]
   UNSPLITVOC:	(yaruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+r+uwA
        GLOSS:	they (people)+see/think/believe+[pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P5W11
      OFFSETS:	56-58
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P5W12
      OFFSETS:	59-62
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	these/this

 INPUT STRING:	يصادر
     IS_TRANS:	ySAdr
        INDEX:	P5W13
      OFFSETS:	63-68
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SAdir_1]
   UNSPLITVOC:	(yiSAdir)
          POS:	IV3MS+IV
          VOC:	yi+SAdir
        GLOSS:	he/it+confiscate

 INPUT STRING:	اراء
     IS_TRANS:	ArA'
        INDEX:	P5W14
      OFFSETS:	69-73
       TOKENS:	P5W14-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(|rA')
          POS:	NOUN
          VOC:	|rA'
        GLOSS:	opinions/views/ideas

 INPUT STRING:	الاخرين
     IS_TRANS:	AlAxryn
        INDEX:	P5W15
      OFFSETS:	74-81
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(Al|xariyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+|xar+iyn
        GLOSS:	the+another/other+[pl.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W16
      OFFSETS:	82-83
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P6W1
      OFFSETS:	0-1
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	ارجو
     IS_TRANS:	Arjw
        INDEX:	P6W2
      OFFSETS:	2-6
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajA_1]
   UNSPLITVOC:	(Aarojuw)
          POS:	IV1S+IV
          VOC:	Aa+rojuw
        GLOSS:	I+request/hope for/plead to/be requested/be hoped for/be pleaded to

 INPUT STRING:	ابداء
     IS_TRANS:	AbdA'
        INDEX:	P6W3
      OFFSETS:	7-12
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibodA'_1]
   UNSPLITVOC:	(<ibodA')
          POS:	NOUN
          VOC:	<ibodA'
        GLOSS:	expression/manifestation/expressions/manifestations

 INPUT STRING:	الاراء
     IS_TRANS:	AlArA'
        INDEX:	P6W4
      OFFSETS:	13-19
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(Al|rA')
          POS:	DET+NOUN
          VOC:	Al+|rA'
        GLOSS:	the+opinions/views/ideas

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P6W5
      OFFSETS:	20-21
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الاستفاضه
     IS_TRANS:	AlAstfADh
        INDEX:	P6W6
      OFFSETS:	22-31
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AisotifADap_1]
   UNSPLITVOC:	(AlAisotifADap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AisotifAD+ap
        GLOSS:	the+abundance/profusion+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P6W7
      OFFSETS:	32-34
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشرح
     IS_TRANS:	Al$rH
        INDEX:	P6W8
      OFFSETS:	35-40
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroH_1]
   UNSPLITVOC:	(Al$~aroH)
          POS:	DET+NOUN
          VOC:	Al+$aroH
        GLOSS:	the+explanation/commentary/explanations/commentaries

 INPUT STRING:	اقولك
     IS_TRANS:	Aqwlk
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl~ak)
          POS:	IV1S+IV+PREP+PRON_2MS
          VOC:	Aa+quwl+li+ak
        GLOSS:	I+say+for/to+you [masc.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P7W2
      OFFSETS:	6-8
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سيدنا
     IS_TRANS:	sydnA
        INDEX:	P7W3
      OFFSETS:	9-14
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[say~id_1]
   UNSPLITVOC:	(siydnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	siyd+nA
        GLOSS:	Sir/Mr./Mister/Sirs/Messrs./gentlement/master+our

 INPUT STRING:	كما
     IS_TRANS:	kmA
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamA_1]
   UNSPLITVOC:	(kamA)
          POS:	CONJ
          VOC:	kamA
        GLOSS:	and/as/also

 INPUT STRING:	تقول
     IS_TRANS:	tqwl
        INDEX:	P8W2
      OFFSETS:	4-8
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwl)
          POS:	IV3FS+IV
          VOC:	ti+quwl
        GLOSS:	it/they/she+said/say/be said/(for example)

 INPUT STRING:	قوانين
     IS_TRANS:	qwAnyn
        INDEX:	P8W3
      OFFSETS:	9-15
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(qawAniyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	qawAn+iyn
        GLOSS:	law/statutes/regulations/laws/rules+two

 INPUT STRING:	الطبيعة
     IS_TRANS:	AlTbyEp
        INDEX:	P8W4
      OFFSETS:	16-23
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEap_1]
   UNSPLITVOC:	(AlT~abiyEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+TabiyE+ap
        GLOSS:	the+nature/natural+[fem.sg.]

 INPUT STRING:	لكل
     IS_TRANS:	lkl
        INDEX:	P8W5
      OFFSETS:	24-27
       TOKENS:	P8W5-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(likul~)
          POS:	PREP+NOUN_QUANT
          VOC:	li+kul~
        GLOSS:	for/to+all/entire/every/whole

 INPUT STRING:	فعل
     IS_TRANS:	fEl
        INDEX:	P8W6
      OFFSETS:	28-31
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEol)
          POS:	NOUN
          VOC:	fiEol
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts

 INPUT STRING:	رد
     IS_TRANS:	rd
        INDEX:	P8W7
      OFFSETS:	32-34
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~)
          POS:	NOUN
          VOC:	rad~
        GLOSS:	reply/response/replies/responses/return/repulsion/in reply to/in answer to

 INPUT STRING:	فعل
     IS_TRANS:	fEl
        INDEX:	P8W8
      OFFSETS:	35-38
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEol)
          POS:	NOUN
          VOC:	fiEol
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts

 INPUT STRING:	مساو
     IS_TRANS:	msAw
        INDEX:	P8W9
      OFFSETS:	39-43
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musAwiy_1]
   UNSPLITVOC:	(musAw)
          POS:	ADJ
          VOC:	musAw
        GLOSS:	equivalent/similar

 INPUT STRING:	لة
     IS_TRANS:	lp
        INDEX:	P8W10
      OFFSETS:	44-46
       TOKENS:	P8W11-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+him/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W11
      OFFSETS:	47-49
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المقدار
     IS_TRANS:	AlmqdAr
        INDEX:	P8W12
      OFFSETS:	50-57
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miqodAr_1]
   UNSPLITVOC:	(AlmiqodAr)
          POS:	DET+NOUN
          VOC:	Al+miqodAr
        GLOSS:	the+extent/amount/degree/level/dosage/value

 INPUT STRING:	ومضاد
     IS_TRANS:	wmDAd
        INDEX:	P8W13
      OFFSETS:	58-63
       TOKENS:	P8W15-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muDAd~_1]
   UNSPLITVOC:	(wimuDAd~)
          POS:	CONJ+ADJ
          VOC:	wi+muDAd~
        GLOSS:	and+anti-/counter-/contra-

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P8W14
      OFFSETS:	64-66
       TOKENS:	P8W17-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W15
      OFFSETS:	67-69
       TOKENS:	P8W19-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاتجاة
     IS_TRANS:	AlAtjAp
        INDEX:	P8W16
      OFFSETS:	70-77
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~ijAh_1]
   UNSPLITVOC:	(AlAit~ijAh)
          POS:	DET+NOUN
          VOC:	Al+Ait~ijAh
        GLOSS:	the+direction/course

 INPUT STRING:	تطرف
     IS_TRANS:	tTrf
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taTar~uf_1]
   UNSPLITVOC:	(taTar~uf)
          POS:	NOUN
          VOC:	taTar~uf
        GLOSS:	extremism/radicalism

 INPUT STRING:	اسلامى
     IS_TRANS:	AslAmY
        INDEX:	P9W2
      OFFSETS:	5-11
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<islAmiy_1]
   UNSPLITVOC:	(<islAmiy)
          POS:	ADJ
          VOC:	<islAmiy
        GLOSS:	Islamic/Muslim/Islamist

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P9W3
      OFFSETS:	12-16
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يقابلة
     IS_TRANS:	yqAblp
        INDEX:	P9W4
      OFFSETS:	17-23
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAbil_1]
   UNSPLITVOC:	(yiqAboluh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+qAbol+uh
        GLOSS:	he/it+meet/face+it/him

 INPUT STRING:	تطرف
     IS_TRANS:	tTrf
        INDEX:	P9W5
      OFFSETS:	24-28
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taTar~uf_1]
   UNSPLITVOC:	(taTar~uf)
          POS:	NOUN
          VOC:	taTar~uf
        GLOSS:	extremism/radicalism

 INPUT STRING:	مسيحى
     IS_TRANS:	msyHY
        INDEX:	P9W6
      OFFSETS:	29-34
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misiyHiy_1]
   UNSPLITVOC:	(misiyHiy)
          POS:	ADJ
          VOC:	misiyHiy
        GLOSS:	christian

 INPUT STRING:	كريستفوبيا
     IS_TRANS:	krystfwbyA
        INDEX:	P10W1
      OFFSETS:	0-10
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(krystfwbyA)
          POS:	FOREIGN
          VOC:	krystfwbyA
        GLOSS:	nogloss

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P10W2
      OFFSETS:	11-15
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يقابلها
     IS_TRANS:	yqAblhA
        INDEX:	P10W3
      OFFSETS:	16-23
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAbil_1]
   UNSPLITVOC:	(yiqAbilhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+qAbil+hA
        GLOSS:	he/it+meet/face+it/them/her

 INPUT STRING:	اسلاموفوبيا
     IS_TRANS:	AslAmwfwbyA
        INDEX:	P10W4
      OFFSETS:	24-35
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AslAmwfwbyA)
          POS:	FOREIGN
          VOC:	AslAmwfwbyA
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	للتبشير
     IS_TRANS:	lltb$yr
        INDEX:	P11W2
      OFFSETS:	3-10
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tabo$iyr_1]
   UNSPLITVOC:	(lilt~abo$iyr)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+tabo$iyr
        GLOSS:	for/to+the+evangelization/announcement

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P11W3
      OFFSETS:	11-15
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يقابلها
     IS_TRANS:	yqAblhA
        INDEX:	P11W4
      OFFSETS:	16-23
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAbil_1]
   UNSPLITVOC:	(yiqAbilhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+qAbil+hA
        GLOSS:	he/it+meet/face+it/them/her

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P11W5
      OFFSETS:	24-26
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	للدعوة
     IS_TRANS:	lldEwp
        INDEX:	P11W6
      OFFSETS:	27-33
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(lild~aEowap)
