 INPUT STRING:	هى
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	muHal~il+iyn
        GLOSS:	analyst+[pl.]

 INPUT STRING:	سياسيين
     IS_TRANS:	syAsyyn
        INDEX:	P7W7
      OFFSETS:	28-35
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(siyAsiy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	siyAsiy~+iyn
        GLOSS:	political+[pl.]

 INPUT STRING:	فجأه
     IS_TRANS:	fj>h
        INDEX:	P7W8
      OFFSETS:	36-40
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajo>ap_1]
   UNSPLITVOC:	(fajo>ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fajo>+ap
        GLOSS:	suddenly+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P7W9
      OFFSETS:	41-42
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P7W10
      OFFSETS:	42-43
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P7W11
      OFFSETS:	43-44
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يهدينا
     IS_TRANS:	yhdynA
        INDEX:	P8W2
      OFFSETS:	5-11
       TOKENS:	P8W3-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(yihodiynA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+hodiy+nA
        GLOSS:	he/it+guide/direct/lead/be guided/be directed/be led+us

 INPUT STRING:	ويرحمنا
     IS_TRANS:	wyrHmnA
        INDEX:	P8W3
      OFFSETS:	12-19
       TOKENS:	P8W5-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(wiyiroHamnA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+roHam+nA
        GLOSS:	and+he/it+have mercy with+us

 INPUT STRING:	جميعا
     IS_TRANS:	jmyEA
        INDEX:	P8W4
      OFFSETS:	20-25
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(jamiyEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jamiyE+AF
        GLOSS:	all, entire, every, whole+[acc.indef.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	تحكم
     IS_TRANS:	tHkm
        INDEX:	P9W2
      OFFSETS:	3-7
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHak~um_1]
   UNSPLITVOC:	(taHak~um)
          POS:	NOUN.VN
          VOC:	taHak~um
        GLOSS:	control/controlling

 INPUT STRING:	اغلبية
     IS_TRANS:	Aglbyp
        INDEX:	P9W3
      OFFSETS:	8-14
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aagolabiy~ap_1]
   UNSPLITVOC:	(Agolabiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Agolabiy~+ap
        GLOSS:	majority+[fem.sg.]

 INPUT STRING:	ليها
     IS_TRANS:	lyhA
        INDEX:	P9W4
      OFFSETS:	15-19
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her

 INPUT STRING:	فكر
     IS_TRANS:	fkr
        INDEX:	P9W5
      OFFSETS:	20-23
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikor_1]
   UNSPLITVOC:	(fikor)
          POS:	NOUN
          VOC:	fikor
        GLOSS:	thought/thinking/thoughts/ideas/concepts

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P9W6
      OFFSETS:	24-28
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P9W7
      OFFSETS:	29-31
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P9W8
      OFFSETS:	32-39
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	منتهى
     IS_TRANS:	mnthY
        INDEX:	P9W9
      OFFSETS:	40-45
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotahaY_1]
   UNSPLITVOC:	(munotahaY)
          POS:	NOUN
          VOC:	munotahaY
        GLOSS:	utmost/extreme/terminated

 INPUT STRING:	الديكتاتورية
     IS_TRANS:	AldyktAtwryp
        INDEX:	P9W10
      OFFSETS:	46-58
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diykotAtuwriy~ap_1]
   UNSPLITVOC:	(Ald~iykotAtuwriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+diykotAtuwriy~+ap
        GLOSS:	the+dictatorship+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W11
      OFFSETS:	58-59
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W12
      OFFSETS:	59-60
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وعامة
     IS_TRANS:	wEAmp
        INDEX:	P10W1
      OFFSETS:	0-5
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAm~ap_1]
   UNSPLITVOC:	(waEAm~apu)
          POS:	PREP+NOUN+NSUFF_FEM_SG+CASE_DEF_NOM
          VOC:	wa+EAm~+ap+u
        GLOSS:	with+general public/populace+[fem.sg.]+[def.nom.]

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P10W2
      OFFSETS:	6-13
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	حيتفصل
     IS_TRANS:	HytfSl
        INDEX:	P10W3
      OFFSETS:	14-20
       TOKENS:	P10W4-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitofaSal_1]
   UNSPLITVOC:	(HayitofiSil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+tofiSil
        GLOSS:	will+he/it+classify

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W4
      OFFSETS:	21-24
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	هوى
     IS_TRANS:	hwY
        INDEX:	P10W5
      OFFSETS:	25-28
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawaY_1]
   UNSPLITVOC:	(hawaY)
          POS:	NOUN
          VOC:	hawaY
        GLOSS:	affection/inclination/preference/desires/wishes/inclinations

 INPUT STRING:	قيادات
     IS_TRANS:	qyAdAt
        INDEX:	P10W6
      OFFSETS:	29-35
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAdap_2]
   UNSPLITVOC:	(qiyAdAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	qiyAd+At
        GLOSS:	leaders/commanders+[fem.pl.]

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P10W7
      OFFSETS:	36-40
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P10W8
      OFFSETS:	41-46
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	والمجلس
     IS_TRANS:	wAlmjls
        INDEX:	P10W9
      OFFSETS:	47-54
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(wiAlmajolis)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+majolis
        GLOSS:	and+the+council/board/Majlis

 INPUT STRING:	العسكري
     IS_TRANS:	AlEskry
        INDEX:	P10W10
      OFFSETS:	55-62
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P10W11
      OFFSETS:	63-65
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بالاغلبية
     IS_TRANS:	bAlAglbyp
        INDEX:	P10W12
      OFFSETS:	66-75
       TOKENS:	P10W15-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aagolabiy~ap_1]
   UNSPLITVOC:	(biAlAgolabiy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Agolabiy~+ap
        GLOSS:	with/by+the+majority+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P10W13
      OFFSETS:	76-79
       TOKENS:	P10W17-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(wilA)
          POS:	CONJ+INTERJ
          VOC:	wi+lA
        GLOSS:	and+no

 INPUT STRING:	بالاقلية
     IS_TRANS:	bAlAqlyp
        INDEX:	P10W14
      OFFSETS:	80-88
       TOKENS:	P10W19-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaqal~iy~ap_1]
   UNSPLITVOC:	(biAlAqal~iy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Aqal~iy~+ap
        GLOSS:	with/by+the+minority+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بنتى
     IS_TRANS:	bntY
        INDEX:	P11W2
      OFFSETS:	3-7
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	الديمقراطيه
     IS_TRANS:	AldymqrATyh
        INDEX:	P11W3
      OFFSETS:	8-19
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diymuqrATiy~ap_1]
   UNSPLITVOC:	(AldiymuqrATiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+diymuqrATiy~+ap
        GLOSS:	the+democracy+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P11W4
      OFFSETS:	20-22
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بالصندوق
     IS_TRANS:	bAlSndwq
        INDEX:	P11W5
      OFFSETS:	23-31
       TOKENS:	P11W6-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sanoduwq_1]
   UNSPLITVOC:	(biAlS~anoduwq)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Sanoduwq
        GLOSS:	with/by+the+box/bin

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P11W6
      OFFSETS:	32-35
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P11W7
      OFFSETS:	36-39
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	الاغلبيه
     IS_TRANS:	AlAglbyh
        INDEX:	P11W8
      OFFSETS:	40-48
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aagolabiy~ap_1]
   UNSPLITVOC:	(AlAgolabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Agolabiy~+ap
        GLOSS:	the+majority+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P11W9
      OFFSETS:	49-51
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	قدمت
     IS_TRANS:	qdmt
        INDEX:	P11W10
      OFFSETS:	52-56
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(qad~imit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qad~im+it
        GLOSS:	deteriorate+it/they/she

 INPUT STRING:	خااااااالص
     IS_TRANS:	xAAAAAAAlS
        INDEX:	P11W11
      OFFSETS:	57-67
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	never

 INPUT STRING:	الديمقراطيه
     IS_TRANS:	AldymqrATyh
        INDEX:	P12W1
      OFFSETS:	0-11
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diymuqrATiy~ap_1]
   UNSPLITVOC:	(AldiymuqrATiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+diymuqrATiy~+ap
        GLOSS:	the+democracy+[fem.sg.]

 INPUT STRING:	بيرأى
     IS_TRANS:	byr>Y
        INDEX:	P12W2
      OFFSETS:	12-17
       TOKENS:	P12W2-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(bira>oy)
          POS:	PREP+NOUN
          VOC:	bi+ra>oy
        GLOSS:	with/by+opinion/view/idea

 INPUT STRING:	التخمه
     IS_TRANS:	Altxmh
        INDEX:	P12W3
      OFFSETS:	18-24
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuxomap_1]
   UNSPLITVOC:	(Alt~uxomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+tuxom+ap
        GLOSS:	the+indigestion+[fem.sg.]

 INPUT STRING:	اقصد
     IS_TRANS:	AqSd
        INDEX:	P12W4
      OFFSETS:	25-29
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSad_1]
   UNSPLITVOC:	(AaqoSud)
          POS:	IV1S+IV
          VOC:	Aa+qoSud
        GLOSS:	I+intend/mean/pursue/be intended/be meant/be pursued

 INPUT STRING:	النخبه
     IS_TRANS:	Alnxbh
        INDEX:	P12W5
      OFFSETS:	30-36
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuxobap_1]
   UNSPLITVOC:	(Aln~uxobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nuxob+ap
        GLOSS:	the+elite/elites/selected+[fem.sg.]

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P12W6
      OFFSETS:	37-42
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P12W7
      OFFSETS:	43-46
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy~_1]
   UNSPLITVOC:	(diy~ah)
          POS:	DEM_PRON_FS
          VOC:	diy~ah
        GLOSS:	this

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P12W8
      OFFSETS:	47-49
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P12W9
      OFFSETS:	50-52
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	اليى
     IS_TRANS:	AlyY
        INDEX:	P12W10
      OFFSETS:	53-57
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	which/who

 INPUT STRING:	بتفهم
     IS_TRANS:	btfhm
        INDEX:	P12W11
      OFFSETS:	58-63
       TOKENS:	P12W12-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(bitifoham)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+foham
        GLOSS:	[present-tense]+it/they/she+understand

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W12
      OFFSETS:	64-66
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P12W13
      OFFSETS:	67-70
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	فطبعا
     IS_TRANS:	fTbEA
        INDEX:	P12W14
      OFFSETS:	71-76
       TOKENS:	P12W16-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(faTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	fa+TaboE+AF
        GLOSS:	so/and+temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P12W15
      OFFSETS:	77-79
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اليى
     IS_TRANS:	AlyY
        INDEX:	P12W16
      OFFSETS:	80-84
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	which/who

 INPUT STRING:	هيختاروا
     IS_TRANS:	hyxtArwA
        INDEX:	P12W17
      OFFSETS:	85-93
       TOKENS:	P12W20-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(HayixotAruwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+xotAr+uwA
