 INPUT STRING:	في
 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P5W9
      OFFSETS:	44-48
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(nuquwl)
          POS:	IV1P+IV
          VOC:	nu+quwl
        GLOSS:	we+said/say/be said/say/(for example)

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P5W10
      OFFSETS:	49-53
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	لينا
     IS_TRANS:	lynA
        INDEX:	P5W11
      OFFSETS:	54-58
       TOKENS:	P5W14-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liynA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	for/to+us

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P5W12
      OFFSETS:	59-64
       TOKENS:	P5W16-P5W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(waAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P5W13
      OFFSETS:	65-70
       TOKENS:	P5W18-P5W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+you

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P6W1
      OFFSETS:	0-4
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(nuquwl)
          POS:	IV1P+IV
          VOC:	nu+quwl
        GLOSS:	we+said/say/be said/say/(for example)

 INPUT STRING:	راينا
     IS_TRANS:	rAynA
        INDEX:	P6W2
      OFFSETS:	5-10
       TOKENS:	P6W2-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyanA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ra>oy+nA
        GLOSS:	opinion/view/idea+our

 INPUT STRING:	ونستمع
     IS_TRANS:	wnstmE
        INDEX:	P6W3
      OFFSETS:	11-17
       TOKENS:	P6W4-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotamaE_1]
   UNSPLITVOC:	(winisotimiE)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+sotimiE
        GLOSS:	and+we+listen

 INPUT STRING:	للراي
     IS_TRANS:	llrAy
        INDEX:	P6W4
      OFFSETS:	18-23
       TOKENS:	P6W6-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(lilr~a>oy)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+ra>oy
        GLOSS:	for/to+the+opinion/view/idea

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P6W5
      OFFSETS:	24-29
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(Al|axar)
          POS:	DET+ADJ
          VOC:	Al+|axar
        GLOSS:	the+other

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P6W6
      OFFSETS:	30-32
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	جاي
     IS_TRANS:	jAy
        INDEX:	P6W7
      OFFSETS:	33-36
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~)
          POS:	ADJ
          VOC:	jAy~
        GLOSS:	comming

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P6W8
      OFFSETS:	37-40
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	هوانا
     IS_TRANS:	hwAnA
        INDEX:	P6W9
      OFFSETS:	41-46
       TOKENS:	P6W12-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[hawaY_1]
   UNSPLITVOC:	(hawAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	hawA+nA
        GLOSS:	affection/inclination/preference+our

 INPUT STRING:	نتناقش
     IS_TRANS:	ntnAq$
        INDEX:	P6W10
      OFFSETS:	47-53
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAqa$_1]
   UNSPLITVOC:	(nitnAq$)
          POS:	IV1P+IV
          VOC:	ni+tnAq$
        GLOSS:	we+discuss/argue

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P6W11
      OFFSETS:	54-58
       TOKENS:	P6W15-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	PREP+NOUN
          VOC:	bi+duwn
        GLOSS:	with/by+without/beneath/underneath/inferior/poor

 INPUT STRING:	تجريح
     IS_TRANS:	tjryH
        INDEX:	P6W12
      OFFSETS:	59-64
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajoriyH_1]
   UNSPLITVOC:	(tajoriyH)
          POS:	NOUN
          VOC:	tajoriyH
        GLOSS:	surgery/slander

 INPUT STRING:	وادي
     IS_TRANS:	wAdy
        INDEX:	P6W13
      OFFSETS:	65-69
       TOKENS:	P6W18-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|adiy_1]
   UNSPLITVOC:	(wi|adiy)
          POS:	CONJ+DEM_PRON
          VOC:	wi+|adiy
        GLOSS:	and+this

 INPUT STRING:	العادلي
     IS_TRANS:	AlEAdly
        INDEX:	P6W14
      OFFSETS:	70-77
       TOKENS:	P6W20-P6W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdiliy~_1]
   UNSPLITVOC:	(AlEAdiliy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+EAdiliy~
        GLOSS:	the+Adli/Adly

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P6W15
      OFFSETS:	78-81
       TOKENS:	P6W21-P6W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyh_1]
   UNSPLITVOC:	(biyh)
          POS:	NOUN_PROP
          VOC:	biyh
        GLOSS:	Bey

 INPUT STRING:	شوفوا
     IS_TRANS:	$wfwA
        INDEX:	P6W16
      OFFSETS:	82-87
       TOKENS:	P6W22-P6W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	$uwf+uwA
        GLOSS:	look+you

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P6W17
      OFFSETS:	88-93
       TOKENS:	P6W23-P6W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyuquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/say/(for example)

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P6W18
      OFFSETS:	94-97
       TOKENS:	P6W25-P6W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P6W19
      OFFSETS:	98-101
       TOKENS:	P6W26-P6W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قطع
     IS_TRANS:	qTE
        INDEX:	P6W20
      OFFSETS:	102-105
       TOKENS:	P6W27-P6W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaToE_1]
   UNSPLITVOC:	(qaToE)
          POS:	NOUN
          VOC:	qaToE
        GLOSS:	breaking off/interruption/absolutely/definitely/absolutely

 INPUT STRING:	الاتصالات
     IS_TRANS:	AlAtSAlAt
        INDEX:	P6W21
      OFFSETS:	106-115
       TOKENS:	P6W28-P6W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~iSAl_1]
   UNSPLITVOC:	(AlAit~iSAlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Ait~iSAl+At
        GLOSS:	the+contact/communication+[fem.pl.]

 INPUT STRING:	دفاع
     IS_TRANS:	dfAE
        INDEX:	P7W1
      OFFSETS:	0-4
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[difAE_1]
   UNSPLITVOC:	(difAE)
          POS:	NOUN
          VOC:	difAE
        GLOSS:	defense/in defense

 INPUT STRING:	العادلى
     IS_TRANS:	AlEAdlY
        INDEX:	P7W2
      OFFSETS:	5-12
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdiliy~_1]
   UNSPLITVOC:	(AlEAdiliy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+EAdiliy~
        GLOSS:	the+Adli/Adly

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P7W3
      OFFSETS:	12-13
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P7W4
      OFFSETS:	14-18
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	قطع
     IS_TRANS:	qTE
        INDEX:	P7W5
      OFFSETS:	19-22
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaToE_1]
   UNSPLITVOC:	(qaToE)
          POS:	NOUN
          VOC:	qaToE
        GLOSS:	breaking off/interruption/absolutely/definitely/absolutely

 INPUT STRING:	الاتصالات
     IS_TRANS:	AlAtSAlAt
        INDEX:	P7W6
      OFFSETS:	23-32
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~iSAl_1]
   UNSPLITVOC:	(AlAit~iSAlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Ait~iSAl+At
        GLOSS:	the+contact/communication+[fem.pl.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P7W7
      OFFSETS:	33-36
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	هدفه
     IS_TRANS:	hdfh
        INDEX:	P7W8
      OFFSETS:	37-41
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaf_1]
   UNSPLITVOC:	(hadafuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	hadaf+uh
        GLOSS:	goal/objective/intention+its/his

 INPUT STRING:	مقاومة
     IS_TRANS:	mqAwmp
        INDEX:	P7W9
      OFFSETS:	42-48
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqAwomap_1]
   UNSPLITVOC:	(muqAwomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muqAwom+ap
        GLOSS:	resistance/opposition/struggle+[fem.sg.]

 INPUT STRING:	الاختراق
     IS_TRANS:	AlAxtrAq
        INDEX:	P7W10
      OFFSETS:	49-57
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixotirAq_1]
   UNSPLITVOC:	(Al<ixotirAq)
          POS:	DET+NOUN
          VOC:	Al+<ixotirAq
        GLOSS:	the+incursion/penetration/crossing

 INPUT STRING:	المخابراتى
     IS_TRANS:	AlmxAbrAtY
        INDEX:	P7W11
      OFFSETS:	58-68
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muxAbarAtiy_1]
   UNSPLITVOC:	(AlmuxAbarAtiy)
          POS:	DET+ADJ
          VOC:	Al+muxAbarAtiy
        GLOSS:	the+intelligence service/secret service

 INPUT STRING:	لمصر
     IS_TRANS:	lmSr
        INDEX:	P7W12
      OFFSETS:	69-73
       TOKENS:	P7W13-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(limaSor)
          POS:	PREP+NOUN_PROP
          VOC:	li+maSor
        GLOSS:	for/to+Egypt

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	السابع
     IS_TRANS:	AlsAbE
        INDEX:	P8W2
      OFFSETS:	6-12
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlsAbiE_1]
   UNSPLITVOC:	(AlsAbiE)
          POS:	DET+ADJ_NUM
          VOC:	Al+sAbiE
        GLOSS:	the+seventh

 INPUT STRING:	–
     IS_TRANS:	&#x2013;
        INDEX:	P8W3
      OFFSETS:	13-14
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x2013;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	خميس
     IS_TRANS:	xmys
        INDEX:	P8W4
      OFFSETS:	15-19
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xamiys_1]
   UNSPLITVOC:	(xamiys)
          POS:	NOUN
          VOC:	xamiys
        GLOSS:	Thursday

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P8W5
      OFFSETS:	19-20
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	٢٦
     IS_TRANS:	&#x662;&#x666;
        INDEX:	P8W6
      OFFSETS:	21-23
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[26_1]
   UNSPLITVOC:	(26)
          POS:	NOUN_NUM
          VOC:	26
        GLOSS:	26

 INPUT STRING:	يناير
     IS_TRANS:	ynAyr
        INDEX:	P8W7
      OFFSETS:	24-29
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yanAyir_1]
   UNSPLITVOC:	(yanAyir)
          POS:	NOUN_PROP
          VOC:	yanAyir
        GLOSS:	January

 INPUT STRING:	٢٠١٢
     IS_TRANS:	&#x662;&#x660;&#x661;&#x662;
        INDEX:	P8W8
      OFFSETS:	30-34
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[2012_1]
   UNSPLITVOC:	(2012)
          POS:	NOUN_NUM
          VOC:	2012
        GLOSS:	2012

 INPUT STRING:	أكد
     IS_TRANS:	>kd
        INDEX:	P9W1
      OFFSETS:	0-3
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ak~ad_1]
   UNSPLITVOC:	(>ak~ad)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>ak~ad+(null)
        GLOSS:	affirm/assure/confirm/guarantee+he/it [verb]

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P9W2
      OFFSETS:	4-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	الجندى
     IS_TRANS:	AljndY
        INDEX:	P9W3
      OFFSETS:	9-15
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[janodiy_1]
   UNSPLITVOC:	(Aljanodiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+janodiy
        GLOSS:	the+Gandy

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W4
      OFFSETS:	15-16
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	محامى
     IS_TRANS:	mHAmY
        INDEX:	P9W5
      OFFSETS:	17-22
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAmiy_1]
   UNSPLITVOC:	(muHAmiy)
          POS:	NOUN
          VOC:	muHAmiy
        GLOSS:	lawyer/defense counsel

 INPUT STRING:	حبيب
     IS_TRANS:	Hbyb
        INDEX:	P9W6
      OFFSETS:	23-27
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habiyb_2]
   UNSPLITVOC:	(Habiyb)
          POS:	NOUN_PROP
          VOC:	Habiyb
        GLOSS:	Habib/Habeeb

 INPUT STRING:	العادلى
     IS_TRANS:	AlEAdlY
        INDEX:	P9W7
      OFFSETS:	28-35
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdiliy~_1]
   UNSPLITVOC:	(AlEAdiliy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+EAdiliy~
        GLOSS:	the+Adli/Adly

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W8
      OFFSETS:	35-36
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وزير
     IS_TRANS:	wzyr
        INDEX:	P9W9
      OFFSETS:	37-41
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(waziyr)
          POS:	NOUN
          VOC:	waziyr
        GLOSS:	minister

 INPUT STRING:	الداخلية
     IS_TRANS:	AldAxlyp
        INDEX:	P9W10
      OFFSETS:	42-50
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxoliy~ap_1]
   UNSPLITVOC:	(Ald~Axoliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dAxoliy~+ap
        GLOSS:	the+interior/of state+[fem.sg.]

 INPUT STRING:	الأسبق
     IS_TRANS:	Al>sbq
        INDEX:	P9W11
      OFFSETS:	51-57
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asobaq_1]
   UNSPLITVOC:	(Al>asobaq)
          POS:	DET+ADJ_COMP
          VOC:	Al+>asobaq
        GLOSS:	the+previous/former/earlier

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W12
      OFFSETS:	57-58
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P9W13
      OFFSETS:	59-61
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	قطع
     IS_TRANS:	qTE
        INDEX:	P9W14
      OFFSETS:	62-65
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaToE_1]
   UNSPLITVOC:	(qaToE)
          POS:	NOUN
          VOC:	qaToE
        GLOSS:	breaking off/interruption/absolutely/definitely/absolutely

 INPUT STRING:	الاتصالات
     IS_TRANS:	AlAtSAlAt
        INDEX:	P9W15
      OFFSETS:	66-75
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~iSAl_1]
   UNSPLITVOC:	(AlAit~iSAlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Ait~iSAl+At
        GLOSS:	the+contact/communication+[fem.pl.]

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P9W16
      OFFSETS:	76-78
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	يكن
     IS_TRANS:	ykn
        INDEX:	P9W17
      OFFSETS:	79-82
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yakun)
          POS:	IV3MS+IV
          VOC:	ya+kun
        GLOSS:	he/it+be

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W18
      OFFSETS:	83-85
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أجل
     IS_TRANS:	>jl
        INDEX:	P9W19
      OFFSETS:	86-89
       TOKENS:	P9W19-P9W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajal_1]
   UNSPLITVOC:	(>ajal)
          POS:	NOUN
