 INPUT STRING:	سؤالى
     IS_TRANS:	tSdqY
        INDEX:	P21W8
      OFFSETS:	48-53
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(tiSad~aqiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Sad~aq+iy
        GLOSS:	you+believe/give credence to/confirm/be believed+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P21W9
      OFFSETS:	54-57
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W10
      OFFSETS:	58-60
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who

 INPUT STRING:	رأت
     IS_TRANS:	r>t
        INDEX:	P21W11
      OFFSETS:	61-64
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>ay_1]
   UNSPLITVOC:	(ra>it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	ra>+it
        GLOSS:	saw+it/they/she

 INPUT STRING:	عينيك
     IS_TRANS:	Eynyk
        INDEX:	P21W12
      OFFSETS:	65-70
       TOKENS:	P21W14-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eayon_1]
   UNSPLITVOC:	(Eayonayoka)
          POS:	NOUN+NSUFF_MASC_DU_ACC+POSS_PRON_2MS
          VOC:	Eayon+ayo+ka
        GLOSS:	eye+two [acc.]+your [masc.sg.]

 INPUT STRING:	أنه
     IS_TRANS:	>nh
        INDEX:	P21W13
      OFFSETS:	71-74
       TOKENS:	P21W16-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	أهلا
     IS_TRANS:	>hlA
        INDEX:	P21W14
      OFFSETS:	75-79
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_2]
   UNSPLITVOC:	(>aholAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>ahol+AF
        GLOSS:	welcome+[acc.indef.]

 INPUT STRING:	للصدقة
     IS_TRANS:	llSdqp
        INDEX:	P21W15
      OFFSETS:	80-86
       TOKENS:	P21W19-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadaqap_1]
   UNSPLITVOC:	(lilS~adaqap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+Sadaq+ap
        GLOSS:	for/to+the+alms/charity+[fem.sg.]

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P21W16
      OFFSETS:	87-90
       TOKENS:	P21W21-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	SUB_CONJ
          VOC:	Hat~aY
        GLOSS:	so that

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P21W17
      OFFSETS:	91-93
       TOKENS:	P21W22-P21W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	تضيع
     IS_TRANS:	tDyE
        INDEX:	P21W18
      OFFSETS:	94-98
       TOKENS:	P21W23-P21W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAE_1]
   UNSPLITVOC:	(tiDiyE)
          POS:	IV3FS+IV
          VOC:	ti+DiyE
        GLOSS:	it/they/she+be lost

 INPUT STRING:	الأموال
     IS_TRANS:	Al>mwAl
        INDEX:	P21W19
      OFFSETS:	99-106
       TOKENS:	P21W24-P21W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(Al>amowAl)
          POS:	DET+NOUN
          VOC:	Al+>amowAl
        GLOSS:	the+money/capital/funds/assets/capital/funds

 INPUT STRING:	هباء
     IS_TRANS:	hbA'
        INDEX:	P21W20
      OFFSETS:	107-111
       TOKENS:	P21W25-P21W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[habA'_1]
   UNSPLITVOC:	(habA')
          POS:	NOUN
          VOC:	habA'
        GLOSS:	dust particles

 INPUT STRING:	وتذهب
     IS_TRANS:	wt*hb
        INDEX:	P21W21
      OFFSETS:	112-117
       TOKENS:	P21W26-P21W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*ahab_1]
   UNSPLITVOC:	(witi*ohab)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+*ohab
        GLOSS:	and+she/it+go

 INPUT STRING:	لمن
     IS_TRANS:	lmn
        INDEX:	P21W22
      OFFSETS:	118-121
       TOKENS:	P21W28-P21W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(limano)
          POS:	PREP+REL_PRON
          VOC:	li+mano
        GLOSS:	for/to+who/whom

 INPUT STRING:	يحتاجها
     IS_TRANS:	yHtAjhA
        INDEX:	P21W23
      OFFSETS:	122-129
       TOKENS:	P21W30-P21W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<iHotAj_1]
   UNSPLITVOC:	(yaHotAjhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	ya+HotAj+hA
        GLOSS:	he/it+need+it/them/her

 INPUT STRING:	حقا
     IS_TRANS:	HqA
        INDEX:	P21W24
      OFFSETS:	130-133
       TOKENS:	P21W32-P21W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	Haq~+AF
        GLOSS:	really/truly+[acc.indef.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P22W2
      OFFSETS:	3-8
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understand+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W3
      OFFSETS:	9-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W4
      OFFSETS:	10-11
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W5
      OFFSETS:	11-12
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P22W6
      OFFSETS:	13-14
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P22W7
      OFFSETS:	15-18
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	هشوف
     IS_TRANS:	h$wf
        INDEX:	P22W8
      OFFSETS:	19-23
       TOKENS:	P22W8-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(HaAa$uwf)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+$uwf
        GLOSS:	will+I+look

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P22W9
      OFFSETS:	24-28
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P22W10
      OFFSETS:	29-35
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+money

 INPUT STRING:	بتاعتى
     IS_TRANS:	btAEtY
        INDEX:	P22W11
      OFFSETS:	36-42
       TOKENS:	P22W12-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	bitAE+ap+iy
        GLOSS:	own+[fem.sg.]+my

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W12
      OFFSETS:	43-47
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	هدفعها
     IS_TRANS:	hdfEhA
        INDEX:	P22W13
      OFFSETS:	48-54
       TOKENS:	P22W15-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(HaAadofaEhA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+dofaE+hA
        GLOSS:	will+I+pay+it/them/her

 INPUT STRING:	هتروح
     IS_TRANS:	htrwH
        INDEX:	P22W14
      OFFSETS:	55-60
       TOKENS:	P22W18-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HatiruwH)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+ruwH
        GLOSS:	will+it/they/she+go

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P22W15
      OFFSETS:	61-64
       TOKENS:	P22W20-P22W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	INTERROG_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W16
      OFFSETS:	65-66
       TOKENS:	P22W21-P22W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P22W17
      OFFSETS:	67-69
       TOKENS:	P22W22-P22W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P22W18
      OFFSETS:	70-74
       TOKENS:	P22W23-P22W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you

 INPUT STRING:	واثقة
     IS_TRANS:	wAvqp
        INDEX:	P22W19
      OFFSETS:	75-80
       TOKENS:	P22W24-P22W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAviq_1]
   UNSPLITVOC:	(wAvoqap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	wAvoq+ap
        GLOSS:	certain/confident+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P22W20
      OFFSETS:	81-83
       TOKENS:	P22W25-P22W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	صوابع
     IS_TRANS:	SwAbE
        INDEX:	P22W21
      OFFSETS:	84-89
       TOKENS:	P22W26-P22W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuwbaE_1]
   UNSPLITVOC:	(SawAbiE)
          POS:	NOUN
          VOC:	SawAbiE
        GLOSS:	fingers

 INPUT STRING:	ايديك
     IS_TRANS:	Aydyk
        INDEX:	P22W22
      OFFSETS:	90-95
       TOKENS:	P22W27-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iydiykiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	<iydiy+kiy
        GLOSS:	hand+your

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P22W23
      OFFSETS:	96-102
       TOKENS:	P22W29-P22W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W24
      OFFSETS:	103-104
       TOKENS:	P22W30-P22W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P23W2
      OFFSETS:	5-9
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	at+your

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P23W3
      OFFSETS:	10-12
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	نحن
     IS_TRANS:	nHn
        INDEX:	P23W4
      OFFSETS:	13-16
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naHnu_1]
   UNSPLITVOC:	(naHonu)
          POS:	PRON_1P
          VOC:	naHonu
        GLOSS:	we

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P23W5
      OFFSETS:	17-19
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	نثق
     IS_TRANS:	nvq
        INDEX:	P23W6
      OFFSETS:	20-23
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wavaq_1]
   UNSPLITVOC:	(naviq)
          POS:	IV1P+IV
          VOC:	na+viq
        GLOSS:	we+trust

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W7
      OFFSETS:	24-26
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P23W8
      OFFSETS:	27-34
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W9
      OFFSETS:	35-37
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P23W10
      OFFSETS:	38-40
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P23W11
      OFFSETS:	41-43
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ayo'_1]
   UNSPLITVOC:	($a})
          POS:	NOUN
          VOC:	$a}
        GLOSS:	some thing

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P23W12
      OFFSETS:	44-46
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اليى
     IS_TRANS:	AlyY
        INDEX:	P23W13
      OFFSETS:	47-51
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	which

 INPUT STRING:	سمعته
     IS_TRANS:	smEth
        INDEX:	P23W14
      OFFSETS:	52-57
       TOKENS:	P23W15-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEtuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	simiE+t+uh
        GLOSS:	hear+I+it/him

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P23W15
      OFFSETS:	58-61
       TOKENS:	P23W17-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	هيئه
     IS_TRANS:	hy}h
        INDEX:	P23W16
      OFFSETS:	62-66
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hay}ap_1]
   UNSPLITVOC:	(hay}ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hay}+ap
        GLOSS:	organization/agency+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W17
      OFFSETS:	67-69
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كبار
     IS_TRANS:	kbAr
        INDEX:	P23W18
      OFFSETS:	70-74
       TOKENS:	P23W21-P23W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kubAr)
          POS:	ADJ
          VOC:	kubAr
        GLOSS:	big

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W19
      OFFSETS:	75-77
       TOKENS:	P23W22-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الازهر
     IS_TRANS:	AlAzhr
        INDEX:	P23W20
      OFFSETS:	78-84
       TOKENS:	P23W23-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azohar_1]
   UNSPLITVOC:	(Al>azohar)
          POS:	DET+NOUN_PROP
          VOC:	Al+>azohar
        GLOSS:	the+Azhar

 INPUT STRING:	هتشرف
     IS_TRANS:	ht$rf
        INDEX:	P23W21
      OFFSETS:	85-90
       TOKENS:	P23W24-P23W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ar~af_1]
   UNSPLITVOC:	(Hati$ar~af)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+$ar~af
        GLOSS:	will+she+oversee/supervise

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P23W22
      OFFSETS:	91-94
       TOKENS:	P23W26-P23W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P23W23
      OFFSETS:	95-102
       TOKENS:	P23W27-P23W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W24
      OFFSETS:	103-105
       TOKENS:	P23W28-P23W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اوله
     IS_TRANS:	Awlh
        INDEX:	P23W25
      OFFSETS:	106-110
       TOKENS:	P23W29-P23W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_1]
   UNSPLITVOC:	(>aw~iluh)
