 INPUT STRING:	المزرعه
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwd_1]
   UNSPLITVOC:	(wiAlyahuwd)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+yahuwd
        GLOSS:	and+the+jews

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P28W2
      OFFSETS:	8-10
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]/they

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P28W3
      OFFSETS:	11-15
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more/most/majority

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P28W4
      OFFSETS:	16-19
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	يعرفوا
     IS_TRANS:	yErfwA
        INDEX:	P28W5
      OFFSETS:	20-26
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yiEorafuwA]
   UNSPLITVOC:	(yiEorafuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Eoraf+uwA
        GLOSS:	they+know/be known+[masc.pl.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P28W6
      OFFSETS:	27-31
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P28W7
      OFFSETS:	32-35
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	جيش
     IS_TRANS:	jy$
        INDEX:	P28W8
      OFFSETS:	36-39
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(jay$)
          POS:	NOUN
          VOC:	jay$
        GLOSS:	army/troops

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P28W9
      OFFSETS:	40-43
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	والفيلم
     IS_TRANS:	wAlfylm
        INDEX:	P29W1
      OFFSETS:	0-7
       TOKENS:	P29W1-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(wiAlfiylm)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+fiylm
        GLOSS:	and+the+film/movie/films/movies

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P29W2
      OFFSETS:	8-10
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P29W3
      OFFSETS:	11-16
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArayot_1]
   UNSPLITVOC:	(yArayot)
          POS:	PSEUDO_VERB
          VOC:	yArayot
        GLOSS:	if ony/I wish!/if only (wish]/if only!/wish/if only (wish)/if only

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P29W4
      OFFSETS:	17-19
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P29W5
      OFFSETS:	20-25
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تشوفه
     IS_TRANS:	t$wfh
        INDEX:	P29W6
      OFFSETS:	26-31
       TOKENS:	P29W7-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ti$uwfuh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	ti+$uwf+uh
        GLOSS:	it/they/she+look+it/him

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P29W7
      OFFSETS:	32-37
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	تقدر
     IS_TRANS:	tqdr
        INDEX:	P29W8
      OFFSETS:	38-42
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~ar_1]
   UNSPLITVOC:	(tiqad~ar)
          POS:	IV3FS+IV
          VOC:	ti+qad~ar
        GLOSS:	it/they/she+estimate/appreciate/appraise/value/be estimated/be valued/be appraised/allow

 INPUT STRING:	قيمه
     IS_TRANS:	qymh
        INDEX:	P29W9
      OFFSETS:	43-47
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiymap_1]
   UNSPLITVOC:	(qiymap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qiym+ap
        GLOSS:	value/worth/values/morals/ethics/amount/quantity/amounts+[fem.sg.]

 INPUT STRING:	جيشنا
     IS_TRANS:	jy$nA
        INDEX:	P29W10
      OFFSETS:	48-53
       TOKENS:	P29W13-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(jiy$nA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	jiy$+nA
        GLOSS:	army/troops+our

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P29W11
      OFFSETS:	54-60
       TOKENS:	P29W15-P29W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	القوى
     IS_TRANS:	AlqwY
        INDEX:	P29W12
      OFFSETS:	61-66
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Alqawiy)
          POS:	DET+ADJ
          VOC:	Al+qawiy
        GLOSS:	the+strong

 INPUT STRING:	والوحيد
     IS_TRANS:	wAlwHyd
        INDEX:	P29W13
      OFFSETS:	67-74
       TOKENS:	P29W17-P29W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlwaHiyd_1]
   UNSPLITVOC:	(waAlwaHiyd)
          POS:	PREP+DET+ADJ
          VOC:	wa+Al+waHiyd
        GLOSS:	and+the+exclusive/alone/sole/only

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P29W14
      OFFSETS:	75-77
       TOKENS:	P29W19-P29W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	منطقه
     IS_TRANS:	mnTqh
        INDEX:	P29W15
      OFFSETS:	78-83
       TOKENS:	P29W20-P29W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiqap_1]
   UNSPLITVOC:	(manoTiqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	manoTiq+ap
        GLOSS:	territories/zones/areas+[fem.sg.]

 INPUT STRING:	الشرق
     IS_TRANS:	Al$rq
        INDEX:	P29W16
      OFFSETS:	84-89
       TOKENS:	P29W21-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aroq_1]
   UNSPLITVOC:	(Al$aroq)
          POS:	DET+NOUN_PROP
          VOC:	Al+$aroq
        GLOSS:	the+East

 INPUT STRING:	الاوسط
     IS_TRANS:	AlAwsT
        INDEX:	P29W17
      OFFSETS:	90-96
       TOKENS:	P29W22-P29W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awosaT_1]
   UNSPLITVOC:	(Al>awosaT)
          POS:	DET+NOUN_PROP
          VOC:	Al+>awosaT
        GLOSS:	the+Middle

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P29W18
      OFFSETS:	97-98
       TOKENS:	P29W23-P29W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P29W19
      OFFSETS:	98-99
       TOKENS:	P29W24-P29W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P30W1
      OFFSETS:	0-2
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P30W2
      OFFSETS:	3-7
       TOKENS:	P30W2-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	if+they [masc.pl.]

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P30W3
      OFFSETS:	8-13
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEAt_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN
          VOC:	sAEAt
        GLOSS:	sometimes

 INPUT STRING:	بيقولوا
     IS_TRANS:	byqwlwA
        INDEX:	P30W4
      OFFSETS:	14-21
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/(for example)+they

 INPUT STRING:	تصريحات
     IS_TRANS:	tSryHAt
        INDEX:	P30W5
      OFFSETS:	22-29
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSoriyH_1]
   UNSPLITVOC:	(taSoriyHAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	taSoriyH+At
        GLOSS:	declaration/statement/declarations/statements/permit/license/permits/licenses+[fem.pl.]

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P30W6
      OFFSETS:	30-33
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	خايبه
     IS_TRANS:	xAybh
        INDEX:	P30W7
      OFFSETS:	34-39
       TOKENS:	P30W9-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyib_1]
   UNSPLITVOC:	(xAyobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xAyob+ap
        GLOSS:	disappointed/failing+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P30W8
      OFFSETS:	40-42
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	عندهم
     IS_TRANS:	Endhm
        INDEX:	P30W9
      OFFSETS:	43-48
       TOKENS:	P30W11-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eanod+hum
        GLOSS:	at/with+them

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P30W10
      OFFSETS:	49-53
       TOKENS:	P30W13-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+[masc.pl.]

 INPUT STRING:	يدخلوا
     IS_TRANS:	ydxlwA
        INDEX:	P30W11
      OFFSETS:	54-60
       TOKENS:	P30W15-P30W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yidxuluwA]
   UNSPLITVOC:	(yidxuluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+dxul+uwA
        GLOSS:	they+enter/be entered+[masc.pl.]

 INPUT STRING:	سينا
     IS_TRANS:	synA
        INDEX:	P30W12
      OFFSETS:	61-65
       TOKENS:	P30W16-P30W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siynA_1]
   UNSPLITVOC:	(siynA)
          POS:	NOUN_PROP
          VOC:	siynA
        GLOSS:	Sinai/Sina

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P31W1
      OFFSETS:	0-3
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	يظهر
     IS_TRANS:	yZhr
        INDEX:	P31W2
      OFFSETS:	4-8
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(yiZohar)
          POS:	IV3MS+IV
          VOC:	yi+Zohar
        GLOSS:	he/it+appear/emerge

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P31W3
      OFFSETS:	9-12
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P31W4
      OFFSETS:	13-17
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P31W5
      OFFSETS:	18-21
       TOKENS:	P31W6-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	CONJ+ADV
          VOC:	wi+bas~
        GLOSS:	and+enough

 INPUT STRING:	لانهم
     IS_TRANS:	lAnhm
        INDEX:	P31W6
      OFFSETS:	22-27
       TOKENS:	P31W8-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uhum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	li+<in~+hum
        GLOSS:	for+that+they [masc.pl.]

 INPUT STRING:	جربوا
     IS_TRANS:	jrbwA
        INDEX:	P31W7
      OFFSETS:	28-33
       TOKENS:	P31W11-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~ab_1]
   UNSPLITVOC:	(jar~abuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	jar~ab+uwA
        GLOSS:	test/try/attempt+they

 INPUT STRING:	وعرفوا
     IS_TRANS:	wErfwA
        INDEX:	P31W8
      OFFSETS:	34-40
       TOKENS:	P31W12-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ear~af_1]
   UNSPLITVOC:	(wiEar~afuwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wi+Ear~af+uwA
        GLOSS:	and+acquaint/be known/be identified+they

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P31W9
      OFFSETS:	41-45
       TOKENS:	P31W14-P31W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P31W10
      OFFSETS:	46-48
       TOKENS:	P31W16-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بنسيب
     IS_TRANS:	bnsyb
        INDEX:	P31W11
      OFFSETS:	49-54
       TOKENS:	P31W17-P31W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(binisiyb)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+siyb
        GLOSS:	[present-tense]+we+flow/neglect

 INPUT STRING:	حقنا
     IS_TRANS:	HqnA
        INDEX:	P31W12
      OFFSETS:	55-59
       TOKENS:	P31W19-P31W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Haq~+nA
        GLOSS:	truth/right/against/towards/rights/law+our

 INPUT STRING:	ابدا
     IS_TRANS:	AbdA
        INDEX:	P31W13
      OFFSETS:	60-64
       TOKENS:	P31W21-P31W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abd_1]
   UNSPLITVOC:	(>abdAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abd+AF
        GLOSS:	not at all/definitely not/never+[acc.indef.]

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P31W14
      OFFSETS:	65-68
       TOKENS:	P31W22-P31W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	ماعندنا
     IS_TRANS:	mAEndnA
        INDEX:	P31W15
      OFFSETS:	69-76
       TOKENS:	P31W23-P31W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAEa_1]
   UNSPLITVOC:	(mAEanodnA)
          POS:	SUB_CONJ+NOUN+POSS_PRON_1P
          VOC:	mA+Eanod+nA
        GLOSS:	that+with/at+us

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P31W16
      OFFSETS:	77-80
       TOKENS:	P31W26-P31W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	العاطى
     IS_TRANS:	AlEATY
        INDEX:	P31W17
      OFFSETS:	81-87
       TOKENS:	P31W27-P31W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlEATY_1]
   UNSPLITVOC:	(AlEATY)
          POS:	NOUN_PROP
          VOC:	AlEATY
        GLOSS:	AlAaty

 INPUT STRING:	صائد
     IS_TRANS:	SA}d
        INDEX:	P31W18
      OFFSETS:	88-92
       TOKENS:	P31W28-P31W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SA}id_1]
   UNSPLITVOC:	(SA}id)
          POS:	NOUN
          VOC:	SA}id
        GLOSS:	hunter

 INPUT STRING:	الدبابات
     IS_TRANS:	AldbAbAt
        INDEX:	P31W19
      OFFSETS:	93-101
       TOKENS:	P31W29-P31W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dab~Abap_1]
   UNSPLITVOC:	(Ald~ab~AbAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+dab~Ab+At
        GLOSS:	the+tanks+[fem.pl.]

 INPUT STRING:	وغيره
     IS_TRANS:	wgyrh
        INDEX:	P31W20
      OFFSETS:	102-107
       TOKENS:	P31W30-P31W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(wigayorh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wi+gayor+uh
        GLOSS:	and+not/other+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P31W21
      OFFSETS:	108-110
       TOKENS:	P31W33-P31W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الابطال
     IS_TRANS:	AlAbTAl
        INDEX:	P31W22
      OFFSETS:	111-118
       TOKENS:	P31W34-P31W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baTal_1]
   UNSPLITVOC:	(AlAboTAl)
          POS:	DET+NOUN
          VOC:	Al+AboTAl
        GLOSS:	the+hero/champion/star/heroine/heroes/champions/stars

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually/action/in effect+[acc.indef.]

 INPUT STRING:	الفيلم
     IS_TRANS:	Alfylm
        INDEX:	P32W2
      OFFSETS:	5-11
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(Alfiylm)
          POS:	DET+NOUN
          VOC:	Al+fiylm
