 INPUT STRING:	زملائى
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W27
      OFFSETS:	140-141
       TOKENS:	P19W35-P19W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W28
      OFFSETS:	141-142
       TOKENS:	P19W36-P19W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W29
      OFFSETS:	142-143
       TOKENS:	P19W37-P19W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W30
      OFFSETS:	143-144
       TOKENS:	P19W38-P19W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W31
      OFFSETS:	144-145
       TOKENS:	P19W39-P19W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W32
      OFFSETS:	145-146
       TOKENS:	P19W40-P19W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W33
      OFFSETS:	146-147
       TOKENS:	P19W41-P19W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W34
      OFFSETS:	147-148
       TOKENS:	P19W42-P19W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W35
      OFFSETS:	148-149
       TOKENS:	P19W43-P19W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W36
      OFFSETS:	149-150
       TOKENS:	P19W44-P19W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W37
      OFFSETS:	150-151
       TOKENS:	P19W45-P19W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W38
      OFFSETS:	151-152
       TOKENS:	P19W46-P19W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W39
      OFFSETS:	152-153
       TOKENS:	P19W47-P19W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W40
      OFFSETS:	153-154
       TOKENS:	P19W48-P19W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P19W41
      OFFSETS:	155-158
       TOKENS:	P19W49-P19W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hunA_1]
   UNSPLITVOC:	(hunA)
          POS:	ADV
          VOC:	hunA
        GLOSS:	here

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P19W42
      OFFSETS:	159-162
       TOKENS:	P19W50-P19W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	يبرز
     IS_TRANS:	ybrz
        INDEX:	P19W43
      OFFSETS:	163-167
       TOKENS:	P19W51-P19W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baraz_1]
   UNSPLITVOC:	(yabariz)
          POS:	IV3MS+IV
          VOC:	ya+bariz
        GLOSS:	he/it+appear/emerge

 INPUT STRING:	دور
     IS_TRANS:	dwr
        INDEX:	P19W44
      OFFSETS:	168-171
       TOKENS:	P19W52-P19W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwr_1]
   UNSPLITVOC:	(dawr)
          POS:	NOUN
          VOC:	duwr
        GLOSS:	role/part/roles/parts

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P19W45
      OFFSETS:	172-178
       TOKENS:	P19W53-P19W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	التوافقي
     IS_TRANS:	AltwAfqy
        INDEX:	P19W46
      OFFSETS:	179-187
       TOKENS:	P19W54-P19W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawAfuqiy_1]
   UNSPLITVOC:	(Alt~awAfuqiy)
          POS:	DET+ADJ
          VOC:	Al+tawAfuqiy
        GLOSS:	the+compatability

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P19W47
      OFFSETS:	187-188
       TOKENS:	P19W55-P19W55
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	حيث
     IS_TRANS:	Hyv
        INDEX:	P19W48
      OFFSETS:	189-192
       TOKENS:	P19W56-P19W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hayov_1]
   UNSPLITVOC:	(Hayov)
          POS:	REL_ADV
          VOC:	Hayov
        GLOSS:	where/whereby/since/given that

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P19W49
      OFFSETS:	193-196
       TOKENS:	P19W57-P19W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+conclude/take place

 INPUT STRING:	اختياره
     IS_TRANS:	AxtyArh
        INDEX:	P19W50
      OFFSETS:	197-204
       TOKENS:	P19W58-P19W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixotiyAr_1]
   UNSPLITVOC:	(<ixotiyAruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	<ixotiyAr+uh
        GLOSS:	choice/selection/preference+its/his

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W51
      OFFSETS:	205-207
       TOKENS:	P19W60-P19W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كافة
     IS_TRANS:	kAfp
        INDEX:	P19W52
      OFFSETS:	208-212
       TOKENS:	P19W61-P19W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAf~ap_1]
   UNSPLITVOC:	(kAf~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	kAf~+ap
        GLOSS:	all+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P19W53
      OFFSETS:	213-215
       TOKENS:	P19W62-P19W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	غالبية
     IS_TRANS:	gAlbyp
        INDEX:	P19W54
      OFFSETS:	216-222
       TOKENS:	P19W63-P19W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAlibiy~ap_1]
   UNSPLITVOC:	(gAlibiy~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	gAlibiy~+ap
        GLOSS:	majority+[fem.sg.]

 INPUT STRING:	القوى
     IS_TRANS:	AlqwY
        INDEX:	P19W55
      OFFSETS:	223-228
       TOKENS:	P19W64-P19W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(AlquwaY)
          POS:	DET+NOUN
          VOC:	Al+quwaY
        GLOSS:	the+power/strength/force/violence/armed forces/power/forces

 INPUT STRING:	التي
     IS_TRANS:	Alty
        INDEX:	P19W56
      OFFSETS:	229-233
       TOKENS:	P19W65-P19W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	شاركت
     IS_TRANS:	$Arkt
        INDEX:	P19W57
      OFFSETS:	234-239
       TOKENS:	P19W66-P19W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	($Arokit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	$Arok+it
        GLOSS:	participate with/share with+it/they/she [verb]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P19W58
      OFFSETS:	240-242
       TOKENS:	P19W67-P19W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	صنع
     IS_TRANS:	SnE
        INDEX:	P19W59
      OFFSETS:	243-246
       TOKENS:	P19W68-P19W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SunoE_1]
   UNSPLITVOC:	(SunoE)
          POS:	NOUN
          VOC:	SunoE
        GLOSS:	building/making

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P19W60
      OFFSETS:	247-253
       TOKENS:	P19W69-P19W69
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P19W61
      OFFSETS:	253-254
       TOKENS:	P19W70-P19W70
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وتكون
     IS_TRANS:	wtkwn
        INDEX:	P19W62
      OFFSETS:	255-260
       TOKENS:	P19W71-P19W72
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(witikuwn)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+kuwn
        GLOSS:	and+you+be

 INPUT STRING:	مهمة
     IS_TRANS:	mhmp
        INDEX:	P19W63
      OFFSETS:	261-265
       TOKENS:	P19W73-P19W73
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~ap_1]
   UNSPLITVOC:	(muhim~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muhim~+ap
        GLOSS:	task/assignment/mission+[fem.sg.]

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P19W64
      OFFSETS:	266-269
       TOKENS:	P19W74-P19W74
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*A)
          POS:	DEM_PRON_MS
          VOC:	h`*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P19W65
      OFFSETS:	270-276
       TOKENS:	P19W75-P19W75
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	التوافقي
     IS_TRANS:	AltwAfqy
        INDEX:	P19W66
      OFFSETS:	277-285
       TOKENS:	P19W76-P19W76
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawAfuqiy_1]
   UNSPLITVOC:	(Alt~awAfuqiy)
          POS:	DET+ADJ
          VOC:	Al+tawAfuqiy
        GLOSS:	the+compatability

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P19W67
      OFFSETS:	286-288
       TOKENS:	P19W77-P19W77
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	اجتياز
     IS_TRANS:	AjtyAz
        INDEX:	P19W68
      OFFSETS:	289-295
       TOKENS:	P19W78-P19W78
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ijotiyAz_1]
   UNSPLITVOC:	(<ijotiyAz)
          POS:	NOUN
          VOC:	<ijotiyAz
        GLOSS:	traversing/overcoming

 INPUT STRING:	فترة
     IS_TRANS:	ftrp
        INDEX:	P19W69
      OFFSETS:	296-300
       TOKENS:	P19W79-P19W79
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fator+ap
        GLOSS:	phase/time period/interval+[fem.sg.]

 INPUT STRING:	انتقالية
     IS_TRANS:	AntqAlyp
        INDEX:	P19W70
      OFFSETS:	301-309
       TOKENS:	P19W80-P19W80
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<inotiqAliy~_1]
   UNSPLITVOC:	(AinotiqAliy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<inotiqAliy~+ap
        GLOSS:	transitional+[fem.sg.]

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P19W71
      OFFSETS:	310-313
       TOKENS:	P19W81-P19W81
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P19W72
      OFFSETS:	314-317
       TOKENS:	P19W82-P19W82
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+conclude/take place

 INPUT STRING:	اكتمال
     IS_TRANS:	AktmAl
        INDEX:	P19W73
      OFFSETS:	318-324
       TOKENS:	P19W83-P19W83
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ikotimAl_1]
   UNSPLITVOC:	(<ikotimAl)
          POS:	NOUN
          VOC:	<ikotimAl
        GLOSS:	complete

 INPUT STRING:	البنيان
     IS_TRANS:	AlbnyAn
        INDEX:	P19W74
      OFFSETS:	325-332
       TOKENS:	P19W84-P19W84
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bunoyAn_1]
   UNSPLITVOC:	(AlbunoyAn)
          POS:	DET+NOUN
          VOC:	Al+bunoyAn
        GLOSS:	the+structure/edifice

 INPUT STRING:	والهيكل
     IS_TRANS:	wAlhykl
        INDEX:	P19W75
      OFFSETS:	333-340
       TOKENS:	P19W85-P19W86
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haykal_1]
   UNSPLITVOC:	(wiAlhaykal)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+haykal
        GLOSS:	and+the+structure

 INPUT STRING:	السياسي
     IS_TRANS:	AlsyAsy
        INDEX:	P19W76
      OFFSETS:	341-348
       TOKENS:	P19W87-P19W87
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlsiyAsiy~_1]
   UNSPLITVOC:	(AlsiyAsiy)
          POS:	DET+ADJ
          VOC:	Al+siyAsiy~
        GLOSS:	the+political

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P19W77
      OFFSETS:	349-351
       TOKENS:	P19W88-P19W88
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P19W78
      OFFSETS:	352-358
       TOKENS:	P19W89-P19W89
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W79
      OFFSETS:	358-359
       TOKENS:	P19W90-P19W90
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	أما
     IS_TRANS:	>mA
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P20W2
      OFFSETS:	4-10
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	المنتخب
     IS_TRANS:	Almntxb
        INDEX:	P20W3
      OFFSETS:	11-18
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaxab_1]
   UNSPLITVOC:	(Almunotaxab)
          POS:	DET+ADJ
          VOC:	Al+munotaxab
        GLOSS:	the+elected/elect/voted

 INPUT STRING:	فهو
     IS_TRANS:	fhw
        INDEX:	P20W4
      OFFSETS:	19-22
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(fahuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	fa+huw~a
        GLOSS:	so/and+he

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W5
      OFFSETS:	23-25
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يقوم
     IS_TRANS:	yqwm
        INDEX:	P20W6
      OFFSETS:	26-30
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(yaquwm)
          POS:	IV3MS+IV
          VOC:	ya+quwm
        GLOSS:	he/it+undertake/carry out

 INPUT STRING:	بترشيح
     IS_TRANS:	btr$yH
        INDEX:	P20W7
      OFFSETS:	31-37
       TOKENS:	P20W8-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taro$iyH_1]
   UNSPLITVOC:	(bitaro$iyH)
          POS:	PREP+NOUN
          VOC:	bi+taro$iyH
        GLOSS:	with/by+nomination/candidacy

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P20W8
      OFFSETS:	38-42
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	مستقلا
     IS_TRANS:	mstqlA
        INDEX:	P20W9
      OFFSETS:	43-49
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaqil~_1]
   UNSPLITVOC:	(musotaqil~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	musotaqil~+AF
        GLOSS:	independent/autonomous+[acc.indef.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P20W10
      OFFSETS:	50-52
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P20W11
      OFFSETS:	53-55
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	حزب
     IS_TRANS:	Hzb
        INDEX:	P20W12
      OFFSETS:	56-59
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(Hizob)
          POS:	NOUN
          VOC:	Hizob
        GLOSS:	party

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P20W13
      OFFSETS:	60-64
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P20W14
      OFFSETS:	64-65
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
