 INPUT STRING:	زى
        GLOSS:	phase/stage/round+[fem.sg.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P15W4
      OFFSETS:	16-21
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P15W5
      OFFSETS:	22-24
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P15W6
      OFFSETS:	25-28
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P15W7
      OFFSETS:	29-33
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	الوزير
     IS_TRANS:	Alwzyr
        INDEX:	P15W8
      OFFSETS:	34-40
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(Alwaziyr)
          POS:	DET+NOUN
          VOC:	Al+waziyr
        GLOSS:	the+minister

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P15W9
      OFFSETS:	41-45
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P15W10
      OFFSETS:	46-51
       TOKENS:	P15W11-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	مرحلة
     IS_TRANS:	mrHlp
        INDEX:	P15W11
      OFFSETS:	53-58
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(maroHalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHal+ap
        GLOSS:	phase/stage/round+[fem.sg.]

 INPUT STRING:	التعليم
     IS_TRANS:	AltElym
        INDEX:	P15W12
      OFFSETS:	59-66
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(Alt~aEoliym)
          POS:	DET+NOUN
          VOC:	Al+taEoliym
        GLOSS:	the+education/teaching/instructions/precepts

 INPUT STRING:	الاساسى
     IS_TRANS:	AlAsAsY
        INDEX:	P15W13
      OFFSETS:	67-74
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>asAsiy~_1]
   UNSPLITVOC:	(Al>asAsiy~)
          POS:	DET+ADJ
          VOC:	Al+>asAsiy~
        GLOSS:	the+basic/fundamental

 INPUT STRING:	نحاول
     IS_TRANS:	nHAwl
        INDEX:	P15W14
      OFFSETS:	76-81
       TOKENS:	P15W16-P15W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(niHAwil)
          POS:	IV1P+IV
          VOC:	ni+HAwil
        GLOSS:	we+try

 INPUT STRING:	نسمع
     IS_TRANS:	nsmE
        INDEX:	P15W15
      OFFSETS:	82-86
       TOKENS:	P15W17-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(nisomaE)
          POS:	IV1P+IV
          VOC:	ni+somaE
        GLOSS:	we+listen

 INPUT STRING:	ونقرأ
     IS_TRANS:	wnqr>
        INDEX:	P15W16
      OFFSETS:	87-92
       TOKENS:	P15W18-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(winiqora>)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+qora>
        GLOSS:	and+we+read

 INPUT STRING:	ونفكر
     IS_TRANS:	wnfkr
        INDEX:	P15W17
      OFFSETS:	93-98
       TOKENS:	P15W20-P15W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(winifak~ar)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+fak~ar
        GLOSS:	and+we+think/consider/ponder

 INPUT STRING:	اولاً
     IS_TRANS:	AwlAF
        INDEX:	P15W18
      OFFSETS:	99-104
       TOKENS:	P15W22-P15W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P15W19
      OFFSETS:	105-108
       TOKENS:	P15W23-P15W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	الرد
     IS_TRANS:	Alrd
        INDEX:	P15W20
      OFFSETS:	109-113
       TOKENS:	P15W24-P15W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(Alr~ad~)
          POS:	DET+NOUN
          VOC:	Al+rad~
        GLOSS:	the+reply/response

 INPUT STRING:	ومعنى
     IS_TRANS:	wmEnY
        INDEX:	P15W21
      OFFSETS:	114-119
       TOKENS:	P15W25-P15W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(wimaEonaY)
          POS:	CONJ+NOUN
          VOC:	wi+maEonaY
        GLOSS:	and+meaning/sense

 INPUT STRING:	الغاؤها
     IS_TRANS:	AlgA&hA
        INDEX:	P15W22
      OFFSETS:	120-127
       TOKENS:	P15W27-P15W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilogA'_1]
   UNSPLITVOC:	(<ilogA&hA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	<ilogA&+hA
        GLOSS:	cancellation/abrogation/repeal+its/their/her

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P15W23
      OFFSETS:	128-130
       TOKENS:	P15W29-P15W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayo_2]
   UNSPLITVOC:	(>ayo)
          POS:	PART
          VOC:	>ayo
        GLOSS:	that is to say

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P15W24
      OFFSETS:	131-134
       TOKENS:	P15W30-P15W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	جعلها
     IS_TRANS:	jElhA
        INDEX:	P15W25
      OFFSETS:	135-140
       TOKENS:	P15W31-P15W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(jaEalhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	jaEal+(null)+hA
        GLOSS:	make/bring about/appoint+he/it+it/them/her

 INPUT STRING:	مرحلة
     IS_TRANS:	mrHlp
        INDEX:	P15W26
      OFFSETS:	141-146
       TOKENS:	P15W33-P15W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(maroHalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHal+ap
        GLOSS:	phase/stage/round+[fem.sg.]

 INPUT STRING:	منفصلة
     IS_TRANS:	mnfSlp
        INDEX:	P15W27
      OFFSETS:	147-153
       TOKENS:	P15W34-P15W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munofaSil_1]
   UNSPLITVOC:	(munofaSilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	munofaSil+ap
        GLOSS:	separate/detached+[fem.sg.]

 INPUT STRING:	تسمى
     IS_TRANS:	tsmY
        INDEX:	P15W28
      OFFSETS:	154-158
       TOKENS:	P15W35-P15W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sam~aY_1]
   UNSPLITVOC:	(tusam~aY)
          POS:	IV3FS+IV_PASS
          VOC:	tu+sam~aY
        GLOSS:	she+be called/be named/be designated

 INPUT STRING:	بالمرحلة
     IS_TRANS:	bAlmrHlp
        INDEX:	P15W29
      OFFSETS:	159-167
       TOKENS:	P15W36-P15W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(biAlmaroHalap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+maroHal+ap
        GLOSS:	with/by+the+phase/stage/round+[fem.sg.]

 INPUT STRING:	الاعدادية
     IS_TRANS:	AlAEdAdyp
        INDEX:	P15W30
      OFFSETS:	168-177
       TOKENS:	P15W38-P15W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEodAdiy~ap_1]
   UNSPLITVOC:	(AlAiEodAdiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+AiEodAdiy~+ap
        GLOSS:	the+preliminary/preparatory+[fem.sg.]

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P15W31
      OFFSETS:	178-182
       TOKENS:	P15W39-P15W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	PART+CONJ
          VOC:	wi+lakin
        GLOSS:	[part.]+but

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P15W32
      OFFSETS:	183-187
       TOKENS:	P15W41-P15W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	المسمى
     IS_TRANS:	AlmsmY
        INDEX:	P15W33
      OFFSETS:	188-194
       TOKENS:	P15W42-P15W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musam~aY_1]
   UNSPLITVOC:	(Almusam~aY)
          POS:	DET+NOUN
          VOC:	Al+musam~aY
        GLOSS:	the+title/name/titles/names

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P15W34
      OFFSETS:	195-201
       TOKENS:	P15W43-P15W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+former/previous/preceding

 INPUT STRING:	التعليم
     IS_TRANS:	AltElym
        INDEX:	P15W35
      OFFSETS:	202-209
       TOKENS:	P15W44-P15W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(Alt~aEoliym)
          POS:	DET+NOUN
          VOC:	Al+taEoliym
        GLOSS:	the+education/teaching/instructions/precepts

 INPUT STRING:	الاساسى
     IS_TRANS:	AlAsAsY
        INDEX:	P15W36
      OFFSETS:	210-217
       TOKENS:	P15W45-P15W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>asAsiy~_1]
   UNSPLITVOC:	(Al>asAsiy~)
          POS:	DET+ADJ
          VOC:	Al+>asAsiy~
        GLOSS:	the+basic/fundamental

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P16W1
      OFFSETS:	0-2
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الجديد
     IS_TRANS:	Aljdyd
        INDEX:	P16W2
      OFFSETS:	3-9
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiyd)
          POS:	DET+ADJ
          VOC:	Al+jidiyd
        GLOSS:	the+new/modern

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P16W3
      OFFSETS:	10-14
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	سمعناه
     IS_TRANS:	smEnAh
        INDEX:	P16W4
      OFFSETS:	15-21
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEnAh)
          POS:	PV+PVSUFF_SUBJ:1P+PVSUFF_DO:3MS
          VOC:	simiE+nA+uh
        GLOSS:	heard+we+it/him

 INPUT STRING:	حكاية
     IS_TRANS:	HkAyp
        INDEX:	P16W5
      OFFSETS:	22-27
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(HikAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HikAy+ap
        GLOSS:	story/account+[fem.sg.]

 INPUT STRING:	8
     IS_TRANS:	8
        INDEX:	P16W6
      OFFSETS:	28-29
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[8_1]
   UNSPLITVOC:	(8)
          POS:	NOUN_NUM
          VOC:	8
        GLOSS:	8

 INPUT STRING:	سنوات
     IS_TRANS:	snwAt
        INDEX:	P16W7
      OFFSETS:	29-34
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(snwAt)
          POS:	NO_FUNC
          VOC:	snwAt
        GLOSS:	nogloss

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P16W8
      OFFSETS:	35-37
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	الآن
     IS_TRANS:	Al|n
        INDEX:	P16W9
      OFFSETS:	38-42
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|an_1]
   UNSPLITVOC:	(Al|an)
          POS:	DET+NOUN
          VOC:	Al+|an
        GLOSS:	the+now

 INPUT STRING:	9
     IS_TRANS:	9
        INDEX:	P16W10
      OFFSETS:	43-44
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[9_1]
   UNSPLITVOC:	(9)
          POS:	NOUN_NUM
          VOC:	9
        GLOSS:	9

