 INPUT STRING:	الحمد
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	وكلمة
     IS_TRANS:	wklmp
        INDEX:	P11W13
      OFFSETS:	63-68
       TOKENS:	P11W14-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(wikilomap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+kilom+ap
        GLOSS:	and+word/remark/speech+[fem.sg.]

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P11W14
      OFFSETS:	69-71
       TOKENS:	P11W16-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him

 INPUT STRING:	بها
     IS_TRANS:	bhA
        INDEX:	P11W15
      OFFSETS:	72-75
       TOKENS:	P11W18-P11W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bihA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with/by+it/them/her

 INPUT STRING:	أجر
     IS_TRANS:	>jr
        INDEX:	P11W16
      OFFSETS:	76-79
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajor_1]
   UNSPLITVOC:	(>ajor)
          POS:	NOUN
          VOC:	>ajor
        GLOSS:	remuneration/recompense

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P11W17
      OFFSETS:	80-83
       TOKENS:	P11W21-P11W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P11W18
      OFFSETS:	84-86
       TOKENS:	P11W22-P11W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P11W19
      OFFSETS:	87-90
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	appear/rise/become+he/it [verb]

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P11W20
      OFFSETS:	91-95
       TOKENS:	P11W24-P11W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	تافه
     IS_TRANS:	tAfh
        INDEX:	P11W21
      OFFSETS:	96-100
       TOKENS:	P11W25-P11W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAfih_1]
   UNSPLITVOC:	(tAfih)
          POS:	ADJ
          VOC:	tAfih
        GLOSS:	trivial/commonplace

 INPUT STRING:	يتكلم
     IS_TRANS:	ytklm
        INDEX:	P11W22
      OFFSETS:	101-106
       TOKENS:	P11W26-P11W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(yitokal~im)
          POS:	IV3MS+IV
          VOC:	yi+tokal~im
        GLOSS:	he/it+speak/talk

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P11W23
      OFFSETS:	107-109
       TOKENS:	P11W27-P11W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P11W24
      OFFSETS:	110-113
       TOKENS:	P11W28-P11W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	الهرم
     IS_TRANS:	Alhrm
        INDEX:	P11W25
      OFFSETS:	114-119
       TOKENS:	P11W30-P11W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haram_1]
   UNSPLITVOC:	(Alharam)
          POS:	DET+NOUN
          VOC:	Al+haram
        GLOSS:	the+pyramid

 INPUT STRING:	الرابع
     IS_TRANS:	AlrAbE
        INDEX:	P11W26
      OFFSETS:	120-126
       TOKENS:	P11W31-P11W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAbiE_1]
   UNSPLITVOC:	(AlrAbiE)
          POS:	DET+ADJ_NUM
          VOC:	Al+rAbiE
        GLOSS:	the+fourth

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W27
      OFFSETS:	127-129
       TOKENS:	P11W32-P11W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P11W28
      OFFSETS:	130-133
       TOKENS:	P11W33-P11W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P11W29
      OFFSETS:	134-138
       TOKENS:	P11W34-P11W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example+[acc.indef.]

 INPUT STRING:	لأنه
     IS_TRANS:	l>nh
        INDEX:	P11W30
      OFFSETS:	139-143
       TOKENS:	P11W35-P11W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for+that+it/he

 INPUT STRING:	غنى
     IS_TRANS:	gnY
        INDEX:	P11W31
      OFFSETS:	144-147
       TOKENS:	P11W38-P11W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gan~aY_1]
   UNSPLITVOC:	(gan~aY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	gan~aY+(null)
        GLOSS:	sing+he/it [verb]

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P11W32
      OFFSETS:	148-151
       TOKENS:	P11W39-P11W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
        GLOSS:	some

 INPUT STRING:	أغنية
     IS_TRANS:	>gnyp
        INDEX:	P11W33
      OFFSETS:	152-157
       TOKENS:	P11W40-P11W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ugoniy~ap_1]
   UNSPLITVOC:	(>ugoniy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>ugoniy~+ap
        GLOSS:	song/melody+[fem.sg.]

 INPUT STRING:	فطبعا
     IS_TRANS:	fTbEA
        INDEX:	P11W34
      OFFSETS:	158-163
       TOKENS:	P11W41-P11W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(faTaboEAF)
          POS:	CONNEC_PART+NOUN+CASE_INDEF_ACC
          VOC:	fa+TaboE+AF
        GLOSS:	so/then+temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	نصفق
     IS_TRANS:	nSfq
        INDEX:	P11W35
      OFFSETS:	164-168
       TOKENS:	P11W43-P11W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Saf~aq_1]
   UNSPLITVOC:	(nuSaf~iq)
          POS:	IV1P+IV
          VOC:	nu+Saf~iq
        GLOSS:	we+applaud/clap

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P11W36
      OFFSETS:	169-171
       TOKENS:	P11W44-P11W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P12W2
      OFFSETS:	4-9
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P12W3
      OFFSETS:	10-15
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EndmA)
          POS:	NO_FUNC
          VOC:	EndmA
        GLOSS:	nogloss

 INPUT STRING:	يتكلم
     IS_TRANS:	ytklm
        INDEX:	P12W4
      OFFSETS:	16-21
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(yitokal~im)
          POS:	IV3MS+IV
          VOC:	yi+tokal~im
        GLOSS:	he/it+speak/talk

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P12W5
      OFFSETS:	22-24
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P12W6
      OFFSETS:	25-30
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P12W7
      OFFSETS:	31-35
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(nuquwl)
          POS:	IV1P+IV
          VOC:	nu+quwl
        GLOSS:	we+say

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P12W8
      OFFSETS:	36-38
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P12W9
      OFFSETS:	39-44
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country

 INPUT STRING:	ناقصة
     IS_TRANS:	nAqSp
        INDEX:	P12W10
      OFFSETS:	45-50
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqiS_1]
   UNSPLITVOC:	(nAqoSap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAqoS+ap
        GLOSS:	incomplete/defective/lacking+[fem.sg.]

 INPUT STRING:	ثالثا
     IS_TRANS:	vAlvA
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAliv_1]
   UNSPLITVOC:	(vAlivAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	vAliv+AF
        GLOSS:	third+[acc.indef.]

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P13W2
      OFFSETS:	6-13
       TOKENS:	P13W2-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation+[fem.sg.]

 INPUT STRING:	لولاية
     IS_TRANS:	lwlAyp
        INDEX:	P13W3
      OFFSETS:	14-20
       TOKENS:	P13W4-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wilAyap_1]
   UNSPLITVOC:	(liwilAyap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+wilAy+ap
        GLOSS:	for/to+mandate/term of office+[fem.sg.]

 INPUT STRING:	المرأة
     IS_TRANS:	Almr>p
        INDEX:	P13W4
      OFFSETS:	21-27
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maro>ap_1]
   UNSPLITVOC:	(Almaro>ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maro>+ap
        GLOSS:	the+woman+[fem.sg.]

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P13W5
      OFFSETS:	28-31
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	الشيوخ
     IS_TRANS:	Al$ywx
        INDEX:	P13W6
      OFFSETS:	32-38
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iyx_1]
   UNSPLITVOC:	(Al$~uyuwx)
          POS:	DET+NOUN
          VOC:	Al+$uyuwx
        GLOSS:	the+Sheikhs/chieftains

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P13W7
      OFFSETS:	39-41
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	يتغير
     IS_TRANS:	ytgyr
        INDEX:	P13W8
      OFFSETS:	42-47
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(yitogay~ar)
          POS:	IV3MS+IV
          VOC:	yi+togay~ar
        GLOSS:	he/it+change/modify

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P13W9
      OFFSETS:	48-51
       TOKENS:	P13W11-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P13W10
      OFFSETS:	52-55
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+you [masc.sg.] [verb]

 INPUT STRING:	سمعت
     IS_TRANS:	smEt
        INDEX:	P13W11
      OFFSETS:	56-60
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	simiE+t
        GLOSS:	hear/listen+you [masc.sg.] [verb]

 INPUT STRING:	حلقة
     IS_TRANS:	Hlqp
        INDEX:	P13W12
      OFFSETS:	61-65
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haloqap_1]
   UNSPLITVOC:	(Haloqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Haloq+ap
        GLOSS:	episode+[fem.sg.]

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P13W13
      OFFSETS:	66-70
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wael/Wa'il

 INPUT STRING:	الابراشى
     IS_TRANS:	AlAbrA$Y
        INDEX:	P13W14
      OFFSETS:	71-79
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iborA$iy_1]
   UNSPLITVOC:	(Al<iborA$iy)
          POS:	DET+NOUN_PROP
          VOC:	Al+<iborA$iy
        GLOSS:	the+alebrashy

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P13W15
      OFFSETS:	80-82
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P13W16
      OFFSETS:	83-90
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Doctor/Dr.

 INPUT STRING:	يسرى
     IS_TRANS:	ysrY
        INDEX:	P13W17
      OFFSETS:	91-95
       TOKENS:	P13W20-P13W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yusoriy_1]
   UNSPLITVOC:	(yusoriy)
          POS:	NOUN_PROP
          VOC:	yusoriy
        GLOSS:	Yusri/Yosri

 INPUT STRING:	حماد
     IS_TRANS:	HmAd
        INDEX:	P13W18
      OFFSETS:	96-100
       TOKENS:	P13W21-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ham~Ad_1]
   UNSPLITVOC:	(Ham~Ad)
          POS:	NOUN_PROP
          VOC:	Ham~Ad
        GLOSS:	Hammad

 INPUT STRING:	ومعه
     IS_TRANS:	wmEh
        INDEX:	P13W19
      OFFSETS:	101-105
       TOKENS:	P13W22-P13W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(wamaEhu)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wa+maE+hu
        GLOSS:	and+something with+its/his

 INPUT STRING:	السيدة
     IS_TRANS:	Alsydp
        INDEX:	P13W20
      OFFSETS:	106-112
       TOKENS:	P13W25-P13W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~idap_1]
   UNSPLITVOC:	(Als~ay~idap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+say~id+ap
        GLOSS:	the+lady/ladies+[fem.sg.]

 INPUT STRING:	اقبال
     IS_TRANS:	AqbAl
        INDEX:	P13W21
      OFFSETS:	113-118
       TOKENS:	P13W26-P13W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iqobAl_1]
   UNSPLITVOC:	(<iqobAl)
          POS:	NOUN_PROP
          VOC:	<iqobAl
        GLOSS:	Iqbal/Eqbal

 INPUT STRING:	بركة
     IS_TRANS:	brkp
        INDEX:	P13W22
      OFFSETS:	119-123
       TOKENS:	P13W27-P13W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barakap_1]
   UNSPLITVOC:	(barakap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	barak+ap
        GLOSS:	Baraka+[fem.sg.]

 INPUT STRING:	والكل
     IS_TRANS:	wAlkl
        INDEX:	P13W23
      OFFSETS:	124-129
       TOKENS:	P13W28-P13W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wiAlkul~)
          POS:	CONJ+DET+NOUN_QUANT
          VOC:	wi+Al+kul~
        GLOSS:	and+the+all, entire, every, whole

 INPUT STRING:	يعلم
     IS_TRANS:	yElm
        INDEX:	P13W24
      OFFSETS:	130-134
       TOKENS:	P13W30-P13W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilim_1]
   UNSPLITVOC:	(yiEolam)
          POS:	IV3MS+IV
          VOC:	yi+Eolam
        GLOSS:	he/it+know/find out

 INPUT STRING:	أفكارها
     IS_TRANS:	>fkArhA
        INDEX:	P13W25
      OFFSETS:	135-142
       TOKENS:	P13W31-P13W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(AfokArhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	AfokAr+hA
        GLOSS:	idea/notion/concept+its/their/her

 INPUT STRING:	جيدا
     IS_TRANS:	jydA
        INDEX:	P13W26
      OFFSETS:	143-147
       TOKENS:	P13W33-P13W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jay~id_1]
   UNSPLITVOC:	(jay~idAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	jay~id+AF
        GLOSS:	well/good+[acc.indef.]

 INPUT STRING:	ومداخلة
     IS_TRANS:	wmdAxlp
        INDEX:	P13W27
      OFFSETS:	148-155
       TOKENS:	P13W34-P13W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[midAxalap_1]
   UNSPLITVOC:	(wimidAxalap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+midAxal+ap
        GLOSS:	and+interference/participation+[fem.sg.]

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P13W28
      OFFSETS:	156-163
       TOKENS:	P13W36-P13W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Doctor/Dr.

 INPUT STRING:	ياسر
     IS_TRANS:	yAsr
        INDEX:	P13W29
      OFFSETS:	164-168
       TOKENS:	P13W37-P13W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAsir_1]
   UNSPLITVOC:	(yAsir)
          POS:	NOUN_PROP
          VOC:	yAsir
        GLOSS:	Yasser/Yasir

 INPUT STRING:	برهامى
     IS_TRANS:	brhAmY
        INDEX:	P13W30
      OFFSETS:	169-175
       TOKENS:	P13W38-P13W38
