 INPUT STRING:	لا
     IS_TRANS:	kAnt
        INDEX:	P17W10
      OFFSETS:	39-43
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	بتشترى
     IS_TRANS:	bt$trY
        INDEX:	P17W11
      OFFSETS:	44-50
       TOKENS:	P17W13-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otaraY_1]
   UNSPLITVOC:	(biti$otiriy)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+$otiriy
        GLOSS:	[present-tense]+it/they/she+buy/purchase

 INPUT STRING:	اراضى
     IS_TRANS:	ArADY
        INDEX:	P17W12
      OFFSETS:	51-56
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(>arADiy)
          POS:	NOUN
          VOC:	>arADiy
        GLOSS:	territories/land

 INPUT STRING:	الدوله
     IS_TRANS:	Aldwlh
        INDEX:	P17W13
      OFFSETS:	57-63
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W14
      OFFSETS:	64-65
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	Gloss:TBA

 INPUT STRING:	الفيلات
     IS_TRANS:	AlfylAt
        INDEX:	P17W15
      OFFSETS:	66-73
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylap_1]
   UNSPLITVOC:	(AlfiylAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+fiyl+At
        GLOSS:	the+villas+[fem.pl.]

 INPUT STRING:	باكوا
     IS_TRANS:	bAkwA
        INDEX:	P17W16
      OFFSETS:	74-79
       TOKENS:	P17W19-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AkwA_1]
   UNSPLITVOC:	(biAkwA)
          POS:	PREP+NOUN_PROP
          VOC:	bi+AkwA
        GLOSS:	with/by+Aqua

 INPUT STRING:	مارينا
     IS_TRANS:	mArynA
        INDEX:	P17W17
      OFFSETS:	80-86
       TOKENS:	P17W21-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAriynA_1]
   UNSPLITVOC:	(mAriynA)
          POS:	NOUN_PROP
          VOC:	mAriynA
        GLOSS:	Marina

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W18
      OFFSETS:	87-89
       TOKENS:	P17W22-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الساحل
     IS_TRANS:	AlsAHl
        INDEX:	P17W19
      OFFSETS:	90-96
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAHil_1]
   UNSPLITVOC:	(Als~AHil)
          POS:	DET+NOUN
          VOC:	Al+sAHil
        GLOSS:	the+coast/seashore

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W20
      OFFSETS:	97-98
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	المصايف
     IS_TRANS:	AlmSAyf
        INDEX:	P17W21
      OFFSETS:	99-106
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSAyif_1]
   UNSPLITVOC:	(AlmaSAyif)
          POS:	DET+NOUN
          VOC:	Al+maSAyif
        GLOSS:	the+summer resorts

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W22
      OFFSETS:	107-109
       TOKENS:	P17W26-P17W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بالمادى
     IS_TRANS:	bAlmAdY
        INDEX:	P17W23
      OFFSETS:	110-117
       TOKENS:	P17W27-P17W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAdiy_1]
   UNSPLITVOC:	(biAlmAdiy)
          POS:	PREP+DET+NOUN_PROP
          VOC:	bi+Al+mAdiy
        GLOSS:	with/by+the+Madi

 INPUT STRING:	مايوركا
     IS_TRANS:	mAywrkA
        INDEX:	P17W24
      OFFSETS:	118-125
       TOKENS:	P17W29-P17W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAyuwrokA_1]
   UNSPLITVOC:	(mAyuwrokA)
          POS:	NOUN_PROP
          VOC:	mAyuwrokA
        GLOSS:	Mayorka

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W25
      OFFSETS:	126-128
       TOKENS:	P17W30-P17W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اسبانيا
     IS_TRANS:	AsbAnyA
        INDEX:	P17W26
      OFFSETS:	129-136
       TOKENS:	P17W31-P17W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisobAnoyA_1]
   UNSPLITVOC:	(AisobAnoyA)
          POS:	NOUN_PROP
          VOC:	AisobAnoyA
        GLOSS:	Spain

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	عليكوا
     IS_TRANS:	ElykwA
        INDEX:	P18W2
      OFFSETS:	5-11
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealiykuw)
          POS:	PREP+PRON_2P
          VOC:	Ealiy+kuw
        GLOSS:	on/above+you

 INPUT STRING:	نظلمهم
     IS_TRANS:	nZlmhm
        INDEX:	P18W3
      OFFSETS:	12-18
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(nZlmhm)
          POS:	NO_FUNC
          VOC:	nZlmhm
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P18W4
      OFFSETS:	19-22
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	like this/this way

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W5
      OFFSETS:	23-24
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W6
      OFFSETS:	24-25
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W7
      OFFSETS:	25-26
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W8
      OFFSETS:	26-27
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W9
      OFFSETS:	27-28
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W10
      OFFSETS:	28-29
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W11
      OFFSETS:	29-30
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P18W12
      OFFSETS:	31-33
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	O/oh

 INPUT STRING:	نسيت
     IS_TRANS:	nsyt
        INDEX:	P18W13
      OFFSETS:	34-38
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(nisiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	nisiy+t
        GLOSS:	forget+I

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W14
      OFFSETS:	39-40
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P18W15
      OFFSETS:	41-46
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	بيشتروا
     IS_TRANS:	by$trwA
        INDEX:	P18W16
      OFFSETS:	47-54
       TOKENS:	P18W17-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otaraY_1]
   UNSPLITVOC:	(biyi$otiruwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+$otir+uwA
        GLOSS:	[present-tense]+they+buy/purchase+[pl.]

 INPUT STRING:	السيارات
     IS_TRANS:	AlsyArAt
        INDEX:	P18W17
      OFFSETS:	55-63
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~Arap_1]
   UNSPLITVOC:	(Als~ay~ArAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+say~Ar+At
        GLOSS:	the+car/automobile/vehicle/cars/automobiles/vehicles+[fem.pl.]

 INPUT STRING:	الهامر
     IS_TRANS:	AlhAmr
        INDEX:	P18W18
      OFFSETS:	64-70
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAmir_1]
   UNSPLITVOC:	(AlhAmir)
          POS:	DET+NOUN_PROP
          VOC:	Al+hAmir
        GLOSS:	the+Hammer

 INPUT STRING:	لزوم
     IS_TRANS:	lzwm
        INDEX:	P18W19
      OFFSETS:	71-75
       TOKENS:	P18W21-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[luzuwm_1]
   UNSPLITVOC:	(luzuwm)
          POS:	NOUN
          VOC:	luzuwm
        GLOSS:	requirement/necessity/exigency

 INPUT STRING:	الننوسين
     IS_TRANS:	Alnnwsyn
        INDEX:	P18W20
      OFFSETS:	76-84
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alnnwsyn)
          POS:	FOREIGN
          VOC:	Alnnwsyn
        GLOSS:	nogloss

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P18W21
      OFFSETS:	85-90
       TOKENS:	P18W23-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	يروحوا
     IS_TRANS:	yrwHwA
        INDEX:	P18W22
      OFFSETS:	91-97
       TOKENS:	P18W25-P18W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(yiruwHuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+ruwH+uwA
        GLOSS:	they+go+we

 INPUT STRING:	بيها
     IS_TRANS:	byhA
        INDEX:	P18W23
      OFFSETS:	98-102
       TOKENS:	P18W26-P18W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with/by+it/they/she

 INPUT STRING:	حفلة
     IS_TRANS:	Hflp
        INDEX:	P18W24
      OFFSETS:	103-107
       TOKENS:	P18W28-P18W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hafolap_1]
   UNSPLITVOC:	(Hafolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hafol+ap
        GLOSS:	celebration/party/ceremony/celebrations/parties/ceremonies+[fem.sg.]

 INPUT STRING:	تمورة
     IS_TRANS:	tmwrp
        INDEX:	P18W25
      OFFSETS:	108-113
       TOKENS:	P18W29-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamuwrap_1]
   UNSPLITVOC:	(tamuwrap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	tamuwr+ap
        GLOSS:	Tamura+[fem.sg.]

 INPUT STRING:	الشقى
     IS_TRANS:	Al$qY
        INDEX:	P18W26
      OFFSETS:	114-119
       TOKENS:	P18W30-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aqiy_1]
   UNSPLITVOC:	(Al$~aqiy)
          POS:	DET+ADJ
          VOC:	Al+$aqiy
        GLOSS:	the+miserable/wretch/wretches/damned

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P18W27
      OFFSETS:	120-122
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مارينا
     IS_TRANS:	mArynA
        INDEX:	P18W28
      OFFSETS:	123-129
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAriynA_1]
   UNSPLITVOC:	(mAriynA)
          POS:	NOUN_PROP
          VOC:	mAriynA
        GLOSS:	Marina

 INPUT STRING:	_
     IS_TRANS:	_
        INDEX:	P18W29
      OFFSETS:	130-131
       TOKENS:	P18W33-P18W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(_)
          POS:	PUNC
          VOC:	_
        GLOSS:	_

 INPUT STRING:	_
     IS_TRANS:	_
        INDEX:	P18W30
      OFFSETS:	131-132
       TOKENS:	P18W34-P18W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(_)
          POS:	PUNC
          VOC:	_
        GLOSS:	_

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P18W31
      OFFSETS:	133-137
       TOKENS:	P18W35-P18W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	VERB
          VOC:	balA$
        GLOSS:	do not

 INPUT STRING:	الظلم
     IS_TRANS:	AlZlm
        INDEX:	P18W32
      OFFSETS:	138-143
       TOKENS:	P18W36-P18W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zulom_1]
   UNSPLITVOC:	(AlZ~ulom)
          POS:	DET+NOUN
          VOC:	Al+Zulom
        GLOSS:	the+injustice

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W33
      OFFSETS:	144-145
       TOKENS:	P18W37-P18W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W34
      OFFSETS:	145-146
       TOKENS:	P18W38-P18W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W35
      OFFSETS:	146-147
       TOKENS:	P18W39-P18W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W36
      OFFSETS:	147-148
       TOKENS:	P18W40-P18W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W37
      OFFSETS:	148-149
       TOKENS:	P18W41-P18W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W38
      OFFSETS:	149-150
       TOKENS:	P18W42-P18W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P19W1
      OFFSETS:	0-1
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P19W2
      OFFSETS:	2-7
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	بيسكتوا
     IS_TRANS:	bysktwA
        INDEX:	P19W3
      OFFSETS:	8-15
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sak~it_1]
   UNSPLITVOC:	(biyisak~ituwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+sak~it+uwA
        GLOSS:	[present-tense]+they+make silent+[pl.]

 INPUT STRING:	الحاقدين
     IS_TRANS:	AlHAqdyn
        INDEX:	P19W4
      OFFSETS:	16-24
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAqid_1]
   UNSPLITVOC:	(AlHAqidiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+HAqid+iyn
        GLOSS:	the+spiteful/malicious+[pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P19W5
      OFFSETS:	25-26
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	يزورلهم
     IS_TRANS:	yzwrlhm
        INDEX:	P19W6
      OFFSETS:	27-34
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yzwrlhm)
          POS:	NO_FUNC
          VOC:	yzwrlhm
        GLOSS:	nogloss

 INPUT STRING:	الانتخابات
     IS_TRANS:	AlAntxAbAt
        INDEX:	P19W7
      OFFSETS:	35-45
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AintxAb_1]
   UNSPLITVOC:	(AlAintxAbAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+AintxAb+At
        GLOSS:	the+elections+[fem.pl.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P19W8
      OFFSETS:	46-51
       TOKENS:	P19W9-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	يضمنوا
     IS_TRANS:	yDmnwA
        INDEX:	P19W9
      OFFSETS:	52-58
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yDmnwA)
          POS:	NO_FUNC
          VOC:	yDmnwA
        GLOSS:	nogloss

 INPUT STRING:	سكوتهم
     IS_TRANS:	skwthm
        INDEX:	P19W10
      OFFSETS:	59-65
       TOKENS:	P19W12-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sukuwt_1]
   UNSPLITVOC:	(sukuwtahum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	sukuwta+hum
        GLOSS:	silence+their

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W1
      OFFSETS:	0-1
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
