 INPUT STRING:	بالصدفة
      OFFSETS:	45-49
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwmap_1]
   UNSPLITVOC:	(duwmap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	duwm+ap
        GLOSS:	Doma+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P4W10
      OFFSETS:	50-51
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	سيادته
     IS_TRANS:	syAdth
        INDEX:	P4W11
      OFFSETS:	52-58
       TOKENS:	P4W12-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAdap_1]
   UNSPLITVOC:	(siyAdtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	siyAd+ap+uh
        GLOSS:	His/Her Excellency+[fem.sg.]+his/its

 INPUT STRING:	بيعترف
     IS_TRANS:	byEtrf
        INDEX:	P4W12
      OFFSETS:	59-65
       TOKENS:	P4W14-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaraf_1]
   UNSPLITVOC:	(biyiEotirif)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eotirif
        GLOSS:	[present-tense]+he/it+acknowledge

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P4W13
      OFFSETS:	66-69
       TOKENS:	P4W16-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	بيرمي
     IS_TRANS:	byrmy
        INDEX:	P4W14
      OFFSETS:	70-75
       TOKENS:	P4W18-P4W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaY_1]
   UNSPLITVOC:	(biyiromiy)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+romiy
        GLOSS:	[present-tense]+he/it+throw/fling/shoot/be thrown/be flung/be shot

 INPUT STRING:	مولوتوف
     IS_TRANS:	mwlwtwf
        INDEX:	P4W15
      OFFSETS:	76-83
       TOKENS:	P4W20-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwluwtuwf_1]
   UNSPLITVOC:	(muwluwtuwf)
          POS:	NOUN_PROP
          VOC:	muwluwtuwf
        GLOSS:	Molotov

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P4W16
      OFFSETS:	84-87
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P4W17
      OFFSETS:	88-92
       TOKENS:	P4W22-P4W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P4W18
      OFFSETS:	93-98
       TOKENS:	P4W23-P4W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P4W19
      OFFSETS:	99-101
       TOKENS:	P4W24-P4W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P4W20
      OFFSETS:	102-104
       TOKENS:	P4W25-P4W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P4W21
      OFFSETS:	105-109
       TOKENS:	P4W26-P4W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P4W22
      OFFSETS:	110-114
       TOKENS:	P4W27-P4W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P4W23
      OFFSETS:	115-118
       TOKENS:	P4W28-P4W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	ضباط
     IS_TRANS:	DbAT
        INDEX:	P4W24
      OFFSETS:	119-123
       TOKENS:	P4W30-P4W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_2]
   UNSPLITVOC:	(Dub~AT)
          POS:	NOUN
          VOC:	Dub~AT
        GLOSS:	officers

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P4W25
      OFFSETS:	124-125
       TOKENS:	P4W31-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P4W26
      OFFSETS:	126-129
       TOKENS:	P4W32-P4W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P4W27
      OFFSETS:	130-132
       TOKENS:	P4W34-P4W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P4W28
      OFFSETS:	133-137
       TOKENS:	P4W35-P4W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P4W29
      OFFSETS:	138-140
       TOKENS:	P4W36-P4W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيستهدف
     IS_TRANS:	bysthdf
        INDEX:	P4W30
      OFFSETS:	141-148
       TOKENS:	P4W37-P4W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aistahdif_1]
   UNSPLITVOC:	(biyistahdif)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+stahdif
        GLOSS:	[present-tense]+he/it+target

 INPUT STRING:	بده
     IS_TRANS:	bdh
        INDEX:	P4W31
      OFFSETS:	149-152
       TOKENS:	P4W39-P4W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(bidah)
          POS:	PREP+DEM_PRON_MS
          VOC:	bi+dah
        GLOSS:	with+this  [masc.sg.]

 INPUT STRING:	المباني
     IS_TRANS:	AlmbAny
        INDEX:	P4W32
      OFFSETS:	153-160
       TOKENS:	P4W41-P4W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabonaY_1]
   UNSPLITVOC:	(AlmabAniy)
          POS:	DET+NOUN
          VOC:	Al+mabAniy
        GLOSS:	the+building/structure

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P4W33
      OFFSETS:	161-163
       TOKENS:	P4W42-P4W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بيستهدف
     IS_TRANS:	bysthdf
        INDEX:	P4W34
      OFFSETS:	164-171
       TOKENS:	P4W43-P4W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aistahdif_1]
   UNSPLITVOC:	(biyistahdif)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+stahdif
        GLOSS:	[present-tense]+he/it+target

 INPUT STRING:	الضباط
     IS_TRANS:	AlDbAT
        INDEX:	P4W35
      OFFSETS:	172-178
       TOKENS:	P4W45-P4W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_2]
   UNSPLITVOC:	(AlD~ub~AT)
          POS:	DET+NOUN
          VOC:	Al+Dub~AT
        GLOSS:	the+officers

 INPUT STRING:	الوحشين
     IS_TRANS:	AlwH$yn
        INDEX:	P4W36
      OFFSETS:	179-186
       TOKENS:	P4W46-P4W46
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlwH$yn)
          POS:	NO_FUNC
          VOC:	AlwH$yn
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ختي
     IS_TRANS:	xty
        INDEX:	P5W2
      OFFSETS:	3-6
       TOKENS:	P5W2-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uxt_1]
   UNSPLITVOC:	(xtiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	xtiy+iy
        GLOSS:	sister+my

 INPUT STRING:	كميلة
     IS_TRANS:	kmylp
        INDEX:	P5W3
      OFFSETS:	7-12
       TOKENS:	P5W4-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamiylap_1]
   UNSPLITVOC:	(kamiylap)
          POS:	PREP+NOUN_PROP+NSUFF_FEM_SG
          VOC:	ka+miyl+ap
        GLOSS:	like/such+Kamila+[fem.sg.]

 INPUT STRING:	اصل
     IS_TRANS:	ASl
        INDEX:	P5W4
      OFFSETS:	13-16
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital

 INPUT STRING:	المولوتوف
     IS_TRANS:	Almwlwtwf
        INDEX:	P5W5
      OFFSETS:	17-26
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwluwtuwf_1]
   UNSPLITVOC:	(Almuwluwtuwf)
          POS:	DET+NOUN_PROP
          VOC:	Al+muwluwtuwf
        GLOSS:	the+Molotov

 INPUT STRING:	حينقي
     IS_TRANS:	Hynqy
        INDEX:	P5W6
      OFFSETS:	27-32
       TOKENS:	P5W8-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naq~aY_1]
   UNSPLITVOC:	(Hayinaq~iy)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+naq~iy
        GLOSS:	will+he/it+purify/clarify/be purified/be clarified

 INPUT STRING:	الضباط
     IS_TRANS:	AlDbAT
        INDEX:	P5W7
      OFFSETS:	33-39
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_2]
   UNSPLITVOC:	(AlD~ub~AT)
          POS:	DET+NOUN
          VOC:	Al+Dub~AT
        GLOSS:	the+officers

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P5W8
      OFFSETS:	40-41
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P5W9
      OFFSETS:	42-44
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حيولع
     IS_TRANS:	HywlE
        INDEX:	P5W10
      OFFSETS:	45-50
       TOKENS:	P5W13-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~aE_1]
   UNSPLITVOC:	(Hayiwal~aE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+wal~aE
        GLOSS:	will+he/it+kindle/light/set fire to

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P5W11
      OFFSETS:	51-53
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مباني
     IS_TRANS:	mbAny
        INDEX:	P5W12
      OFFSETS:	54-59
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabonaY_1]
   UNSPLITVOC:	(mabAniy)
          POS:	NOUN
          VOC:	mabAniy
        GLOSS:	building/structure

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P5W13
      OFFSETS:	60-65
       TOKENS:	P5W17-P5W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P5W14
      OFFSETS:	66-70
       TOKENS:	P5W18-P5W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	معمولة
     IS_TRANS:	mEmwlp
        INDEX:	P5W15
      OFFSETS:	71-77
       TOKENS:	P5W19-P5W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEomuwl_1]
   UNSPLITVOC:	(maEomuwlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maEomuwl+ap
        GLOSS:	applied/in use+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W16
      OFFSETS:	78-80
       TOKENS:	P5W20-P5W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فلوسنا
     IS_TRANS:	flwsnA
        INDEX:	P5W17
      OFFSETS:	81-87
       TOKENS:	P5W21-P5W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[fils_1]
   UNSPLITVOC:	(filuwsnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	filuws+nA
        GLOSS:	money+our

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P5W18
      OFFSETS:	88-89
       TOKENS:	P5W23-P5W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P5W19
      OFFSETS:	90-94
       TOKENS:	P5W24-P5W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	حتتصلح
     IS_TRANS:	HttSlH
        INDEX:	P5W20
      OFFSETS:	95-101
       TOKENS:	P5W25-P5W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aH_1]
   UNSPLITVOC:	(HatitoSal~aH)
          POS:	FUT_PART+IV3FS+IV_PASS
          VOC:	Ha+ti+toSal~aH
        GLOSS:	will+it/they/she+put in order/repair

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W21
      OFFSETS:	102-104
       TOKENS:	P5W27-P5W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فلوسنا
     IS_TRANS:	flwsnA
        INDEX:	P5W22
      OFFSETS:	105-111
       TOKENS:	P5W28-P5W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[fils_1]
   UNSPLITVOC:	(filuwsnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	filuws+nA
        GLOSS:	money+our

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P6W1
      OFFSETS:	2-3
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P6W2
      OFFSETS:	4-7
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	يعتبر
     IS_TRANS:	yEtbr
        INDEX:	P6W3
      OFFSETS:	8-13
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEotabar_1]
   UNSPLITVOC:	(yuEotabar)
          POS:	IV3MS+IV_PASS
          VOC:	yu+Eotabar
        GLOSS:	he/it+be considered

 INPUT STRING:	اعتراف
     IS_TRANS:	AEtrAf
        INDEX:	P6W4
      OFFSETS:	14-20
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotirAf_1]
   UNSPLITVOC:	(AiEotirAf)
          POS:	NOUN
          VOC:	{iEotirAf
        GLOSS:	acknowledgment/recognition/admission/confession

 INPUT STRING:	ضمني
     IS_TRANS:	Dmny
        INDEX:	P6W5
      OFFSETS:	21-25
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dimoniy_1]
   UNSPLITVOC:	(Dimoniy)
          POS:	ADJ
          VOC:	Dimoniy
        GLOSS:	implicit/tacit

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P6W6
      OFFSETS:	26-30
       TOKENS:	P6W6-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P6W7
      OFFSETS:	31-33
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P6W8
      OFFSETS:	34-38
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	بيلموا
     IS_TRANS:	bylmwA
        INDEX:	P6W9
      OFFSETS:	39-45
       TOKENS:	P6W10-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~_1]
   UNSPLITVOC:	(biyilim~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+lim~+uwA
        GLOSS:	[present-tense]+they+gather+they

 INPUT STRING:	البلطجية
     IS_TRANS:	AlblTjyp
        INDEX:	P6W10
      OFFSETS:	46-54
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(AlbaloTajiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+baloTajiy~+ap
        GLOSS:	the+gangster/ruffian+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P6W11
      OFFSETS:	55-56
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	يخلوهم
     IS_TRANS:	yxlwhm
        INDEX:	P6W12
      OFFSETS:	57-63
       TOKENS:	P6W14-P6W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[xal~A_1]
   UNSPLITVOC:	(yixal~uwAhum)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3P
          VOC:	yi+xal~+uwA+hum
        GLOSS:	they+allow/evacuate/be allowed/be evacuated/be emptied+they+them

 INPUT STRING:	يرموا
     IS_TRANS:	yrmwA
        INDEX:	P6W13
      OFFSETS:	64-69
       TOKENS:	P6W16-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaY_1]
   UNSPLITVOC:	(yiromuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+rom+uwA
        GLOSS:	they+throw/fling/shoot/be thrown/be flung/be shot+they

 INPUT STRING:	معاهم
     IS_TRANS:	mEAhm
        INDEX:	P6W14
      OFFSETS:	70-75
       TOKENS:	P6W17-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	with+their

 INPUT STRING:	المولوتوف
     IS_TRANS:	Almwlwtwf
        INDEX:	P6W15
      OFFSETS:	76-85
       TOKENS:	P6W19-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwluwtuwf_1]
   UNSPLITVOC:	(Almuwluwtuwf)
          POS:	DET+NOUN_PROP
          VOC:	Al+muwluwtuwf
        GLOSS:	the+Molotov

 INPUT STRING:	و
     IS_TRANS:	w
