 INPUT STRING:	سلام
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W15
      OFFSETS:	65-66
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	أسامه
     IS_TRANS:	>sAmh
        INDEX:	P29W1
      OFFSETS:	0-5
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usAmap_1]
   UNSPLITVOC:	(>usAmap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>usAm+ap
        GLOSS:	Usama/Osama+[fem.sg.]

 INPUT STRING:	الغزالي
     IS_TRANS:	AlgzAly
        INDEX:	P29W2
      OFFSETS:	6-13
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gazAliy_1]
   UNSPLITVOC:	(AlgazAliy)
          POS:	DET+NOUN_PROP
          VOC:	Al+gazAliy
        GLOSS:	the+Ghazali

 INPUT STRING:	حرب
     IS_TRANS:	Hrb
        INDEX:	P29W3
      OFFSETS:	14-17
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(Harob)
          POS:	NOUN_PROP
          VOC:	Harob
        GLOSS:	War/warfare/wars

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P29W4
      OFFSETS:	18-19
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P29W5
      OFFSETS:	20-22
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not/never/nevermore

 INPUT STRING:	نسمح
     IS_TRANS:	nsmH
        INDEX:	P29W6
      OFFSETS:	23-27
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(nisomaH)
          POS:	IV1P+IV
          VOC:	ni+somaH
        GLOSS:	we+allow/permit/authorize/be allowed/be permitted/be authorized

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P29W7
      OFFSETS:	28-30
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	يحكمنا
     IS_TRANS:	yHkmnA
        INDEX:	P29W8
      OFFSETS:	31-37
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yuHokuminA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yu+Hokum+nA
        GLOSS:	he/it+judge/sentence/be judged/be sentenced/rule/govern/be rule/be governed+us

 INPUT STRING:	الإسلام
     IS_TRANS:	Al<slAm
        INDEX:	P29W9
      OFFSETS:	38-45
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN_PROP
          VOC:	Al+<isolAm
        GLOSS:	the+Islam

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W10
      OFFSETS:	46-47
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W11
      OFFSETS:	47-48
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W12
      OFFSETS:	48-49
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	رفعت
     IS_TRANS:	rfEt
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rifoEat_1]
   UNSPLITVOC:	(rifoEat)
          POS:	NOUN_PROP
          VOC:	rifoEat
        GLOSS:	Rifa'at/Rif'at

 INPUT STRING:	السعيد
     IS_TRANS:	AlsEyd
        INDEX:	P30W2
      OFFSETS:	5-11
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEiyd_1]
   UNSPLITVOC:	(Als~aEiyd)
          POS:	DET+NOUN_PROP
          VOC:	Al+saEiyd
        GLOSS:	the+Said/Saeed

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P30W3
      OFFSETS:	12-13
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	إذا
     IS_TRANS:	<*A
        INDEX:	P30W4
      OFFSETS:	14-17
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*A_1]
   UNSPLITVOC:	(<i*A)
          POS:	SUB_CONJ
          VOC:	<i*A
        GLOSS:	If/whether/when/whenever

 INPUT STRING:	وصل
     IS_TRANS:	wSl
        INDEX:	P30W5
      OFFSETS:	18-21
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(waSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	waSal+(null)
        GLOSS:	arrive at/reach/connect/be arrived at/be reached/be connected+he/it

 INPUT STRING:	الإسلاميون
     IS_TRANS:	Al<slAmywn
        INDEX:	P30W6
      OFFSETS:	22-32
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<isolAmiy~_1]
   UNSPLITVOC:	(Al<isolAmiy~uwn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+<isolAmiy~+uwn
        GLOSS:	the+Islamic/Islamist/Muslim+[masc.pl.]

 INPUT STRING:	للحكم
     IS_TRANS:	llHkm
        INDEX:	P30W7
      OFFSETS:	33-38
       TOKENS:	P30W7-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(lilHukom)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Hukom
        GLOSS:	for/to+the+judgment/decision/verdict/statutes/laws/judgments/decisions/verdicts

 INPUT STRING:	فعلى
     IS_TRANS:	fElY
        INDEX:	P30W8
      OFFSETS:	39-43
       TOKENS:	P30W9-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(faEalaY)
          POS:	CONJ+PREP
          VOC:	fa+EalaY
        GLOSS:	so/and+on/above

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P30W9
      OFFSETS:	44-49
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P30W10
      OFFSETS:	50-52
       TOKENS:	P30W12-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<an_1]
   UNSPLITVOC:	(<an)
          POS:	SUB_CONJ
          VOC:	<an
        GLOSS:	despite/even if/in spite of the fact that/verily/That/Although/truly

 INPUT STRING:	يتدخل
     IS_TRANS:	ytdxl
        INDEX:	P30W11
      OFFSETS:	53-58
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitodax~al_1]
   UNSPLITVOC:	(yitodax~al)
          POS:	IV3MS+IV
          VOC:	yi+todax~al
        GLOSS:	he/it+interfere/intrude/intervene

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P30W12
      OFFSETS:	59-60
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وإن
     IS_TRANS:	w<n
        INDEX:	P30W13
      OFFSETS:	61-64
       TOKENS:	P30W15-P30W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wa<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+<in
        GLOSS:	and+Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P30W14
      OFFSETS:	65-67
       TOKENS:	P30W17-P30W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	يتدخل
     IS_TRANS:	ytdxl
        INDEX:	P30W15
      OFFSETS:	68-73
       TOKENS:	P30W18-P30W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitodax~al_1]
   UNSPLITVOC:	(yitodax~al)
          POS:	IV3MS+IV
          VOC:	yi+todax~al
        GLOSS:	he/it+interfere/intrude/intervene

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P30W16
      OFFSETS:	74-79
       TOKENS:	P30W19-P30W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	فعلي
     IS_TRANS:	fEly
        INDEX:	P30W17
      OFFSETS:	80-84
       TOKENS:	P30W20-P30W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(faEalaY)
          POS:	CONJ+PREP
          VOC:	fa+EalaY
        GLOSS:	so/and+on/above

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P30W18
      OFFSETS:	85-91
       TOKENS:	P30W22-P30W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P30W19
      OFFSETS:	92-94
       TOKENS:	P30W23-P30W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	تتدخل
     IS_TRANS:	ttdxl
        INDEX:	P30W20
      OFFSETS:	95-100
       TOKENS:	P30W24-P30W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitodax~al_1]
   UNSPLITVOC:	(titodax~al)
          POS:	IV3FS+IV
          VOC:	ti+todax~al
        GLOSS:	it/they/she+interfere/intrude/intervene

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P30W21
      OFFSETS:	101-102
       TOKENS:	P30W25-P30W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P30W22
      OFFSETS:	102-103
       TOKENS:	P30W26-P30W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P30W23
      OFFSETS:	103-104
       TOKENS:	P30W27-P30W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	هؤلاء
     IS_TRANS:	h&lA'
        INDEX:	P31W1
      OFFSETS:	0-5
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha&lA'_1]
   UNSPLITVOC:	(ha&lA')
          POS:	DEM_PRON_P
          VOC:	ha&lA'
        GLOSS:	those

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P31W2
      OFFSETS:	6-8
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]/they

 INPUT STRING:	العلمانيون
     IS_TRANS:	AlElmAnywn
        INDEX:	P31W3
      OFFSETS:	9-19
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalomAniy_1]
   UNSPLITVOC:	(AlEalomAniy~uwn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+EalomAniy~+uwn
        GLOSS:	the+secular+[masc.pl.]

 INPUT STRING:	والليبراليون
     IS_TRANS:	wAllybrAlywn
        INDEX:	P31W4
      OFFSETS:	20-32
       TOKENS:	P31W4-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyborAliy_1]
   UNSPLITVOC:	(waAlliyborAliy~iyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	wa+Al+liyborAliy~+iyn
        GLOSS:	and+the+liberal+[masc.pl.]

 INPUT STRING:	الذين
     IS_TRANS:	Al*yn
        INDEX:	P31W5
      OFFSETS:	33-38
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~a*iyn)
          POS:	REL_PRON
          VOC:	Al~a*iyn
        GLOSS:	which/who/whom [masc.sg.]/with/as/to/whom [fem.sg.]/whom [du.]

 INPUT STRING:	يريدون
     IS_TRANS:	yrydwn
        INDEX:	P31W6
      OFFSETS:	39-45
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(yuriyduwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+riyd+uwn
        GLOSS:	they (people)+want/desire/intend+[masc.pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P31W7
      OFFSETS:	46-48
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	يقصوا
     IS_TRANS:	yqSwA
        INDEX:	P31W8
      OFFSETS:	49-54
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aqoSaY_1]
   UNSPLITVOC:	(yiqoSuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+qoS+uwA
        GLOSS:	they (people)+remove+[masc.pl.]

 INPUT STRING:	الاسلام
     IS_TRANS:	AlAslAm
        INDEX:	P31W9
      OFFSETS:	55-62
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN_PROP
          VOC:	Al+AisolAm
        GLOSS:	the+Islam

 INPUT STRING:	والاسلاميين
     IS_TRANS:	wAlAslAmyyn
        INDEX:	P31W10
      OFFSETS:	63-74
       TOKENS:	P31W11-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<islAmiy_1]
   UNSPLITVOC:	(wiAl<islAmiy~iyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	wi+Al+<islAmiy~+iyn
        GLOSS:	and+the+Muslim/Islamist/Islamic+[masc.pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P31W11
      OFFSETS:	75-77
       TOKENS:	P31W13-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P31W12
      OFFSETS:	78-83
       TOKENS:	P31W14-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+work/action/actions/activities

 INPUT STRING:	السياسى
     IS_TRANS:	AlsyAsY
        INDEX:	P31W13
      OFFSETS:	84-91
       TOKENS:	P31W15-P31W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(Als~iyAsiy)
          POS:	DET+ADJ
          VOC:	Al+siyAsiy
        GLOSS:	the+political

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P31W14
      OFFSETS:	92-94
       TOKENS:	P31W16-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P31W15
      OFFSETS:	95-98
       TOKENS:	P31W17-P31W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	فلنخرج
     IS_TRANS:	flnxrj
        INDEX:	P31W16
      OFFSETS:	99-105
       TOKENS:	P31W18-P31W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(falanuxoruj)
          POS:	CONJ+EMPHATIC_PART+IV1P+IV
          VOC:	fa+la+nu+xoruj
        GLOSS:	so/and+indeed/truly+we+go out/exit/leave

 INPUT STRING:	جميعا
     IS_TRANS:	jmyEA
        INDEX:	P31W17
      OFFSETS:	106-111
       TOKENS:	P31W21-P31W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(jamiyEAF)
          POS:	NOUN_QUANT+CASE_INDEF_ACC
          VOC:	jamiyE+AF
        GLOSS:	all+[acc.indef.]

 INPUT STRING:	ونريهم
     IS_TRANS:	wnryhm
        INDEX:	P31W18
      OFFSETS:	112-118
       TOKENS:	P31W22-P31W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>araY_1]
   UNSPLITVOC:	(wanuriyhum)
          POS:	CONJ+IV1P+IV+IVSUFF_DO:3P
          VOC:	wa+nu+riy+hum
        GLOSS:	and+we+show+them

 INPUT STRING:	قوتنا
     IS_TRANS:	qwtnA
        INDEX:	P31W19
      OFFSETS:	119-124
       TOKENS:	P31W25-P31W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~atnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	quw~+ap+nA
        GLOSS:	power/strength+[fem.sg.]+our

 INPUT STRING:	واصرارنا
     IS_TRANS:	wASrArnA
        INDEX:	P31W20
      OFFSETS:	125-133
       TOKENS:	P31W27-P31W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iSorAr_1]
   UNSPLITVOC:	(wa<iSorArnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wa+<iSorAr+nA
        GLOSS:	and+insistence/determination/premeditation+our

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P31W21
      OFFSETS:	134-137
       TOKENS:	P31W30-P31W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	التمسك
     IS_TRANS:	Altmsk
        INDEX:	P31W22
      OFFSETS:	138-144
       TOKENS:	P31W31-P31W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamos~uk_1]
   UNSPLITVOC:	(Alt~amos~uk)
          POS:	DET+NOUN
          VOC:	Al+tamos~uk
        GLOSS:	the+adherence/commitment

 INPUT STRING:	بديننا
     IS_TRANS:	bdynnA
        INDEX:	P31W23
      OFFSETS:	145-151
       TOKENS:	P31W32-P31W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(bidiyninA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	bi+diyn+nA
        GLOSS:	with/by+religion/religions+our

