 INPUT STRING:	مصطفى
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	(Al$~axoSiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+$axoSiy~+At
        GLOSS:	the+identities/personalities/persons/individuals+[fem.pl.]

 INPUT STRING:	المعروفة
     IS_TRANS:	AlmErwfp
        INDEX:	P13W9
      OFFSETS:	41-49
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(AlmaEoruwfap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maEoruwf+ap
        GLOSS:	the+known/well-known+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P13W10
      OFFSETS:	50-51
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P13W11
      OFFSETS:	52-54
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	يجلس
     IS_TRANS:	yjls
        INDEX:	P13W12
      OFFSETS:	55-59
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalas_1]
   UNSPLITVOC:	(yijolis)
          POS:	IV3MS+IV
          VOC:	yi+jolis
        GLOSS:	he/it+sit

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W13
      OFFSETS:	60-62
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	يتكلم
     IS_TRANS:	ytklm
        INDEX:	P13W14
      OFFSETS:	63-68
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(yitokal~im)
          POS:	IV3MS+IV
          VOC:	yi+tokal~im
        GLOSS:	he/it+talk

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W15
      OFFSETS:	69-71
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P13W16
      OFFSETS:	72-75
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	يمدح
     IS_TRANS:	ymdH
        INDEX:	P13W17
      OFFSETS:	76-80
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madaH_1]
   UNSPLITVOC:	(yimodaH)
          POS:	IV3MS+IV
          VOC:	yi+modaH
        GLOSS:	he/it+praise

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P13W18
      OFFSETS:	81-86
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W19
      OFFSETS:	87-89
       TOKENS:	P13W20-P13W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	أحد
     IS_TRANS:	>Hd
        INDEX:	P13W20
      OFFSETS:	90-93
       TOKENS:	P13W21-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHad)
          POS:	NOUN
          VOC:	>aHad
        GLOSS:	one of /someone/ anyone/no-one/ones

 INPUT STRING:	أفراد
     IS_TRANS:	>frAd
        INDEX:	P13W21
      OFFSETS:	94-99
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(>aforAd)
          POS:	NOUN
          VOC:	>aforAd
        GLOSS:	individuals

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P13W22
      OFFSETS:	100-106
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P13W23
      OFFSETS:	107-113
       TOKENS:	P13W24-P13W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+former/previous/preceding

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P13W24
      OFFSETS:	113-114
       TOKENS:	P13W25-P13W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويكتب
     IS_TRANS:	wyktb
        INDEX:	P13W25
      OFFSETS:	115-120
       TOKENS:	P13W26-P13W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(wiyikotib)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+kotib
        GLOSS:	and+he/it+write/be written/be fated/be destined

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W26
      OFFSETS:	121-124
       TOKENS:	P13W28-P13W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفيديو
     IS_TRANS:	Alfydyw
        INDEX:	P13W27
      OFFSETS:	125-132
       TOKENS:	P13W29-P13W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(Alfiydyuw)
          POS:	DET+NOUN
          VOC:	Al+fiydyuw
        GLOSS:	the+video

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W28
      OFFSETS:	133-135
       TOKENS:	P13W30-P13W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	الصورة
     IS_TRANS:	AlSwrp
        INDEX:	P13W29
      OFFSETS:	136-142
       TOKENS:	P13W31-P13W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(AlS~uwrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Suwr+ap
        GLOSS:	the+picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	المنافق
     IS_TRANS:	AlmnAfq
        INDEX:	P13W30
      OFFSETS:	144-151
       TOKENS:	P13W32-P13W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAfiq_1]
   UNSPLITVOC:	(AlmunAfiq)
          POS:	DET+NOUN
          VOC:	Al+munAfiq
        GLOSS:	the+hypocrite/hypocritical

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W31
      OFFSETS:	153-155
       TOKENS:	P13W33-P13W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	الكذاب
     IS_TRANS:	Alk*Ab
        INDEX:	P13W32
      OFFSETS:	157-163
       TOKENS:	P13W34-P13W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*~Ab_1]
   UNSPLITVOC:	(Alka*~Ab)
          POS:	DET+NOUN
          VOC:	Al+ka*~Ab
        GLOSS:	the+liar

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W33
      OFFSETS:	165-167
       TOKENS:	P13W35-P13W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	فل
     IS_TRANS:	fl
        INDEX:	P13W34
      OFFSETS:	169-171
       TOKENS:	P13W36-P13W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fil~ap_1]
   UNSPLITVOC:	(fil~)
          POS:	NOUN
          VOC:	fil~
        GLOSS:	cork

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W35
      OFFSETS:	172-174
       TOKENS:	P13W37-P13W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الفلول
     IS_TRANS:	Alflwl
        INDEX:	P13W36
      OFFSETS:	175-181
       TOKENS:	P13W38-P13W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fal~_2]
   UNSPLITVOC:	(Alfuluwl)
          POS:	DET+NOUN
          VOC:	Al+fuluwl
        GLOSS:	the+vanquished/routed (armies, forces)

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W37
      OFFSETS:	183-185
       TOKENS:	P13W39-P13W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	غيرها
     IS_TRANS:	gyrhA
        INDEX:	P13W38
      OFFSETS:	186-191
       TOKENS:	P13W40-P13W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyrhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	giyr+hA
        GLOSS:	not/other+its/their/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W39
      OFFSETS:	192-194
       TOKENS:	P13W42-P13W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الاهانات
     IS_TRANS:	AlAhAnAt
        INDEX:	P13W40
      OFFSETS:	195-203
       TOKENS:	P13W43-P13W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ihAnap_1]
   UNSPLITVOC:	(Al<ihAnAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+<ihAn+At
        GLOSS:	the+insult/contempt+[fem.pl.]

 INPUT STRING:	الغير
     IS_TRANS:	Algyr
        INDEX:	P13W41
      OFFSETS:	204-209
       TOKENS:	P13W44-P13W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayr_1]
   UNSPLITVOC:	(Algayr)
          POS:	DET+NOUN
          VOC:	Al+gayr
        GLOSS:	the+not/other

 INPUT STRING:	مقبولة
     IS_TRANS:	mqbwlp
        INDEX:	P13W42
      OFFSETS:	210-216
       TOKENS:	P13W45-P13W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqobuwl_1]
   UNSPLITVOC:	(maqobuwlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maqobuwl+ap
        GLOSS:	accepted/welcome/admitted+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W1
      OFFSETS:	0-2
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	اخوانا
     IS_TRANS:	AxwAnA
        INDEX:	P14W2
      OFFSETS:	3-9
       TOKENS:	P14W2-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(AixowAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	AixowA+nA
        GLOSS:	brother+our

 INPUT STRING:	متكبروش
     IS_TRANS:	mtkbrw$
        INDEX:	P14W3
      OFFSETS:	10-17
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mtkbrw$)
          POS:	NO_FUNC
          VOC:	mtkbrw$
        GLOSS:	nogloss

 INPUT STRING:	المواضيع
     IS_TRANS:	AlmwADyE
        INDEX:	P14W4
      OFFSETS:	18-26
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawADiyE)
          POS:	DET+NOUN
          VOC:	Al+mawADiyE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	أوى
     IS_TRANS:	>wY
        INDEX:	P14W5
      OFFSETS:	27-30
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	a lot

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P14W6
      OFFSETS:	31-34
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	that way

 INPUT STRING:	فمبارك
     IS_TRANS:	fmbArk
        INDEX:	P14W7
      OFFSETS:	35-41
       TOKENS:	P14W8-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(famubArak)
          POS:	CONJ+NOUN_PROP
          VOC:	fa+mubArak
        GLOSS:	so/and+Mubarak

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P14W8
      OFFSETS:	42-44
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	رجاله
     IS_TRANS:	rjAlh
        INDEX:	P14W9
      OFFSETS:	45-50
       TOKENS:	P14W11-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[rAjill_1]
   UNSPLITVOC:	(rijAluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	rijAl+uh
        GLOSS:	men+his/its

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P14W10
      OFFSETS:	51-53
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نظام
     IS_TRANS:	nZAm
        INDEX:	P14W11
      OFFSETS:	54-58
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAm)
          POS:	NOUN
          VOC:	niZAm
        GLOSS:	regime/government

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P14W12
      OFFSETS:	59-64
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+rule/government

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P14W13
      OFFSETS:	65-71
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+former/previous/preceding

 INPUT STRING:	ليسوا
     IS_TRANS:	lyswA
        INDEX:	P14W14
      OFFSETS:	72-77
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lays_1]
   UNSPLITVOC:	(laysuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	lays+uwA
        GLOSS:	not be+they [verb]

 INPUT STRING:	رجس
     IS_TRANS:	rjs
        INDEX:	P14W15
      OFFSETS:	78-81
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijos_1]
   UNSPLITVOC:	(rijos)
          POS:	NOUN
          VOC:	rijos
        GLOSS:	filth/atrocity

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W16
      OFFSETS:	82-84
       TOKENS:	P14W19-P14W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P14W17
      OFFSETS:	85-88
       TOKENS:	P14W20-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	NOUN
          VOC:	Eamal
        GLOSS:	work/action

 INPUT STRING:	الشيطان
     IS_TRANS:	Al$yTAn
        INDEX:	P14W18
      OFFSETS:	89-96
       TOKENS:	P14W21-P14W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ayoTAn_1]
   UNSPLITVOC:	(Al$ayoTAn)
          POS:	DET+NOUN
          VOC:	Al+$ayoTAn
        GLOSS:	the+devil

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W19
      OFFSETS:	97-98
       TOKENS:	P14W22-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ليسوا
     IS_TRANS:	lyswA
        INDEX:	P14W20
      OFFSETS:	99-104
       TOKENS:	P14W23-P14W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lays_1]
   UNSPLITVOC:	(laysuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	lays+uwA
        GLOSS:	not be+they [verb]

 INPUT STRING:	الشيطان
     IS_TRANS:	Al$yTAn
        INDEX:	P14W21
      OFFSETS:	105-112
       TOKENS:	P14W24-P14W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ayoTAn_1]
   UNSPLITVOC:	(Al$ayoTAn)
          POS:	DET+NOUN
          VOC:	Al+$ayoTAn
        GLOSS:	the+devil

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P14W22
      OFFSETS:	113-117
       TOKENS:	P14W25-P14W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	رغم
     IS_TRANS:	rgm
        INDEX:	P14W23
      OFFSETS:	119-122
       TOKENS:	P14W27-P14W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(ragom)
          POS:	NOUN
          VOC:	ragom
        GLOSS:	in spite of/despite

 INPUT STRING:	أخطاؤهم
     IS_TRANS:	>xTA&hm
        INDEX:	P14W24
      OFFSETS:	123-130
       TOKENS:	P14W28-P14W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xaTa>_1]
   UNSPLITVOC:	(>axTA&hum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	>axTA&+hum
        GLOSS:	mistakes+their

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W25
      OFFSETS:	131-132
       TOKENS:	P14W30-P14W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بلاويهم
     IS_TRANS:	blAwyhm
        INDEX:	P14W26
      OFFSETS:	133-140
       TOKENS:	P14W31-P14W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[balwap_1]
   UNSPLITVOC:	(balAwiyhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	balAwiy+hum
        GLOSS:	scandals+they

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P14W27
      OFFSETS:	141-145
       TOKENS:	P14W33-P14W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which

 INPUT STRING:	يحاكمون
     IS_TRANS:	yHAkmwn
        INDEX:	P14W28
      OFFSETS:	146-153
       TOKENS:	P14W34-P14W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAkim_1]
   UNSPLITVOC:	(yuHAkamuwn)
          POS:	IV3P+IV_PASS+IVSUFF_SUBJ:P
          VOC:	yu+HAkam+uwn
        GLOSS:	they (people)+be prosecuted/be arraigned+[pl.]

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P14W29
      OFFSETS:	154-159
       TOKENS:	P14W35-P14W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+he/it

 INPUT STRING:	الآن
     IS_TRANS:	Al|n
        INDEX:	P14W30
      OFFSETS:	160-164
       TOKENS:	P14W37-P14W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|an_1]
   UNSPLITVOC:	(Al|an)
          POS:	DET+NOUN
          VOC:	Al+|an
        GLOSS:	the+now

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W31
      OFFSETS:	165-166
       TOKENS:	P14W38-P14W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	سيجازيهم
     IS_TRANS:	syjAzyhm
        INDEX:	P14W32
      OFFSETS:	167-175
       TOKENS:	P14W39-P14W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAzaY_1]
