 INPUT STRING:	سؤال
       TOKENS:	P6W15-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(kaEAdap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	ka+EAd+ap
        GLOSS:	like/such+usually/typically/generally+[fem.sg.]

 INPUT STRING:	اعضاء
     IS_TRANS:	AEDA'
        INDEX:	P6W11
      OFFSETS:	63-68
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EuDow_1]
   UNSPLITVOC:	(>aEoDA')
          POS:	NOUN
          VOC:	>aEoDA'
        GLOSS:	members

 INPUT STRING:	المنتدى
     IS_TRANS:	AlmntdY
        INDEX:	P6W12
      OFFSETS:	69-76
       TOKENS:	P6W18-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[munotadaY_1]
   UNSPLITVOC:	(AlmunotadaY)
          POS:	DET+NOUN
          VOC:	Al+munotadaY
        GLOSS:	the+conference/fair/assembly

 INPUT STRING:	حبدأ
     IS_TRANS:	Hbd>
        INDEX:	P7W1
      OFFSETS:	1-5
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(HaAaboda>)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+boda>
        GLOSS:	will+I+start/begin

 INPUT STRING:	مؤقتا
     IS_TRANS:	m&qtA
        INDEX:	P7W2
      OFFSETS:	6-11
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu&aq~at_1]
   UNSPLITVOC:	(mu&aq~at)
          POS:	ADJ
          VOC:	mu&aq~at
        GLOSS:	temporary/provisional

 INPUT STRING:	بواحد
     IS_TRANS:	bwAHd
        INDEX:	P7W3
      OFFSETS:	12-17
       TOKENS:	P7W4-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(biwAHid)
          POS:	PREP+NOUN
          VOC:	bi+wAHid
        GLOSS:	with/by+one

 INPUT STRING:	شاغل
     IS_TRANS:	$Agl
        INDEX:	P7W4
      OFFSETS:	18-22
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Agil_1]
   UNSPLITVOC:	($Agil)
          POS:	ADJ
          VOC:	$Agil
        GLOSS:	working/functioning

 INPUT STRING:	بالي
     IS_TRANS:	bAly
        INDEX:	P7W5
      OFFSETS:	23-27
       TOKENS:	P7W7-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	bAl+iy
        GLOSS:	thought+my

 INPUT STRING:	اليومين
     IS_TRANS:	Alywmyn
        INDEX:	P7W6
      OFFSETS:	28-35
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyuwmayn)
          POS:	DET+NOUN+NSUFF_MASC_DU
          VOC:	Al+yuwm+ayn
        GLOSS:	the+today/some day/ever/days+two

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P7W7
      OFFSETS:	36-39
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	those

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P8W1
      OFFSETS:	1-4
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بدخل
     IS_TRANS:	bdxl
        INDEX:	P8W2
      OFFSETS:	5-9
       TOKENS:	P8W2-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(bAadoxul)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+doxul
        GLOSS:	[present-tense]+I+enter/be entered

 INPUT STRING:	الفيس
     IS_TRANS:	Alfys
        INDEX:	P8W3
      OFFSETS:	10-15
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiys_1]
   UNSPLITVOC:	(Alfiys)
          POS:	DET+NOUN
          VOC:	Al+fiys
        GLOSS:	the+face

 INPUT STRING:	بوك
     IS_TRANS:	bwk
        INDEX:	P8W4
      OFFSETS:	16-19
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bwk)
          POS:	FOREIGN
          VOC:	bwk
        GLOSS:	nogloss

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P8W5
      OFFSETS:	20-22
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ay~_1]
   UNSPLITVOC:	(Ay~)
          POS:	INTERJ
          VOC:	Ay~
        GLOSS:	yes

 INPUT STRING:	نعم
     IS_TRANS:	nEm
        INDEX:	P8W6
      OFFSETS:	23-26
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naEam_1]
   UNSPLITVOC:	(naEam)
          POS:	INTERJ
          VOC:	naEam
        GLOSS:	yes

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P8W7
      OFFSETS:	27-31
       TOKENS:	P8W8-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	العب
     IS_TRANS:	AlEb
        INDEX:	P8W8
      OFFSETS:	32-36
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(AaloEab)
          POS:	IV1S+IV
          VOC:	Aa+loEab
        GLOSS:	I+play

 INPUT STRING:	فارم
     IS_TRANS:	fArm
        INDEX:	P8W9
      OFFSETS:	37-41
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fArm)
          POS:	FOREIGN
          VOC:	fArm
        GLOSS:	nogloss

 INPUT STRING:	فيل
     IS_TRANS:	fyl
        INDEX:	P8W10
      OFFSETS:	42-45
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiyl_1]
   UNSPLITVOC:	(fiyl)
          POS:	NOUN
          VOC:	fiyl
        GLOSS:	elephant

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W11
      OFFSETS:	46-48
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P8W12
      OFFSETS:	49-53
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P8W13
      OFFSETS:	54-57
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P8W14
      OFFSETS:	58-62
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	بتتبعتلي
     IS_TRANS:	bttbEtly
        INDEX:	P8W15
      OFFSETS:	63-71
       TOKENS:	P8W17-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AitbaEat_1]
   UNSPLITVOC:	(bititobiEitliiy)
          POS:	PROG_PART+IV3FS+IV+PREP+PRON_1S
          VOC:	bi+ti+tobiEit+li+iy
        GLOSS:	[present-tense]+it/they/she+be sent+to/for+I

 INPUT STRING:	دعوات
     IS_TRANS:	dEwAt
        INDEX:	P8W16
      OFFSETS:	72-77
       TOKENS:	P8W21-P8W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(daEawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	daEaw+At
        GLOSS:	calls/invitations/supplications+[fem.pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P8W17
      OFFSETS:	78-80
       TOKENS:	P8W22-P8W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اصدقاء
     IS_TRANS:	ASdqA'
        INDEX:	P8W18
      OFFSETS:	81-87
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadiyq_1]
   UNSPLITVOC:	(ASodiqA')
          POS:	NOUN
          VOC:	ASodiqA'
        GLOSS:	friend/friends

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P8W19
      OFFSETS:	88-92
       TOKENS:	P8W24-P8W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much

 INPUT STRING:	للدخول
     IS_TRANS:	lldxwl
        INDEX:	P8W20
      OFFSETS:	93-99
       TOKENS:	P8W25-P8W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(lild~uxuwl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+duxuwl
        GLOSS:	for/to+the+entrance/penetration

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P8W21
      OFFSETS:	100-102
       TOKENS:	P8W27-P8W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	جروب
     IS_TRANS:	jrwb
        INDEX:	P8W22
      OFFSETS:	103-107
       TOKENS:	P8W28-P8W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jrwb)
          POS:	FOREIGN
          VOC:	jrwb
        GLOSS:	nogloss

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P8W23
      OFFSETS:	108-110
       TOKENS:	P8W29-P8W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P8W24
      OFFSETS:	111-115
       TOKENS:	P8W30-P8W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
        GLOSS:	not/other+his/its

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P9W1
      OFFSETS:	1-6
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	يتبعتلي
     IS_TRANS:	ytbEtly
        INDEX:	P9W2
      OFFSETS:	7-14
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ytbEtly)
          POS:	NO_FUNC
          VOC:	ytbEtly
        GLOSS:	nogloss

 INPUT STRING:	دعوه
     IS_TRANS:	dEwh
        INDEX:	P9W3
      OFFSETS:	15-19
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(daEowap)
          POS:	NOUN.VN+NSUFF_FEM_SG
          VOC:	daEow+ap
        GLOSS:	call/invitation/supplication/calls/invitations/supplications+[fem.sg.]

 INPUT STRING:	للدخول
     IS_TRANS:	lldxwl
        INDEX:	P9W4
      OFFSETS:	20-26
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(lild~uxuwl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+duxuwl
        GLOSS:	for/to+the+entrance/penetration

 INPUT STRING:	للمطالبه
     IS_TRANS:	llmTAlbh
        INDEX:	P9W5
      OFFSETS:	27-35
       TOKENS:	P9W6-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miTAlobap_1]
   UNSPLITVOC:	(lilmiTAlobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+miTAlob+ap
        GLOSS:	for/to+the+asking for+[fem.sg.]

 INPUT STRING:	بغلق
     IS_TRANS:	bglq
        INDEX:	P9W6
      OFFSETS:	36-40
       TOKENS:	P9W8-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaq_1]
   UNSPLITVOC:	(bigalaq)
          POS:	PREP+NOUN
          VOC:	bi+galaq
        GLOSS:	with/by+closing/locking

 INPUT STRING:	صفحه
     IS_TRANS:	SfHh
        INDEX:	P9W7
      OFFSETS:	41-45
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(SafoHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SafoH+ap
        GLOSS:	page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	سب
     IS_TRANS:	sb
        INDEX:	P9W8
      OFFSETS:	46-48
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sab~_1]
   UNSPLITVOC:	(sab~)
          POS:	NOUN
          VOC:	sab~
        GLOSS:	cursing/insulting

 INPUT STRING:	الرسول
     IS_TRANS:	Alrswl
        INDEX:	P9W9
      OFFSETS:	49-55
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(Alr~asuwl)
          POS:	DET+NOUN
          VOC:	Al+rasuwl
        GLOSS:	the+messenger (Muhammad)

 INPUT STRING:	صلى
     IS_TRANS:	SlY
        INDEX:	P9W10
      OFFSETS:	56-59
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~ay_1]
   UNSPLITVOC:	(Sal~aY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Sal~aY+(null)
        GLOSS:	pray/worship+he/it [verb]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P9W11
      OFFSETS:	60-64
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P9W12
      OFFSETS:	65-69
       TOKENS:	P9W15-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he/it

 INPUT STRING:	وسلم
     IS_TRANS:	wslm
        INDEX:	P9W13
      OFFSETS:	70-74
       TOKENS:	P9W17-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(wisal~im)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+sal~im+(null)
        GLOSS:	and+bless+he/it

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P10W1
      OFFSETS:	1-5
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	ADJ
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P10W2
      OFFSETS:	6-9
       TOKENS:	P10W2-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	بقاله
     IS_TRANS:	bqAlh
        INDEX:	P10W3
      OFFSETS:	10-15
       TOKENS:	P10W4-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqAluh)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_3MS
          VOC:	baqA+(null)+l+uh
        GLOSS:	remain+he/it+to/for+him

 INPUT STRING:	سنه
     IS_TRANS:	snh
        INDEX:	P10W4
      OFFSETS:	16-19
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P10W5
      OFFSETS:	20-26
       TOKENS:	P10W8-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with+the+exactly

 INPUT STRING:	والصفحه
     IS_TRANS:	wAlSfHh
        INDEX:	P10W6
      OFFSETS:	27-34
       TOKENS:	P10W10-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(wiAlSafoHap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+SafoH+ap
        GLOSS:	and+the+page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P10W7
      OFFSETS:	35-37
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ماهيا
     IS_TRANS:	mAhyA
        INDEX:	P10W8
      OFFSETS:	38-43
       TOKENS:	P10W13-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mAhiy~A)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	mA+hiy~A
        GLOSS:	that+she/it

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P11W1
      OFFSETS:	1-5
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P11W2
      OFFSETS:	6-9
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P11W3
      OFFSETS:	10-16
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN
          VOC:	Al+wAHid
        GLOSS:	the+person/ individual

 INPUT STRING:	بيشوف
     IS_TRANS:	by$wf
        INDEX:	P11W4
      OFFSETS:	17-22
       TOKENS:	P11W4-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(biyi$uwf)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+$uwf
        GLOSS:	[present-tense]+he/it+look

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P11W5
      OFFSETS:	23-27
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P11W6
      OFFSETS:	28-30
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P11W7
      OFFSETS:	31-34
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	دمه
     IS_TRANS:	dmh
        INDEX:	P11W8
      OFFSETS:	35-38
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	dam~+uh
        GLOSS:	blood+his/its

 INPUT STRING:	بيغلي
     IS_TRANS:	bygly
        INDEX:	P11W9
      OFFSETS:	39-44
       TOKENS:	P11W11-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galA_1]
   UNSPLITVOC:	(biyigoliy)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+goliy
        GLOSS:	[present-tense]+he/it+boil

 INPUT STRING:	ويجري
     IS_TRANS:	wyjry
        INDEX:	P11W10
      OFFSETS:	45-50
       TOKENS:	P11W13-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
