 INPUT STRING:	مين
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(wiAll~ah)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P7W2
      OFFSETS:	6-9
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	سواقتى
     IS_TRANS:	swAqtY
        INDEX:	P7W3
      OFFSETS:	10-16
       TOKENS:	P7W4-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwAqap_1]
   UNSPLITVOC:	(suwAqtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	suwAq+ap+iy
        GLOSS:	driving+[fem.sg.]+my

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P7W4
      OFFSETS:	17-21
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P7W5
      OFFSETS:	22-25
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/so much

 INPUT STRING:	بشهااده
     IS_TRANS:	b$hAAdh
        INDEX:	P7W6
      OFFSETS:	26-33
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ihAdap_1]
   UNSPLITVOC:	(bi$ihAdap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+$ihAd+ap
        GLOSS:	with/by+witness/testimony+[fem.sg.]

 INPUT STRING:	بابى
     IS_TRANS:	bAbY
        INDEX:	P7W7
      OFFSETS:	34-38
       TOKENS:	P7W10-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	bAb+iy
        GLOSS:	dad+my

 INPUT STRING:	كماان
     IS_TRANS:	kmAAn
        INDEX:	P7W8
      OFFSETS:	39-44
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P8W1
      OFFSETS:	0-2
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P8W2
      OFFSETS:	3-7
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	قدامى
     IS_TRANS:	qdAmY
        INDEX:	P8W3
      OFFSETS:	8-13
       TOKENS:	P8W3-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Amiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qud~Am+iy
        GLOSS:	front/in front of+my

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P8W4
      OFFSETS:	14-16
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P8W5
      OFFSETS:	17-21
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W6
      OFFSETS:	22-24
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيعرف
     IS_TRANS:	byErf
        INDEX:	P8W7
      OFFSETS:	25-30
       TOKENS:	P8W8-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Earaf]
   UNSPLITVOC:	(biyiEoraf)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eoraf
        GLOSS:	[prog.]+he/it+know/be known

 INPUT STRING:	يسووق
     IS_TRANS:	yswwq
        INDEX:	P8W8
      OFFSETS:	31-36
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAq_1]
   UNSPLITVOC:	(yisuwq)
          POS:	IV3MS+IV
          VOC:	yi+suwq
        GLOSS:	he/it+drive/lead/direct

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P8W9
      OFFSETS:	37-41
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	good/nice

 INPUT STRING:	واغلبهم
     IS_TRANS:	wAglbhm
        INDEX:	P8W10
      OFFSETS:	42-49
       TOKENS:	P8W12-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>aglab_1]
   UNSPLITVOC:	(wi>agolabhum)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_3P
          VOC:	wi+>agolab+hum
        GLOSS:	and+most/the magority of+their

 INPUT STRING:	رجاال
     IS_TRANS:	rjAAl
        INDEX:	P8W11
      OFFSETS:	50-55
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAl)
          POS:	NOUN
          VOC:	rijAl
        GLOSS:	men

 INPUT STRING:	واما
     IS_TRANS:	wAmA
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(wa>am~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+>am~A
        GLOSS:	and+when

 INPUT STRING:	بيعاكس
     IS_TRANS:	byEAks
        INDEX:	P9W2
      OFFSETS:	5-11
       TOKENS:	P9W3-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAkas_1]
   UNSPLITVOC:	(biyiEAkis)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+EAkis
        GLOSS:	[prog.]+he/it+oppose/contradict/harass

 INPUT STRING:	فبدخل
     IS_TRANS:	fbdxl
        INDEX:	P9W3
      OFFSETS:	12-17
       TOKENS:	P9W5-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(fabi>adoxul)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	fa+bi+>a+doxul
        GLOSS:	so/and+[prog.]+I+enter

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P9W4
      OFFSETS:	18-21
       TOKENS:	P9W8-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	علششاان
     IS_TRANS:	El$$AAn
        INDEX:	P9W5
      OFFSETS:	22-29
       TOKENS:	P9W10-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(EalaY$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	اعلمه
     IS_TRANS:	AElmh
        INDEX:	P9W6
      OFFSETS:	30-35
       TOKENS:	P9W12-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eal~im_1]
   UNSPLITVOC:	(>aEal~imuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	>a+Eal~im+uh
        GLOSS:	i+teach+it/him

 INPUT STRING:	الزووء
     IS_TRANS:	Alzww'
        INDEX:	P9W7
      OFFSETS:	36-42
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*uwoq_1]
   UNSPLITVOC:	(Al*uwoq)
          POS:	DET+NOUN
          VOC:	Al+*uwoq
        GLOSS:	the+sense/sensitivity

 INPUT STRING:	والادب
     IS_TRANS:	wAlAdb
        INDEX:	P9W8
      OFFSETS:	43-49
       TOKENS:	P9W15-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(wiAl>adab)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>adab
        GLOSS:	and+the+good manners/etiquette

 INPUT STRING:	وبتكسر
     IS_TRANS:	wbtksr
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>itokas~ar_1]
   UNSPLITVOC:	(wibi>atokas~ar)
          POS:	CONJ+PROG_PART+IV1S+IV_PASS
          VOC:	wi+bi+>a+tokas~ar
        GLOSS:	and+[prog.]+i+be shattered/be smashed

 INPUT STRING:	ساعاات
     IS_TRANS:	sAEAAt
        INDEX:	P10W2
      OFFSETS:	7-13
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hours+[fem.pl.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P10W3
      OFFSETS:	14-18
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much/ many

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P10W4
      OFFSETS:	19-22
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	برده
     IS_TRANS:	brdh
        INDEX:	P10W5
      OFFSETS:	23-27
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/ too/all the same

 INPUT STRING:	مبحرمش
     IS_TRANS:	mbHrm$
        INDEX:	P10W6
      OFFSETS:	28-34
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mbHrm$)
          POS:	NO_FUNC
          VOC:	mbHrm$
        GLOSS:	nogloss

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P11W1
      OFFSETS:	0-4
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	حنين
     IS_TRANS:	Hnyn
        INDEX:	P11W2
      OFFSETS:	5-9
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hinayn_1]
   UNSPLITVOC:	(Hinayn)
          POS:	NOUN_PROP
          VOC:	Hinayn
        GLOSS:	hanen

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P11W3
      OFFSETS:	10-13
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousand

 INPUT STRING:	حمد
     IS_TRANS:	Hmd
        INDEX:	P11W4
      OFFSETS:	14-17
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(Hamod)
          POS:	NOUN
          VOC:	Hamod
        GLOSS:	commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P11W5
      OFFSETS:	18-21
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	to/for+Allah/God

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W6
      OFFSETS:	22-25
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	سلامتك
     IS_TRANS:	slAmtk
        INDEX:	P11W7
      OFFSETS:	26-32
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(salAmtik)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	salAm+ap+ik
        GLOSS:	security/safety/integrity+[fem.sg.]+your

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P11W8
      OFFSETS:	33-40
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	هايل
     IS_TRANS:	hAyl
        INDEX:	P11W9
      OFFSETS:	41-45
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAyil_1]
   UNSPLITVOC:	(hAyil)
          POS:	ADJ
          VOC:	hAyil
        GLOSS:	huge/formidable/appalling

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P11W10
      OFFSETS:	46-50
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	of course+[acc.indef.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W11
      OFFSETS:	51-53
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	زهراات
     IS_TRANS:	zhrAAt
        INDEX:	P11W12
      OFFSETS:	54-60
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zahrap_1]
   UNSPLITVOC:	(zaharAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	zahar+At
        GLOSS:	flowers/splendor+[fem.pl.]

 INPUT STRING:	المنتدى
     IS_TRANS:	AlmntdY
        INDEX:	P11W13
      OFFSETS:	61-68
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[munotadaY_1]
   UNSPLITVOC:	(AlmunotadaY)
          POS:	DET+NOUN
          VOC:	Al+munotadaY
        GLOSS:	the+conference/fair/assembly

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P11W14
      OFFSETS:	69-73
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	يحبوا
     IS_TRANS:	yHbwA
        INDEX:	P11W15
      OFFSETS:	74-79
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(yiHib~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Hib~+uwA
        GLOSS:	they (people)+love/like/want+[pl.]

 INPUT STRING:	يشاركوا
     IS_TRANS:	y$ArkwA
        INDEX:	P11W16
      OFFSETS:	80-87
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	(yi$ArikuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+$Arik+uwA
        GLOSS:	they (people)+participate with/share with+[pl.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P11W17
      OFFSETS:	88-91
       TOKENS:	P11W19-P11W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P12W2
      OFFSETS:	4-6
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P12W3
      OFFSETS:	7-9
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	البناات
     IS_TRANS:	AlbnAAt
        INDEX:	P12W4
      OFFSETS:	10-17
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bint_1]
   UNSPLITVOC:	(AlbanAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+ban+At
        GLOSS:	the+daughters/girls+[fem.pl.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P12W5
      OFFSETS:	18-22
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تسووق
     IS_TRANS:	tswwq
        INDEX:	P12W6
      OFFSETS:	23-28
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAq-1]
   UNSPLITVOC:	(tisuwq)
          POS:	IV3FS+IV
          VOC:	ti+suwq
        GLOSS:	it/they/she+drive/lead/direct

 INPUT STRING:	ولاازم
     IS_TRANS:	wlAAzm
        INDEX:	P13W1
      OFFSETS:	0-6
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(walAzim)
          POS:	CONJ+NOUN
          VOC:	wa+lAzim
        GLOSS:	and+necessary/required/needed

 INPUT STRING:	تتعلم
     IS_TRANS:	ttElm
        INDEX:	P13W2
      OFFSETS:	7-12
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEal~im_1]
   UNSPLITVOC:	(titoEal~im)
          POS:	IV3FS+IV
          VOC:	ti+toEal~im
        GLOSS:	it/ they / she+study/learn

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P13W3
      OFFSETS:	13-15
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	شيء
     IS_TRANS:	$y'
        INDEX:	P13W4
      OFFSETS:	16-19
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy')
          POS:	NOUN
          VOC:	$iy'
        GLOSS:	something/thing/things

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P13W5
      OFFSETS:	20-23
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	الاشيااء
     IS_TRANS:	AlA$yAA'
        INDEX:	P13W6
      OFFSETS:	24-32
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ay'_1]
   UNSPLITVOC:	(Al>a$oyA')
          POS:	DET+NOUN
          VOC:	Al+>a$oyA'
        GLOSS:	the+things

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P13W7
      OFFSETS:	33-37
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	النااس
     IS_TRANS:	AlnAAs
        INDEX:	P13W8
      OFFSETS:	38-44
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W9
      OFFSETS:	45-47
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
