 INPUT STRING:	بسم
     IS_TRANS:	rjEt$
        INDEX:	P5W7
      OFFSETS:	38-43
       TOKENS:	P5W9-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(rijoEit$)
          POS:	PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	rijoE+it+$
        GLOSS:	return back+it/they/she+not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P5W8
      OFFSETS:	44-46
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every/all

 INPUT STRING:	اعتصااااااااااام
     IS_TRANS:	AEtSAAAAAAAAAAAm
        INDEX:	P5W9
      OFFSETS:	47-63
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEtSAm_1]
   UNSPLITVOC:	(AiEtSAm)
          POS:	NOUN
          VOC:	<iEtSAm
        GLOSS:	refuge/preservation/adhering/preserving

 INPUT STRING:	بعدد
     IS_TRANS:	bEdd
        INDEX:	P5W10
      OFFSETS:	64-68
       TOKENS:	P5W13-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(biEadad)
          POS:	PREP+NOUN
          VOC:	bi+Eadad
        GLOSS:	with/by+number/quantity/issue/numbers/issues

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W11
      OFFSETS:	69-71
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشهداااااء
     IS_TRANS:	Al$hdAAAAA'
        INDEX:	P5W12
      OFFSETS:	72-83
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(Al$uhadA')
          POS:	DET+NOUN
          VOC:	Al+$uhadA'
        GLOSS:	the+martyrs

 INPUT STRING:	وكانهم
     IS_TRANS:	wkAnhm
        INDEX:	P5W13
      OFFSETS:	84-90
       TOKENS:	P5W17-P5W17
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wkAnhm)
          POS:	NO_FUNC
          VOC:	wkAnhm
        GLOSS:	nogloss

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P5W14
      OFFSETS:	91-95
       TOKENS:	P5W18-P5W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	nothing but/mere

 INPUT STRING:	عدد
     IS_TRANS:	Edd
        INDEX:	P5W15
      OFFSETS:	96-99
       TOKENS:	P5W19-P5W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(Eadad)
          POS:	NOUN
          VOC:	Eadad
        GLOSS:	number/quantity/issue/numbers/issues

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P6W1
      OFFSETS:	0-2
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every

 INPUT STRING:	اعتصااااااام
     IS_TRANS:	AEtSAAAAAAAm
        INDEX:	P6W2
      OFFSETS:	3-15
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEtaSAm_1]
   UNSPLITVOC:	(<iEtaSAm)
          POS:	NOUN
          VOC:	<iEtaSAm
        GLOSS:	refuge/preservation/adhering/preserving

 INPUT STRING:	يقولو
     IS_TRANS:	yqwlw
        INDEX:	P6W3
      OFFSETS:	16-21
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuquwluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+quwl+uwA
        GLOSS:	they+said/say/be said/say/(for example)+[masc.pl.]

 INPUT STRING:	اياااااااادى
     IS_TRANS:	AyAAAAAAAAdY
        INDEX:	P6W4
      OFFSETS:	22-34
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(>ayAdiy)
          POS:	NOUN
          VOC:	>ayAdiy
        GLOSS:	hands

 INPUT STRING:	خفية
     IS_TRANS:	xfyp
        INDEX:	P6W5
      OFFSETS:	35-39
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xafiy~_1]
   UNSPLITVOC:	(xafiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xafiy~+ap
        GLOSS:	hidden/secret/invisible+[fem.sg.]

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P6W6
      OFFSETS:	40-43
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	تالتة
     IS_TRANS:	tAltp
        INDEX:	P6W7
      OFFSETS:	44-49
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAlit_1]
   UNSPLITVOC:	(tAlotap)
          POS:	ADJ_NUM+NSUFF_FEM_SG
          VOC:	tAlot+ap
        GLOSS:	third+[fem.sg.]

 INPUT STRING:	هيا
     IS_TRANS:	hyA
        INDEX:	P6W8
      OFFSETS:	50-53
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P6W9
      OFFSETS:	54-57
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بتولع
     IS_TRANS:	btwlE
        INDEX:	P6W10
      OFFSETS:	58-63
       TOKENS:	P6W10-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~aE_1]
   UNSPLITVOC:	(bitiwal~aE)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+wal~aE
        GLOSS:	[present-tense]+it/they/she+kindle/light/set fire to

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P6W11
      OFFSETS:	64-66
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P6W12
      OFFSETS:	67-72
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P7W2
      OFFSETS:	4-7
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W3
      OFFSETS:	8-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P7W4
      OFFSETS:	11-14
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P7W5
      OFFSETS:	15-19
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+quwl
        GLOSS:	[present-tense]+I+said/say/be said/say/(for example)

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P7W6
      OFFSETS:	20-25
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	والجيييش
     IS_TRANS:	wAljyyy$
        INDEX:	P7W7
      OFFSETS:	26-34
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(wiAljay$)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+jay$
        GLOSS:	and+the+army/troops

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P7W8
      OFFSETS:	35-38
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P7W9
      OFFSETS:	39-44
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P7W10
      OFFSETS:	45-48
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P7W11
      OFFSETS:	49-54
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ادة
     IS_TRANS:	Adp
        INDEX:	P7W12
      OFFSETS:	55-58
       TOKENS:	P7W15-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ad~aY_1]
   UNSPLITVOC:	(>ad~h)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	>ad~+(null)+uh
        GLOSS:	give+he/it+it/him

 INPUT STRING:	للجيش
     IS_TRANS:	lljy$
        INDEX:	P7W13
      OFFSETS:	59-64
       TOKENS:	P7W17-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(liljay$)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+jay$
        GLOSS:	for/to+the+army/troops

 INPUT STRING:	ثقة
     IS_TRANS:	vqp
        INDEX:	P7W14
      OFFSETS:	65-68
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[viqap_1]
   UNSPLITVOC:	(viqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	viq+ap
        GLOSS:	trust/confidence/authorities/trustworthy sources+[fem.sg.]

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P7W15
      OFFSETS:	69-72
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	ركزت
     IS_TRANS:	rkzt
        INDEX:	P7W16
      OFFSETS:	73-77
       TOKENS:	P7W21-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rak~iz_1]
   UNSPLITVOC:	(rak~azit)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	rak~az+t
        GLOSS:	focus/concentrate/emphasize+I

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P7W17
      OFFSETS:	78-80
       TOKENS:	P7W22-P7W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biAl)
          POS:	PREP+DET
          VOC:	bi+Al
        GLOSS:	with/by+the

 INPUT STRING:	عقل
     IS_TRANS:	Eql
        INDEX:	P7W18
      OFFSETS:	81-84
       TOKENS:	P7W24-P7W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(Eaqol)
          POS:	NOUN
          VOC:	Eaqol
        GLOSS:	mind

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P7W19
      OFFSETS:	85-88
       TOKENS:	P7W25-P7W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	الناسس
     IS_TRANS:	AlnAss
        INDEX:	P7W20
      OFFSETS:	89-95
       TOKENS:	P7W26-P7W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P7W21
      OFFSETS:	96-99
       TOKENS:	P7W27-P7W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيعتصمو
     IS_TRANS:	byEtSmw
        INDEX:	P7W22
      OFFSETS:	100-107
       TOKENS:	P7W28-P7W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaSam_1]
   UNSPLITVOC:	(biyiEotiSomuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+EotiSom+uwA
        GLOSS:	[present-tense]+they+adhere to/stand by/preserve+[masc.pl.]

 INPUT STRING:	بيتقال
     IS_TRANS:	bytqAl
        INDEX:	P7W23
      OFFSETS:	108-114
       TOKENS:	P7W30-P7W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitqAl_1]
   UNSPLITVOC:	(biyitqAl)
          POS:	PROG_PART+IV3MS+IV_PASS
          VOC:	bi+yi+tqAl
        GLOSS:	[present-tense]+he/it+be said

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P7W24
      OFFSETS:	115-120
       TOKENS:	P7W32-P7W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+them

 INPUT STRING:	خونة
     IS_TRANS:	xwnp
        INDEX:	P7W25
      OFFSETS:	121-125
       TOKENS:	P7W34-P7W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xA}in_1]
   UNSPLITVOC:	(xawnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xawn+ap
        GLOSS:	traitors/disloyal+[fem.sg.]

 INPUT STRING:	وعملا
     IS_TRANS:	wEmlA
        INDEX:	P7W26
      OFFSETS:	126-131
       TOKENS:	P7W35-P7W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumolap_1]
   UNSPLITVOC:	(wiEumolaA)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+Eumol+ap
        GLOSS:	and+traitor+[fem.sg.]

 INPUT STRING:	وجوسيس
     IS_TRANS:	wjwsys
        INDEX:	P7W27
      OFFSETS:	132-138
       TOKENS:	P7W37-P7W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAsuws_1]
   UNSPLITVOC:	(wijawasiys)
          POS:	CONJ+ADJ
          VOC:	wi+jawasiys
        GLOSS:	and+spy

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P7W28
      OFFSETS:	139-142
       TOKENS:	P7W39-P7W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	لية
     IS_TRANS:	lyp
        INDEX:	P7W29
      OFFSETS:	143-146
       TOKENS:	P7W40-P7W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P7W30
      OFFSETS:	147-152
       TOKENS:	P7W41-P7W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P7W31
      OFFSETS:	153-155
       TOKENS:	P7W42-P7W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيقبض
     IS_TRANS:	byqbD
        INDEX:	P7W32
      OFFSETS:	156-161
       TOKENS:	P7W43-P7W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabaD_1]
   UNSPLITVOC:	(biyiqobaD)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+qobaD
        GLOSS:	[present-tense]+he/it+arrest/apprehend/seize/be arrested/be apprehended/be seized

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P7W33
      OFFSETS:	162-165
       TOKENS:	P7W45-P7W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجوسيس
     IS_TRANS:	Aljwsys
        INDEX:	P7W34
      OFFSETS:	166-173
       TOKENS:	P7W46-P7W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAsuws_1]
   UNSPLITVOC:	(Aljawasiys)
          POS:	DET+NOUN
          VOC:	Al+jawasiys
        GLOSS:	the+spy

 INPUT STRING:	وهل
     IS_TRANS:	whl
        INDEX:	P7W35
      OFFSETS:	174-177
       TOKENS:	P7W47-P7W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(wahal)
          POS:	CONJ+INTERROG_PART
          VOC:	wa+hal
        GLOSS:	and+do?/is?

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P7W36
      OFFSETS:	178-180
       TOKENS:	P7W49-P7W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every

 INPUT STRING:	المعتصمي
     IS_TRANS:	AlmEtSmy
        INDEX:	P7W37
      OFFSETS:	181-189
       TOKENS:	P7W50-P7W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEotaSim_1]
   UNSPLITVOC:	(AlmuEotaSimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muEotaSim+iyn
        GLOSS:	the+seeking refuge/resorting to+[masc.pl.]

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P7W38
      OFFSETS:	190-193
       TOKENS:	P7W51-P7W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P7W39
      OFFSETS:	194-200
       TOKENS:	P7W52-P7W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster/ruffian+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P7W40
      OFFSETS:	201-204
       TOKENS:	P7W53-P7W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W41
      OFFSETS:	205-207
       TOKENS:	P7W54-P7W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	بلطجى
     IS_TRANS:	blTjY
        INDEX:	P7W42
      OFFSETS:	208-213
       TOKENS:	P7W56-P7W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(baloTajiy)
          POS:	NOUN
          VOC:	baloTajiy
        GLOSS:	gangster/ruffian

 INPUT STRING:	بيخد
     IS_TRANS:	byxd
        INDEX:	P7W43
      OFFSETS:	214-218
       TOKENS:	P7W57-P7W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axad_1]
   UNSPLITVOC:	(biyaxud)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+ya+xud
        GLOSS:	[present-tense]+he/it+take

 INPUT STRING:	فلوساو
     IS_TRANS:	flwsAw
        INDEX:	P7W44
      OFFSETS:	219-225
       TOKENS:	P7W59-P7W59
