 INPUT STRING:	المستشار
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	رجعى
     IS_TRANS:	rjEY
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAjiE_1]
   UNSPLITVOC:	(rajEiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	rajE+iy
        GLOSS:	consult/refer to/examine+you [fem.sg.] [verb]

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P31W2
      OFFSETS:	5-9
       TOKENS:	P31W2-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves+your [fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P31W3
      OFFSETS:	10-12
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	اهلوية
     IS_TRANS:	Ahlwyp
        INDEX:	P31W4
      OFFSETS:	13-19
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AaholAwiy_1]
   UNSPLITVOC:	(Aaholawiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Aaholawiy~+ap
        GLOSS:	fan of Ahliy soccer team+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W5
      OFFSETS:	19-20
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W6
      OFFSETS:	20-21
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W7
      OFFSETS:	21-22
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P32W1
      OFFSETS:	0-1
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	هتنزل
     IS_TRANS:	htnzl
        INDEX:	P32W2
      OFFSETS:	2-7
       TOKENS:	P32W2-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(Hatinozil)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+nozil
        GLOSS:	will+it/they/she+descend/stay

 INPUT STRING:	المرة
     IS_TRANS:	Almrp
        INDEX:	P32W3
      OFFSETS:	8-13
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(Almar~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mar~+ap
        GLOSS:	the+occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P32W4
      OFFSETS:	14-16
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P33W1
      OFFSETS:	2-4
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P33W2
      OFFSETS:	5-7
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كلامى
     IS_TRANS:	klAmY
        INDEX:	P33W3
      OFFSETS:	8-13
       TOKENS:	P33W3-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	kalAm+iy
        GLOSS:	speech/statement/remark/talk/saying+my

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P33W4
      OFFSETS:	13-14
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P33W5
      OFFSETS:	14-15
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P33W6
      OFFSETS:	16-18
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this [masc.sg.]

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P33W7
      OFFSETS:	19-23
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P33W8
      OFFSETS:	24-31
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P33W9
      OFFSETS:	33-34
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P33W10
      OFFSETS:	34-35
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P34W1
      OFFSETS:	0-3
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	OK

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P34W2
      OFFSETS:	4-7
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it [verb]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P34W3
      OFFSETS:	8-11
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	وجع
     IS_TRANS:	wjE
        INDEX:	P34W4
      OFFSETS:	12-15
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajaE_1]
   UNSPLITVOC:	(wajaE)
          POS:	NOUN
          VOC:	wajaE
        GLOSS:	pain/ache

 INPUT STRING:	القلب
     IS_TRANS:	Alqlb
        INDEX:	P34W5
      OFFSETS:	16-21
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(Alqalob)
          POS:	DET+NOUN
          VOC:	Al+qalob
        GLOSS:	the+heart/center/essence

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W6
      OFFSETS:	22-24
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P34W7
      OFFSETS:	25-29
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W8
      OFFSETS:	29-30
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W9
      OFFSETS:	30-31
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W10
      OFFSETS:	33-34
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	مؤامرات
     IS_TRANS:	m&AmrAt
        INDEX:	P34W11
      OFFSETS:	35-42
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&Amarap_1]
   UNSPLITVOC:	(mu&AmarAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mu&Amar+At
        GLOSS:	plot/conspiracy+[fem.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W12
      OFFSETS:	43-44
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	خيانة
     IS_TRANS:	xyAnp
        INDEX:	P34W13
      OFFSETS:	45-50
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiyAnap_1]
   UNSPLITVOC:	(xiyAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xiyAn+ap
        GLOSS:	treason/betrayal+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W14
      OFFSETS:	51-52
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	تمويل
     IS_TRANS:	tmwyl
        INDEX:	P34W15
      OFFSETS:	53-58
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamowiyl_1]
   UNSPLITVOC:	(tamowiyl)
          POS:	NOUN
          VOC:	tamowiyl
        GLOSS:	financing/funding/backing

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W16
      OFFSETS:	58-59
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W17
      OFFSETS:	59-60
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P35W1
      OFFSETS:	0-2
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	دوشة
     IS_TRANS:	dw$p
        INDEX:	P35W2
      OFFSETS:	3-7
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daw$ap_1]
   UNSPLITVOC:	(daw$ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	daw$+ap
        GLOSS:	noise/clamor+[fem.sg.]

 INPUT STRING:	دماغ
     IS_TRANS:	dmAg
        INDEX:	P35W3
      OFFSETS:	8-12
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAg)
          POS:	NOUN
          VOC:	dimAg
        GLOSS:	brain/brains

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W4
      OFFSETS:	13-14
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P35W5
      OFFSETS:	15-19
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W6
      OFFSETS:	19-20
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W7
      OFFSETS:	20-21
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W1
      OFFSETS:	0-1
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P36W2
      OFFSETS:	2-5
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ
          VOC:	>aw~al
        GLOSS:	first/first-place/best/top/early/beginning/ancients

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P36W3
      OFFSETS:	6-8
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	حمروا
     IS_TRANS:	HmrwA
        INDEX:	P36W4
      OFFSETS:	9-14
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ham~ar_1]
   UNSPLITVOC:	(Ham~aruwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	Ham~ar+uwA
        GLOSS:	redden/roast+they [verb]

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P36W5
      OFFSETS:	15-19
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+them

 INPUT STRING:	عنيهم
     IS_TRANS:	Enyhm
        INDEX:	P36W6
      OFFSETS:	20-25
       TOKENS:	P36W7-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiyn_1]
   UNSPLITVOC:	(Einiyhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Einiy+hum
        GLOSS:	eye+their

 INPUT STRING:	ترجعوا
     IS_TRANS:	trjEwA
        INDEX:	P36W7
      OFFSETS:	26-32
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[trAjaE_1]
   UNSPLITVOC:	(tirajEuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	tirajE+uwA
        GLOSS:	retreat/fall behind+they [verb]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P36W8
      OFFSETS:	33-35
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	كلامهم
     IS_TRANS:	klAmhm
        INDEX:	P36W9
      OFFSETS:	36-42
       TOKENS:	P36W11-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	kalAm+hum
        GLOSS:	speech/statement/remark/talk/saying+their

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W10
      OFFSETS:	42-43
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W11
      OFFSETS:	43-44
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W12
      OFFSETS:	44-45
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W13
      OFFSETS:	45-46
       TOKENS:	P36W16-P36W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	شكلهم
     IS_TRANS:	$klhm
        INDEX:	P37W1
      OFFSETS:	0-5
       TOKENS:	P37W1-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoluhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	$akol+hum
        GLOSS:	manner/form/configuration/manners / types/forms/configurations+their

 INPUT STRING:	مبقاش
     IS_TRANS:	mbqA$
        INDEX:	P37W2
      OFFSETS:	6-11
       TOKENS:	P37W3-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(mA_baqA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+baqA+(null)+$
        GLOSS:	not+remain/last+it/he+not

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P37W3
      OFFSETS:	12-15
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	المرة
     IS_TRANS:	Almrp
        INDEX:	P37W4
      OFFSETS:	16-21
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(Almar~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mar~+ap
        GLOSS:	the+occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P37W5
      OFFSETS:	22-24
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W6
      OFFSETS:	24-25
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W7
      OFFSETS:	25-26
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P38W1
      OFFSETS:	0-2
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	تعتبر
     IS_TRANS:	tEtbr
        INDEX:	P38W2
      OFFSETS:	3-8
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotabar_1]
   UNSPLITVOC:	(tuEotabar)
          POS:	IV3FS+IV
          VOC:	tu+Eotabar
        GLOSS:	it/they/she+be considered/be regarded/be believed

