 INPUT STRING:	سأنتخب
       TOKENS:	P10W20-P10W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(wiyiEiy$)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Eiy$
        GLOSS:	and+he/it+live/experience/long live!/be lived/be experienced

 INPUT STRING:	فيديو
     IS_TRANS:	fydyw
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(fiydyuw)
          POS:	NOUN
          VOC:	fiydyuw
        GLOSS:	video

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P11W2
      OFFSETS:	6-11
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/elderly woman/chieftains/chieftain/sheik/senators

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P11W3
      OFFSETS:	12-16
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mahammad/Mahamad/Mohammad/Mohamed/Mahmmad/Muhammad

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P11W4
      OFFSETS:	17-21
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	hasan

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P12W1
      OFFSETS:	0-7
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation+[fem.sg.]

 INPUT STRING:	للبطالة
     IS_TRANS:	llbTAlp
        INDEX:	P12W2
      OFFSETS:	8-15
       TOKENS:	P12W3-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biTAlap_1]
   UNSPLITVOC:	(lilbiTAlap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+biTAl+ap
        GLOSS:	for/to+the+idleness/joblessness+[fem.sg.]

 INPUT STRING:	الحل
     IS_TRANS:	AlHl
        INDEX:	P12W3
      OFFSETS:	16-20
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AlHal~)
          POS:	DET+NOUN
          VOC:	Al+Hal~
        GLOSS:	the+solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	الامثل
     IS_TRANS:	AlAmvl
        INDEX:	P12W4
      OFFSETS:	21-27
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoval_1]
   UNSPLITVOC:	(Al>amoval)
          POS:	DET+NOUN
          VOC:	Al+>amoval
        GLOSS:	the+exemplary/ideal

 INPUT STRING:	المرأة
     IS_TRANS:	Almr>p
        INDEX:	P12W5
      OFFSETS:	28-34
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maro>ap_1]
   UNSPLITVOC:	(Almaro>ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maro>+ap
        GLOSS:	the+woman+[fem.sg.]

 INPUT STRING:	تقعد
     IS_TRANS:	tqEd
        INDEX:	P12W6
      OFFSETS:	35-39
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(tuqoEud)
          POS:	IV3FS+IV
          VOC:	tu+qoEud
        GLOSS:	it/they/she+sit down/be seated/remain

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W7
      OFFSETS:	40-42
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P12W8
      OFFSETS:	43-48
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(Albayt)
          POS:	DET+NOUN
          VOC:	Al+bayt
        GLOSS:	the+house/houses

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P13W1
      OFFSETS:	0-7
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation+[fem.sg.]

 INPUT STRING:	للتعليم
     IS_TRANS:	lltElym
        INDEX:	P13W2
      OFFSETS:	8-15
       TOKENS:	P13W3-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(lilt~aEoliym)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+taEoliym
        GLOSS:	for/to+the+education/teaching/instructions/precepts

 INPUT STRING:	بالفعل
     IS_TRANS:	bAlfEl
        INDEX:	P13W3
      OFFSETS:	16-22
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(biAlfiEol)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+fiEol
        GLOSS:	with/by+the+doing/act/action/actually/in effect/acts/actions/deeds/exploits

 INPUT STRING:	حل
     IS_TRANS:	Hl
        INDEX:	P13W4
      OFFSETS:	23-25
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(Hal~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hal~+(null)
        GLOSS:	dissolve/untie/solve (problem)/be dissolved/be untied/be solved/be solved (problem)/begin+he/it

 INPUT STRING:	مشكلة
     IS_TRANS:	m$klp
        INDEX:	P13W5
      OFFSETS:	26-31
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$okil+ap
        GLOSS:	problem/issue+[fem.sg.]

 INPUT STRING:	التعليم
     IS_TRANS:	AltElym
        INDEX:	P13W6
      OFFSETS:	32-39
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(Alt~aEoliym)
          POS:	DET+NOUN
          VOC:	Al+taEoliym
        GLOSS:	the+education/teaching/instructions/precepts

 INPUT STRING:	تعليم
     IS_TRANS:	tElym
        INDEX:	P14W1
      OFFSETS:	0-5
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(taEoliym)
          POS:	NOUN
          VOC:	taEoliym
        GLOSS:	education/teaching/instructions/precepts

 INPUT STRING:	المرأة
     IS_TRANS:	Almr>p
        INDEX:	P14W2
      OFFSETS:	6-12
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maro>ap_1]
   UNSPLITVOC:	(Almaro>ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maro>+ap
        GLOSS:	the+woman+[fem.sg.]

 INPUT STRING:	إغلاق
     IS_TRANS:	<glAq
        INDEX:	P15W1
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<igolAq_1]
   UNSPLITVOC:	(<igolAq)
          POS:	NOUN
          VOC:	<igolAq
        GLOSS:	locking/closing/barring

 INPUT STRING:	كلية
     IS_TRANS:	klyp
        INDEX:	P15W2
      OFFSETS:	6-10
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~iy~ap_1]
   UNSPLITVOC:	(kul~iy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kul~iy~+ap
        GLOSS:	faculty/college/institute+[fem.sg.]

 INPUT STRING:	الحقوق
     IS_TRANS:	AlHqwq
        INDEX:	P15W3
      OFFSETS:	11-17
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHuquwq)
          POS:	DET+NOUN
          VOC:	Al+Huquwq
        GLOSS:	the+truth/right/against/towards/rights/law

 INPUT STRING:	فهى
     IS_TRANS:	fhY
        INDEX:	P15W4
      OFFSETS:	18-21
       TOKENS:	P15W4-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ahiy_1]
   UNSPLITVOC:	(fahiy)
          POS:	CONJ+DEM_PRON_FS
          VOC:	fa+hiy
        GLOSS:	so/and+she/it

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P15W5
      OFFSETS:	22-26
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P16W1
      OFFSETS:	0-7
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation+[fem.sg.]

 INPUT STRING:	للأزياء
     IS_TRANS:	ll>zyA'
        INDEX:	P16W2
      OFFSETS:	8-15
       TOKENS:	P16W3-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziy~_1]
   UNSPLITVOC:	(lil>azoyA')
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>azoyA'
        GLOSS:	for/to+the+uniform/clothing/fashion

 INPUT STRING:	لبس
     IS_TRANS:	lbs
        INDEX:	P16W3
      OFFSETS:	16-19
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libos_1]
   UNSPLITVOC:	(libos)
          POS:	NOUN
          VOC:	libos
        GLOSS:	clothes/attire

 INPUT STRING:	البنطلون
     IS_TRANS:	AlbnTlwn
        INDEX:	P16W4
      OFFSETS:	20-28
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoTalawn_1]
   UNSPLITVOC:	(AlbanoTalawn)
          POS:	DET+NOUN
          VOC:	Al+banoTalawn
        GLOSS:	the+trousers

 INPUT STRING:	والقميص
     IS_TRANS:	wAlqmyS
        INDEX:	P16W5
      OFFSETS:	29-36
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qamiyS_1]
   UNSPLITVOC:	(wiAlqamiyS)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+qamiyS
        GLOSS:	and+the+shirt/shirts

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P16W6
      OFFSETS:	37-41
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	وخاصة
     IS_TRANS:	wxASp
        INDEX:	P16W7
      OFFSETS:	42-47
       TOKENS:	P16W10-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(wixAS~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+xAS~+ap
        GLOSS:	and+elite/especially/particularly+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W8
      OFFSETS:	48-50
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P16W9
      OFFSETS:	51-56
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(Albayt)
          POS:	DET+NOUN
          VOC:	Al+bayt
        GLOSS:	the+house/houses

 INPUT STRING:	لأنه
     IS_TRANS:	l>nh
        INDEX:	P16W10
      OFFSETS:	57-61
       TOKENS:	P16W14-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for+that+it/he

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W11
      OFFSETS:	62-64
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الكفار
     IS_TRANS:	AlkfAr
        INDEX:	P16W12
      OFFSETS:	65-71
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAfir_1]
   UNSPLITVOC:	(Alkuf~Ar)
          POS:	DET+NOUN
          VOC:	Al+kuf~Ar
        GLOSS:	the+infidels

 INPUT STRING:	فيديو
     IS_TRANS:	fydyw
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(fiydyuw)
          POS:	NOUN
          VOC:	fiydyuw
        GLOSS:	video

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	فالسلفيين
     IS_TRANS:	fAlslfyyn
        INDEX:	P18W2
      OFFSETS:	5-14
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(faAls~alafiy~iyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	fa+Al+salafiy~+iyn
        GLOSS:	so/and+the+Salafi/Salafist+[masc.pl.]

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P18W3
      OFFSETS:	15-17
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]

 INPUT STRING:	يملكون
     IS_TRANS:	ymlkwn
        INDEX:	P18W4
      OFFSETS:	18-24
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ymlkwn)
          POS:	NO_FUNC
          VOC:	ymlkwn
        GLOSS:	nogloss

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P18W5
      OFFSETS:	25-29
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	برنامج
     IS_TRANS:	brnAmj
        INDEX:	P18W6
      OFFSETS:	30-36
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bironAmij_1]
   UNSPLITVOC:	(bironAmij)
          POS:	NOUN
          VOC:	bironAmij
        GLOSS:	program

 INPUT STRING:	انتخابى
     IS_TRANS:	AntxAbY
        INDEX:	P18W7
      OFFSETS:	37-44
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotixAbiy_1]
   UNSPLITVOC:	(AinotixAbiy)
          POS:	ADJ
          VOC:	AinotixAbiy
        GLOSS:	election/selection

 INPUT STRING:	ولسه
     IS_TRANS:	wlsh
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+ADV
          VOC:	wi+lis~ah
        GLOSS:	and+still

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W2
      OFFSETS:	5-7
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إنتظار
     IS_TRANS:	<ntZAr
        INDEX:	P19W3
      OFFSETS:	8-14
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<inotiZAr_1]
   UNSPLITVOC:	(AinotiZAr)
          POS:	NOUN
          VOC:	AinotiZAr
        GLOSS:	waiting/anticipating

 INPUT STRING:	إجابه
     IS_TRANS:	<jAbh
        INDEX:	P19W4
      OFFSETS:	15-20
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ijAbap_1]
   UNSPLITVOC:	(<ijAbap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<ijAb+ap
        GLOSS:	answer/response/consent+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P19W5
      OFFSETS:	21-24
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P19W6
      OFFSETS:	25-27
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P19W7
      OFFSETS:	28-32
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry

 INPUT STRING:	قمت
     IS_TRANS:	qmt
        INDEX:	P19W8
      OFFSETS:	33-36
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qumt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qum+t
        GLOSS:	be based (on)+I

 INPUT STRING:	بطرحه
     IS_TRANS:	bTrHh
        INDEX:	P19W9
      OFFSETS:	37-42
       TOKENS:	P19W10-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaroH_1]
   UNSPLITVOC:	(biTaroHuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+TaroH+uh
        GLOSS:	with/by+suggestion/proposal+its/his

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P19W10
      OFFSETS:	43-47
       TOKENS:	P19W13-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	تعليقاً
     IS_TRANS:	tElyqAF
        INDEX:	P19W11
      OFFSETS:	48-55
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEilyq_1]
   UNSPLITVOC:	(taEilyqAF)
          POS:	NOUN.VN+CASE_INDEF_ACC
          VOC:	taEilyq+AF
        GLOSS:	comment/remark+[acc.indef.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P19W12
      OFFSETS:	56-59
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	موضوعك
     IS_TRANS:	mwDwEk
        INDEX:	P19W13
      OFFSETS:	60-66
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwEak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	mawDuwE+ak
        GLOSS:	subject/theme/issue/subjects/themes/issues+your

 INPUT STRING:	القيم
     IS_TRANS:	Alqym
        INDEX:	P19W14
      OFFSETS:	67-72
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alqay~im_1]
   UNSPLITVOC:	(Alqay~im)
          POS:	DET+ADJ
          VOC:	Al+qay~im
        GLOSS:	the+valuable

 INPUT STRING:	فلا
     IS_TRANS:	flA
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(falA)
          POS:	CONJ+NEG_PART
          VOC:	fa+lA
        GLOSS:	so/and+no/not

 INPUT STRING:	داعى
     IS_TRANS:	dAEY
        INDEX:	P20W2
      OFFSETS:	4-8
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAEiy_1]
   UNSPLITVOC:	(dAEiy)
          POS:	NOUN
          VOC:	dAEiy
        GLOSS:	inviter/propagandist/propagandist/missionary/callers/propagandists

 INPUT STRING:	للهروب
     IS_TRANS:	llhrwb
        INDEX:	P20W3
      OFFSETS:	9-15
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huruwb_1]
   UNSPLITVOC:	(lilhuruwb)
          POS:	PREP+DET+NOUN
