 INPUT STRING:	ما
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(wimumokin)
          POS:	CONJ+NOUN
          VOC:	wi+mumokin
        GLOSS:	and+possibilities

 INPUT STRING:	تتحرق
     IS_TRANS:	ttHrq
        INDEX:	P27W2
      OFFSETS:	6-11
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haraq_1]
   UNSPLITVOC:	(titHiriq)
          POS:	IV3FS+IV
          VOC:	ti+tHiriq
        GLOSS:	it/they/she+burn/hurt/rub/grind

 INPUT STRING:	الشوائب
     IS_TRANS:	Al$wA}b
        INDEX:	P27W3
      OFFSETS:	14-21
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A}ibap_1]
   UNSPLITVOC:	(Al$~awA}ib)
          POS:	DET+NOUN
          VOC:	Al+$awA}ib
        GLOSS:	the+defect/impurity/defects/impurities

 INPUT STRING:	فرصتها
     IS_TRANS:	frSthA
        INDEX:	P27W4
      OFFSETS:	22-28
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(furoSithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	furoS+ap+hA
        GLOSS:	opportunity/chance/opportunities/chances/holiday/holidays+[fem.sg.]+its/their/her

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P27W5
      OFFSETS:	29-33
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	للدخول
     IS_TRANS:	lldxwl
        INDEX:	P27W6
      OFFSETS:	34-40
       TOKENS:	P27W8-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(lild~uxuwl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+duxuwl
        GLOSS:	for/to+the+entrance/penetration

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W7
      OFFSETS:	41-43
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دوره
     IS_TRANS:	dwrh
        INDEX:	P27W8
      OFFSETS:	44-48
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawrap_1]
   UNSPLITVOC:	(dawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawr+ap
        GLOSS:	championship/tournament/games/tournaments/matches/cycle/turn/rotation+[fem.sg.]

 INPUT STRING:	البنزين
     IS_TRANS:	Albnzyn
        INDEX:	P27W9
      OFFSETS:	49-56
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(Albanoziyn)
          POS:	DET+NOUN
          VOC:	Al+banoziyn
        GLOSS:	the+gasoline/benzine/benzene

 INPUT STRING:	والتانك
     IS_TRANS:	wAltAnk
        INDEX:	P27W10
      OFFSETS:	57-64
       TOKENS:	P27W13-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAnk_1]
   UNSPLITVOC:	(waAltAnk)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+tAnk
        GLOSS:	and+the+tank

 INPUT STRING:	شبه
     IS_TRANS:	$bh
        INDEX:	P27W11
      OFFSETS:	65-68
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iboh_1]
   UNSPLITVOC:	($iboh)
          POS:	NOUN
          VOC:	$iboh
        GLOSS:	like/almost/semi-/similar

 INPUT STRING:	فاضي
     IS_TRANS:	fADy
        INDEX:	P27W12
      OFFSETS:	69-73
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiy)
          POS:	ADJ
          VOC:	fADiy
        GLOSS:	empty/unoccupied/free

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+these/this

 INPUT STRING:	يسد
     IS_TRANS:	ysd
        INDEX:	P28W2
      OFFSETS:	4-7
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sad~_1]
   UNSPLITVOC:	(yisid~)
          POS:	IV3MS+IV
          VOC:	yi+sid~
        GLOSS:	he/it+block/obstruct/defray/fulfill/be right

 INPUT STRING:	فلتر
     IS_TRANS:	fltr
        INDEX:	P28W3
      OFFSETS:	8-12
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(filtar)
          POS:	NOUN
          VOC:	filtar
        GLOSS:	filtar

 INPUT STRING:	الطرمبه
     IS_TRANS:	AlTrmbh
        INDEX:	P28W4
      OFFSETS:	13-20
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Turumobap_1]
   UNSPLITVOC:	(AlT~urumobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Turumob+ap
        GLOSS:	the+pump+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P28W5
      OFFSETS:	23-25
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P28W6
      OFFSETS:	26-29
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	الفلتر
     IS_TRANS:	Alfltr
        INDEX:	P28W7
      OFFSETS:	30-36
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(Alfiltar)
          POS:	DET+NOUN
          VOC:	Al+filtar
        GLOSS:	the+filtar

 INPUT STRING:	الاساسي
     IS_TRANS:	AlAsAsy
        INDEX:	P28W8
      OFFSETS:	37-44
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AasAsiy_1]
   UNSPLITVOC:	(AlAsAsiy)
          POS:	DET+ADJ
          VOC:	Al+AsAsiy
        GLOSS:	the+fundamental/basic

 INPUT STRING:	ويزيد
     IS_TRANS:	wyzyd
        INDEX:	P28W9
      OFFSETS:	47-52
       TOKENS:	P28W10-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(wiyiziyd)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+ziyd
        GLOSS:	and+he/it+increase/exceed/add/be increased/be added/add (to)

 INPUT STRING:	حمل
     IS_TRANS:	Hml
        INDEX:	P28W10
      OFFSETS:	53-56
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Himol_1]
   UNSPLITVOC:	(Himol)
          POS:	NOUN
          VOC:	Himol
        GLOSS:	burden/loads/cargo

 INPUT STRING:	الشفط
     IS_TRANS:	Al$fT
        INDEX:	P28W11
      OFFSETS:	57-62
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$afoT_1]
   UNSPLITVOC:	(Al$~afoT)
          POS:	DET+NOUN
          VOC:	Al+$afoT
        GLOSS:	the+siphoning out/vacuuming

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P28W12
      OFFSETS:	63-66
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الطرمبه
     IS_TRANS:	AlTrmbh
        INDEX:	P28W13
      OFFSETS:	67-74
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Turumobap_1]
   UNSPLITVOC:	(AlT~urumobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Turumob+ap
        GLOSS:	the+pump+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W14
      OFFSETS:	74-75
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W15
      OFFSETS:	75-76
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W16
      OFFSETS:	76-77
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	اذن
     IS_TRANS:	A*n
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<i*an_1]
   UNSPLITVOC:	(<i*an)
          POS:	ADV
          VOC:	<i*an
        GLOSS:	hence so

 INPUT STRING:	الخلاصه
     IS_TRANS:	AlxlASh
        INDEX:	P29W2
      OFFSETS:	4-11
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xulASap_1]
   UNSPLITVOC:	(AlxulASap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+xulAS+ap
        GLOSS:	the+gist/synopsis/summary+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P29W3
      OFFSETS:	12-14
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<an~_1]
   UNSPLITVOC:	(<an~)
          POS:	SUB_CONJ
          VOC:	<an~
        GLOSS:	that/to

 INPUT STRING:	سيادتك
     IS_TRANS:	syAdtk
        INDEX:	P29W4
      OFFSETS:	15-21
       TOKENS:	P29W4-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAdap_1]
   UNSPLITVOC:	(siyAdtak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	siyAd+ap+ak
        GLOSS:	sovereignty/supremacy/His/Her Excellency+[fem.sg.]+your

 INPUT STRING:	تمون
     IS_TRANS:	tmwn
        INDEX:	P29W5
      OFFSETS:	22-26
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maw~in_1]
   UNSPLITVOC:	(timaw~in)
          POS:	IV2MS+IV
          VOC:	ti+maw~in
        GLOSS:	you+provision

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P29W6
      OFFSETS:	27-29
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	محطه
     IS_TRANS:	mHTh
        INDEX:	P29W7
      OFFSETS:	30-34
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHaT~ap_1]
   UNSPLITVOC:	(maHaT~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maHaT~+ap
        GLOSS:	station/stop/layover+[fem.sg.]

 INPUT STRING:	سمعتها
     IS_TRANS:	smEthA
        INDEX:	P29W8
      OFFSETS:	35-41
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sumoEap_1]
   UNSPLITVOC:	(sumoEathA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	sumoE+at+hA
        GLOSS:	reputation/renown/fame+[fem.sg.]+its/their/her

 INPUT STRING:	طيبه
     IS_TRANS:	Tybh
        INDEX:	P29W9
      OFFSETS:	42-46
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tay~ib+ap
        GLOSS:	good/pleasant+[fem.sg.]

 INPUT STRING:	وماتسيبش
     IS_TRANS:	wmAtsyb$
        INDEX:	P29W10
      OFFSETS:	47-55
       TOKENS:	P29W12-P29W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(wimA_tisiyb$)
          POS:	CONJ+NEG_PART+IV2MS+IV+NEG_PART
          VOC:	wi+mA+ti+siyb+$
        GLOSS:	and+not+you+flow/neglect+not

 INPUT STRING:	التانك
     IS_TRANS:	AltAnk
        INDEX:	P29W11
      OFFSETS:	56-62
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAnk_1]
   UNSPLITVOC:	(AltAnk)
          POS:	DET+NOUN
          VOC:	Al+tAnk
        GLOSS:	the+tank

 INPUT STRING:	للحد
     IS_TRANS:	llHd
        INDEX:	P29W12
      OFFSETS:	63-67
       TOKENS:	P29W17-P29W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHod_1]
   UNSPLITVOC:	(lilaHod)
          POS:	PREP+NOUN
          VOC:	li+laHod
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	الادني
     IS_TRANS:	AlAdny
        INDEX:	P29W13
      OFFSETS:	68-74
       TOKENS:	P29W19-P29W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adonaY_1]
   UNSPLITVOC:	(Al>adonaY)
          POS:	DET+ADJ_COMP
          VOC:	Al+>adonaY
        GLOSS:	the+lower/lowest/inferior/most inferior/near/nearer/nearest

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W14
      OFFSETS:	74-75
       TOKENS:	P29W20-P29W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

