 INPUT STRING:	لماذا
   UNSPLITVOC:	(qatol)
          POS:	NOUN
          VOC:	qatol
        GLOSS:	murder/killing

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P5W32
      OFFSETS:	163-171
       TOKENS:	P5W42-P5W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptians+[masc.pl.]

 INPUT STRING:	وتعذيبهم
     IS_TRANS:	wtE*ybhm
        INDEX:	P5W33
      OFFSETS:	172-180
       TOKENS:	P5W43-P5W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taE*iyb_1]
   UNSPLITVOC:	(witaE*iybhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+taE*iyb+hum
        GLOSS:	and+torture+their

 INPUT STRING:	وترويعهم
     IS_TRANS:	wtrwyEhm
        INDEX:	P5W34
      OFFSETS:	181-189
       TOKENS:	P5W46-P5W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tarwiyE_1]
   UNSPLITVOC:	(witarwiyEhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+tarwiyE+hum
        GLOSS:	and+horrifying+their

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P5W35
      OFFSETS:	189-190
       TOKENS:	P5W49-P5W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	تريدنا
     IS_TRANS:	trydnA
        INDEX:	P6W1
      OFFSETS:	1-7
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(trydnA)
          POS:	NO_FUNC
          VOC:	trydnA
        GLOSS:	nogloss

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P6W2
      OFFSETS:	8-10
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	نتسامح
     IS_TRANS:	ntsAmH
        INDEX:	P6W3
      OFFSETS:	11-17
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tsAmaH_1]
   UNSPLITVOC:	(nitsAmaH)
          POS:	IV1P+IV
          VOC:	ni+tsAmaH
        GLOSS:	we+forgive each other

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P6W4
      OFFSETS:	18-20
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	with

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P6W5
      OFFSETS:	21-23
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P6W6
      OFFSETS:	24-26
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P6W7
      OFFSETS:	27-30
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	جزءاً
     IS_TRANS:	jz'AF
        INDEX:	P6W8
      OFFSETS:	31-36
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juzo'_1]
   UNSPLITVOC:	(juzo')
          POS:	NOUN
          VOC:	juzo'
        GLOSS:	section/piece/portion/part/fraction

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P6W9
      OFFSETS:	37-39
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	نظام
     IS_TRANS:	nZAm
        INDEX:	P6W10
      OFFSETS:	40-44
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAm)
          POS:	NOUN
          VOC:	niZAm
        GLOSS:	regime/government

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P6W11
      OFFSETS:	45-50
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	وظل
     IS_TRANS:	wZl
        INDEX:	P6W12
      OFFSETS:	51-54
       TOKENS:	P6W12-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zal~-a_1]
   UNSPLITVOC:	(waZal~a)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wa+Zal~+a
        GLOSS:	and+remain/continue+he/it [verb]

 INPUT STRING:	يدافع
     IS_TRANS:	ydAfE
        INDEX:	P6W13
      OFFSETS:	55-60
       TOKENS:	P6W14-P6W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(yidAfiE)
          POS:	IV3MS+IV
          VOC:	yi+dAfiE
        GLOSS:	he/it+defend

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P6W14
      OFFSETS:	61-64
       TOKENS:	P6W15-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from, off, about, on, over+it/him

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P6W15
      OFFSETS:	65-68
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	آخر
     IS_TRANS:	|xr
        INDEX:	P6W16
      OFFSETS:	69-72
       TOKENS:	P6W18-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xir)
          POS:	ADJ_COMP
          VOC:	|xir
        GLOSS:	last/end

 INPUT STRING:	لحظة
     IS_TRANS:	lHZp
        INDEX:	P6W17
      OFFSETS:	73-77
       TOKENS:	P6W19-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHoZap_1]
   UNSPLITVOC:	(laHoZap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	laHoZ+ap
        GLOSS:	moment/instant+[fem.sg.]

 INPUT STRING:	وينفذ
     IS_TRANS:	wynf*
        INDEX:	P6W18
      OFFSETS:	78-83
       TOKENS:	P6W20-P6W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naf~i*_1]
   UNSPLITVOC:	(wiyinaf~i*)
          POS:	SUB_CONJ+IV3MS+IV
          VOC:	wi+yi+naf~i*
        GLOSS:	while+he/it+achieve

 INPUT STRING:	سياساته
     IS_TRANS:	syAsAth
        INDEX:	P6W19
      OFFSETS:	84-91
       TOKENS:	P6W22-P6W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(siyAsAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	siyAs+At+uh
        GLOSS:	politics+[fem.pl.]+his/its

 INPUT STRING:	ويسكت
     IS_TRANS:	wyskt
        INDEX:	P6W20
      OFFSETS:	92-97
       TOKENS:	P6W24-P6W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sakat_1]
   UNSPLITVOC:	(wiyusokut)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yu+sokut
        GLOSS:	and+he/it+silence/pacify

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W21
      OFFSETS:	98-101
       TOKENS:	P6W26-P6W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	جرائمه
     IS_TRANS:	jrA}mh
        INDEX:	P6W22
      OFFSETS:	102-108
       TOKENS:	P6W27-P6W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jarA}im_1]
   UNSPLITVOC:	(jarA}imuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	jarA}im+uh
        GLOSS:	crime+his/its

 INPUT STRING:	وينافقه
     IS_TRANS:	wynAfqh
        INDEX:	P6W23
      OFFSETS:	109-116
       TOKENS:	P6W29-P6W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAfiq_1]
   UNSPLITVOC:	(wiyinAfquh)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	wi+yi+nAfq+uh
        GLOSS:	and+he/it+hypocrite+he/it

 INPUT STRING:	ويوالس
     IS_TRANS:	wywAls
        INDEX:	P6W24
      OFFSETS:	117-123
       TOKENS:	P6W32-P6W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAlis_1]
   UNSPLITVOC:	(wiyiwAlis)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+wAlis
        GLOSS:	and+he/it+lie

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P6W25
      OFFSETS:	124-128
       TOKENS:	P6W34-P6W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he/it

 INPUT STRING:	ويطعن
     IS_TRANS:	wyTEn
        INDEX:	P6W26
      OFFSETS:	129-134
       TOKENS:	P6W36-P6W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaEan_1]
   UNSPLITVOC:	(wiyiToEan)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+ToEan
        GLOSS:	and+he/it+stab

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P6W27
      OFFSETS:	135-137
       TOKENS:	P6W38-P6W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كرامة
     IS_TRANS:	krAmp
        INDEX:	P6W28
      OFFSETS:	138-143
       TOKENS:	P6W39-P6W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(karAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	karAm+ap
        GLOSS:	dignity/generosity+[fem.sg.]

 INPUT STRING:	المعارضين
     IS_TRANS:	AlmEArDyn
        INDEX:	P6W29
      OFFSETS:	144-153
       TOKENS:	P6W40-P6W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEAriD_1]
   UNSPLITVOC:	(AlmuEAriDiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muEAriD+iyn
        GLOSS:	the+opposing+[masc.pl.]

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P6W30
      OFFSETS:	154-156
       TOKENS:	P6W41-P6W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him (it/he has)

 INPUT STRING:	ووطنيتهم
     IS_TRANS:	wwTnythm
        INDEX:	P6W31
      OFFSETS:	157-165
       TOKENS:	P6W43-P6W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waTaniy~ap_1]
   UNSPLITVOC:	(wawaTaniy~ithum)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	wa+waTaniy~+it+hum
        GLOSS:	and+patriotism+[fem.sg.]+they

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W32
      OFFSETS:	165-166
       TOKENS:	P6W46-P6W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P7W1
      OFFSETS:	2-6
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P7W2
      OFFSETS:	7-11
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	have+your

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P7W3
      OFFSETS:	12-14
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P7W4
      OFFSETS:	14-15
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	المسامح
     IS_TRANS:	AlmsAmH
        INDEX:	P7W5
      OFFSETS:	16-23
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misAmiH_1]
   UNSPLITVOC:	(AlmisAmiH)
          POS:	DET+NOUN
          VOC:	Al+misAmiH
        GLOSS:	the+foregiving

 INPUT STRING:	كريم
     IS_TRANS:	krym
        INDEX:	P7W6
      OFFSETS:	24-28
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kariym_1]
   UNSPLITVOC:	(kariym)
          POS:	ADJ
          VOC:	kariym
        GLOSS:	distinguished/generous/noble/precious

 INPUT STRING:	ولازم
     IS_TRANS:	wlAzm
        INDEX:	P7W7
      OFFSETS:	29-34
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(wilAzim)
          POS:	CONJ+ADJ
          VOC:	wi+lAzim
        GLOSS:	and+necessary/required/needed

 INPUT STRING:	نبص
     IS_TRANS:	nbS
        INDEX:	P7W8
      OFFSETS:	35-38
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(nibuS~)
          POS:	IV1P+IV
          VOC:	ni+buS~
        GLOSS:	we+look

 INPUT STRING:	لقدام
     IS_TRANS:	lqdAm
        INDEX:	P7W9
      OFFSETS:	39-44
       TOKENS:	P7W11-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(liqud~Am)
          POS:	PREP+NOUN
          VOC:	li+qud~Am
        GLOSS:	for/to+front/in front of

 INPUT STRING:	وننسى
     IS_TRANS:	wnnsY
        INDEX:	P7W10
      OFFSETS:	45-50
       TOKENS:	P7W13-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nasaY_1]
   UNSPLITVOC:	(wininosaY)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+nosaY
        GLOSS:	and+we+forget

 INPUT STRING:	الماضى
     IS_TRANS:	AlmADY
        INDEX:	P7W11
      OFFSETS:	51-57
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mADiy_1]
   UNSPLITVOC:	(AlmADiy)
          POS:	DET+NOUN
          VOC:	Al+mADiy
        GLOSS:	the+past (time)

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P7W12
      OFFSETS:	57-58
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P8W1
      OFFSETS:	1-6
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P8W2
      OFFSETS:	7-12
       TOKENS:	P8W3-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	حكيم
     IS_TRANS:	Hkym
        INDEX:	P8W3
      OFFSETS:	13-17
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakiym_1]
   UNSPLITVOC:	(Hakiym)
          POS:	ADJ
          VOC:	Hakiym
        GLOSS:	wise/sage

 INPUT STRING:	ونبرة
     IS_TRANS:	wnbrp
        INDEX:	P8W4
      OFFSETS:	18-23
       TOKENS:	P8W6-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naborap_1]
   UNSPLITVOC:	(winaborap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+nabor+ap
        GLOSS:	and+accentuation/intonation+[fem.sg.]

 INPUT STRING:	صوتك
     IS_TRANS:	Swtk
        INDEX:	P8W5
      OFFSETS:	24-28
       TOKENS:	P8W8-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sawt_1]
   UNSPLITVOC:	(Sawtik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Sawt+ik
        GLOSS:	voice/sound/voices/sounds+your

 INPUT STRING:	الهادئة
     IS_TRANS:	AlhAd}p
        INDEX:	P8W6
      OFFSETS:	29-36
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAdi}_2]
   UNSPLITVOC:	(AlhAdi}ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+hAdi}+ap
        GLOSS:	the+calm/quiet/peaceful+[fem.sg.]

 INPUT STRING:	تبعث
     IS_TRANS:	tbEv
        INDEX:	P8W7
      OFFSETS:	37-41
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(tiboEav)
          POS:	IV3FS+IV
          VOC:	ti+boEav
        GLOSS:	it/they/she+send

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W8
      OFFSETS:	42-44
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P8W9
      OFFSETS:	45-49
       TOKENS:	P8W13-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self/selves+my

 INPUT STRING:	الطمأنينة
     IS_TRANS:	AlTm>nynp
        INDEX:	P8W10
      OFFSETS:	50-59
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tumo>aniynap_1]
   UNSPLITVOC:	(AlT~umo>aniynap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Tumo>aniyn+ap
        GLOSS:	the+calm/tranquillity+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P8W11
      OFFSETS:	59-60
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P9W1
      OFFSETS:	1-5
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I

 INPUT STRING:	آسف
     IS_TRANS:	|sf
        INDEX:	P9W2
      OFFSETS:	6-9
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|asif_1]
   UNSPLITVOC:	(|asif)
          POS:	ADJ
          VOC:	|asif
        GLOSS:	sorry

 INPUT STRING:	أننى
     IS_TRANS:	>nnY
        INDEX:	P9W3
      OFFSETS:	10-14
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<inniy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in+niy
        GLOSS:	that+I

 INPUT STRING:	أصبحت
     IS_TRANS:	>SbHt
        INDEX:	P9W4
      OFFSETS:	15-20
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSbaH_1]
   UNSPLITVOC:	(>aSbaHt)
          POS:	IV1S+IV
          VOC:	>a+SbaHt
        GLOSS:	I+become

 INPUT STRING:	أنفعل
     IS_TRANS:	>nfEl
        INDEX:	P9W5
      OFFSETS:	21-26
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AinfaEal_1]
   UNSPLITVOC:	(>anfaEil)
          POS:	IV1S+IV
          VOC:	>a+nfaEil
