 INPUT STRING:	وجة
 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W33
      OFFSETS:	130-131
       TOKENS:	P9W39-P9W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W34
      OFFSETS:	131-132
       TOKENS:	P9W40-P9W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W35
      OFFSETS:	132-133
       TOKENS:	P9W41-P9W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W36
      OFFSETS:	133-134
       TOKENS:	P9W42-P9W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W37
      OFFSETS:	134-135
       TOKENS:	P9W43-P9W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W38
      OFFSETS:	135-136
       TOKENS:	P9W44-P9W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W39
      OFFSETS:	136-137
       TOKENS:	P9W45-P9W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W40
      OFFSETS:	137-138
       TOKENS:	P9W46-P9W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W41
      OFFSETS:	138-139
       TOKENS:	P9W47-P9W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W42
      OFFSETS:	139-140
       TOKENS:	P9W48-P9W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W43
      OFFSETS:	140-141
       TOKENS:	P9W49-P9W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W44
      OFFSETS:	141-142
       TOKENS:	P9W50-P9W50
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	غريب
     IS_TRANS:	gryb
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariyb)
          POS:	ADJ
          VOC:	gariyb
        GLOSS:	strange

 INPUT STRING:	طريقه
     IS_TRANS:	Tryqh
        INDEX:	P10W2
      OFFSETS:	5-10
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(Tariyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tariyq+ap
        GLOSS:	method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	تفسير
     IS_TRANS:	tfsyr
        INDEX:	P10W3
      OFFSETS:	11-16
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafosiyr_1]
   UNSPLITVOC:	(tafosiyr)
          POS:	NOUN
          VOC:	tafosiyr
        GLOSS:	explanation/commentary/exegesis

 INPUT STRING:	اشتراك
     IS_TRANS:	A$trAk
        INDEX:	P10W4
      OFFSETS:	17-23
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otirAk_1]
   UNSPLITVOC:	(Ai$otirAk)
          POS:	NOUN
          VOC:	Ai$otirAk
        GLOSS:	participation

 INPUT STRING:	طلاب
     IS_TRANS:	TlAb
        INDEX:	P10W5
      OFFSETS:	24-28
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(Tul~Ab)
          POS:	NOUN
          VOC:	Tul~Ab
        GLOSS:	student/students

 INPUT STRING:	الجامعات
     IS_TRANS:	AljAmEAt
        INDEX:	P10W6
      OFFSETS:	29-37
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmiEap_1]
   UNSPLITVOC:	(AljAmiEAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+jAmiE+At
        GLOSS:	the+universities+[fem.pl.]

 INPUT STRING:	بتقرير
     IS_TRANS:	btqryr
        INDEX:	P10W7
      OFFSETS:	38-44
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoriyr_1]
   UNSPLITVOC:	(bitaqoriyr)
          POS:	PREP+NOUN
          VOC:	bi+taqoriyr
        GLOSS:	with/by+decision/determination

 INPUT STRING:	مصير
     IS_TRANS:	mSyr
        INDEX:	P10W8
      OFFSETS:	45-49
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSiyr_1]
   UNSPLITVOC:	(maSiyr)
          POS:	NOUN
          VOC:	maSiyr
        GLOSS:	path/destiny/fate

 INPUT STRING:	بلدهم
     IS_TRANS:	bldhm
        INDEX:	P10W9
      OFFSETS:	50-55
       TOKENS:	P10W10-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	balad+hum
        GLOSS:	country/country/countries+their

 INPUT STRING:	لانهم
     IS_TRANS:	lAnhm
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uhum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	li+<in~+hum
        GLOSS:	for+that+they

 INPUT STRING:	يقبضو
     IS_TRANS:	yqbDw
        INDEX:	P11W2
      OFFSETS:	6-11
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabaD_1]
   UNSPLITVOC:	(yiqobaDuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+qobaD+uwA
        GLOSS:	they+arrest/apprehend/seize/be arrested/be apprehended/be seized+we

 INPUT STRING:	مصروفهم
     IS_TRANS:	mSrwfhm
        INDEX:	P11W3
      OFFSETS:	12-19
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoruwf_1]
   UNSPLITVOC:	(maSoruwfhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maSoruwf+hum
        GLOSS:	expenditure/expense/allowance+their

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W4
      OFFSETS:	20-22
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اولاء
     IS_TRANS:	AwlA'
        INDEX:	P11W5
      OFFSETS:	23-28
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwlA'i_1]
   UNSPLITVOC:	(>uwlA'i)
          POS:	DEM_PRON_P
          VOC:	>uwlA'i
        GLOSS:	they/those

 INPUT STRING:	امورهم
     IS_TRANS:	Amwrhm
        INDEX:	P11W6
      OFFSETS:	29-35
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(Aumuwrhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Aumuwr+hum
        GLOSS:	matter/issue/matters/issues+their

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W7
      OFFSETS:	35-36
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W8
      OFFSETS:	36-37
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W9
      OFFSETS:	37-38
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W10
      OFFSETS:	38-39
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W11
      OFFSETS:	39-40
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P11W12
      OFFSETS:	40-41
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	تاريخ
     IS_TRANS:	tAryx
        INDEX:	P12W1
      OFFSETS:	0-5
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAriyx_1]
   UNSPLITVOC:	(tAriyx)
          POS:	NOUN
          VOC:	tAriyx
        GLOSS:	date/history

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P12W2
      OFFSETS:	6-9
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P12W3
      OFFSETS:	10-12
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اوله
     IS_TRANS:	Awlh
        INDEX:	P12W4
      OFFSETS:	13-17
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aw~il_1]
   UNSPLITVOC:	(Aw~iluh)
          POS:	ADJ_NUM+POSS_PRON_3MS
          VOC:	Aw~il+uh
        GLOSS:	first+his/its

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P12W5
      OFFSETS:	18-21
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	اخره
     IS_TRANS:	Axrh
        INDEX:	P12W6
      OFFSETS:	22-26
       TOKENS:	P12W7-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Axir_1]
   UNSPLITVOC:	(Axruh)
          POS:	ADJ_COMP+POSS_PRON_3MS
          VOC:	Axr+uh
        GLOSS:	last+his/its

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P12W7
      OFFSETS:	27-30
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	المحرك
     IS_TRANS:	AlmHrk
        INDEX:	P12W8
      OFFSETS:	31-37
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHar~ik_1]
   UNSPLITVOC:	(AlmuHar~ik)
          POS:	DET+NOUN
          VOC:	Al+muHar~ik
        GLOSS:	the+motor/engine

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P12W9
      OFFSETS:	38-40
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for+he/it

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P12W10
      OFFSETS:	41-43
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	طلبة
     IS_TRANS:	Tlbp
        INDEX:	P12W11
      OFFSETS:	44-48
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tulobap_1]
   UNSPLITVOC:	(Tulobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tulob+ap
        GLOSS:	students+[fem.sg.]

 INPUT STRING:	الجامعات
     IS_TRANS:	AljAmEAt
        INDEX:	P12W12
      OFFSETS:	49-57
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmiEap_1]
   UNSPLITVOC:	(AljAmiEAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+jAmiE+At
        GLOSS:	the+universities+[fem.pl.]

 INPUT STRING:	بقيامهم
     IS_TRANS:	bqyAmhm
        INDEX:	P13W1
      OFFSETS:	0-7
       TOKENS:	P13W1-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAm_1]
   UNSPLITVOC:	(biqiyAmhum)
          POS:	PREP+NOUN.VN+POSS_PRON_3P
          VOC:	bi+qiyAm+hum
        GLOSS:	with/by+undertaking+they

 INPUT STRING:	بالمظاهرات
     IS_TRANS:	bAlmZAhrAt
        INDEX:	P13W2
      OFFSETS:	8-18
       TOKENS:	P13W4-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muZAharap_1]
   UNSPLITVOC:	(biAlmuZAharAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	bi+Al+muZAhar+At
        GLOSS:	with/by+the+demonstrations/rallies+[fem.pl.]

 INPUT STRING:	لمطالب
     IS_TRANS:	lmTAlb
        INDEX:	P13W3
      OFFSETS:	19-25
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(limaTAlib)
          POS:	PREP+NOUN
          VOC:	li+maTAlib
        GLOSS:	for/to+demands/desiderata

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P13W4
      OFFSETS:	26-31
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P13W5
      OFFSETS:	32-38
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	ومحاربة
     IS_TRANS:	wmHArbp
        INDEX:	P13W6
      OFFSETS:	39-46
       TOKENS:	P13W10-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHArobap_1]
   UNSPLITVOC:	(wimiHArobap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+miHArob+ap
        GLOSS:	and+struggle against/combat+[fem.sg.]

 INPUT STRING:	الاستعمار
     IS_TRANS:	AlAstEmAr
        INDEX:	P13W7
      OFFSETS:	47-56
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotiEomAr_1]
   UNSPLITVOC:	(AlAisotiEomAr)
          POS:	DET+NOUN
          VOC:	Al+{isotiEomAr
        GLOSS:	the+colonialism

 INPUT STRING:	الانجليزي
     IS_TRANS:	AlAnjlyzy
        INDEX:	P13W8
      OFFSETS:	57-66
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inojliyziy~_1]
   UNSPLITVOC:	(Al<inojliyziy~)
          POS:	DET+ADJ
          VOC:	Al+<inojliyziy~
        GLOSS:	the+English

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P13W9
      OFFSETS:	67-70
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	انسحاب
     IS_TRANS:	AnsHAb
        INDEX:	P13W10
      OFFSETS:	71-77
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinosiHAb_1]
   UNSPLITVOC:	(AinosiHAb)
          POS:	NOUN
          VOC:	AinosiHAb
        GLOSS:	withdrawal/evacuation/pulling out

 INPUT STRING:	الانجليزي
     IS_TRANS:	AlAnjlyzy
        INDEX:	P13W11
      OFFSETS:	78-87
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inojliyziy~_1]
   UNSPLITVOC:	(Al<inojliyziy~)
          POS:	DET+NOUN
          VOC:	Al+<inojliyziy~
        GLOSS:	the+English

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W12
      OFFSETS:	88-90
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P13W13
      OFFSETS:	91-94
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	وياتي
     IS_TRANS:	wyAty
        INDEX:	P14W1
      OFFSETS:	0-5
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ataY_1]
   UNSPLITVOC:	(wiyaAtiy)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+ya+Atiy
        GLOSS:	and+he/it+come

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P14W2
      OFFSETS:	6-10
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	يقولك
     IS_TRANS:	yqwlk
        INDEX:	P14W3
      OFFSETS:	11-16
       TOKENS:	P14W4-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwllak)
          POS:	IV3MS+IV+PREP+PRON_2MS
          VOC:	yi+quwl+la+k
        GLOSS:	he/it+say+to+you

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P14W4
      OFFSETS:	17-21
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	عيال
     IS_TRANS:	EyAl
        INDEX:	P14W5
      OFFSETS:	22-26
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(EiyAl)
          POS:	NOUN
          VOC:	EiyAl
        GLOSS:	family/household

 INPUT STRING:	مصروفهم
     IS_TRANS:	mSrwfhm
        INDEX:	P14W6
      OFFSETS:	27-34
       TOKENS:	P14W9-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoruwf_1]
   UNSPLITVOC:	(maSoruwfhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maSoruwf+hum
        GLOSS:	expenditure/expense/allowance+their

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W7
      OFFSETS:	35-37
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اولياء
     IS_TRANS:	AwlyA'
        INDEX:	P14W8
      OFFSETS:	38-44
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waliy_1]
   UNSPLITVOC:	(>awliyA')
          POS:	NOUN
          VOC:	>awliyA'
        GLOSS:	responsible/guardian

 INPUT STRING:	امورهم
     IS_TRANS:	Amwrhm
        INDEX:	P14W9
