 INPUT STRING:	بصراحة
        INDEX:	P9W24
      OFFSETS:	118-123
       TOKENS:	P9W33-P9W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(maTAlib)
          POS:	NOUN
          VOC:	maTAlib
        GLOSS:	request/demands/desiderata/claims

 INPUT STRING:	فئوية
     IS_TRANS:	f}wyp
        INDEX:	P9W25
      OFFSETS:	124-129
       TOKENS:	P9W34-P9W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fi}awiy_1]
   UNSPLITVOC:	(fi}awiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fi}awiy~+ap
        GLOSS:	partisan/factional+[fem.sg.]

 INPUT STRING:	ونركز
     IS_TRANS:	wnrkz
        INDEX:	P9W26
      OFFSETS:	130-135
       TOKENS:	P9W35-P9W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rak~iz_1]
   UNSPLITVOC:	(winirak~iz)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+rak~iz
        GLOSS:	and+we+concentrate

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P9W27
      OFFSETS:	136-138
       TOKENS:	P9W37-P9W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	الامور
     IS_TRANS:	AlAmwr
        INDEX:	P9W28
      OFFSETS:	139-145
       TOKENS:	P9W38-P9W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(AlAumuwr)
          POS:	DET+NOUN
          VOC:	Al+Aumuwr
        GLOSS:	the+matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	تستقر
     IS_TRANS:	tstqr
        INDEX:	P9W29
      OFFSETS:	146-151
       TOKENS:	P9W39-P9W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaqar~_1]
   UNSPLITVOC:	(tisotaqir~)
          POS:	IV3FS+IV
          VOC:	ti+sotaqir~
        GLOSS:	it/they/she+be stabilized/settle down

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P9W30
      OFFSETS:	152-157
       TOKENS:	P9W40-P9W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P9W31
      OFFSETS:	158-162
       TOKENS:	P9W41-P9W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P9W32
      OFFSETS:	163-166
       TOKENS:	P9W43-P9W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P9W33
      OFFSETS:	167-169
       TOKENS:	P9W44-P9W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P9W34
      OFFSETS:	170-174
       TOKENS:	P9W45-P9W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P9W35
      OFFSETS:	175-178
       TOKENS:	P9W46-P9W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+he/it

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P9W36
      OFFSETS:	179-181
       TOKENS:	P9W48-P9W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haq_1]
   UNSPLITVOC:	(Haq)
          POS:	NOUN
          VOC:	Haq
        GLOSS:	right

 INPUT STRING:	يطالب
     IS_TRANS:	yTAlb
        INDEX:	P9W37
      OFFSETS:	182-187
       TOKENS:	P9W49-P9W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlab_1]
   UNSPLITVOC:	(yiTAlib)
          POS:	IV3MS+IV
          VOC:	yi+TAlib
        GLOSS:	he/it+demand/require

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P9W38
      OFFSETS:	188-191
       TOKENS:	P9W50-P9W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+he/it

 INPUT STRING:	انما
     IS_TRANS:	AnmA
        INDEX:	P9W39
      OFFSETS:	192-196
       TOKENS:	P9W52-P9W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~amA_1]
   UNSPLITVOC:	(<in~amA)
          POS:	SUB_CONJ
          VOC:	<in~amA
        GLOSS:	but

 INPUT STRING:	استغلال
     IS_TRANS:	AstglAl
        INDEX:	P9W40
      OFFSETS:	197-204
       TOKENS:	P9W53-P9W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotigolAl_1]
   UNSPLITVOC:	(AisotigolAl)
          POS:	NOUN
          VOC:	AisotigolAl
        GLOSS:	exploitation/utilization

 INPUT STRING:	للازمة
     IS_TRANS:	llAzmp
        INDEX:	P9W41
      OFFSETS:	205-211
       TOKENS:	P9W54-P9W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azomap_1]
   UNSPLITVOC:	(lil>azomap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+>azom+ap
        GLOSS:	for/to+the+crisis/crises+[fem.sg.]

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P9W42
      OFFSETS:	212-214
       TOKENS:	P9W56-P9W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	امر
     IS_TRANS:	Amr
        INDEX:	P9W43
      OFFSETS:	215-218
       TOKENS:	P9W57-P9W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(>amor)
          POS:	NOUN
          VOC:	>amor
        GLOSS:	matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	مرفوض
     IS_TRANS:	mrfwD
        INDEX:	P9W44
      OFFSETS:	219-224
       TOKENS:	P9W58-P9W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marofuwD_1]
   UNSPLITVOC:	(marofuwD)
          POS:	ADJ
          VOC:	marofuwD
        GLOSS:	rejected/refused

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P9W45
      OFFSETS:	225-230
       TOKENS:	P9W59-P9W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	وبيؤكد
     IS_TRANS:	wby&kd
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ak~id_1]
   UNSPLITVOC:	(wibiyi&ak~id)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+&ak~id
        GLOSS:	and+[present-tense]+he/it+affirm/assure/confirm/guarantee/be affirmed/be assured/be confirmed/be guaranteed

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P10W2
      OFFSETS:	7-9
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	الاستمرار
     IS_TRANS:	AlAstmrAr
        INDEX:	P10W3
      OFFSETS:	10-19
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotimorAr_1]
   UNSPLITVOC:	(AlAisotimorAr)
          POS:	DET+NOUN
          VOC:	Al+AisotimorAr
        GLOSS:	the+continuousness/continuation

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P10W4
      OFFSETS:	20-23
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	بيظهر
     IS_TRANS:	byZhr
        INDEX:	P10W5
      OFFSETS:	24-29
       TOKENS:	P10W8-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(biyiZohar)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Zohar
        GLOSS:	[present-tense]+he/it+show/manifest/demonstrate/be shown/be manifest/be demonstrated

 INPUT STRING:	وجود
     IS_TRANS:	wjwd
        INDEX:	P10W6
      OFFSETS:	30-34
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wujuwd)
          POS:	NOUN
          VOC:	wujuwd
        GLOSS:	presence/existence

 INPUT STRING:	صوابع
     IS_TRANS:	SwAbE
        INDEX:	P10W7
      OFFSETS:	35-40
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<iSbiE_1]
   UNSPLITVOC:	(SawAbiE)
          POS:	NOUN
          VOC:	SawAbiE
        GLOSS:	fingers

 INPUT STRING:	خفيه
     IS_TRANS:	xfyh
        INDEX:	P10W8
      OFFSETS:	41-45
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xafiy~_1]
   UNSPLITVOC:	(xafiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xafiy~+ap
        GLOSS:	hidden/secret/invisible+[fem.sg.]

 INPUT STRING:	داخلية
     IS_TRANS:	dAxlyp
        INDEX:	P10W9
      OFFSETS:	46-52
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAxiliy_1]
   UNSPLITVOC:	(dAxiliy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	dAxiliy~+ap
        GLOSS:	domestic/internal+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P10W10
      OFFSETS:	53-55
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	خارجية
     IS_TRANS:	xArjyp
        INDEX:	P10W11
      OFFSETS:	56-62
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArijiy_1]
   UNSPLITVOC:	(xArijiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xArijiy~+ap
        GLOSS:	outside/foreign/external+[fem.sg.]

 INPUT STRING:	بتحرك
     IS_TRANS:	btHrk
        INDEX:	P10W12
      OFFSETS:	63-68
       TOKENS:	P10W16-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Har~ak_1]
   UNSPLITVOC:	(bitiHar~ak)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Har~ak
        GLOSS:	[present-tense]+it/they/she+make move/activate/stimulate/be moved/be stimulated/be activated

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P10W13
      OFFSETS:	69-76
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue/subjects/themes/issues

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P10W14
      OFFSETS:	77-79
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	لتضيق
     IS_TRANS:	ltDyq
        INDEX:	P10W15
      OFFSETS:	80-85
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ltDyq)
          POS:	NO_FUNC
          VOC:	ltDyq
        GLOSS:	nogloss

 INPUT STRING:	الخناق
     IS_TRANS:	AlxnAq
        INDEX:	P10W16
      OFFSETS:	86-92
       TOKENS:	P10W21-P10W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xinAq_1]
   UNSPLITVOC:	(AlxinAq)
          POS:	DET+NOUN
          VOC:	Al+xinAq
        GLOSS:	the+noose/neck/throat/quarrel/fight

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W17
      OFFSETS:	93-96
       TOKENS:	P10W22-P10W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P10W18
      OFFSETS:	97-104
       TOKENS:	P10W23-P10W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P10W19
      OFFSETS:	105-112
       TOKENS:	P10W24-P10W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	الحالية
     IS_TRANS:	AlHAlyp
        INDEX:	P10W20
      OFFSETS:	113-120
       TOKENS:	P10W25-P10W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAliy_1]
   UNSPLITVOC:	(AlHAliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+HAliy~+ap
        GLOSS:	the+current/present+[fem.sg.]

 INPUT STRING:	وسط
     IS_TRANS:	wsT
        INDEX:	P10W21
      OFFSETS:	121-124
       TOKENS:	P10W26-P10W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wisoT_1]
   UNSPLITVOC:	(wisoT)
          POS:	NOUN
          VOC:	wisoT
        GLOSS:	center/environment/circles/quarters/environments/between/among/in the midst of

 INPUT STRING:	الازامات
     IS_TRANS:	AlAzAmAt
        INDEX:	P10W22
      OFFSETS:	125-133
       TOKENS:	P10W27-P10W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAzAmAt)
          POS:	TYPO
          VOC:	AlAzAmAt
        GLOSS:	nogloss

 INPUT STRING:	الطاحنة
     IS_TRANS:	AlTAHnp
        INDEX:	P10W23
      OFFSETS:	134-141
       TOKENS:	P10W28-P10W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAHinap_1]
   UNSPLITVOC:	(AlT~AHinap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+TAHin+ap
        GLOSS:	the+molar tooth/grinder+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P10W24
      OFFSETS:	142-146
       TOKENS:	P10W29-P10W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P10W25
      OFFSETS:	147-150
       TOKENS:	P10W30-P10W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بتعيشها
     IS_TRANS:	btEy$hA
        INDEX:	P10W26
      OFFSETS:	151-158
       TOKENS:	P10W31-P10W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(bitEiy$hA)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3FS
          VOC:	bi+t+Eiy$+hA
        GLOSS:	[present-tense]+it/they/she+live/experience/long live!/be lived/be experienced+it/them/her

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اقباط
     IS_TRANS:	AqbAT
        INDEX:	P11W2
      OFFSETS:	3-8
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiboTiy_1]
   UNSPLITVOC:	(>aqobAT)
          POS:	ADJ
          VOC:	>aqobAT
        GLOSS:	Coptic

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P11W3
      OFFSETS:	9-12
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	كونوا
     IS_TRANS:	kwnwA
        INDEX:	P11W4
      OFFSETS:	13-18
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kuwnuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	kuwn+uwA
        GLOSS:	be+you [masc.pl] [verb]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W5
      OFFSETS:	19-22
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قدر
     IS_TRANS:	qdr
        INDEX:	P11W6
      OFFSETS:	23-26
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qador_1]
   UNSPLITVOC:	(qador)
          POS:	NOUN
          VOC:	qador
        GLOSS:	extent/degree/amount/value/level/amounts/degrees

 INPUT STRING:	المسؤولية
     IS_TRANS:	Alms&wlyp
        INDEX:	P11W7
      OFFSETS:	27-36
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uwliy~ap_1]
   UNSPLITVOC:	(Almaso&uwliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maso&uwliy~+ap
        GLOSS:	the+responsibility/responsibilities+[fem.sg.]

 INPUT STRING:	فالوطن
     IS_TRANS:	fAlwTn
        INDEX:	P11W8
      OFFSETS:	37-43
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(faAlwaTan)
          POS:	SUB_CONJ+DET+NOUN
          VOC:	fa+Al+waTan
        GLOSS:	because/therefore/as+the+nation/homeland/nations/homelands

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P11W9
      OFFSETS:	44-46
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يحتاج
     IS_TRANS:	yHtAj
        INDEX:	P11W10
      OFFSETS:	47-52
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotAj_1]
   UNSPLITVOC:	(yiHotAj)
          POS:	IV3MS+IV
          VOC:	yi+HotAj
        GLOSS:	he/it+be in need/want/require/need

 INPUT STRING:	لمزيد
     IS_TRANS:	lmzyd
        INDEX:	P11W11
      OFFSETS:	53-58
       TOKENS:	P11W12-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maziyd_1]
   UNSPLITVOC:	(limaziyd)
          POS:	PREP+NOUN
          VOC:	li+maziyd
        GLOSS:	for/to+more/greater number

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W12
      OFFSETS:	59-61
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الانقسامات
     IS_TRANS:	AlAnqsAmAt
        INDEX:	P11W13
      OFFSETS:	62-72
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinoqisAm_1]
   UNSPLITVOC:	(AlAinoqisAmAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+AinoqisAm+At
        GLOSS:	the+schisms/splitting/disruption/divisions/disruptions/fragmentation/divergence+[fem.pl.]

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you/you [masc.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P12W2
      OFFSETS:	4-6
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
