 INPUT STRING:	افتحوا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	for+that

 INPUT STRING:	يضربوا
     IS_TRANS:	yDrbwA
        INDEX:	P6W13
      OFFSETS:	76-82
       TOKENS:	P6W15-P6W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(yiDorabuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Dorab+uwA
        GLOSS:	they+strike/hit/be struck/be hit+[pl.]

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P6W14
      OFFSETS:	83-89
       TOKENS:	P6W16-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgent/insurgents/revolutionaries

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P6W15
      OFFSETS:	90-91
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يقتلوهم
     IS_TRANS:	yqtlwhm
        INDEX:	P6W16
      OFFSETS:	92-99
       TOKENS:	P6W18-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(yiqotiluwhum)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3P
          VOC:	yi+qotil+uwA+hum
        GLOSS:	they+kill/be killed+[pl.]+them

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P7W2
      OFFSETS:	6-7
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	البلطجية
     IS_TRANS:	AlblTjyp
        INDEX:	P7W3
      OFFSETS:	8-16
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balTajiy~_1]
   UNSPLITVOC:	(AlbalTajiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+balTajiy~+ap
        GLOSS:	the+ruffian/gangster+[fem.sg.]

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P7W4
      OFFSETS:	17-20
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	handes/hands/your hand/hand

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P7W5
      OFFSETS:	21-26
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P8W2
      OFFSETS:	4-8
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	لسة
     IS_TRANS:	lsp
        INDEX:	P8W3
      OFFSETS:	9-12
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	سامعة
     IS_TRANS:	sAmEp
        INDEX:	P8W4
      OFFSETS:	13-18
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiE_1]
   UNSPLITVOC:	(sAmoEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	sAmoE+ap
        GLOSS:	listening/able to hear+[fem.sg.]

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P8W5
      OFFSETS:	19-22
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P8W6
      OFFSETS:	23-25
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البرنامج
     IS_TRANS:	AlbrnAmj
        INDEX:	P8W7
      OFFSETS:	26-34
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bironAmij_1]
   UNSPLITVOC:	(AlbironAmij)
          POS:	DET+NOUN
          VOC:	Al+bironAmij
        GLOSS:	the+program/programs

 INPUT STRING:	وشهد
     IS_TRANS:	w$hd
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ihid_1]
   UNSPLITVOC:	(wi$ihid)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+$ihid+(null)
        GLOSS:	and+witness/observe+he/it

 INPUT STRING:	شاهد
     IS_TRANS:	$Ahd
        INDEX:	P9W2
      OFFSETS:	5-9
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ahid_1]
   UNSPLITVOC:	($Ahid)
          POS:	ADJ
          VOC:	$Ahid
        GLOSS:	witnessing/viewing

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W3
      OFFSETS:	10-12
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اهلهاااااااااااا
     IS_TRANS:	AhlhAAAAAAAAAAAA
        INDEX:	P9W4
      OFFSETS:	13-29
       TOKENS:	P9W5-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ahl_1]
   UNSPLITVOC:	(>ahlahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>ahl+ahA
        GLOSS:	family+her

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>alA_2]
   UNSPLITVOC:	(>alA)
          POS:	INTERROG_PRON
          VOC:	>alA
        GLOSS:	is/do

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P10W2
      OFFSETS:	4-8
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting

 INPUT STRING:	يتاكد
     IS_TRANS:	ytAkd
        INDEX:	P10W3
      OFFSETS:	9-14
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aito>ak~id_1]
   UNSPLITVOC:	(yito>ak~id)
          POS:	IV3MS+IV
          VOC:	yi+to>ak~id
        GLOSS:	he/it+become sure/ascertain/be certain

 INPUT STRING:	يدخل
     IS_TRANS:	ydxl
        INDEX:	P10W4
      OFFSETS:	15-19
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(yidoxul)
          POS:	IV3MS+IV
          VOC:	yi+doxul
        GLOSS:	he/it+enter/be entered

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W5
      OFFSETS:	20-23
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	موقع
     IS_TRANS:	mwqE
        INDEX:	P10W6
      OFFSETS:	24-28
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqiE_1]
   UNSPLITVOC:	(mawqiE)
          POS:	NOUN
          VOC:	mawqiE
        GLOSS:	position/location/site/positions/locations/sites

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P10W7
      OFFSETS:	29-33
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Aisom+uh
        GLOSS:	name+his/its

 INPUT STRING:	كلمتى
     IS_TRANS:	klmtY
        INDEX:	P10W8
      OFFSETS:	34-39
       TOKENS:	P10W9-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kalimap_1]
   UNSPLITVOC:	(kalimatiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	kalim+ap+iy
        GLOSS:	word/remark/speech+[fem.sg.]+my

 INPUT STRING:	وشوف
     IS_TRANS:	w$wf
        INDEX:	P10W9
      OFFSETS:	40-44
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wi$uwf)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+$uwf+(null)
        GLOSS:	and+look+you

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P10W10
      OFFSETS:	45-51
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgent/insurgents/revolutionaries

 INPUT STRING:	المحترمين
     IS_TRANS:	AlmHtrmyn
        INDEX:	P10W11
      OFFSETS:	52-61
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(AlmuHotaramiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muHotaram+iyn
        GLOSS:	the+esteemed/respected/respectable+[masc.pl.]

 INPUT STRING:	وهم
     IS_TRANS:	whm
        INDEX:	P10W12
      OFFSETS:	62-65
       TOKENS:	P10W15-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(wahum~a)
          POS:	CONJ+PRON_3P
          VOC:	wa+hum~a
        GLOSS:	and+they [masc.pl]/they

 INPUT STRING:	بيلفو
     IS_TRANS:	bylfw
        INDEX:	P10W13
      OFFSETS:	66-71
       TOKENS:	P10W17-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laf~_1]
   UNSPLITVOC:	(biyilif~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+lif~+uwA
        GLOSS:	[present-tense]+they+roll+[p.]

 INPUT STRING:	سجائر
     IS_TRANS:	sjA}r
        INDEX:	P10W14
      OFFSETS:	72-77
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[siyjArap_1]
   UNSPLITVOC:	(sajAyir)
          POS:	NOUN
          VOC:	sajA}ir
        GLOSS:	cigarettes

 INPUT STRING:	المخدارت
     IS_TRANS:	AlmxdArt
        INDEX:	P10W15
      OFFSETS:	78-86
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muxad~ir_1]
   UNSPLITVOC:	(AlmuxdArAt)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muxdAr+At
        GLOSS:	the+drugs/narcotics+[fem.sg.]

 INPUT STRING:	وافتحو
     IS_TRANS:	wAftHw
        INDEX:	P10W16
      OFFSETS:	87-93
       TOKENS:	P10W21-P10W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(wiAifotaHuwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wi+AifotaH+uwA
        GLOSS:	and+open/conquer/be opened/be conquered+they

 INPUT STRING:	قناة
     IS_TRANS:	qnAp
        INDEX:	P10W17
      OFFSETS:	94-98
       TOKENS:	P10W23-P10W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(qanAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qanA+ap
        GLOSS:	canal/channel+[fem.sg.]

 INPUT STRING:	الجزيرة
     IS_TRANS:	Aljzyrp
        INDEX:	P10W18
      OFFSETS:	99-106
       TOKENS:	P10W24-P10W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jaziyrap_2]
   UNSPLITVOC:	(Aljaziyrap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+jaziyr+ap
        GLOSS:	the+Jazeera+[fem.sg.]

 INPUT STRING:	مباشر
     IS_TRANS:	mbA$r
        INDEX:	P10W19
      OFFSETS:	107-112
       TOKENS:	P10W25-P10W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$ir)
          POS:	NOUN_PROP
          VOC:	mubA$ir
        GLOSS:	Mobashir

 INPUT STRING:	اسمعو
     IS_TRANS:	AsmEw
        INDEX:	P10W20
      OFFSETS:	113-118
       TOKENS:	P10W26-P10W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(AisomaEuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	AisomaE+uwA
        GLOSS:	listen+you

 INPUT STRING:	الشعارات
     IS_TRANS:	Al$EArAt
        INDEX:	P10W21
      OFFSETS:	119-127
       TOKENS:	P10W27-P10W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEAr_1]
   UNSPLITVOC:	(Al$~iEArAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+$iEAr+At
        GLOSS:	the+slogan/motto/slogans/mottos/emblem/symbol+[fem.pl.]

 INPUT STRING:	القذارة
     IS_TRANS:	Alq*Arp
        INDEX:	P10W22
      OFFSETS:	128-135
       TOKENS:	P10W28-P10W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alqa*ir_1]
   UNSPLITVOC:	(Alqa*irap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+qa*ir+ap
        GLOSS:	the+filthy/dirty+[fem.sg.]

 INPUT STRING:	لكلاب
     IS_TRANS:	lklAb
        INDEX:	P10W23
      OFFSETS:	136-141
       TOKENS:	P10W29-P10W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kalb_1]
   UNSPLITVOC:	(likilAb)
          POS:	PREP+NOUN
          VOC:	li+kilAb
        GLOSS:	for/to+dogs

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P10W24
      OFFSETS:	142-149
       TOKENS:	P10W31-P10W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(Alt~aHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+Tahrir

 INPUT STRING:	اكيييد
     IS_TRANS:	Akyyyd
        INDEX:	P11W1
      OFFSETS:	0-6
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Akiyd_1]
   UNSPLITVOC:	(Akiyd)
          POS:	NOUN
          VOC:	Akiyd
        GLOSS:	certain/definite

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P11W2
      OFFSETS:	7-11
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+them

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P11W3
      OFFSETS:	12-18
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baloTajiy~_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster/ruffian+[fem.sg.]

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P12W1
      OFFSETS:	0-4
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	hope/dsire/same/self/appetite/soul/selves/wish+my

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P12W2
      OFFSETS:	5-8
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	ياجماعه
     IS_TRANS:	yAjmAEh
        INDEX:	P12W3
      OFFSETS:	9-16
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(yAjamAEap)
          POS:	VOC_PART+NOUN+NSUFF_FEM_SG
          VOC:	yA+jamAE+ap
        GLOSS:	O/oh+party/group/squad/groups/parties/squads+[fem.sg.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P12W4
      OFFSETS:	17-20
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ترجع
     IS_TRANS:	trjE
        INDEX:	P12W5
      OFFSETS:	21-25
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(tirojaE)
          POS:	IV3FS+IV
          VOC:	ti+rojaE
        GLOSS:	it/they/she+return back

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P12W6
      OFFSETS:	26-30
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P12W7
      OFFSETS:	31-34
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/countries

 INPUT STRING:	الامن
     IS_TRANS:	AlAmn
        INDEX:	P12W8
      OFFSETS:	35-40
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	والامان
     IS_TRANS:	wAlAmAn
        INDEX:	P12W9
      OFFSETS:	41-48
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAn_1]
   UNSPLITVOC:	(wiAl>amAn)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>amAn
        GLOSS:	and+the+safety/protection

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P12W10
      OFFSETS:	49-51
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P12W11
      OFFSETS:	52-55
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	الحراميه
     IS_TRANS:	AlHrAmyh
        INDEX:	P12W12
      OFFSETS:	56-64
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[HarAmiy~_1]
   UNSPLITVOC:	(AlHarAmiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HarAmiy~+ap
        GLOSS:	the+thief/thieves+[fem.sg.]

 INPUT STRING:	والبلطجيه
     IS_TRANS:	wAlblTjyh
        INDEX:	P12W13
      OFFSETS:	65-74
       TOKENS:	P12W16-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balTajiy~_1]
   UNSPLITVOC:	(wiAlbalTajiy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+balTajiy~+ap
        GLOSS:	and+the+ruffian/gangster+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W14
      OFFSETS:	75-78
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P12W15
      OFFSETS:	79-82
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بنزل
     IS_TRANS:	bnzl
