 INPUT STRING:	عاملين
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P68W3
      OFFSETS:	10-14
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	دقايق
     IS_TRANS:	dqAyq
        INDEX:	P68W4
      OFFSETS:	15-20
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diqiyqap_1]
   UNSPLITVOC:	(daqAyiq)
          POS:	NOUN
          VOC:	daqAyiq
        GLOSS:	minute/minutes

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P68W5
      OFFSETS:	21-25
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P69W1
      OFFSETS:	0-3
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	VERB
          VOC:	yal~A
        GLOSS:	lets go

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P69W2
      OFFSETS:	4-7
       TOKENS:	P69W2-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so then

 INPUT STRING:	حافطر
     IS_TRANS:	HAfTr
        INDEX:	P69W3
      OFFSETS:	8-13
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAfTr)
          POS:	TYPO
          VOC:	HAfTr
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P70W1
      OFFSETS:	0-2
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مسهل
     IS_TRANS:	mshl
        INDEX:	P70W2
      OFFSETS:	3-7
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musah~il_1]
   UNSPLITVOC:	(musah~il)
          POS:	ADJ
          VOC:	musah~il
        GLOSS:	facilitator/laxative

 INPUT STRING:	هانت
     IS_TRANS:	hAnt
        INDEX:	P70W3
      OFFSETS:	8-12
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAn_1]
   UNSPLITVOC:	(hAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	hAn+it
        GLOSS:	be insignificant/be contemptible+it/they/she

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P71W1
      OFFSETS:	0-4
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	حنركب
     IS_TRANS:	Hnrkb
        INDEX:	P71W2
      OFFSETS:	5-10
       TOKENS:	P71W2-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rikib_1]
   UNSPLITVOC:	(Hanirokab)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+rokab
        GLOSS:	will+we+take/ride

 INPUT STRING:	مبروك
     IS_TRANS:	mbrwk
        INDEX:	P72W1
      OFFSETS:	0-5
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maboruwk_1]
   UNSPLITVOC:	(maboruwk)
          POS:	NOUN
          VOC:	maboruwk
        GLOSS:	blessed

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P73W1
      OFFSETS:	0-5
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P73W2
      OFFSETS:	6-10
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اتحركتوا
     IS_TRANS:	AtHrktwA
        INDEX:	P74W1
      OFFSETS:	0-8
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHar~ak_1]
   UNSPLITVOC:	(AitoHar~aktuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	AitoHar~ak+tuwA
        GLOSS:	move+you

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P74W2
      OFFSETS:	9-13
       TOKENS:	P74W2-P74W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	أه
     IS_TRANS:	>h
        INDEX:	P75W1
      OFFSETS:	0-2
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ah_1]
   UNSPLITVOC:	(>ah)
          POS:	INTERJ
          VOC:	>ah
        GLOSS:	yes

 INPUT STRING:	خارجين
     IS_TRANS:	xArjyn
        INDEX:	P75W2
      OFFSETS:	3-9
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(xArojiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	xAroj+iyn
        GLOSS:	outside/outer part/leaving/departing/exiting+two

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P76W1
      OFFSETS:	0-4
       TOKENS:	P76W1-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P76W2
      OFFSETS:	4-5
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	بالطيارة
     IS_TRANS:	bAlTyArp
        INDEX:	P76W3
      OFFSETS:	6-14
       TOKENS:	P76W4-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~Arap_1]
   UNSPLITVOC:	(bilTay~Arap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Tay~Ar+ap
        GLOSS:	with/by+the+airoplane+[fem.sg.]

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P77W1
      OFFSETS:	0-2
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P77W2
      OFFSETS:	3-6
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P77W3
      OFFSETS:	7-11
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	رايحين
     IS_TRANS:	rAyHyn
        INDEX:	P77W4
      OFFSETS:	12-18
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	rAyoH+iyn
        GLOSS:	going+two

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P77W5
      OFFSETS:	19-22
       TOKENS:	P77W5-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+gloss

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P78W1
      OFFSETS:	0-3
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	هانت
     IS_TRANS:	hAnt
        INDEX:	P78W2
      OFFSETS:	4-8
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAn_1]
   UNSPLITVOC:	(hAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	hAn+it
        GLOSS:	be insignificant/be contemptible+it/they/she

 INPUT STRING:	طلعت
     IS_TRANS:	TlEt
        INDEX:	P79W1
      OFFSETS:	0-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiloEit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TiloE+it
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+it/they/she

 INPUT STRING:	طيارة
     IS_TRANS:	TyArp
        INDEX:	P79W2
      OFFSETS:	5-10
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~Arap_1]
   UNSPLITVOC:	(Tay~Arap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tay~Ar+ap
        GLOSS:	airoplane+[fem.sg.]

 INPUT STRING:	اخيرا
     IS_TRANS:	AxyrA
        INDEX:	P80W1
      OFFSETS:	0-5
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(>axiyrAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>axiyr+AF
        GLOSS:	last/latest/recent/latter+[acc.indef.]

 INPUT STRING:	واخيرا
     IS_TRANS:	wAxyrA
        INDEX:	P81W1
      OFFSETS:	0-6
       TOKENS:	P81W1-P81W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxiyr_1]
   UNSPLITVOC:	(wiAxiyrAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+Axiyr+AF
        GLOSS:	and+lately+[acc.indef.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P81W2
      OFFSETS:	7-10
       TOKENS:	P81W3-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	نورت
     IS_TRANS:	nwrt
        INDEX:	P81W3
      OFFSETS:	11-15
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naw~ar_1]
   UNSPLITVOC:	(naw~arit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	naw~ar+it
        GLOSS:	shed light+she/it

 INPUT STRING:	ركبنا
     IS_TRANS:	rkbnA
        INDEX:	P82W1
      OFFSETS:	0-5
       TOKENS:	P82W1-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rikib_1]
   UNSPLITVOC:	(rikibnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	rikib+(null)+nA
        GLOSS:	take/ride+he/it+us

 INPUT STRING:	عربية
     IS_TRANS:	Erbyp
        INDEX:	P82W2
      OFFSETS:	6-11
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(Earabiy~it)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earabiy~+ap
        GLOSS:	car+[fem.sg.]

 INPUT STRING:	الكس
     IS_TRANS:	Alks
        INDEX:	P82W3
      OFFSETS:	12-16
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alks)
          POS:	FOREIGN
          VOC:	Alks
        GLOSS:	nogloss

 INPUT STRING:	حمد
     IS_TRANS:	Hmd
        INDEX:	P83W1
      OFFSETS:	0-3
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(Hamod)
          POS:	NOUN
          VOC:	Hamod
        GLOSS:	commendation/praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P83W2
      OFFSETS:	4-8
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P83W3
      OFFSETS:	9-12
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P83W4
      OFFSETS:	12-13
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	السلامة
     IS_TRANS:	AlslAmp
        INDEX:	P83W5
      OFFSETS:	14-21
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(AlsalAmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+salAm+ap
        GLOSS:	the+security/safety/integrity+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P84W1
      OFFSETS:	0-4
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يسلمك
     IS_TRANS:	yslmk
        INDEX:	P84W2
      OFFSETS:	5-10
       TOKENS:	P84W2-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(yisal~imik)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+sal~im+ik
        GLOSS:	he/it+greet/hand over/surrender/be safe+you

 INPUT STRING:	وصلتو
     IS_TRANS:	wSltw
        INDEX:	P85W1
      OFFSETS:	0-5
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSiltuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	wiSil+tuwA
        GLOSS:	connect/arrive/reach+you

 INPUT STRING:	fyn
     IS_TRANS:	fyn
        INDEX:	P85W2
      OFFSETS:	6-9
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	REL_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	نوبارية
     IS_TRANS:	nwbAryp
        INDEX:	P86W1
      OFFSETS:	0-7
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwbAriy~ap_1]
   UNSPLITVOC:	(nuwbAriy~ap)
          POS:	NOUN_PROP
          VOC:	nuwbAriy~ap
        GLOSS:	nubariya

 INPUT STRING:	قربتوا
     IS_TRANS:	qrbtwA
        INDEX:	P87W1
      OFFSETS:	0-6
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ab_1]
   UNSPLITVOC:	(qar~abtuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	qar~ab+tuwA
        GLOSS:	bring close/approximate+you

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P87W2
      OFFSETS:	7-11
       TOKENS:	P87W2-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P87W3
      OFFSETS:	12-16
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P88W1
      OFFSETS:	0-2
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P88W2
      OFFSETS:	3-8
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	نايمة
     IS_TRANS:	nAymp
        INDEX:	P89W1
      OFFSETS:	0-5
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAyim_1]
   UNSPLITVOC:	(nAyomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAyom+ap
        GLOSS:	sleeping/asleep+[fem.sg.]

 INPUT STRING:	أصل
     IS_TRANS:	>Sl
        INDEX:	P89W2
      OFFSETS:	6-9
       TOKENS:	P89W2-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P90W1
      OFFSETS:	0-4
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$_1]
   UNSPLITVOC:	(maEoli$)
          POS:	INTERJ
          VOC:	maEoli$
        GLOSS:	sorry/never mind

 INPUT STRING:	حتروحي
     IS_TRANS:	HtrwHy
        INDEX:	P90W2
      OFFSETS:	5-11
       TOKENS:	P90W2-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HatiruwHiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+ruwH+iy
        GLOSS:	will+you+begin/go+you

 INPUT STRING:	تنامي
     IS_TRANS:	tnAmy
        INDEX:	P90W3
      OFFSETS:	12-17
       TOKENS:	P90W4-P90W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(tinAmiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+nAm+iy
        GLOSS:	you+sleep/lie down+you

 INPUT STRING:	براحتك
     IS_TRANS:	brAHtk
        INDEX:	P90W4
      OFFSETS:	18-24
       TOKENS:	P90W5-P90W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(birAHtik)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	bi+rAH+ap+ik
        GLOSS:	with/by+rest/repose/leisure/palm of the hand+[fem.sg.]+your

 INPUT STRING:	نازلة
     IS_TRANS:	nAzlp
        INDEX:	P91W1
      OFFSETS:	0-5
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAzol+ap
        GLOSS:	descending/staying+[fem.sg.]

 INPUT STRING:	الشغل
     IS_TRANS:	Al$gl
        INDEX:	P91W2
      OFFSETS:	6-11
       TOKENS:	P91W2-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	(Al$ugol)
          POS:	DET+NOUN
          VOC:	Al+$ugol
        GLOSS:	the+work/activity/occupation/labor/business

 INPUT STRING:	إمتى
     IS_TRANS:	<mtY
        INDEX:	P91W3
      OFFSETS:	12-16
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P92W1
      OFFSETS:	0-3
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P92W2
      OFFSETS:	4-6
       TOKENS:	P92W2-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
