 INPUT STRING:	إحم
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	beautiful+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P73W2
      OFFSETS:	5-7
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P73W3
      OFFSETS:	8-10
       TOKENS:	P73W3-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough/but

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P73W4
      OFFSETS:	10-11
       TOKENS:	P73W4-P73W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P74W1
      OFFSETS:	0-6
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(AldunoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world/worlds

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P75W1
      OFFSETS:	0-3
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الأفورة
     IS_TRANS:	Al>fwrp
        INDEX:	P75W2
      OFFSETS:	4-11
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>afwarap_1]
   UNSPLITVOC:	(Al>afwarap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>afwar+ap
        GLOSS:	the+overdoing+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P75W3
      OFFSETS:	12-14
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P75W4
      OFFSETS:	14-15
       TOKENS:	P75W4-P75W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أفورة
     IS_TRANS:	>fwrp
        INDEX:	P76W1
      OFFSETS:	0-5
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>afowarap_1]
   UNSPLITVOC:	(>afowarap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>afowar+ap
        GLOSS:	overdoing+[fem.sg.]

 INPUT STRING:	كوسة
     IS_TRANS:	kwsp
        INDEX:	P76W2
      OFFSETS:	6-10
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kuwsap_1]
   UNSPLITVOC:	(kuwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kuws+ap
        GLOSS:	zucchini/a zucchini+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W3
      OFFSETS:	11-14
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W4
      OFFSETS:	15-18
       TOKENS:	P76W4-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	بتنجان
     IS_TRANS:	btnjAn
        INDEX:	P76W5
      OFFSETS:	19-25
       TOKENS:	P76W5-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitinojAnap_1]
   UNSPLITVOC:	(bitinojAn)
          POS:	NOUN
          VOC:	bitinojAn
        GLOSS:	aubergine

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P76W6
      OFFSETS:	25-26
       TOKENS:	P76W6-P76W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	nwwww
     IS_TRANS:	nwwww
        INDEX:	P77W1
      OFFSETS:	0-5
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwo_1]
   UNSPLITVOC:	(nuwowowow)
          POS:	INTERJ
          VOC:	nuwowowow
        GLOSS:	no

 INPUT STRING:	بيبي
     IS_TRANS:	byby
        INDEX:	P77W2
      OFFSETS:	6-10
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biybiy_1]
   UNSPLITVOC:	(biybiy)
          POS:	NOUN_PROP
          VOC:	biybiy
        GLOSS:	Baby

 INPUT STRING:	nwwww
     IS_TRANS:	nwwww
        INDEX:	P77W3
      OFFSETS:	11-16
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwo_1]
   UNSPLITVOC:	(nuwowowow)
          POS:	INTERJ
          VOC:	nuwowowow
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P78W1
      OFFSETS:	0-1
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

