 INPUT STRING:	إحم
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAbtuwb_1]
   UNSPLITVOC:	(AllAbtuwb)
          POS:	DET+NOUN
          VOC:	Al+lAbtuwb
        GLOSS:	the+labtop

 INPUT STRING:	ونور
     IS_TRANS:	wnwr
        INDEX:	P83W1
      OFFSETS:	0-4
       TOKENS:	P83W1-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(winuwr)
          POS:	CONJ+NOUN
          VOC:	wi+nuwr
        GLOSS:	and+light/lights

 INPUT STRING:	قطع
     IS_TRANS:	qTE
        INDEX:	P83W2
      OFFSETS:	5-8
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTaE_1]
   UNSPLITVOC:	(qaTaE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qaTaE+(null)
        GLOSS:	cut off/sever/interrupt/stop+he/it

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P83W3
      OFFSETS:	9-10
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P83W4
      OFFSETS:	11-13
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hr)
          POS:	FOREIGN
          VOC:	Hr
        GLOSS:	nogloss

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P84W1
      OFFSETS:	0-4
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P84W2
      OFFSETS:	5-7
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ندا
     IS_TRANS:	ndA
        INDEX:	P84W3
      OFFSETS:	8-11
       TOKENS:	P84W3-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadA_1]
   UNSPLITVOC:	(nadA)
          POS:	NOUN_PROP
          VOC:	nadA
        GLOSS:	Nada

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P84W4
      OFFSETS:	12-14
       TOKENS:	P84W4-P84W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P84W5
      OFFSETS:	15-17
       TOKENS:	P84W5-P84W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنش
     IS_TRANS:	kn$
        INDEX:	P84W6
      OFFSETS:	18-21
       TOKENS:	P84W6-P84W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kan~_1]
   UNSPLITVOC:	(kan~i$)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	kan~+(null)+$
        GLOSS:	conceal/hide/harbor+he/it+not

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P84W7
      OFFSETS:	22-26
       TOKENS:	P84W8-P84W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	8
     IS_TRANS:	8
        INDEX:	P84W8
      OFFSETS:	27-28
       TOKENS:	P84W10-P84W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(8)
          POS:	NOUN_NUM
          VOC:	8
        GLOSS:	8

 INPUT STRING:	أم
     IS_TRANS:	>m
        INDEX:	P84W9
      OFFSETS:	29-31
       TOKENS:	P84W11-P84W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>m)
          POS:	FOREIGN
          VOC:	>m
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P85W1
      OFFSETS:	0-2
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزاكي
     IS_TRANS:	EAyzAky
        INDEX:	P85W2
      OFFSETS:	3-10
       TOKENS:	P85W2-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozAkiy)
          POS:	ADJ.VN+NSUFF_FEM_SG+PRON_2FS
          VOC:	EAyoz+ap+ik
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]+you

 INPUT STRING:	تعرفيني
     IS_TRANS:	tErfyny
        INDEX:	P85W3
      OFFSETS:	11-18
       TOKENS:	P85W4-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEorafiyniy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	ti+Eoraf+iy+niy
        GLOSS:	you+know+you+me

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P85W4
      OFFSETS:	19-23
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P86W1
      OFFSETS:	0-5
       TOKENS:	P86W1-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P87W1
      OFFSETS:	0-2
       TOKENS:	P87W1-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P87W2
      OFFSETS:	3-6
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fawq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	طالعة
     IS_TRANS:	TAlEp
        INDEX:	P88W1
      OFFSETS:	0-5
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAliE_1]
   UNSPLITVOC:	(TAloEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	TAloE+ap
        GLOSS:	rising/ascending+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P89W1
      OFFSETS:	0-2
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P89W2
      OFFSETS:	3-7
       TOKENS:	P89W2-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Auwk~iyh_1]
   UNSPLITVOC:	(Auwk~iyh)
          POS:	INTERJ
          VOC:	Auwk~iyh
        GLOSS:	ok

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P90W1
      OFFSETS:	0-2
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P90W2
      OFFSETS:	3-8
       TOKENS:	P90W2-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P90W3
      OFFSETS:	9-13
       TOKENS:	P90W4-P90W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P91W1
      OFFSETS:	0-3
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_1]
   UNSPLITVOC:	(>aw~il)
          POS:	ADJ
          VOC:	>aw~il
        GLOSS:	first/first-place/best/top/early/beginning/ancients/first of all

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P91W2
      OFFSETS:	4-6
       TOKENS:	P91W2-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	أطلع
     IS_TRANS:	>TlE
        INDEX:	P91W3
      OFFSETS:	7-11
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(AaTolaE)
          POS:	IV1S+IV
          VOC:	Aa+TolaE
        GLOSS:	I+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P92W1
      OFFSETS:	0-2
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P92W2
      OFFSETS:	3-5
       TOKENS:	P92W2-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	روج
     IS_TRANS:	rwj
        INDEX:	P92W3
      OFFSETS:	6-9
       TOKENS:	P92W3-P92W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruwj_1]
   UNSPLITVOC:	(ruwj)
          POS:	NOUN
          VOC:	ruwj
        GLOSS:	rouge

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P92W4
      OFFSETS:	10-12
       TOKENS:	P92W4-P92W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P93W1
      OFFSETS:	0-3
       TOKENS:	P93W1-P93W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P93W2
      OFFSETS:	4-7
       TOKENS:	P93W2-P93W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	روج
     IS_TRANS:	rwj
        INDEX:	P94W1
      OFFSETS:	0-3
       TOKENS:	P94W1-P94W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruwj_1]
   UNSPLITVOC:	(ruwj)
          POS:	NOUN
          VOC:	ruwj
        GLOSS:	rouge

 INPUT STRING:	بينك
     IS_TRANS:	bynk
        INDEX:	P94W2
      OFFSETS:	4-8
       TOKENS:	P94W2-P94W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bynk)
          POS:	FOREIGN
          VOC:	bynk
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P94W3
      OFFSETS:	9-12
       TOKENS:	P94W3-P94W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بيج
     IS_TRANS:	byj
        INDEX:	P94W4
      OFFSETS:	13-16
       TOKENS:	P94W4-P94W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayj_1]
   UNSPLITVOC:	(bayj)
          POS:	ADJ
          VOC:	bayj
        GLOSS:	beige

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P94W5
      OFFSETS:	17-21
       TOKENS:	P94W5-P94W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/small+[fem.sg.]

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P95W1
      OFFSETS:	0-4
       TOKENS:	P95W1-P95W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/small+[fem.sg.]

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P95W2
      OFFSETS:	4-5
       TOKENS:	P95W2-P95W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	يأس
     IS_TRANS:	y>s
        INDEX:	P96W1
      OFFSETS:	0-3
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(y>s)
          POS:	FOREIGN
          VOC:	y>s
        GLOSS:	nogloss

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P96W2
      OFFSETS:	4-7
       TOKENS:	P96W2-P96W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P97W1
      OFFSETS:	0-2
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P97W2
      OFFSETS:	3-6
       TOKENS:	P97W2-P97W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P97W3
      OFFSETS:	7-11
       TOKENS:	P97W3-P97W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P98W1
      OFFSETS:	0-2
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P98W2
      OFFSETS:	3-6
       TOKENS:	P98W2-P98W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P99W1
      OFFSETS:	0-3
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good/sweet

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P100W1
      OFFSETS:	0-2
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P100W2
      OFFSETS:	3-6
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P100W3
      OFFSETS:	7-9
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	هدا
     IS_TRANS:	hdA
        INDEX:	P100W4
      OFFSETS:	10-13
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(hadA)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	hadA+(null)
        GLOSS:	guide/direct/lead/be guided/be directed/be led+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P100W5
      OFFSETS:	14-17
       TOKENS:	P100W5-P100W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	وشي
     IS_TRANS:	w$y
        INDEX:	P100W6
      OFFSETS:	18-21
       TOKENS:	P100W6-P100W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(wi$~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	wi$~+iy
        GLOSS:	faces+my

 INPUT STRING:	عفت
     IS_TRANS:	Eft
        INDEX:	P101W1
      OFFSETS:	0-3
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Eft)
          POS:	FOREIGN
          VOC:	Eft
        GLOSS:	nogloss

 INPUT STRING:	ليكي
     IS_TRANS:	lyky
        INDEX:	P101W2
      OFFSETS:	4-8
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lyky)
          POS:	FOREIGN
          VOC:	lyky
        GLOSS:	nogloss

 INPUT STRING:	30
     IS_TRANS:	30
        INDEX:	P101W3
      OFFSETS:	9-11
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(30)
          POS:	NOUN_NUM
          VOC:	30
        GLOSS:	30

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P101W4
      OFFSETS:	12-14
       TOKENS:	P101W4-P101W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mn)
          POS:	FOREIGN
          VOC:	mn
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P101W5
      OFFSETS:	15-17
       TOKENS:	P101W5-P101W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(En)
          POS:	FOREIGN
          VOC:	En
        GLOSS:	nogloss

 INPUT STRING:	40
     IS_TRANS:	40
        INDEX:	P101W6
      OFFSETS:	18-20
       TOKENS:	P101W6-P101W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(40)
          POS:	NOUN_NUM
          VOC:	40
        GLOSS:	40

 INPUT STRING:	مثلاً
     IS_TRANS:	mvlAF
        INDEX:	P101W7
      OFFSETS:	21-26
       TOKENS:	P101W7-P101W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	for example+[acc.indef.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P102W1
      OFFSETS:	0-3
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P102W2
      OFFSETS:	4-7
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P103W1
      OFFSETS:	0-3
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADV
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	ما
