 INPUT STRING:	هاي
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiy$_1]
   UNSPLITVOC:	(AlEiy$)
          POS:	DET+NOUN
          VOC:	Al+Eiy$
        GLOSS:	the+bread

 INPUT STRING:	مر
     IS_TRANS:	mr
        INDEX:	P77W3
      OFFSETS:	10-12
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mur~_1]
   UNSPLITVOC:	(mur~)
          POS:	ADJ
          VOC:	mur~
        GLOSS:	bitter

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P77W4
      OFFSETS:	13-15
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P78W1
      OFFSETS:	0-4
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laughing

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P79W1
      OFFSETS:	0-3
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	ور
     IS_TRANS:	wr
        INDEX:	P80W1
      OFFSETS:	0-2
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wr)
          POS:	FOREIGN
          VOC:	wr
        GLOSS:	nogloss

 INPUT STRING:	الشميز
     IS_TRANS:	Al$myz
        INDEX:	P80W2
      OFFSETS:	3-9
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Al$myz)
          POS:	FOREIGN
          VOC:	Al$myz
        GLOSS:	nogloss

 INPUT STRING:	الفلوري
     IS_TRANS:	Alflwry
        INDEX:	P80W3
      OFFSETS:	10-17
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alflwry)
          POS:	FOREIGN
          VOC:	Alflwry
        GLOSS:	nogloss

 INPUT STRING:	وبنت
     IS_TRANS:	wbnt
        INDEX:	P81W1
      OFFSETS:	0-4
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wbnt)
          POS:	FOREIGN
          VOC:	wbnt
        GLOSS:	nogloss

 INPUT STRING:	يل
     IS_TRANS:	yl
        INDEX:	P81W2
      OFFSETS:	5-7
       TOKENS:	P81W2-P81W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yl)
          POS:	FOREIGN
          VOC:	yl
        GLOSS:	nogloss

 INPUT STRING:	وحت
     IS_TRANS:	wHt
        INDEX:	P82W1
      OFFSETS:	0-3
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wHt)
          POS:	FOREIGN
          VOC:	wHt
        GLOSS:	nogloss

 INPUT STRING:	شميز
     IS_TRANS:	$myz
        INDEX:	P82W2
      OFFSETS:	4-8
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	($myz)
          POS:	FOREIGN
          VOC:	$myz
        GLOSS:	nogloss

 INPUT STRING:	فلورل
     IS_TRANS:	flwrl
        INDEX:	P82W3
      OFFSETS:	9-14
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(flwrl)
          POS:	FOREIGN
          VOC:	flwrl
        GLOSS:	nogloss

 INPUT STRING:	الزرقا
     IS_TRANS:	AlzrqA
        INDEX:	P83W1
      OFFSETS:	0-6
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlzrqA)
          POS:	FOREIGN
          VOC:	AlzrqA
        GLOSS:	nogloss

 INPUT STRING:	الواسع
     IS_TRANS:	AlwAsE
        INDEX:	P83W2
      OFFSETS:	7-13
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAsiE_1]
   UNSPLITVOC:	(AlwAsiE)
          POS:	DET+ADJ
          VOC:	Al+wAsiE
        GLOSS:	the+wide/extensive/broad

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P84W1
      OFFSETS:	0-2
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P84W2
      OFFSETS:	3-5
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P85W1
      OFFSETS:	0-5
       TOKENS:	P85W1-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P85W2
      OFFSETS:	6-11
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albnt)
          POS:	FOREIGN
          VOC:	Albnt
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P85W3
      OFFSETS:	12-15
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

