 INPUT STRING:	اخبار
       TOKENS:	P62W3-P62W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P63W1
      OFFSETS:	0-3
       TOKENS:	P63W1-P63W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P63W2
      OFFSETS:	4-8
       TOKENS:	P63W2-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(baquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	جدتي
     IS_TRANS:	jdty
        INDEX:	P63W3
      OFFSETS:	9-13
       TOKENS:	P63W4-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~ap_1]
   UNSPLITVOC:	(jid~itiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	jid~+ap+iy
        GLOSS:	grandmother+[fem.sg.]+my

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P63W4
      OFFSETS:	14-18
       TOKENS:	P63W6-P63W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P63W5
      OFFSETS:	19-24
       TOKENS:	P63W7-P63W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+function/make/act/do

 INPUT STRING:	١٠
     IS_TRANS:	&#x661;&#x660;
        INDEX:	P63W6
      OFFSETS:	25-27
       TOKENS:	P63W9-P63W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	كيلو
     IS_TRANS:	kylw
        INDEX:	P63W7
      OFFSETS:	28-32
       TOKENS:	P63W10-P63W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiyluw_1]
   UNSPLITVOC:	(kiyluw)
          POS:	NOUN
          VOC:	kiyluw
        GLOSS:	kilo/kilogram

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P63W8
      OFFSETS:	33-35
       TOKENS:	P63W11-P63W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	٣
     IS_TRANS:	&#x663;
        INDEX:	P63W9
      OFFSETS:	36-37
       TOKENS:	P63W12-P63W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P63W10
      OFFSETS:	38-43
       TOKENS:	P63W13-P63W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.pl.]

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P64W1
      OFFSETS:	0-4
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laughing

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P65W1
      OFFSETS:	0-2
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P65W2
      OFFSETS:	3-6
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P65W3
      OFFSETS:	7-10
       TOKENS:	P65W3-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	١٠
     IS_TRANS:	&#x661;&#x660;
        INDEX:	P65W4
      OFFSETS:	11-13
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P65W5
      OFFSETS:	14-16
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الجيران
     IS_TRANS:	AljyrAn
        INDEX:	P65W6
      OFFSETS:	17-24
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAr_1]
   UNSPLITVOC:	(AljiyrAn)
          POS:	DET+NOUN
          VOC:	Al+jiyrAn
        GLOSS:	the+neighbor/neighbors

 INPUT STRING:	بيساعدوها
     IS_TRANS:	bysAEdwhA
        INDEX:	P65W7
      OFFSETS:	25-34
       TOKENS:	P65W8-P65W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEid_1]
   UNSPLITVOC:	(biyisAEoduwhA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	bi+yi+sAEod+uwA+hA
        GLOSS:	[present-tense]+they+contribute/assist/support/help+[pl.]+it/them/her

 INPUT STRING:	الللي
     IS_TRANS:	Allly
        INDEX:	P66W1
      OFFSETS:	0-5
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Allly)
          POS:	TYPO
          VOC:	Allly
        GLOSS:	nogloss

 INPUT STRING:	بتبطط
     IS_TRANS:	btbTT
        INDEX:	P66W2
      OFFSETS:	6-11
       TOKENS:	P66W2-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baT~aT_1]
   UNSPLITVOC:	(bitibaT~aT)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+baT~aT
        GLOSS:	[present-tense]+she/it/they+flatten

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P66W3
      OFFSETS:	12-17
       TOKENS:	P66W4-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(wiAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Alliy
        GLOSS:	and+who/which/that

 INPUT STRING:	بتخبز
     IS_TRANS:	btxbz
        INDEX:	P66W4
      OFFSETS:	18-23
       TOKENS:	P66W6-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xabaz_1]
   UNSPLITVOC:	(bitixobiz)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+xobiz
        GLOSS:	[present-tense]+she/it/they+bake

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P67W1
      OFFSETS:	0-2
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P67W2
      OFFSETS:	3-7
       TOKENS:	P67W2-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P67W3
      OFFSETS:	8-12
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P67W4
      OFFSETS:	13-16
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	والماكنه
     IS_TRANS:	wAlmAknh
        INDEX:	P68W1
      OFFSETS:	0-8
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wAlmAknh)
          POS:	TYPO
          VOC:	wAlmAknh
        GLOSS:	nogloss

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P68W2
      OFFSETS:	9-13
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بتفرد
     IS_TRANS:	btfrd
        INDEX:	P68W3
      OFFSETS:	14-19
       TOKENS:	P68W3-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[farad_1]
   UNSPLITVOC:	(bitiforid)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+forid
        GLOSS:	[present-tense]+she/it/they+spread

 INPUT STRING:	اتنين
     IS_TRANS:	Atnyn
        INDEX:	P68W4
      OFFSETS:	20-25
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aivoniyn_1]
   UNSPLITVOC:	(Aitoniyn)
          POS:	NOUN_NUM
          VOC:	Aivoniyn
        GLOSS:	two

 INPUT STRING:	اعدين
     IS_TRANS:	AEdyn
        INDEX:	P68W5
      OFFSETS:	26-31
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AEdyn)
          POS:	TYPO
          VOC:	AEdyn
        GLOSS:	nogloss

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P68W6
      OFFSETS:	32-37
       TOKENS:	P68W7-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EaliyhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it/them

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P69W1
      OFFSETS:	0-4
       TOKENS:	P69W1-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	بعمل
     IS_TRANS:	bEml
        INDEX:	P69W2
      OFFSETS:	5-9
       TOKENS:	P69W3-P69W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(baEomil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Eomil
        GLOSS:	[present-tense]+I+function/make/act/do

 INPUT STRING:	١٠
     IS_TRANS:	&#x661;&#x660;
        INDEX:	P69W3
      OFFSETS:	10-12
       TOKENS:	P69W5-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	كوبيات
     IS_TRANS:	kwbyAt
        INDEX:	P69W4
      OFFSETS:	13-19
       TOKENS:	P69W6-P69W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(kwbyAt)
          POS:	TYPO
          VOC:	kwbyAt
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P69W5
      OFFSETS:	20-22
       TOKENS:	P69W7-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	خمس
     IS_TRANS:	xms
        INDEX:	P69W6
      OFFSETS:	23-26
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xamas_1]
   UNSPLITVOC:	(xamas)
          POS:	NOUN_NUM
          VOC:	xamas
        GLOSS:	five

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P69W7
      OFFSETS:	27-32
       TOKENS:	P69W9-P69W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.pl.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P70W1
      OFFSETS:	0-2
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P70W2
      OFFSETS:	3-7
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P71W1
      OFFSETS:	0-4
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P71W2
      OFFSETS:	5-7
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P71W3
      OFFSETS:	8-10
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	اقولها
     IS_TRANS:	AqwlhA
        INDEX:	P71W4
      OFFSETS:	11-17
       TOKENS:	P71W4-P71W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl_lahA)
          POS:	IV1S+IV+PREP+PRON_3FS
          VOC:	Aa+quwl+li+hA
        GLOSS:	I+said/say/be said/(for example)+for/to+her/it/them

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P71W5
      OFFSETS:	18-21
       TOKENS:	P71W7-P71W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بخبز
     IS_TRANS:	bxbz
        INDEX:	P71W6
      OFFSETS:	22-26
       TOKENS:	P71W8-P71W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xabaz_1]
   UNSPLITVOC:	(baxobiz)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+xobiz
        GLOSS:	[present-tense]+I+bak

 INPUT STRING:	تتضحك
     IS_TRANS:	ttDHk
        INDEX:	P71W7
      OFFSETS:	27-32
       TOKENS:	P71W10-P71W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoDaHak_1]
   UNSPLITVOC:	(titoDiHik)
          POS:	IV3FS+IV_PASS
          VOC:	ti+toDiHik
        GLOSS:	it/they/she+be laughed

 INPUT STRING:	وتقولي
     IS_TRANS:	wtqwly
        INDEX:	P71W8
      OFFSETS:	33-39
       TOKENS:	P71W11-P71W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wtqwly)
          POS:	NO_FUNC
          VOC:	wtqwly
        GLOSS:	nogloss

 INPUT STRING:	العشر
     IS_TRANS:	AlE$r
        INDEX:	P71W9
      OFFSETS:	40-45
       TOKENS:	P71W12-P71W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$ar_1]
   UNSPLITVOC:	(AlEa$ar)
          POS:	DET+NOUN_NUM
          VOC:	Al+Ea$ar
        GLOSS:	the+ten (in numbers 11-19)

 INPUT STRING:	كوبايات
     IS_TRANS:	kwbAyAt
        INDEX:	P71W10
      OFFSETS:	46-53
       TOKENS:	P71W13-P71W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kuwbAyap_1]
   UNSPLITVOC:	(kuwbAyAt)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kuwbAy+At
        GLOSS:	cup+[fem.pl.]

 INPUT STRING:	خبيز
     IS_TRANS:	xbyz
        INDEX:	P71W11
      OFFSETS:	54-58
       TOKENS:	P71W14-P71W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabiyz_1]
   UNSPLITVOC:	(xabiyz)
          POS:	NOUN
          VOC:	xabiyz
        GLOSS:	baked

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P72W1
      OFFSETS:	0-4
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laughing

 INPUT STRING:	قوليلها
     IS_TRANS:	qwlylhA
        INDEX:	P73W1
      OFFSETS:	0-7
       TOKENS:	P73W1-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy_lhA)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_3FS
          VOC:	quwl+iy+li+hA
        GLOSS:	said/say/be said/(for example)+you+to/for+it/them/her

 INPUT STRING:	مي
     IS_TRANS:	my
        INDEX:	P73W2
      OFFSETS:	8-10
       TOKENS:	P73W4-P73W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~_1]
   UNSPLITVOC:	(may~)
          POS:	NOUN_PROP
          VOC:	may~
        GLOSS:	Mayy

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P73W3
      OFFSETS:	11-16
       TOKENS:	P73W5-P73W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+function/make/act/do

 INPUT STRING:	٣
     IS_TRANS:	&#x663;
        INDEX:	P73W4
      OFFSETS:	17-18
       TOKENS:	P73W7-P73W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	كوبايات
     IS_TRANS:	kwbAyAt
        INDEX:	P73W5
      OFFSETS:	19-26
       TOKENS:	P73W8-P73W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kuwbAyap_1]
   UNSPLITVOC:	(kuwbAyAt)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kuwbAy+At
        GLOSS:	cup+[fem.pl.]

 INPUT STRING:	هههههههه
     IS_TRANS:	hhhhhhhh
        INDEX:	P74W1
      OFFSETS:	0-8
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahahahahahaha)
          POS:	INTERJ
          VOC:	hahahahahahahaha
        GLOSS:	laughing

 INPUT STRING:	هههههه
     IS_TRANS:	hhhhhh
        INDEX:	P75W1
      OFFSETS:	0-6
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahahahaha)
          POS:	INTERJ
          VOC:	hahahahahaha
        GLOSS:	laughing

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P76W1
      OFFSETS:	0-3
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P76W2
      OFFSETS:	4-7
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P76W3
      OFFSETS:	8-11
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	عاجنه
     IS_TRANS:	EAjnh
        INDEX:	P76W4
      OFFSETS:	12-17
       TOKENS:	P76W4-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAjin_1]
   UNSPLITVOC:	(EAjonap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAjon+ap
        GLOSS:	kneads+[fem.sg.]

 INPUT STRING:	انهارده
