 INPUT STRING:	أهلا
        GLOSS:	pure/clear/sincere/very/absolutely

 INPUT STRING:	البنات
     IS_TRANS:	AlbnAt
        INDEX:	P33W9
      OFFSETS:	38-44
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(AlbanAt)
          POS:	DET+NOUN
          VOC:	Al+banAt
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	الصغيرين
     IS_TRANS:	AlSgyryn
        INDEX:	P33W10
      OFFSETS:	45-53
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(AlSugay~ariyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+Sugay~ar+iyn
        GLOSS:	the+young/small+[pl.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P33W11
      OFFSETS:	54-57
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	مايجيبوشرقم
     IS_TRANS:	mAyjybw$rqm
        INDEX:	P33W12
      OFFSETS:	58-69
       TOKENS:	P33W14-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAyjybw$rqm)
          POS:	NEG_PART+IV3P+IV+IVSUFF_SUBJ:P+NEG_PART+NOUN
          VOC:	mA+y+jib+uw+$+raqm
        GLOSS:	not+they (people) + bring + [pl.]+not+number

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P33W13
      OFFSETS:	70-74
       TOKENS:	P33W18-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	الأولمبيات
     IS_TRANS:	Al>wlmbyAt
        INDEX:	P34W1
      OFFSETS:	0-10
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwlumbiy_1]
   UNSPLITVOC:	(Al>uwlumbiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+>uwlumbiy~+At
        GLOSS:	the+olymbics+[fem.pl.]

 INPUT STRING:	بيبقى
     IS_TRANS:	bybqY
        INDEX:	P34W2
      OFFSETS:	11-16
       TOKENS:	P34W2-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(biyiboqaY)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+boqaY
        GLOSS:	[present-tense]+he/it+become/begin/start/be/begin a new day

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P34W3
      OFFSETS:	17-20
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lihA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/them/her

 INPUT STRING:	طابع
     IS_TRANS:	TAbE
        INDEX:	P34W4
      OFFSETS:	21-25
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAbiE_1]
   UNSPLITVOC:	(TAbiE)
          POS:	NOUN
          VOC:	TAbiE
        GLOSS:	impression/character/personality/postage stamp/postage stamps

 INPUT STRING:	خاص
     IS_TRANS:	xAS
        INDEX:	P34W5
      OFFSETS:	26-29
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~_1]
   UNSPLITVOC:	(xAS~)
          POS:	ADJ
          VOC:	xAS~
        GLOSS:	special/specific/private/exclusive

 INPUT STRING:	وفعلا
     IS_TRANS:	wfElA
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(wifiEolAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+fiEol+AF
        GLOSS:	and+doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P35W2
      OFFSETS:	6-12
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN_NUM
          VOC:	Al+wAHid
        GLOSS:	the+one

 INPUT STRING:	ليأثر
     IS_TRANS:	ly>vr
        INDEX:	P35W3
      OFFSETS:	13-18
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>av~ar_1]
   UNSPLITVOC:	(layi>av~ar)
          POS:	EMPHATIC_PART+IV3MS+IV
          VOC:	la+yi+>av~ar
        GLOSS:	indeed/truly+he/it+affect/influence/be affected/be influenced

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P35W4
      OFFSETS:	19-22
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	يشوف
     IS_TRANS:	y$wf
        INDEX:	P35W5
      OFFSETS:	23-27
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(yi$uwf)
          POS:	IV3MS+IV
          VOC:	yi+$uwf
        GLOSS:	he/it+look

 INPUT STRING:	التعب
     IS_TRANS:	AltEb
        INDEX:	P35W6
      OFFSETS:	28-33
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEab_1]
   UNSPLITVOC:	(AltaEab)
          POS:	DET+NOUN
          VOC:	Al+taEab
        GLOSS:	the+tiredness/fatigue

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P35W7
      OFFSETS:	34-38
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	owners/something/belongings

 INPUT STRING:	اللعيبة
     IS_TRANS:	AllEybp
        INDEX:	P35W8
      OFFSETS:	39-46
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laE~iyb_1]
   UNSPLITVOC:	(AllaE~iybap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+laEiyb+ap
        GLOSS:	the+players+[fem.sg.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P35W9
      OFFSETS:	47-52
       TOKENS:	P35W11-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	يكسبوا
     IS_TRANS:	yksbwA
        INDEX:	P35W10
      OFFSETS:	53-59
       TOKENS:	P35W13-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(yikosabuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+kosab+uwA
        GLOSS:	they+gain/win/obtain+we

 INPUT STRING:	الأوليمبيات
     IS_TRANS:	Al>wlymbyAt
        INDEX:	P36W1
      OFFSETS:	0-11
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwliymbiy_1]
   UNSPLITVOC:	(Al>uwliymbiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+>uwliymbiy~+At
        GLOSS:	the+olympics+[fem.pl.]

 INPUT STRING:	بتبقي
     IS_TRANS:	btbqy
        INDEX:	P36W2
      OFFSETS:	12-17
       TOKENS:	P36W2-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P36W3
      OFFSETS:	18-20
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	غاية
     IS_TRANS:	gAyp
        INDEX:	P36W4
      OFFSETS:	21-25
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAyap_1]
   UNSPLITVOC:	(gAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	gAy+ap
        GLOSS:	goal/objective/purpose/intention/goals/objectives/utmost/extreme+[fem.sg.]

 INPUT STRING:	الإثاره
     IS_TRANS:	Al<vArh
        INDEX:	P36W5
      OFFSETS:	26-33
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AivArap_1]
   UNSPLITVOC:	(Al<ivArap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+<ivAr+ap
        GLOSS:	the+provocation/agitation/noise/commotion/stir+[fem.sg.]

 INPUT STRING:	والمنافسات
     IS_TRANS:	wAlmnAfsAt
        INDEX:	P36W6
      OFFSETS:	34-44
       TOKENS:	P36W7-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munAfasap_1]
   UNSPLITVOC:	(wiAlmunAfasAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+munAfas+At
        GLOSS:	and+the+competitions/rivalries+[fem.pl.]

 INPUT STRING:	بتبقي
     IS_TRANS:	btbqy
        INDEX:	P36W7
      OFFSETS:	45-50
       TOKENS:	P36W9-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	شديده
     IS_TRANS:	$dydh
        INDEX:	P36W8
      OFFSETS:	51-56
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$idiyd_1]
   UNSPLITVOC:	($idiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$idiyd+ap
        GLOSS:	strong/powerful/well built/vigorous/firm/robust/established/proven+[fem.sg.]

 INPUT STRING:	جداً
     IS_TRANS:	jdAF
        INDEX:	P36W9
      OFFSETS:	57-61
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	رأيك
     IS_TRANS:	r>yk
        INDEX:	P37W2
      OFFSETS:	4-8
       TOKENS:	P37W2-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	ra>oy+ak
        GLOSS:	opinion/view/idea/opinions/views/ideas+your

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P37W3
      OFFSETS:	9-11
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رياضة
     IS_TRANS:	ryADp
        INDEX:	P37W4
      OFFSETS:	12-17
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyADap_1]
   UNSPLITVOC:	(riyADap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	riyAD+ap
        GLOSS:	sport/physical exercise/mathematics+[fem.sg.]

 INPUT STRING:	البلي
     IS_TRANS:	Albly
        INDEX:	P37W5
      OFFSETS:	18-23
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biloyap_1]
   UNSPLITVOC:	(Albiloy)
          POS:	DET+NOUN
          VOC:	Al+biloy
        GLOSS:	the+small balls

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P37W6
      OFFSETS:	24-26
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	تري
     IS_TRANS:	try
        INDEX:	P37W7
      OFFSETS:	27-30
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taraY_1]
   UNSPLITVOC:	(taraY)
          POS:	INTERJ
          VOC:	taraY
        GLOSS:	wonder

 INPUT STRING:	جربتها
     IS_TRANS:	jrbthA
        INDEX:	P37W8
      OFFSETS:	31-37
       TOKENS:	P37W9-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~ab_1]
   UNSPLITVOC:	(jar~abtahA)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:3FS
          VOC:	jar~ab+t+hA
        GLOSS:	test/try/attempt+you+it/them/her

 INPUT STRING:	كتيييييييير
     IS_TRANS:	ktyyyyyyyyr
        INDEX:	P38W1
      OFFSETS:	0-11
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ktiyr_1]
   UNSPLITVOC:	(ktiyr)
          POS:	ADJ
          VOC:	ktiyr
        GLOSS:	many

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P39W2
      OFFSETS:	4-7
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	حريف
     IS_TRANS:	Hryf
        INDEX:	P39W3
      OFFSETS:	8-12
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Har~iyf_1]
   UNSPLITVOC:	(Har~iyf)
          POS:	ADJ
          VOC:	Har~iyf
        GLOSS:	clever

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P39W4
      OFFSETS:	13-17
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P39W5
      OFFSETS:	18-21
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	NOUN
          VOC:	qawiy
        GLOSS:	very/much/powerful/very much/strong

