 INPUT STRING:	حتعزمني
     IS_TRANS:	ly
        INDEX:	P48W3
      OFFSETS:	10-12
       TOKENS:	P48W3-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P48W4
      OFFSETS:	13-17
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	REL_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P48W5
      OFFSETS:	18-22
       TOKENS:	P48W6-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	جاهز
     IS_TRANS:	jAhz
        INDEX:	P48W6
      OFFSETS:	23-27
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAhiz_1]
   UNSPLITVOC:	(jAhiz)
          POS:	ADJ
          VOC:	jAhiz
        GLOSS:	prepared/ready/equipped

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P49W1
      OFFSETS:	0-2
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ماتكسفناش
     IS_TRANS:	mAtksfnA$
        INDEX:	P49W2
      OFFSETS:	3-12
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAtksfnA$)
          POS:	NO_FUNC
          VOC:	mAtksfnA$
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P49W3
      OFFSETS:	13-15
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P49W4
      OFFSETS:	15-16
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P49W5
      OFFSETS:	16-17
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P49W6
      OFFSETS:	18-19
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P50W1
      OFFSETS:	0-2
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	عيب
     IS_TRANS:	Eyb
        INDEX:	P50W2
      OFFSETS:	3-6
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiyb_1]
   UNSPLITVOC:	(Eiyb)
          POS:	NOUN
          VOC:	Eiyb
        GLOSS:	shame/fault/faults/weaknesses

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P50W3
      OFFSETS:	7-11
       TOKENS:	P50W3-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P51W1
      OFFSETS:	0-1
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	واثقة
     IS_TRANS:	wAvqp
        INDEX:	P52W2
      OFFSETS:	4-9
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAviq_1]
   UNSPLITVOC:	(wAvoqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAvoq+ap
        GLOSS:	certain/confident+[fem.sg.]

 INPUT STRING:	فيك
     IS_TRANS:	fyk
        INDEX:	P52W3
      OFFSETS:	10-13
       TOKENS:	P52W3-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyk)
          POS:	PREP+PRON_2MS
          VOC:	fiy+ak
        GLOSS:	in+you

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P52W4
      OFFSETS:	13-14
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P52W5
      OFFSETS:	14-15
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P52W6
      OFFSETS:	15-16
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P52W7
      OFFSETS:	17-18
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P53W2
      OFFSETS:	4-5
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P53W3
      OFFSETS:	6-10
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P53W4
      OFFSETS:	11-13
       TOKENS:	P53W4-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P53W5
      OFFSETS:	14-16
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	المكان
     IS_TRANS:	AlmkAn
        INDEX:	P53W6
      OFFSETS:	17-23
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(AlmakAn)
          POS:	DET+NOUN
          VOC:	Al+makAn
        GLOSS:	the+place/location/position/places/locations/positions

 INPUT STRING:	والزمان
     IS_TRANS:	wAlzmAn
        INDEX:	P53W7
      OFFSETS:	24-31
       TOKENS:	P53W8-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(wiAlzamAn)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+zamAn
        GLOSS:	and+the+time/duration/times/durations

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P54W1
      OFFSETS:	0-2
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P54W2
      OFFSETS:	3-5
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	سايباك
     IS_TRANS:	sAybAk
        INDEX:	P54W3
      OFFSETS:	6-12
       TOKENS:	P54W3-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAyib_1]
   UNSPLITVOC:	(sAyobAk)
          POS:	ADJ.VN+NSUFF_FEM_SG+PRON_2MS
          VOC:	sAyob+ap+ak
        GLOSS:	unpackaged/leaving+[fem.sg.]+you

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P54W4
      OFFSETS:	13-16
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	تختار
     IS_TRANS:	txtAr
        INDEX:	P54W5
      OFFSETS:	17-22
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(tixotAr)
          POS:	IV2P+IV
          VOC:	ti+xotAr
        GLOSS:	you+choose/pick/select

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P54W6
      OFFSETS:	22-23
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P54W7
      OFFSETS:	23-24
       TOKENS:	P54W8-P54W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P54W8
      OFFSETS:	24-25
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P55W1
      OFFSETS:	0-2
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P55W2
      OFFSETS:	3-7
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you [pl.]

 INPUT STRING:	ضبطوا
     IS_TRANS:	DbTwA
        INDEX:	P55W3
      OFFSETS:	8-13
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Dab~aT_1]
   UNSPLITVOC:	(Dab~aTuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	Dab~aT+uwA
        GLOSS:	regulate/adjust/fix+you [verb]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P55W4
      OFFSETS:	14-16
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P55W5
      OFFSETS:	17-20
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some/a few/little/part

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P55W6
      OFFSETS:	21-24
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	وقولي
     IS_TRANS:	wqwly
        INDEX:	P55W7
      OFFSETS:	25-30
       TOKENS:	P55W7-P55W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiquwliy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+quwl+iy
        GLOSS:	and+said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P55W8
      OFFSETS:	31-33
       TOKENS:	P55W9-P55W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	وحأشوف
     IS_TRANS:	wH>$wf
        INDEX:	P55W9
      OFFSETS:	34-40
       TOKENS:	P55W11-P55W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wiHaAa$uwf)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+$uwf
        GLOSS:	and+will+I+look

 INPUT STRING:	فاضي
     IS_TRANS:	fADy
        INDEX:	P55W10
      OFFSETS:	41-45
       TOKENS:	P55W14-P55W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiy)
          POS:	ADJ
          VOC:	fADiy
        GLOSS:	empty/unoccupied/free

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P55W11
      OFFSETS:	46-50
       TOKENS:	P55W15-P55W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wAl~A)
          POS:	CONJ
          VOC:	wAl~A
        GLOSS:	or

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P55W12
      OFFSETS:	51-53
       TOKENS:	P55W16-P55W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P55W13
      OFFSETS:	53-54
       TOKENS:	P55W17-P55W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P56W1
      OFFSETS:	0-2
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P56W2
      OFFSETS:	3-5
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P56W3
      OFFSETS:	6-8
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P56W4
      OFFSETS:	9-11
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P56W5
      OFFSETS:	12-14
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حضرتك
     IS_TRANS:	HDrtk
        INDEX:	P56W6
      OFFSETS:	16-21
       TOKENS:	P56W6-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	HaDor+ap+ak
        GLOSS:	presence/eminent/honorable+[fem.sg.]+your

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P56W7
      OFFSETS:	22-24
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P56W8
      OFFSETS:	25-27
       TOKENS:	P56W9-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاضي
     IS_TRANS:	fADy
        INDEX:	P56W9
      OFFSETS:	28-32
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiy)
          POS:	ADJ
          VOC:	fADiy
        GLOSS:	empty/unoccupied/free

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P56W10
      OFFSETS:	33-37
       TOKENS:	P56W11-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P56W11
      OFFSETS:	37-38
       TOKENS:	P56W12-P56W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P56W12
      OFFSETS:	38-39
       TOKENS:	P56W13-P56W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P57W1
      OFFSETS:	0-4
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P57W2
      OFFSETS:	5-8
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	عالبر
     IS_TRANS:	EAlbr
        INDEX:	P57W3
      OFFSETS:	9-14
       TOKENS:	P57W3-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bar~_1]
   UNSPLITVOC:	(EaAlbar~)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+bar~
        GLOSS:	on/above+the+land/earth/by land

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P58W2
      OFFSETS:	3-5
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P58W3
      OFFSETS:	6-9
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aibon)
          POS:	NOUN
          VOC:	Aibon
        GLOSS:	son/children/sons

 INPUT STRING:	الحلال
     IS_TRANS:	AlHlAl
        INDEX:	P58W4
      OFFSETS:	10-16
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HalAl_1]
   UNSPLITVOC:	(AlHalAl)
          POS:	DET+NOUN
          VOC:	Al+HalAl
        GLOSS:	the+permissible/legitimate

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P59W1
      OFFSETS:	0-3
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
