 INPUT STRING:	دودو
   UNSPLITVOC:	(wiqAEodap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+qAEod+ap
        GLOSS:	and+sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	لوحدي
     IS_TRANS:	lwHdy
        INDEX:	P62W2
      OFFSETS:	7-12
       TOKENS:	P62W3-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+waHod+iy
        GLOSS:	for/to+alone/only+my

 INPUT STRING:	ومتخانقة
     IS_TRANS:	wmtxAnqp
        INDEX:	P63W1
      OFFSETS:	0-8
       TOKENS:	P63W1-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoxAniq_1]
   UNSPLITVOC:	(wimitoxAnoqap)
          POS:	CONJ+NOUN.VN+NSUFF_FEM_SG
          VOC:	wi+mitoxAnoq+ap
        GLOSS:	and+scuffing/quarreling+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P63W2
      OFFSETS:	9-11
       TOKENS:	P63W3-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P63W3
      OFFSETS:	12-17
       TOKENS:	P63W4-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	ومها
     IS_TRANS:	wmhA
        INDEX:	P64W1
      OFFSETS:	0-4
       TOKENS:	P64W1-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahA_1]
   UNSPLITVOC:	(wimahA)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+mahA
        GLOSS:	and+Maha

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P64W2
      OFFSETS:	5-7
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ساعت
     IS_TRANS:	sAEt
        INDEX:	P64W3
      OFFSETS:	8-12
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P64W4
      OFFSETS:	13-16
       TOKENS:	P64W5-P64W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	اتخطبت
     IS_TRANS:	AtxTbt
        INDEX:	P64W5
      OFFSETS:	17-23
       TOKENS:	P64W6-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoxaTab_1]
   UNSPLITVOC:	(AitoxaTabit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	AitoxaTab+it
        GLOSS:	address/speak/declaim/be engaged+it/they/she

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P64W6
      OFFSETS:	24-26
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	معبراني
     IS_TRANS:	mEbrAny
        INDEX:	P64W7
      OFFSETS:	27-34
       TOKENS:	P64W8-P64W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mEbrAny)
          POS:	NO_FUNC
          VOC:	mEbrAny
        GLOSS:	nogloss

 INPUT STRING:	لدرجة
     IS_TRANS:	ldrjp
        INDEX:	P65W1
      OFFSETS:	0-5
       TOKENS:	P65W1-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lidarajap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+daraj+ap
        GLOSS:	for/to+degree/class/rank/grade/level/degrees/classes/ranks+[fem.sg.]

 INPUT STRING:	اني
     IS_TRANS:	Any
        INDEX:	P65W2
      OFFSETS:	6-9
       TOKENS:	P65W3-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	بكلمها
     IS_TRANS:	bklmhA
        INDEX:	P65W3
      OFFSETS:	10-16
       TOKENS:	P65W5-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(bakal~imhA)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	bi+Aa+kal~im+hA
        GLOSS:	[present-tense]+I+talk/speak/talk to+it/them/her

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P65W4
      OFFSETS:	17-19
       TOKENS:	P65W8-P65W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بترد
     IS_TRANS:	btrd
        INDEX:	P65W5
      OFFSETS:	20-24
       TOKENS:	P65W9-P65W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(bitorud~)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+rud~
        GLOSS:	[present-tense]+it/they/she+answer/reply/return/be returned/be given back

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P66W1
      OFFSETS:	0-4
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$~_1]
   UNSPLITVOC:	(maEoli$~)
          POS:	INTERJ
          VOC:	maEoli$~
        GLOSS:	sorry

 INPUT STRING:	ملهومش
     IS_TRANS:	mlhwm$
        INDEX:	P66W2
      OFFSETS:	5-11
       TOKENS:	P66W2-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA_lohuwm$)
          POS:	VERB+PREP+PRON_3P+NEG_PART
          VOC:	mA+li+hum+$
        GLOSS:	is not+for/to+them+not

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P66W3
      OFFSETS:	12-15
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]/they

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P66W4
      OFFSETS:	16-18
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P66W5
      OFFSETS:	19-25
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P66W6
      OFFSETS:	26-28
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	وكلمتها
     IS_TRANS:	wklmthA
        INDEX:	P67W1
      OFFSETS:	0-7
       TOKENS:	P67W1-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(wikal~imtahA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	wi+kal~im+t+hA
        GLOSS:	and+talk/speak/talk to+I+it/them/her

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P67W2
      OFFSETS:	8-10
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P67W3
      OFFSETS:	11-16
       TOKENS:	P67W5-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	هزأتها
     IS_TRANS:	hz>thA
        INDEX:	P67W4
      OFFSETS:	17-23
       TOKENS:	P67W6-P67W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haz~a>_1]
   UNSPLITVOC:	(haz~a>tahA)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3FS
          VOC:	haz~a>+t+hA
        GLOSS:	mock/scoff+it/they/she+it/them/her

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P67W5
      OFFSETS:	24-27
       TOKENS:	P67W8-P67W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	الهوا
     IS_TRANS:	AlhwA
        INDEX:	P67W6
      OFFSETS:	28-33
       TOKENS:	P67W10-P67W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawaY_1]
   UNSPLITVOC:	(AlhawA)
          POS:	DET+NOUN
          VOC:	Al+hawA
        GLOSS:	the+affection/inclination/preference/desires/wishes/inclinations

 INPUT STRING:	محاولتش
     IS_TRANS:	mHAwlt$
        INDEX:	P67W7
      OFFSETS:	34-41
       TOKENS:	P67W11-P67W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(mA_HAwolit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+HAwol+it+$
        GLOSS:	not+test/try/attempt/try out/test for ripeness/explore/invent/originate+it/they/she+not

 INPUT STRING:	تكلمني
     IS_TRANS:	tklmny
        INDEX:	P67W8
      OFFSETS:	42-48
       TOKENS:	P67W14-P67W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imniy)
          POS:	IV2MS+IV+IVSUFF_DO:1S
          VOC:	ti+kal~im+niy
        GLOSS:	you+talk/speak/talk to+me

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P67W9
      OFFSETS:	49-53
       TOKENS:	P67W16-P67W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P68W1
      OFFSETS:	0-2
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	آخرهم
     IS_TRANS:	|xrhm
        INDEX:	P68W2
      OFFSETS:	3-8
       TOKENS:	P68W2-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xirhum)
          POS:	ADJ+POSS_PRON_3P
          VOC:	|xir+hum
        GLOSS:	another/other+their

 INPUT STRING:	ترقية
     IS_TRANS:	trqyp
        INDEX:	P68W3
      OFFSETS:	9-14
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taroqiy~ap_1]
   UNSPLITVOC:	(taroqiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	taroqiy~+ap
        GLOSS:	promotion/advancement/elevation+[fem.sg.]

 INPUT STRING:	تريقة
     IS_TRANS:	tryqp
        INDEX:	P69W1
      OFFSETS:	0-5
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taroyaqap_1]
   UNSPLITVOC:	(taroyaqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	taroyaq+ap
        GLOSS:	sarcastic/derisive/forced labor+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P70W1
      OFFSETS:	0-3
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	كلمي
     IS_TRANS:	klmy
        INDEX:	P70W2
      OFFSETS:	4-8
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	kal~im+iy
        GLOSS:	talk/speak/talk to+you

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P70W3
      OFFSETS:	9-16
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dukotuwr_1]
   UNSPLITVOC:	(Aldukotuwr)
          POS:	DET+NOUN
          VOC:	Al+dukotuwr
        GLOSS:	the+doctor

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P71W1
      OFFSETS:	0-4
       TOKENS:	P71W1-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P71W2
      OFFSETS:	5-10
       TOKENS:	P71W3-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P72W1
      OFFSETS:	0-2
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حاولي
     IS_TRANS:	HAwly
        INDEX:	P73W1
      OFFSETS:	0-5
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(HAwoliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	HAwol+iy
        GLOSS:	test/try/attempt/try out/test for ripeness/explore/invent/originate+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P73W2
      OFFSETS:	6-8
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	أمنية
     IS_TRANS:	>mnyp
        INDEX:	P73W3
      OFFSETS:	9-14
       TOKENS:	P73W3-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>umoniy~ap_1]
   UNSPLITVOC:	(>umoniy~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>umoniy~+ap
        GLOSS:	Omnia+[fem.sg.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P73W4
      OFFSETS:	15-19
       TOKENS:	P73W4-P73W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	مي
     IS_TRANS:	my
        INDEX:	P74W1
      OFFSETS:	0-2
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~_1]
   UNSPLITVOC:	(may~)
          POS:	NOUN_PROP
          VOC:	may~
        GLOSS:	Mai

 INPUT STRING:	عندها
     IS_TRANS:	EndhA
        INDEX:	P74W2
      OFFSETS:	3-8
       TOKENS:	P74W2-P74W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Eanod+hA
        GLOSS:	at/have/possession/with+its/their/her

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P75W1
      OFFSETS:	0-2
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P75W2
      OFFSETS:	3-9
       TOKENS:	P75W2-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	فمش
     IS_TRANS:	fm$
        INDEX:	P76W1
      OFFSETS:	0-3
       TOKENS:	P76W1-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(fami$)
          POS:	CONJ+NEG_PART
          VOC:	fa+mi$
        GLOSS:	so/and+not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P76W2
      OFFSETS:	4-9
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	تنزل
     IS_TRANS:	tnzl
        INDEX:	P76W3
      OFFSETS:	10-14
       TOKENS:	P76W4-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(tinozil)
          POS:	IV3FS+IV
          VOC:	ti+nozil
        GLOSS:	it/they/she+descend/stay

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P77W1
      OFFSETS:	0-1
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	يحيي
     IS_TRANS:	yHyy
        INDEX:	P77W2
      OFFSETS:	2-6
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yiHoyaY_1]
   UNSPLITVOC:	(yiHoyaY)
          POS:	NOUN_PROP
          VOC:	yiHoyaY
        GLOSS:	Yehia

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P77W3
      OFFSETS:	7-9
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيسليكي
     IS_TRANS:	byslyky
        INDEX:	P77W4
      OFFSETS:	10-17
       TOKENS:	P77W4-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~aY_1]
   UNSPLITVOC:	(biyosal~iykiy)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:2FS
          VOC:	bi+yi+sal~iy+ik
        GLOSS:	[present-tense]+he/it+comfort/distract/console/entertain/be comforted/be distracted/be cheered up+you

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P78W1
      OFFSETS:	0-4
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$~_1]
   UNSPLITVOC:	(maEoli$~)
          POS:	INTERJ
          VOC:	maEoli$~
        GLOSS:	sorry

 INPUT STRING:	عروسة
     IS_TRANS:	Erwsp
        INDEX:	P78W2
      OFFSETS:	5-10
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earuwsap_1]
   UNSPLITVOC:	(Earuwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earuws+ap
        GLOSS:	bride+[fem.sg.]

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P78W3
      OFFSETS:	11-14
       TOKENS:	P78W3-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	اهو
     IS_TRANS:	Ahw
        INDEX:	P79W1
      OFFSETS:	0-3
       TOKENS:	P79W1-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>a_1]
   UNSPLITVOC:	(>ahuw)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	this+he/it

 INPUT STRING:	يحيى
     IS_TRANS:	yHyY
        INDEX:	P79W2
      OFFSETS:	4-8
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yiHoyaY_1]
   UNSPLITVOC:	(yiHoyaY)
          POS:	NOUN_PROP
          VOC:	yiHoyaY
        GLOSS:	Yehia

 INPUT STRING:	صحى
     IS_TRANS:	SHY
        INDEX:	P79W3
      OFFSETS:	9-12
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiHiy_1]
   UNSPLITVOC:	(SiHiy)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	SiHiy+(null)
        GLOSS:	wake up/be alert/be roused+he/it

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P79W4
      OFFSETS:	13-14
       TOKENS:	P79W5-P79W5
