 INPUT STRING:	ايه
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P65W1
      OFFSETS:	0-3
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P65W2
      OFFSETS:	4-8
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	نمت
     IS_TRANS:	nmt
        INDEX:	P65W3
      OFFSETS:	9-12
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	nim+t
        GLOSS:	sleep/lie down+I

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P65W4
      OFFSETS:	13-15
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	half

 INPUT STRING:	ساعه
     IS_TRANS:	sAEh
        INDEX:	P65W5
      OFFSETS:	16-20
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P65W6
      OFFSETS:	21-23
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P65W7
      OFFSETS:	24-28
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	خرا
     IS_TRANS:	xrA
        INDEX:	P65W8
      OFFSETS:	29-32
       TOKENS:	P65W8-P65W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xarap_1]
   UNSPLITVOC:	(xarap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xar+ap
        GLOSS:	shit+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P65W9
      OFFSETS:	33-35
       TOKENS:	P65W9-P65W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	طايقه
     IS_TRANS:	TAyqh
        INDEX:	P65W10
      OFFSETS:	36-41
       TOKENS:	P65W10-P65W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAyiq_1]
   UNSPLITVOC:	(TAyoqap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	TAyoq+ap
        GLOSS:	needing/wanting+[fem.sg.]

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P65W11
      OFFSETS:	42-46
       TOKENS:	P65W11-P65W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self/selves/soul/souls+my

 INPUT STRING:	بتفكري
     IS_TRANS:	btfkry
        INDEX:	P66W1
      OFFSETS:	0-6
       TOKENS:	P66W1-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(bitifak~ariy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+fak~ar+iy
        GLOSS:	[present-tense]+you+think/consider/ponder+you

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P66W2
      OFFSETS:	7-9
       TOKENS:	P66W3-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P66W3
      OFFSETS:	10-13
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P66W4
      OFFSETS:	14-17
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok/so

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P66W5
      OFFSETS:	18-19
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P67W1
      OFFSETS:	0-2
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P67W2
      OFFSETS:	3-7
       TOKENS:	P67W2-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earif+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P67W3
      OFFSETS:	8-12
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P68W1
      OFFSETS:	0-4
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	PRON_2FS
          VOC:	<inotiy
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	بتفكري
     IS_TRANS:	btfkry
        INDEX:	P68W2
      OFFSETS:	5-11
       TOKENS:	P68W2-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(bitifak~ariy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+fak~ar+iy
        GLOSS:	[present-tense]+you+think/consider/ponder+you

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P68W3
      OFFSETS:	12-13
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(fi)
          POS:	PREP
          VOC:	fi
        GLOSS:	in/about

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P68W4
      OFFSETS:	14-17
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P68W5
      OFFSETS:	18-19
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	هاتنامي
     IS_TRANS:	hAtnAmy
        INDEX:	P68W6
      OFFSETS:	20-27
       TOKENS:	P68W7-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HatinAmiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+nAm+iy
        GLOSS:	will+you+sleep/lie down+you

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P68W7
      OFFSETS:	28-32
       TOKENS:	P68W9-P68W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P69W1
      OFFSETS:	0-3
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	ربع
     IS_TRANS:	rbE
        INDEX:	P69W2
      OFFSETS:	4-7
       TOKENS:	P69W2-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruboE_1]
   UNSPLITVOC:	(ruboE)
          POS:	NOUN_QUANT
          VOC:	ruboE
        GLOSS:	quarter

 INPUT STRING:	سي
     IS_TRANS:	sy
        INDEX:	P69W3
      OFFSETS:	8-10
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(sy)
          POS:	TYPO
          VOC:	sy
        GLOSS:	nogloss

 INPUT STRING:	بي
     IS_TRANS:	by
        INDEX:	P69W4
      OFFSETS:	11-13
       TOKENS:	P69W4-P69W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biy_1]
   UNSPLITVOC:	(biy)
          POS:	PREP
          VOC:	biy
        GLOSS:	by/with/to

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P69W5
      OFFSETS:	14-18
       TOKENS:	P69W5-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P69W6
      OFFSETS:	19-20
       TOKENS:	P69W6-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	هانم
     IS_TRANS:	hAnm
        INDEX:	P69W7
      OFFSETS:	21-25
       TOKENS:	P69W7-P69W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hAnm)
          POS:	TYPO
          VOC:	hAnm
        GLOSS:	nogloss

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P69W8
      OFFSETS:	26-30
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	PRON_2FS
          VOC:	<inotiy
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P69W9
      OFFSETS:	31-35
       TOKENS:	P69W9-P69W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Ailliy)
          POS:	REL_PRON
          VOC:	Ailliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	هتنامي
     IS_TRANS:	htnAmy
        INDEX:	P69W10
      OFFSETS:	36-42
       TOKENS:	P69W10-P69W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HatinAmiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+nAm+iy
        GLOSS:	will+you+sleep/lie down+you

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P69W11
      OFFSETS:	43-47
       TOKENS:	P69W12-P69W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P69W12
      OFFSETS:	48-49
       TOKENS:	P69W13-P69W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P70W1
      OFFSETS:	0-2
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P70W2
      OFFSETS:	3-7
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earif+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P70W3
      OFFSETS:	8-12
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baroDuw_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	too/also/all the same/even so/nevertheless

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P70W4
      OFFSETS:	13-14
       TOKENS:	P70W4-P70W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	(
     IS_TRANS:	(
        INDEX:	P70W5
      OFFSETS:	15-16
       TOKENS:	P70W5-P70W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(()
          POS:	PUNC
          VOC:	(
        GLOSS:	(

 INPUT STRING:	حاولي
     IS_TRANS:	HAwly
        INDEX:	P71W1
      OFFSETS:	0-5
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(HAwoliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	HAwol+iy
        GLOSS:	try/attempt+you

 INPUT STRING:	امتي
     IS_TRANS:	Amty
        INDEX:	P72W1
      OFFSETS:	0-4
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P72W2
      OFFSETS:	5-6
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P73W1
      OFFSETS:	0-4
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	روشني
     IS_TRANS:	rw$ny
        INDEX:	P74W1
      OFFSETS:	0-5
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ruw$an_1]
   UNSPLITVOC:	(ruw$an)
          POS:	NOUN_PROP
          VOC:	ruw$an
        GLOSS:	Rochane

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P75W1
      OFFSETS:	0-4
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P76W1
      OFFSETS:	0-3
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ainoti_1]
   UNSPLITVOC:	(Ainoti)
          POS:	PRON_2FS
          VOC:	Ainoti
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P76W2
      OFFSETS:	4-6
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	زفت
     IS_TRANS:	zft
        INDEX:	P76W3
      OFFSETS:	7-10
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zifot_1]
   UNSPLITVOC:	(zifot)
          POS:	NOUN
          VOC:	zifot
        GLOSS:	asphalt/pitch

 INPUT STRING:	عملتي
     IS_TRANS:	Emlty
        INDEX:	P77W1
      OFFSETS:	0-5
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaltiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	Eamal+tiy
        GLOSS:	function/make/act/do+you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P77W2
      OFFSETS:	6-9
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	امبيريه
     IS_TRANS:	Ambyryh
        INDEX:	P77W3
      OFFSETS:	10-17
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ambyryh)
          POS:	TYPO
          VOC:	Ambyryh
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P77W4
      OFFSETS:	18-20
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	صايعه
     IS_TRANS:	SAyEh
        INDEX:	P77W5
      OFFSETS:	21-26
       TOKENS:	P77W5-P77W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAyiE_1]
   UNSPLITVOC:	(SAyoEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SAyoE+ap
        GLOSS:	trivial/commonplace/despicable/vagabond/jerboa/vile/mean/insulting+[fem.sg.]

 INPUT STRING:	خرجت
     IS_TRANS:	xrjt
        INDEX:	P78W1
      OFFSETS:	0-4
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(xarajt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	xaraj+t
        GLOSS:	go out/exit/leave+I

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P78W2
      OFFSETS:	5-7
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	مامي
     IS_TRANS:	mAmy
        INDEX:	P78W3
      OFFSETS:	8-12
       TOKENS:	P78W3-P78W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	mAm+iy
        GLOSS:	mama+my

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P78W4
      OFFSETS:	13-14
       TOKENS:	P78W5-P78W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P78W5
      OFFSETS:	15-18
       TOKENS:	P78W6-P78W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(wilA)
          POS:	PART+PSEUDO_VERB
          VOC:	wi+lA
        GLOSS:	so/and+no

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P78W6
      OFFSETS:	19-23
       TOKENS:	P78W8-P78W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	اشدة
     IS_TRANS:	A$dp
        INDEX:	P79W1
      OFFSETS:	0-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(A$dp)
          POS:	TYPO
          VOC:	A$dp
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P79W2
      OFFSETS:	5-9
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P79W3
