 INPUT STRING:	مصطفى
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P17W10
      OFFSETS:	43-45
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	بأهزرش
     IS_TRANS:	b>hzr$
        INDEX:	P17W11
      OFFSETS:	46-52
       TOKENS:	P17W11-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haz~ar_1]
   UNSPLITVOC:	(bAahaz~ar$)
          POS:	PROG_PART+IV1S+IV+NEG_PART
          VOC:	bi+Aa+haz~ar+$
        GLOSS:	[present-tense]+I+joke/make fun+not

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P18W1
      OFFSETS:	0-3
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	شايفها
     IS_TRANS:	$AyfhA
        INDEX:	P18W2
      OFFSETS:	4-10
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($AyifhA)
          POS:	ADJ.VN+PRON_3FS
          VOC:	$Ayif+hA
        GLOSS:	viewer/observer/onlooker/onloker+it/them/her

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P18W3
      OFFSETS:	11-15
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تافهة
     IS_TRANS:	tAfhp
        INDEX:	P18W4
      OFFSETS:	16-21
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAfih_1]
   UNSPLITVOC:	(tAfohap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAfoh+ap
        GLOSS:	trivial/commonplace+[fem.sg.]

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P18W5
      OFFSETS:	22-26
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P19W2
      OFFSETS:	4-8
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P19W3
      OFFSETS:	9-14
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P19W4
      OFFSETS:	15-18
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	أتجوزني
     IS_TRANS:	>tjwzny
        INDEX:	P20W1
      OFFSETS:	0-7
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitojaw~iz_1]
   UNSPLITVOC:	(Aitojaw~izniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	Aitojaw~iz+(null)+niy
        GLOSS:	get married/take/begin/be taken/convey/treat/chose/receive and gain+you+me

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P20W2
      OFFSETS:	8-11
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P21W1
      OFFSETS:	0-1
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P22W2
      OFFSETS:	5-10
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	تتجوزيني
     IS_TRANS:	ttjwzyny
        INDEX:	P22W3
      OFFSETS:	11-19
       TOKENS:	P22W3-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitojaw~iz_1]
   UNSPLITVOC:	(titojaw~iziyniy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	ti+tojaw~iz+iy+niy
        GLOSS:	you+get married/take/begin/be taken/convey/treat/chose/receive and gain+you+me

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P22W4
      OFFSETS:	20-23
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P23W2
      OFFSETS:	4-5
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P24W1
      OFFSETS:	0-3
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahah)
          POS:	INTERJ
          VOC:	hahah
        GLOSS:	laughing

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P24W2
      OFFSETS:	4-6
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بأهزر
     IS_TRANS:	b>hzr
        INDEX:	P24W3
      OFFSETS:	7-12
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haz~ar_1]
   UNSPLITVOC:	(bAahaz~ar)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+haz~ar
        GLOSS:	[present-tense]+I+joke/make fun

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P24W4
      OFFSETS:	13-17
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P24W5
      OFFSETS:	18-21
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	إنسان
     IS_TRANS:	<nsAn
        INDEX:	P24W6
      OFFSETS:	22-27
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinosAn_1]
   UNSPLITVOC:	(AinosAn)
          POS:	NOUN
          VOC:	AinosAn
        GLOSS:	human being

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P24W7
      OFFSETS:	28-32
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P24W8
      OFFSETS:	33-37
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P25W1
      OFFSETS:	0-1
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P25W2
      OFFSETS:	1-5
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P26W2
      OFFSETS:	5-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P26W3
      OFFSETS:	8-12
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P26W4
      OFFSETS:	13-16
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P26W5
      OFFSETS:	17-18
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P27W1
      OFFSETS:	0-2
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P27W2
      OFFSETS:	3-6
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P27W3
      OFFSETS:	7-11
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P28W1
      OFFSETS:	0-4
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنتي
     IS_TRANS:	bnty
        INDEX:	P29W2
      OFFSETS:	3-7
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P29W3
      OFFSETS:	8-11
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W4
      OFFSETS:	12-14
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	معقد
     IS_TRANS:	mEqd
        INDEX:	P29W5
      OFFSETS:	15-19
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEaq~ad_1]
   UNSPLITVOC:	(miEaq~ad)
          POS:	ADJ
          VOC:	miEaq~ad
        GLOSS:	complicated/intricate

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P29W6
      OFFSETS:	20-23
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P29W7
      OFFSETS:	24-27
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P29W8
      OFFSETS:	28-33
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P29W9
      OFFSETS:	34-37
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	قليل
     IS_TRANS:	qlyl
        INDEX:	P29W10
      OFFSETS:	38-42
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaliyl_1]
   UNSPLITVOC:	(qaliyl)
          POS:	ADJ
          VOC:	qaliyl
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient

 INPUT STRING:	الأدب
     IS_TRANS:	Al>db
        INDEX:	P29W11
      OFFSETS:	43-48
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(Al>adab)
          POS:	DET+NOUN
          VOC:	Al+>adab
        GLOSS:	the+literature/good manners/etiquette

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P29W12
      OFFSETS:	49-53
       TOKENS:	P29W14-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P29W13
      OFFSETS:	54-55
       TOKENS:	P29W15-P29W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P29W14
      OFFSETS:	56-58
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W15
      OFFSETS:	59-61
       TOKENS:	P29W17-P29W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بحاجة
     IS_TRANS:	bHAjp
        INDEX:	P29W16
      OFFSETS:	62-67
       TOKENS:	P29W18-P29W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(biHAjap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+HAj+ap
        GLOSS:	with/by+need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تضرني
     IS_TRANS:	tDrny
        INDEX:	P29W17
      OFFSETS:	68-73
       TOKENS:	P29W20-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dar~_1]
   UNSPLITVOC:	(tiDur~iniy)
          POS:	IV3FS+IV+IVSUFF_DO:1S
          VOC:	ti+Dur~+niy
        GLOSS:	it/they/she+harm/injure+me

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P29W18
      OFFSETS:	74-75
       TOKENS:	P29W22-P29W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P31W1
      OFFSETS:	0-2
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P31W2
      OFFSETS:	3-6
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	المعقد
     IS_TRANS:	AlmEqd
        INDEX:	P31W3
      OFFSETS:	7-13
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEaq~ad_1]
   UNSPLITVOC:	(AlmiEaq~ad)
          POS:	DET+ADJ
          VOC:	Al+miEaq~ad
        GLOSS:	the+complicated/intricate

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P31W4
      OFFSETS:	14-16
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مسألة
     IS_TRANS:	ms>lp
        INDEX:	P31W5
      OFFSETS:	17-22
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso>alap_1]
   UNSPLITVOC:	(maso>alap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maso>al+ap
        GLOSS:	issue/affair/matter/question/issues/affairs/matters/questions+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

