 INPUT STRING:	انت
        GLOSS:	chat/chatter/prattle+you

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P54W2
      OFFSETS:	5-9
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P55W1
      OFFSETS:	0-3
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P55W2
      OFFSETS:	4-7
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyh)
          POS:	FOREIGN
          VOC:	fyh
        GLOSS:	nogloss

 INPUT STRING:	بأتفرج
     IS_TRANS:	b>tfrj
        INDEX:	P55W3
      OFFSETS:	8-14
       TOKENS:	P55W3-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(bAatofar~aj)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+tofar~aj
        GLOSS:	[present-tense]+I+watch/observe

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P55W4
      OFFSETS:	15-18
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الكرتون
     IS_TRANS:	Alkrtwn
        INDEX:	P55W5
      OFFSETS:	19-26
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karotuwn_1]
   UNSPLITVOC:	(Alkarotuwn)
          POS:	DET+NOUN
          VOC:	Al+karotuwn
        GLOSS:	the+cartoon/animated movie

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P55W6
      OFFSETS:	27-28
       TOKENS:	P55W7-P55W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

