 INPUT STRING:	اميرة
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P26W2
      OFFSETS:	3-5
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P26W3
      OFFSETS:	6-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	الاقي
     IS_TRANS:	AlAqy
        INDEX:	P26W4
      OFFSETS:	11-16
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(AalAqiy)
          POS:	IV1S+IV
          VOC:	Aa+lAqiy
        GLOSS:	I+meet/encounter/be met/be encountered

 INPUT STRING:	حكايات
     IS_TRANS:	HkAyAt
        INDEX:	P26W5
      OFFSETS:	17-23
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(HikAyAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HikAy+At
        GLOSS:	story/account+[fem.pl.]

 INPUT STRING:	صعبه
     IS_TRANS:	SEbh
        INDEX:	P26W6
      OFFSETS:	24-28
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SaEob+ap
        GLOSS:	difficult/hard/arduous+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P26W7
      OFFSETS:	29-31
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P26W8
      OFFSETS:	32-35
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	ماتت
     IS_TRANS:	mAtt
        INDEX:	P26W9
      OFFSETS:	36-40
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(mAtit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	mAt+it
        GLOSS:	die/pass away+it/they/she

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P27W1
      OFFSETS:	0-2
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	تقري
     IS_TRANS:	tqry
        INDEX:	P27W2
      OFFSETS:	3-7
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarA_1]
   UNSPLITVOC:	(tiqoriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+qor+iy
        GLOSS:	you+pierce/examine/be pierced/be examined/read+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P27W3
      OFFSETS:	8-10
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اماني
     IS_TRANS:	AmAny
        INDEX:	P27W4
      OFFSETS:	11-16
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamAniy_1]
   UNSPLITVOC:	(AmAniy)
          POS:	NOUN_PROP
          VOC:	AmAniy
        GLOSS:	Amani

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P27W5
      OFFSETS:	17-18
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P27W6
      OFFSETS:	19-21
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P27W7
      OFFSETS:	22-24
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P27W8
      OFFSETS:	25-29
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بتقراه
     IS_TRANS:	btqrAh
        INDEX:	P27W9
      OFFSETS:	30-36
       TOKENS:	P27W9-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarA_1]
   UNSPLITVOC:	(bitiqorAh)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	bi+ti+qorA+uh
        GLOSS:	[present-tense]+it/they/she+pierce/examine/be pierced/be examined/read+it/him

 INPUT STRING:	حقيقي
     IS_TRANS:	Hqyqy
        INDEX:	P27W10
      OFFSETS:	37-42
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	ADJ
          VOC:	Haqiyqiy
        GLOSS:	right/true/actual/real

 INPUT STRING:	مائة
     IS_TRANS:	mA}p
        INDEX:	P27W11
      OFFSETS:	43-47
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi}ap_1]
   UNSPLITVOC:	(miA}ap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	miA}+ap
        GLOSS:	hundred+[fem.sg.]

 INPUT STRING:	بالمائة
     IS_TRANS:	bAlmA}p
        INDEX:	P27W12
      OFFSETS:	48-55
       TOKENS:	P27W14-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi}ap_1]
   UNSPLITVOC:	(biAlmiA}ap)
          POS:	PREP+DET+NOUN_NUM+NSUFF_FEM_SG
          VOC:	bi+Al+miA}+ap
        GLOSS:	with/by+the+hundred+[fem.sg.]

 INPUT STRING:	اصحابي
     IS_TRANS:	ASHAby
        INDEX:	P28W1
      OFFSETS:	0-6
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(>aSoHAbiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>aSoHAb+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	اصحابهم
     IS_TRANS:	ASHAbhm
        INDEX:	P28W2
      OFFSETS:	7-14
       TOKENS:	P28W3-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(>aSoHAbhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	>aSoHAb+hum
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+their

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P29W2
      OFFSETS:	4-8
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P29W3
      OFFSETS:	9-13
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W4
      OFFSETS:	14-16
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اخوان
     IS_TRANS:	AxwAn
        INDEX:	P29W5
      OFFSETS:	17-22
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixowAn_1]
   UNSPLITVOC:	(AixowAn)
          POS:	NOUN_PROP
          VOC:	AixowAn
        GLOSS:	Ikhwan

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P29W6
      OFFSETS:	23-25
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ملتزمين
     IS_TRANS:	mltzmyn
        INDEX:	P29W7
      OFFSETS:	26-33
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mulotazim_1]
   UNSPLITVOC:	(mulotazimiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mulotazim+iyn
        GLOSS:	committed/involved+plural

 INPUT STRING:	واصحابهم
     IS_TRANS:	wASHAbhm
        INDEX:	P30W1
      OFFSETS:	0-8
       TOKENS:	P30W1-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(wi>aSoHAbuhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+>aSoHAb+hum
        GLOSS:	and+owner/originator/owners/originators/friend/companion/friends/companions+their

 INPUT STRING:	ماتو
     IS_TRANS:	mAtw
        INDEX:	P30W2
      OFFSETS:	9-13
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(mAtuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	mAt+uwA
        GLOSS:	die/pass away+they

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	رحمهم
     IS_TRANS:	rHmhm
        INDEX:	P31W2
      OFFSETS:	5-10
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(raHamhum)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3P
          VOC:	raHam+(null)+hum
        GLOSS:	have mercy/be compassionate/have mercy on/be merceful/bless/be merciful/have mercy with+he/it+them

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P31W3
      OFFSETS:	11-15
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P31W4
      OFFSETS:	16-20
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	هنعيش
     IS_TRANS:	hnEy$
        INDEX:	P31W5
      OFFSETS:	21-26
       TOKENS:	P31W7-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(HaniEiy$)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+Eiy$
        GLOSS:	will+we+live/experience/long live!/be lived/be experienced

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P31W6
      OFFSETS:	27-29
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مجتمع
     IS_TRANS:	mjtmE
        INDEX:	P31W7
      OFFSETS:	30-35
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mujotamaE_1]
   UNSPLITVOC:	(mujotamaE)
          POS:	NOUN
          VOC:	mujotamaE
        GLOSS:	society

 INPUT STRING:	سادي
     IS_TRANS:	sAdy
        INDEX:	P31W8
      OFFSETS:	36-40
       TOKENS:	P31W11-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAdiy_1]
   UNSPLITVOC:	(sAdiy)
          POS:	ADJ
          VOC:	sAdiy
        GLOSS:	sadistic

 INPUT STRING:	عفن
     IS_TRANS:	Efn
        INDEX:	P31W9
      OFFSETS:	41-44
       TOKENS:	P31W12-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eifin_1]
   UNSPLITVOC:	(Eifin)
          POS:	ADJ
          VOC:	Eifin
        GLOSS:	stinking/rotten/decomposed/greasy/filthy/rotting/rancid

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	يحرام
     IS_TRANS:	yHrAm
        INDEX:	P32W2
      OFFSETS:	3-8
       TOKENS:	P32W2-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(yA_HarAm)
          POS:	VOC_PART+NOUN
          VOC:	yA+HarAm
        GLOSS:	Oh+sin/offense

 INPUT STRING:	شوفتي
     IS_TRANS:	$wfty
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwftiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	$uwf+tiy
        GLOSS:	look+you

 INPUT STRING:	سما
     IS_TRANS:	smA
        INDEX:	P33W2
      OFFSETS:	6-9
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[samA_1]
   UNSPLITVOC:	(samA)
          POS:	NOUN_PROP
          VOC:	samA
        GLOSS:	Sama

 INPUT STRING:	المتخلفة
     IS_TRANS:	Almtxlfp
        INDEX:	P33W3
      OFFSETS:	10-18
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Almutaxal~if_1]
   UNSPLITVOC:	(Almutaxal~ifap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+mutaxal~if+ap
        GLOSS:	the+backward/underdeveloped+[fem.sg.]

 INPUT STRING:	الهبلة
     IS_TRANS:	Alhblp
        INDEX:	P33W4
      OFFSETS:	19-25
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al>ahobal_1]
   UNSPLITVOC:	(Alhabolap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+habol+ap
        GLOSS:	the+dim-witted/imbecile/imbeciles+[fem.sg.]

 INPUT STRING:	الحقيرة
     IS_TRANS:	AlHqyrp
        INDEX:	P33W5
      OFFSETS:	26-33
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlHaqiyr_1]
   UNSPLITVOC:	(AlHaqiyrap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Haqiyr+ap
        GLOSS:	the+despised/despicable+[fem.sg.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P34W2
      OFFSETS:	3-8
       TOKENS:	P34W2-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	جايبة
     IS_TRANS:	jAybp
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAyib_1]
   UNSPLITVOC:	(jAyobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAyob+ap
        GLOSS:	bringing/getting+[fem.sg.]

 INPUT STRING:	علم
     IS_TRANS:	Elm
        INDEX:	P35W2
      OFFSETS:	6-9
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ealam_1]
   UNSPLITVOC:	(Ealam)
          POS:	NOUN
          VOC:	Ealam
        GLOSS:	flag/banner/badge/flags/banners

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P35W3
      OFFSETS:	10-16
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamoriykA_1]
   UNSPLITVOC:	(AmoriykA)
          POS:	NOUN_PROP
          VOC:	AmoriykA
        GLOSS:	America

 INPUT STRING:	حطاه
     IS_TRANS:	HTAh
        INDEX:	P35W4
      OFFSETS:	17-21
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HATiT_1]
   UNSPLITVOC:	(HaT~Ah)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3MS
          VOC:	HaT~+ap+ah
        GLOSS:	putting/placing+[fem.sg.]+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P35W5
      OFFSETS:	22-25
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خروف
     IS_TRANS:	xrwf
        INDEX:	P35W6
      OFFSETS:	26-30
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaruwf_1]
   UNSPLITVOC:	(xaruwf)
          POS:	NOUN
          VOC:	xaruwf
        GLOSS:	sheep/lamb

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W1
      OFFSETS:	0-1
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P36W2
      OFFSETS:	2-7
       TOKENS:	P36W2-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+quwl
        GLOSS:	[present-tense]+it/they/she+said/say/be said/(for example)

 INPUT STRING:	اوباما
     IS_TRANS:	AwbAmA
        INDEX:	P36W3
      OFFSETS:	8-14
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uwbAmA_1]
   UNSPLITVOC:	(>uwbAmA)
          POS:	NOUN_PROP
          VOC:	>uwbAmA
        GLOSS:	Obama

 INPUT STRING:	اهو
     IS_TRANS:	Ahw
        INDEX:	P36W4
      OFFSETS:	15-18
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuw~a)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	here+he/it

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P37W1
      OFFSETS:	0-2
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	وكسرت
     IS_TRANS:	wksrt
        INDEX:	P37W2
      OFFSETS:	3-8
       TOKENS:	P37W2-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kas~ar_1]
   UNSPLITVOC:	(wikas~arit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kas~ar+it
        GLOSS:	and+shatter/smash+it/they/she

 INPUT STRING:	زير
     IS_TRANS:	zyr
        INDEX:	P37W3
      OFFSETS:	9-12
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyr_1]
   UNSPLITVOC:	(ziyr)
          POS:	NOUN
          VOC:	ziyr
        GLOSS:	earthenware

 INPUT STRING:	لا
