 INPUT STRING:	الشغل
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(Aakal~imak)
          POS:	IV1S+IV+IVSUFF_DO:2MS
          VOC:	Aa+kal~im+ak
        GLOSS:	I+talk/speak/talk to+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W19
      OFFSETS:	66-67
       TOKENS:	P19W26-P19W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W20
      OFFSETS:	67-68
       TOKENS:	P19W27-P19W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فل
     IS_TRANS:	fl
        INDEX:	P20W2
      OFFSETS:	4-6
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fl)
          POS:	TYPO
          VOC:	fl
        GLOSS:	nogloss

 INPUT STRING:	بيت
     IS_TRANS:	byt
        INDEX:	P20W3
      OFFSETS:	7-10
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(bayt)
          POS:	NOUN
          VOC:	bayt
        GLOSS:	house/houses/verse/verses

 INPUT STRING:	حاستناك
     IS_TRANS:	HAstnAk
        INDEX:	P21W1
      OFFSETS:	0-7
       TOKENS:	P21W1-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(HaAasotan~Aak)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2MS
          VOC:	Ha+Aa+sotan~A+ak
        GLOSS:	will+I+expect/wait for/be expected/be waited for/keep waiting for a long time/wait+you

 INPUT STRING:	تكلمني
     IS_TRANS:	tklmny
        INDEX:	P21W2
      OFFSETS:	8-14
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imniy)
          POS:	IV2MS+IV+IVSUFF_DO:1S
          VOC:	ti+kal~im+niy
        GLOSS:	you+talk/speak/talk to+me

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P21W3
      OFFSETS:	15-17
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	تبعت
     IS_TRANS:	tbEt
        INDEX:	P21W4
      OFFSETS:	18-22
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(tiboEat)
          POS:	IV2MS+IV
          VOC:	ti+boEat
        GLOSS:	you+send

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P21W5
      OFFSETS:	23-25
       TOKENS:	P21W8-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liiy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+i

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P21W6
      OFFSETS:	26-29
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تروح
     IS_TRANS:	trwH
        INDEX:	P21W7
      OFFSETS:	30-34
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(turuwH)
          POS:	IV2MS+IV
          VOC:	tu+ruwH
        GLOSS:	you+begin/go

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P21W8
      OFFSETS:	35-37
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P21W9
      OFFSETS:	38-41
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P21W10
      OFFSETS:	42-46
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W11
      OFFSETS:	46-47
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W12
      OFFSETS:	47-48
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P21W13
      OFFSETS:	48-51
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W14
      OFFSETS:	52-54
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P21W15
      OFFSETS:	55-60
       TOKENS:	P21W19-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انام
     IS_TRANS:	AnAm
        INDEX:	P21W16
      OFFSETS:	61-65
       TOKENS:	P21W20-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(AanAm)
          POS:	IV1S+IV
          VOC:	Aa+nAm
        GLOSS:	I+sleep/lie down

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P21W17
      OFFSETS:	66-68
       TOKENS:	P21W21-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W18
      OFFSETS:	69-71
       TOKENS:	P21W22-P21W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P21W19
      OFFSETS:	72-77
       TOKENS:	P21W23-P21W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	اطلع
     IS_TRANS:	ATlE
        INDEX:	P21W20
      OFFSETS:	78-82
       TOKENS:	P21W24-P21W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(AaTolaE)
          POS:	IV1S+IV
          VOC:	Aa+TolaE
        GLOSS:	I+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	أقعد
     IS_TRANS:	>qEd
        INDEX:	P21W21
      OFFSETS:	83-87
       TOKENS:	P21W25-P21W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(AaqoEud)
          POS:	IV1S+IV
          VOC:	Aa+qoEud
        GLOSS:	I+sit down/be seated/remain

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P21W22
      OFFSETS:	88-90
       TOKENS:	P21W26-P21W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P21W23
      OFFSETS:	91-95
       TOKENS:	P21W27-P21W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	روحت
     IS_TRANS:	rwHt
        INDEX:	P22W2
      OFFSETS:	4-8
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aH_1]
   UNSPLITVOC:	(raw~aHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	raw~aH+t
        GLOSS:	went home+i

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P22W3
      OFFSETS:	9-11
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P22W4
      OFFSETS:	12-18
       TOKENS:	P22W4-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	نمت
     IS_TRANS:	nmt
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nimt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	nim+t
        GLOSS:	sleep/lie down+you

 INPUT STRING:	حبيبي
     IS_TRANS:	Hbyby
        INDEX:	P23W2
      OFFSETS:	4-9
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P23W3
      OFFSETS:	10-11
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	صباح
     IS_TRANS:	SbAH
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAH)
          POS:	NOUN
          VOC:	SabAH
        GLOSS:	morning/in the morning

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P24W2
      OFFSETS:	5-10
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(Alxayr)
          POS:	DET+NOUN
          VOC:	Al+xayr
        GLOSS:	the+good

 INPUT STRING:	حبوبي
     IS_TRANS:	Hbwby
        INDEX:	P24W3
      OFFSETS:	11-16
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hab~uwb_1]
   UNSPLITVOC:	(Habuwbiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habuwb+iy
        GLOSS:	lovly+my

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W4
      OFFSETS:	16-17
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W5
      OFFSETS:	17-18
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P24W6
      OFFSETS:	18-21
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	نازل
     IS_TRANS:	nAzl
        INDEX:	P24W7
      OFFSETS:	22-26
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzil)
          POS:	ADJ
          VOC:	nAzil
        GLOSS:	hanging out

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P24W8
      OFFSETS:	27-31
       TOKENS:	P24W9-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl~iy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	quwl+(null)+niy
        GLOSS:	said/say/be said/(for example)+you+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	حأنام
     IS_TRANS:	H>nAm
        INDEX:	P25W2
      OFFSETS:	4-9
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HaAanAm)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+nAm
        GLOSS:	will+I+sleep/lie down

 INPUT STRING:	صحيني
     IS_TRANS:	SHyny
        INDEX:	P25W3
      OFFSETS:	10-15
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	SaH~+iy+niy
        GLOSS:	be correct/be true+you+me

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P25W4
      OFFSETS:	16-20
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	while+you [masc.sg.]/you/masculine

 INPUT STRING:	نازل
     IS_TRANS:	nAzl
        INDEX:	P25W5
      OFFSETS:	21-25
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzil)
          POS:	ADJ
          VOC:	nAzil
        GLOSS:	descending/staying

 INPUT STRING:	وحشتني
     IS_TRANS:	wH$tny
        INDEX:	P26W1
      OFFSETS:	0-6
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(waHa$tiniy)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1S
          VOC:	waHa$+t+niy
        GLOSS:	miss+you+me

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P26W2
      OFFSETS:	7-8
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	احساس
     IS_TRANS:	AHsAs
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHosAs_1]
   UNSPLITVOC:	(AiHosAs)
          POS:	NOUN
          VOC:	AiHosAs
        GLOSS:	sensitivity/feeling

 INPUT STRING:	براحة
     IS_TRANS:	brAHp
        INDEX:	P27W2
      OFFSETS:	6-11
       TOKENS:	P27W2-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(birAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+rAH+ap
        GLOSS:	with/by+rest/repose/leisure/palm of the hand+[fem.sg.]

 INPUT STRING:	غريب
     IS_TRANS:	gryb
        INDEX:	P27W3
      OFFSETS:	12-16
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariyb)
          POS:	ADJ
          VOC:	gariyb
        GLOSS:	strange

 INPUT STRING:	عمري
     IS_TRANS:	Emry
        INDEX:	P27W4
      OFFSETS:	17-21
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eumor+iy
        GLOSS:	age/life/ages/age groups+my

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P27W5
      OFFSETS:	22-24
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	حسيته
     IS_TRANS:	Hsyth
        INDEX:	P27W6
      OFFSETS:	25-30
       TOKENS:	P27W8-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(Has~aytuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	Has~+ayt+uh
        GLOSS:	feel+I+it/him

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W7
      OFFSETS:	30-31
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W8
      OFFSETS:	31-32
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P27W9
      OFFSETS:	32-35
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	سابه
     IS_TRANS:	sAbh
        INDEX:	P27W10
      OFFSETS:	36-40
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(sAbh)
          POS:	TYPO
          VOC:	sAbh
        GLOSS:	nogloss

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P27W11
      OFFSETS:	41-44
       TOKENS:	P27W14-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimin)
          POS:	CONJ+PREP
          VOC:	wi+min
        GLOSS:	and+from

 INPUT STRING:	غيرك
     IS_TRANS:	gyrk
        INDEX:	P27W12
      OFFSETS:	45-49
       TOKENS:	P27W16-P27W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayorak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	gayor+ak
        GLOSS:	not/other+your

 INPUT STRING:	بتعب
     IS_TRANS:	btEb
        INDEX:	P27W13
      OFFSETS:	50-54
       TOKENS:	P27W18-P27W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiEib_1]
   UNSPLITVOC:	(biAatoEab)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+toEab
        GLOSS:	[present-tense]+I+work hard/be tired

 INPUT STRING:	وباخاف
     IS_TRANS:	wbAxAf
        INDEX:	P27W14
      OFFSETS:	55-61
       TOKENS:	P27W20-P27W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAf_1]
   UNSPLITVOC:	(wibAaxAf)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+xAf
        GLOSS:	and+[present-tense]+I+fear/be afraid (of)/fear for/be worried (of)

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W15
      OFFSETS:	61-62
       TOKENS:	P27W23-P27W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W16
